Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,text_length,word_count,has_url,has_mention,has_hashtag,mention_count,hashtag_count,is_relevant,category,content_owner,priority
instagram,post,3888905245950068817,"MARALINER Meterai 6 Kerjasama Strategik 🤝✨ Sempena Sambutan Karnival 60 Tahun MARA, MARALINER hari ini memeterai 6 Memorandum Persefahaman (MoU) bersama rakan industri strategik di Synergy Summit: Maritime & Logistics – Driving National Connectivity and Growth. Kerjasama ini melibatkan: • Bateriku (M) Sdn . Bhd. • Tron Bradbury Energy (Malaysia) Sdn Bhd • KATSANA Holdings • Grab Malaysia • Berjaya Rail Sdn Bhd. • Tuxuri Sdn. Bhd. Kolaborasi ini memberi fokus kepada pendigitalan, pengurusan fleet pintar, teknologi EV, first & last-mile connectivity serta pembangunan industri rel negara. Langkah ini mencerminkan komitmen MARALINER ke arah ekosistem pengangkutan yang lebih moden, mampan dan berdaya saing. 🇲🇾 #MARALINER #MARACORP #INIKANBASKITA #WeGenMARA #60TahunMARA",https://www.instagram.com/p/DX4KreGAchR/,neutral,2026-05-03 13:07:33+00:00,12,0,0,0,0.5,12,12.0,,,neutral,0.9973987340927124,malay,Malay/Bumiputera,happy,0.0589599832892417,0.0633502006530761,0.5286608338356018,0.030061749741435,0.1552194505929947,0.0384894423186779,779.0,109.0,False,False,True,0.0,5.0,True,general_mention,public_earned,low
instagram,comment,17924612760322930,Bas maraliner dari alor gajah ke tbs 22/5/26 dah habis ke?,,neutral,2026-04-29 09:49:24+00:00,0,0,0,0,0.5,0,,,0.0,neutral,0.900855302810669,english,Mixed/Urban,surprise,0.0233717113733291,0.137209266424179,0.0516594760119915,0.039555300027132,0.2345098257064819,0.2766940295696258,58.0,11.0,False,False,False,0.0,0.0,True,question_request,public_earned,medium
instagram,post,3888898041872231143,"Unlocking ECRL’s Full Potential 🚆⚓🚌 MARALINER bersama UniKL dan UniKL Resources Sdn Bhd telah menganjurkan forum sinergi “Unlocking ECRL’s Full Potential: Integrating Maritime, Rail and Mobility Systems” di WTCKL sempena Sambutan Karnival 60 Tahun MARA. Ketua Pegawai Eksekutif MARALINER En. Wan Agyl Wan Hassan telah menjadi moderator bersama barisan panel jemputan iaitu En. Farizul Hazli Bin Baharom dari Berjaya Rail Sdn. Bhd, En. Mohd Fairoz Rozali, Jabatan Laut Malaysia serta Prof. Ts. Dr. Muhammad Zaly Shah Muhammad Hussein dari The Chartered Institute of Logistics and Transport. Forum ini membincangkan peranan ECRL sebagai pemangkin utama pengangkutan multimodal Malaysia dengan fokus utama diberikan kepada integrasi sistem darat dan laut yang lebih mampan, cekap, dan saling terhubung demi masa depan mobiliti Malaysia. #MARALINER #MARACORP #INIKANBASKITA #WeGenMARA #60TahunMARA",https://www.instagram.com/p/DX4JCoxgarn/,positive,2026-05-03 12:53:14+00:00,13,0,0,0,0.9238721042871476,13,13.0,,,positive,0.7462403476238251,multilingual,Unknown,happy,0.0877937972545623,0.056889858096838,0.2881569564342499,0.0464093312621116,0.2219419032335281,0.0486403554677963,897.0,124.0,False,False,True,0.0,5.0,True,general_mention,public_earned,low
instagram,post,3888082392166030406,"Jom sama-sama meriahkan forum Synergy Summit: Maritime & Logistics – Driving National Connectivity and Growth bersempena 60 Tahun MARA! 🚢✨ ​Sambil kita dengar hala tuju dan masa depan industri, ini masa terbaik untuk bina connection baru. ​📅 3 Mei 2026 (Esok) ⏰ 4.00 Ptg – 6.00 Ptg 📍 Dewan Tun Hussein Onn, WTC KL ​Jom turun beramai-ramai. Jumpa anda di sana! 🤝📈 #MARALINER #MARACORP #INIKANBASKITA #WeGenMARA #60TahunMARA",https://www.instagram.com/p/DX1PlXygdxG/,positive,2026-05-02 09:54:13+00:00,8,0,0,0,0.9993219375610352,8,8.0,,,positive,0.9977397918701172,malay,Malay/Bumiputera,love,0.0461308024823665,0.0329249463975429,0.1663447022438049,0.0382563099265098,0.3934355676174164,0.0519986636936664,425.0,67.0,False,False,True,0.0,5.0,True,general_mention,public_earned,low
instagram,post,3885232517527201363,Makluman penting untuk semua pelanggan MARALINER. Talian Whatssapp Aduan Rasmi kami telah digodam ‼️‼️😭😭 #MARALINER #MARACORP #INIKANBASKITA #WeGenMARA #60TahunMARA,https://www.instagram.com/p/DXrHmPNAWZT/,neutral,2026-04-28 11:32:41+00:00,10,0,1,0,0.5,11,13.0,,,neutral,0.6183345913887024,english,Mixed/Urban,no_clear_emotion,0.1091253086924552,0.0688176825642585,0.0330763608217239,0.0792554020881652,0.2359784692525863,0.0534318685531616,165.0,19.0,False,False,True,0.0,5.0,True,general_mention,public_earned,low
instagram,post,3883505083459135997,". MARA LINER - Teman Destinasi Anda - VBH750 Maraliner / Kenderaan Bas MARA MAN 19.350 RTG Intech MLK - AOG - BMS - KTN - DGN - TGG 📍Melaka Sentral, Melaka, Malaysia. #silencedaniel14 #maraliner #melakasentral #busspotting #fyp",https://www.instagram.com/p/DXk-0w3AWn9/,neutral,2026-04-26 02:18:29+00:00,7,0,0,0,0.5,7,7.0,,,neutral,0.9965554475784302,malay,Malay/Bumiputera,love,0.1266103386878967,0.0366474837064743,0.0680143982172012,0.0455720387399196,0.5242891907691956,0.0307856928557157,230.0,38.0,False,False,True,0.0,5.0,True,general_mention,public_earned,low
instagram,post,3877117430367120672,"MARALINER komited menyediakan perkhidmatan pengangkutan yang selamat, efisien dan mampan untuk semua. HAPPY WORLD PUBLIC TRANSPORT DAY! Terima kasih kerana memilih kami 🚌🚌💕💝💖 #MARALINER #MARACORP #INIKANBASKITA #WeGenMARA #60TahunMARA",https://www.instagram.com/p/DXOScLVge0g/,positive,2026-04-17 07:00:01+00:00,13,0,0,0,0.9993936955928802,13,13.0,,,positive,0.9979789853096008,malay,Malay/Bumiputera,happy,0.0141341052949428,0.028514239937067,0.9020074605941772,0.0076473164372146,0.0238179005682468,0.0109732681885361,236.0,28.0,False,False,True,0.0,5.0,True,general_mention,public_earned,low
instagram,post,3856885814541759320,"🌙✨SELAMAT HARI RAYA AIDILFITRI✨🌙 Berlabuh sudah Ramadhan mulia, Syawal menjelang penuh ceria. MARALINER setia sedia, Menghubung kasih, erat bahagia. #NIKANBASKITA #MARALINER #MARACORP #WeAreGenMARA #60TahunMARA",https://www.instagram.com/p/DWGaTazATNY/,neutral,2026-03-20 08:55:01+00:00,5,0,0,0,0.5,5,5.0,,,neutral,0.7708271145820618,english,Mixed/Urban,happy,0.0461161434650421,0.0672902315855026,0.6852142810821533,0.0205261670053005,0.1288665384054184,0.0179918128997087,212.0,24.0,False,False,True,0.0,5.0,True,general_mention,public_earned,low
instagram,post,3851057278866261468,"PENYERAHAN BAS DOUBLE DECKER BAGI PERKHIDMATAN LUAR BANDAR ZON TIMUR 12 Mac 2026 – MARA Liner Sdn. Bhd. (MLSB) menerima 2 bas double decker baharu dari Majlis Amanah Rakyat (MARA) sempena Naratif Eksklusif Ketua Pengarah MARA yang berlangsung hari ini. Sesi penyerahan bas double decker bagi kegunaan perkhidmatan luar bandar Zon Timur ini telah disempurnakan dengan simbolik penyerahan replika kunci dari Ketua Pegawai Eksekutif SKS Coachbuilders Sdn. Bhd.; Dato’ Roy Soo Kum Kin kepada Ketua Pegawai Eksekutif MLSB; Encik Wan Md Hazlin Agyl, disaksikan oleh Dato’ Zulfikri bin Osman, Ketua Pengarah MARA; Encik Zahari bin Aziz, Timbalan Ketua Pengarah (Keusahawanan) MARA; Dr. Azmi bin Amat Murjan, Pengarah Kanan (Pelaburan) MARA; serta Encik Yahaya bin Sani, Ketua Pegawai Eksekutif Kumpulan MARA Corporation Sdn. Bhd. Penyerahan bas ini selaras dengan komitmen MARA dalam mempertingkatkan akses mobiliti serta kemudahan pengangkutan kepada masyarakat, khususnya di kawasan luar bandar. Inisiatif ini juga dijangka menyumbang kepada penjanaan hasil serta menyokong kelestarian perniagaan MLSB selari dengan aspirasi MARA dalam memperkasakan entiti perniagaannya. #MARALINER #MARACORP #MARA #WeAreGenMARA #60TahunMARA",https://www.instagram.com/p/DVxtDD8gYXc/,positive,2026-03-12 07:50:23+00:00,9,0,0,0,0.8704450666904449,9,9.0,,,positive,0.5681502223014832,multilingual,Unknown,no_clear_emotion,0.0569523982703685,0.0464704930782318,0.2060446739196777,0.0399448573589324,0.1982979476451873,0.0610221736133098,1225.0,170.0,False,False,True,0.0,5.0,True,general_mention,public_earned,low
instagram,post,3846826759140501577,"𝐒𝐀𝐋𝐀𝐌 𝐍𝐔𝐙𝐔𝐋 𝐀𝐋-𝐐𝐔𝐑𝐀𝐍 𝟏𝟒𝟒𝟕𝐇 🌙📖 Hari memperingati peristiwa agung yang melambangkan kebesaran mukjizat suci Al - Quran kurniaan Allah SWT, yang diturunkan melalui Malaikat Jibril kepada Rasulullah SAW untuk disampaikan serta disebarkan kepada seluruh umat Islam. Semoga kita sentiasa menjadikan Al-Quran sebagai sumber kekuatan iman, panduan hidup dan inspirasi dalam membentuk kehidupan yang diredhai serta diberkati oleh Allah SWT. #MARALINER #MARACORP #MARA #WeAreGenMARA #60TahunMARA #MerakyatkanMARA",https://www.instagram.com/p/DVirI5bCWhJ/,positive,2026-03-06 11:45:07+00:00,6,0,0,0,0.9993999540805816,6,6.0,,,positive,0.9979998469352722,malay,Malay/Bumiputera,love,0.055475890636444,0.0609565936028957,0.2043131291866302,0.0420707315206527,0.5788421630859375,0.0238510351628065,505.0,65.0,False,False,True,0.0,6.0,True,general_mention,public_earned,low
instagram,post,3845795122659715122,"𝐒𝐄𝐒𝐈 𝐓𝐎𝐖𝐍𝐇𝐀𝐋𝐋 𝐌𝐀𝐑𝐀𝐋𝐈𝐍𝐄𝐑 𝟐𝟎𝟐𝟔 MARA Liner Sdn. Bhd. (MLSB) telah mengadakan Sesi Townhall 2026 yang berlangsung di Ibu Pejabat dan disertai secara dalam talian oleh seluruh cawangan MLSB di seluruh Malaysia. Sesi Townhall ini menjadi ruang amanat Ketua Pegawai Eksekutif MLSB, Encik Wan Md Hazlin Agyl Bin Wan Hassan, dan menjadi platform penting untuk berkongsi hala tuju strategik syarikat, menjelaskan inisiatif semasa serta memperkukuh komunikasi dua hala antara pihak pengurusan dan seluruh warga kerja. Semoga setiap perkongsian yang disampaikan menjadi pencetus semangat dan inspirasi kepada seluruh warga kerja MLSB dalam usaha membentuk organisasi yang lebih berdaya saing, berwibawa dan berintegriti. #MARALINER #MARACORP #WeAreGenMARA #60TahunMARA #MerakyatkanMARA",https://www.instagram.com/p/DVfAknFD-gy/,positive,2026-03-05 01:35:26+00:00,13,0,0,0,0.9993864893913268,13,13.0,,,positive,0.9979549646377563,malay,Malay/Bumiputera,happy,0.0459160171449184,0.0461625941097736,0.3934894800186157,0.0360327288508415,0.1813663691282272,0.0465464442968368,778.0,105.0,False,False,True,0.0,5.0,True,general_mention,public_earned,low
instagram,post,3842801922244543198,"✨Selamat Ulang Tahun Ke-60 MARA ✨ Enam dekad menjunjung amanah, MARA terus merakyat demi masa depan anak bangsa. Semoga MARA kekal teguh sebagai tunjang utama dalam memperkasakan anak bangsa dan memperkukuh ekosistem keusahawanan negara. #MARALINER #MARA #WeAreGenMARA #60TahunMARA #MerakyatkanMARA",https://www.instagram.com/p/DVUX_z9kwLe/,positive,2026-02-28 22:32:33+00:00,7,0,0,0,0.999391084909439,7,7.0,,,positive,0.9979702830314636,malay,Malay/Bumiputera,love,0.0869080200791359,0.0506125651299953,0.2881740629673004,0.033472329378128,0.398375540971756,0.0241524912416934,301.0,39.0,False,False,True,0.0,5.0,True,general_mention,public_earned,low
instagram,post,3886713674731210366,Selamat Menyambut Hari Pekerja 2026! 🎉 ​“Pekerja Kesuma Bangsa.” Jutaan terima kasih atas segala dedikasi dan sumbangan anda semua. Ingatan tulus ikhlas daripada kami di MARA Liner Sdn Bhd. Selamat bercuti dan selamat dalam perjalanan ke mana jua destinasi anda! 🚌✨ #MARALINER #MARACORP #INIKANBASKITA #WeGenMARA #60TahunMARA,https://www.instagram.com/p/DXwYX6WAcZ-/,positive,2026-04-30 12:35:21+00:00,5,0,0,0,0.9257022492587564,5,5.0,,,positive,0.7523408308625221,multilingual,Unknown,love,0.0429330505430698,0.0267520360648632,0.3671726286411285,0.0252347346395254,0.4240896701812744,0.0196079108864069,327.0,46.0,False,False,True,0.0,5.0,True,general_mention,public_earned,low
x,post,2051155276330602688,"Berjaya group of companies has announced a strategic partnership with MARA Liner Sdn Bhd, aimed raising higher number of Bumiputera participation in mobility and rail ecosystem. https://t.co/Sbe3f9GqTf",https://x.com/BusinessTodayM1/status/2051155276330602688,neutral,2026-05-04 04:21:41+00:00,0,0,0,14,0.5,0,0.014,,,neutral,0.6863216757774353,english,Mixed/Urban,happy,0.031142083927989,0.0337163172662258,0.5990402698516846,0.0233349185436964,0.1453782618045807,0.0356084033846855,201.0,27.0,True,False,False,0.0,0.0,True,general_mention,public_earned,low
x,post,2050946957359882625,"MARALINER meterai 6 perkongsian strategik, transformasi ke arah pengangkutan awam moden #BHbisnes Langkah penting dalam meningkatkan keupayaan syarikat merentasi pendigitalan, pengurusan armada, kemampanan dan mobiliti multimodal. https://t.co/tNRxfFRnDH",https://x.com/bharianmy/status/2050946957359882625,neutral,2026-05-03 14:33:54+00:00,0,0,0,584,0.5,5,0.584,,,neutral,0.8341298699378967,english,Mixed/Urban,no_clear_emotion,0.0707302317023277,0.0586034916341304,0.274060308933258,0.0432065650820732,0.1897113472223281,0.0530903302133083,257.0,27.0,True,False,True,0.0,1.0,True,general_mention,public_earned,low
x,post,2044394452551442614,#BernamaNews : MARALiner Sdn Bhd is actively exploring the use of electric buses and plans to enter into up to 13 new strategic partnerships to address uncertainty in fuel costs. #digitalbernamatv #global #energy #crisis #maraliner #EV #exclusive https://t.co/pPGsPBrBLm,https://x.com/BernamaTV/status/2044394452551442614,neutral,2026-04-15 12:36:35+00:00,0,0,0,144,0.5,1,0.144,,,neutral,0.8149685859680176,english,Mixed/Urban,anger,0.5143597722053528,0.1226600855588913,0.1591604799032211,0.0207980331033468,0.0621984340250492,0.0237885173410177,272.0,38.0,True,False,True,0.0,8.0,True,general_mention,news_media,low
x,post,2044450494043890149,#BuletinBernama: MARALiner Sdn Bhd giat meneroka penggunaan bas elektrik serta bakal menjalin sehingga 13 kerjasama strategik baharu sebagai langkah proaktif menghadapi ketidaktentuan kos bahan api. #digitalbernamatv #MARALiner #EVBus #electricbus https://t.co/PWKDYhUUiG,https://x.com/BernamaTV/status/2044450494043890149,neutral,2026-04-15 16:19:16+00:00,0,0,0,159,0.5,1,0.159,,,neutral,0.8813337683677673,english,Mixed/Urban,happy,0.1460490226745605,0.2388201206922531,0.3643356263637543,0.039487101137638,0.0952918380498886,0.0276114381849765,272.0,30.0,True,False,True,0.0,5.0,True,general_mention,public_earned,low
x,post,2050919806510174209,MARALINER Signs Six Strategic Partnerships To Accelerate Mobility Transformation #BernamaBiz https://t.co/7AUs43HxfB https://t.co/HgpS40euQF,https://x.com/BernamaBiz/status/2050919806510174209,neutral,2026-05-03 12:46:00+00:00,0,0,0,821,0.5,8,0.8210000000000001,,,neutral,0.7218672037124634,english,Mixed/Urban,happy,0.0508008375763893,0.0495362915098667,0.5544642806053162,0.02048771828413,0.2239500731229782,0.0210599359124898,143.0,12.0,True,False,True,0.0,1.0,True,general_mention,public_earned,low
x,post,2051165749280923782,"Berjaya, MARA Liner forge strategic partnership to boost localisation and mobility sector https://t.co/ZTQP2ZHaS7",https://x.com/theSundaily/status/2051165749280923782,neutral,2026-05-04 05:03:18+00:00,0,0,0,96,0.5,0,0.096,,,neutral,0.5670746564865112,english,Mixed/Urban,happy,0.0473264753818511,0.0446253828704357,0.5539339184761047,0.0216822177171707,0.1868697553873062,0.0282625518739223,113.0,13.0,True,False,False,0.0,0.0,True,general_mention,public_earned,low
x,post,2032273915792535849,"APAD menerima kunjungan hormat Ketua Pegawai Eksekutif MARALiner Sdn. Bhd., YBrs. Tuan Wan Agyll Wan Hassan kepada Ketua Pengarah APAD, YBrs. Tuan Ahmad Radhi Maarof di Ibu Pejabat APAD, hari ini. Pertemuan ini membincangkan usaha memperkukuh operasi Bas Berhenti-henti. https://t.co/0LL3hQmvAZ",https://x.com/APADchannel/status/2032273915792535849,neutral,2026-03-13 01:53:54+00:00,0,0,0,359,0.5,3,0.359,,,neutral,0.8717684149742126,english,Mixed/Urban,no_clear_emotion,0.070825845003128,0.0381909012794494,0.1092049106955528,0.0437355563044548,0.1237028092145919,0.069061204791069,295.0,40.0,True,False,False,0.0,0.0,True,general_mention,public_earned,low
x,post,2050920217908527335,MARALINER Meterai Enam Perkongsian Strategik Bagi Pacu Transformasi Mobiliti #BernamaBiz https://t.co/0uMWxpLN2A,https://x.com/BernamaBiz/status/2050920217908527335,neutral,2026-05-03 12:47:38+00:00,0,0,0,34,0.5,0,0.034,,,neutral,0.8733247518539429,english,Mixed/Urban,no_clear_emotion,0.0723814815282821,0.0424765646457672,0.1438168138265609,0.0477146618068218,0.2483884394168853,0.0420853085815906,116.0,11.0,True,False,True,0.0,1.0,True,general_mention,public_earned,low
x,post,2050900586607034775,"MARALINER SIGNS SIX STRATEGIC PARTNERSHIPS TO ACCELERATE MOBILITY TRANSFORMATION KUALA LUMPUR, 3 May 2026 – MLSB signed six strategic collaborations marking a major step towards a more modern, resilient and tech-driven public transport.. Read more: https://t.co/eyJ0wjxkut https://t.co/WawJ8nSNwY",https://x.com/maracorporation/status/2050900586607034775,neutral,2026-05-03 11:29:38+00:00,0,0,0,21,0.5,0,0.021,,,neutral,0.4994822740554809,english,Mixed/Urban,happy,0.0280482545495033,0.0444544032216072,0.7760055661201477,0.0142717733979225,0.0704718902707099,0.0222579017281532,298.0,37.0,True,False,False,0.0,0.0,True,general_mention,public_earned,low
facebook,post,978772920942173,"Happy Holiday Gaisss !!!!!🎄💖 Cuti ni jangan lupa luangkan masa dengan family or self healing tau 😘 Yang penting, nak jalan-jalan naik dengan kami okay!! Sebab,,, kami kan teman destinasi anda.. gituuuuu😎 #maraliner #11untukmslb #maracorp #mara",https://www.facebook.com/MARALinerSdnBhd/posts/pfbid037jefuj9Cmt6Dq8PkNvzsGNry3ib89G3Q96xbD1bvfZKipHyYPZhwERb6cPm7zcWxl,positive,,0,0,0,0,0.999378478527069,0,0.0,,,positive,0.997928261756897,malay,Malay/Bumiputera,happy,0.0130405910313129,0.0230698306113481,0.8986692428588867,0.0075891991145908,0.0314288511872291,0.0115682231262326,245.0,36.0,False,False,True,0.0,4.0,True,general_mention,public_earned,low
facebook,post,1179724280847035,"Korang jalan2 cuti panjang, naik apa tuuuu?? 🚍 Saje nak info, KL- KT or KT-KL just RM43 jeeee tau skrg 😏 pluss semua laluan pun ada 10% OFF🔥 Soooo, 15-16/9 ni balik dgn kitorg & pakai kod MALAYSIA10 Jgn nak hold lagi time ni la kena grab!!! #hargabaru #KL #KT #tranung #harimalaysia2025 #maraliner",https://www.facebook.com/MARALinerSdnBhd/posts/pfbid0kg2Ym9DVJUPbWg3nDrUQ3pLBfY5sw7hNHb8hKADShuKzcwxNr2rar5KA56mHTwcdl,positive,,0,0,0,0,0.9968393564224244,0,0.0,,,positive,0.989464521408081,malay,Malay/Bumiputera,no_clear_emotion,0.0557831861078739,0.0184566862881183,0.0390826910734176,0.0289979726076126,0.3112780451774597,0.0423389934003353,301.0,53.0,False,False,True,0.0,6.0,True,question_request,public_earned,medium
