Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,author,author_followers
instagram,comment,17906089842430644,"Haha gila  betul , berebut jawatan pengerusi, pastu pastu rebut nama PN parti pulak, nanti kalau menang sapa nk Jadi Pm? Ketua pembakang orang lain ketua PN orang lain ketua Parti orang lain last last berebut lepas tu salah kan Dap 🤣🤣🤣",,https://www.instagram.com/p/DZ1IkuuhMj3/,DZ1IkuuhMj3,neutral,2026-06-20 01:41:18+00:00,0,0,0,0,0.5,0,neutral,0.7231486439704895,english,Mixed/Urban,no_clear_emotion,0.14913254976272583,0.018414119258522987,0.04119674861431122,0.03305986523628235,0.171268031001091,0.03388888016343117,,0.0
instagram,comment,18398947090082242,Fuhh.bakal pm11 malaysia tenang.tapi tindakan mematikan pihak lwn,,https://www.instagram.com/p/DZ1IkuuhMj3/,DZ1IkuuhMj3,negative,2026-06-20 01:36:20+00:00,0,0,0,0,0.00048694610595700905,0,negative,0.9983768463134766,malay,Malay/Bumiputera,anger,0.7349520325660706,0.02800017222762108,0.058301519602537155,0.016147548332810402,0.055493295192718506,0.015137756243348122,,0.0
instagram,comment,18119563663796742,serabut dgn org politik ni. lantak korang lah!,,https://www.instagram.com/p/DZ1IkuuhMj3/,DZ1IkuuhMj3,neutral,2026-06-20 01:04:47+00:00,0,0,0,0,0.5,0,neutral,0.7794414162635803,english,Mixed/Urban,anger,0.777435839176178,0.050306521356105804,0.06573691219091415,0.01632014475762844,0.03799770772457123,0.014803417958319187,,0.0
instagram,post,3923502057763912673,"SIDANG MEDIA SELEPAS MESYUARAT AHLI JAWATANKUASA PUSAT PARTI GERAKAN RAKYAT MALAYSIA

Mesyuarat Ahli Jawatankuasa Pusat GERAKAN hari ini memberi fokus kepada persiapan menghadapi PRN Johor dan Negeri Sembilan yang dijangka berlangsung dalam masa terdekat.

GERAKAN komited memperkukuhkan jentera parti di semua peringkat, mempererat kerjasama dalam Perikatan Nasional serta memastikan kesiapsiagaan organisasi berada pada tahap terbaik demi menghadapi cabaran politik semasa.

Bersama semangat perpaduan, kesepakatan dan kerja berpasukan, GERAKAN akan terus mendekati rakyat serta memperjuangkan kepentingan negara dan kesejahteraan rakyat.

#GERAKAN #PerikatanNasional #PRNJohor #PRNNegeriSembilan #PartiGerakanRakyatMalaysia
#58BersamaSatuHatiSentiasa",https://www.instagram.com/p/DZzFFV8iDvh/,,,positive,2026-06-20 06:45:14+00:00,9,0,0,0,0.9990077972412108,9,positive,0.9966926574707031,malay,Malay/Bumiputera,happy,0.06942860037088394,0.06247861683368683,0.4114377200603485,0.04007662087678909,0.1669728308916092,0.03399607911705971,,
instagram,comment,17935373058268754,"Siapa bagi kau izin singkir Azmin dan Radzi dengan kehadiran Parti2 yg bukan komponen rasmi PN time meeting di HQ PAS?Rafizi & BERSAMA menang 30-40 Parlimen untuk PRU16 Oktober ini.PMX tidak akan menangguhkan PRU16 sehingga 2027 & memberi mereka peluang untuk memenangi Parlimen 80-90,huhuhu.BERSAMA adalah KUASA BARU bukan PN WAWASAN,PN BERSATU,PN PAS,BN,PH,GPS,GRS & WARISAN. BERSAMA adalah pilihan & taruhan terbaik anda untuk Malaysia 2030 yang semakin Menua.Lupakan politik Dinosaur mulai sekarang.",,https://www.instagram.com/p/DZzFFV8iDvh/,DZzFFV8iDvh,negative,2026-06-20 01:04:43+00:00,0,0,0,0,0.0004963517189026101,0,negative,0.9983454942703247,malay,Malay/Bumiputera,no_clear_emotion,0.06988507509231567,0.04407203197479248,0.04234762117266655,0.033795978873968124,0.2139589935541153,0.06437306106090546,,0.0
instagram,post,3923489753454961847,"𝗣𝗘𝗡𝗚𝗛𝗢𝗥𝗠𝗔𝗧𝗔𝗡 𝗧𝗘𝗥𝗔𝗞𝗛𝗜𝗥 𝗣𝗘𝗠𝗔𝗡𝗚𝗞𝗨 𝗞.𝗕 𝗕𝗔𝗧𝗨 𝗚𝗔𝗝𝗔𝗛

20.06.26 | Pimpinan BERSATU Ipoh Barat diwakili Ketua Bahagian, Ts. @mohd_azham.azmi telah memberi penghormatan terakhir buat Pemangku Ketua Bahagian BERSATU Batu Gajah, Allahyarham Mat Tarmizi bin Mohd Som yang telah dikebumikan pagi tadi. Semoga Allah mencucuri rohnya dan ditempatkan dengan orang yang beriman.

BERSATU Ipoh Barat

#pkbipohbarat 
#bersatuipohbarat
#PPBM 
#PerikatanNasional 
#PNBEST",https://www.instagram.com/p/DZzCSSqkWS3/,,,positive,2026-06-20 06:20:47+00:00,3,0,0,0,0.9968453466892242,3,positive,0.9894844889640808,malay,Malay/Bumiputera,no_clear_emotion,0.04675953835248947,0.07193005084991455,0.20765867829322815,0.040491264313459396,0.17771273851394653,0.0786726176738739,,
instagram,comment,17972065701117205,Izin Panglima Perikatan Nasional. Samsuri ni sapo dlm PN??,,https://www.instagram.com/p/DZzCSSqkWS3/,DZzCSSqkWS3,neutral,2026-06-20 01:02:52+00:00,0,0,0,0,0.5,0,neutral,0.9178293943405151,english,Mixed/Urban,no_clear_emotion,0.04906901717185974,0.019355768337845802,0.0424734391272068,0.02072308585047722,0.15926410257816315,0.03567890822887421,,0.0
instagram,post,3923283090919554898,"POLITIK | Sebarang aktiviti atau mesyuarat yang menggunakan nama Perikatan Nasional (PN) tidak boleh dilaksanakan melainkan dengan keizinan Pengerusi, Datuk Seri Dr Ahmad Samsuri Mokhtar.⠀
⠀
#BuletinTV3 #PerikatanNasional #AhmadSamsuri #Politik⠀
⠀",https://www.instagram.com/p/DZyTS9Ljn9S/,,,neutral,2026-06-19 23:30:20+00:00,511,0,44,0,0.5,555,neutral,0.7406038641929626,malay,Malay/Bumiputera,no_clear_emotion,0.048698391765356064,0.016892360523343086,0.029777174815535545,0.02492671087384224,0.07670443505048752,0.04654427990317345,,
instagram,comment,17973527637078971,Blih blah lh...hang x kn dpt jd pm.,,https://www.instagram.com/p/DZyTS9Ljn9S/,DZyTS9Ljn9S,neutral,2026-06-20 00:58:32+00:00,0,0,0,0,0.5,0,neutral,0.5465416312217712,english,Mixed/Urban,love,0.29189833998680115,0.06064213067293167,0.022329332306981087,0.04414639249444008,0.34559157490730286,0.056685738265514374,,0.0
instagram,comment,18047681369716771,"Apa punya pengerusi ni, belum jadi PM",,https://www.instagram.com/p/DZyTS9Ljn9S/,DZyTS9Ljn9S,neutral,2026-06-20 00:55:13+00:00,0,0,0,0,0.5,0,neutral,0.7321733832359314,english,Mixed/Urban,surprise,0.014498204924166203,0.255296528339386,0.021982243284583092,0.03486296907067299,0.017988627776503563,0.6156318783760071,,0.0
instagram,comment,18149670268500383,Kesian..penat curi sakau utk mewahkn PN..PAS amik gitu je..kesian yidin kene dakwa sorg2...pas dpt bendera banner PN yg mewah n byk gitu jer...😂😂😂😂😂,,https://www.instagram.com/p/DZyTS9Ljn9S/,DZyTS9Ljn9S,neutral,2026-06-20 00:51:00+00:00,0,0,0,0,0.5,0,neutral,0.7445915341377258,english,Mixed/Urban,love,0.10446687787771225,0.047444216907024384,0.06002533808350563,0.047592468559741974,0.54358971118927,0.033027295023202896,,0.0
instagram,post,3922950308501594256,"MYHARIAN MEMETIK SUMBER BERITA ASTRO AWANI.

KUALA LUMPUR: Perikatan Nasional (PN) menegaskan sebarang aktiviti atau mesyuarat yang menggunakan nama gabungan itu tidak boleh diadakan tanpa keizinan Pengerusinya, Datuk Seri Ahmad Samsuri Mokhtar.

Setiausaha Agung PN, Datuk Seri Takiyuddin Hassan berkata perkara itu dimaklumkan selepas gabungan berkenaan menerima maklum balas rasmi daripada Jabatan Pendaftaran Pertubuhan Malaysia (ROS) berhubung perubahan kepimpinan dan pentadbiran parti pada hari ini.

Takiyuddin berkata maklum balas ROS itu mengesahkan penerimaan Minit Mesyuarat Luar Biasa Majlis Tertinggi PN bertarikh 22 Februari 2026.

Menurut beliau, ROS turut mengambil maklum keputusan Majlis Tertinggi yang meluluskan peletakan jawatan Pengerusi PN sebelum ini serta pelantikan pengerusi baharu gabungan berkenaan.

ARTIKEL PENUH DI PORTAL BERITA ASTRO AWANI.   

#PerikatanNasional #PN #AhmadSamsuriMokhtar #TakiyuddinHassan #ROS JabatanPendaftaranPertubuhan PolitikMalaysia BeritaPolitik AstroAwani KualaLumpur",https://www.instagram.com/p/DZxHoVZvyCQ/,,,negative,2026-06-19 12:29:04+00:00,0,0,0,0,0.007184082269668601,0,negative,0.9760530591011047,malay,Malay/Bumiputera,no_clear_emotion,0.052369557321071625,0.029339967295527458,0.043929871171712875,0.034899480640888214,0.049291204661130905,0.0937381461262703,,
instagram,comment,17915189472199656,"Ko meeting buang org itu ini, Ko mintak izin sape plk? Hehe ..masing2 gila kuasa, gila jwtn , sesama Melayu berebut2..lps tu ada Dap utk dislhkan..",,https://www.instagram.com/p/DZxHoVZvyCQ/,DZxHoVZvyCQ,neutral,2026-06-20 00:42:24+00:00,0,0,0,0,0.5,0,neutral,0.8627930283546448,english,Mixed/Urban,love,0.13911934196949005,0.02240753546357155,0.034981802105903625,0.04143817350268364,0.5272482633590698,0.034944359213113785,,0.0
instagram,comment,18112732225718749,Hahahaha. Gila lah kau orang ni.,,https://www.instagram.com/p/DZxHoVZvyCQ/,DZxHoVZvyCQ,neutral,2026-06-20 00:37:18+00:00,0,0,0,0,0.5,0,neutral,0.48076650500297546,english,Mixed/Urban,love,0.10489097237586975,0.0421844944357872,0.07146737724542618,0.04738655313849449,0.49317070841789246,0.05971779301762581,,0.0
instagram,comment,18068609591387924,Penyamun,,https://www.instagram.com/p/DZxHoVZvyCQ/,DZxHoVZvyCQ,negative,2026-06-19 23:52:38+00:00,0,0,0,0,0.14256437569856642,0,negative,0.5247854143381119,multilingual,Unknown,love,0.17943984270095825,0.10450789332389832,0.12034149467945099,0.08178788423538208,0.2570571303367615,0.0883132591843605,,0.0
instagram,comment,17964638531942524,Suka hati la..,,https://www.instagram.com/p/DZxHoVZvyCQ/,DZxHoVZvyCQ,neutral,2026-06-19 23:45:12+00:00,0,0,0,0,0.5,0,neutral,0.8078993558883667,english,Mixed/Urban,love,0.14861461520195007,0.06132430583238602,0.05891038104891777,0.032169926911592484,0.4418327212333679,0.03291439265012741,,0.0
instagram,post,3922937835954642054,"𝗦𝗔𝗟𝗔𝗠 𝗧𝗔𝗞𝗭𝗜𝗔𝗛

19.06.26 | Seluruh Pimpinan BERSATU Bahagian Ipoh Barat ingin merakamkan ucapan takziah buat keluarga Allahyarham En Tarmizi Mat Som, Pemangku Ketua Bahagian BERSATU Batu Gajah yng telah kembali ke rahmatullah pada petang tadi. Semoga Allah SWT mengampuni dosa, menerima segala amalannya dan menempatkan rohnya di kalangan orang orang yang soleh. Al Fatihah.

BERSATU Ipoh Barat

#pkbipohbarat 
#bersatuipohbarat 
#PPBM 
#PerikatanNasional 
#pnbest",https://www.instagram.com/p/DZxEy1cBByG/,,,positive,2026-06-19 12:04:17+00:00,0,0,0,0,0.9966240108013152,0,positive,0.988746702671051,malay,Malay/Bumiputera,happy,0.032758332788944244,0.07817794382572174,0.45353031158447266,0.08423736691474915,0.24083957076072693,0.04053563252091408,,
instagram,comment,18004360724938914,Tak payah minta izin! kau semua boleh guna! anggap PNajis je! lahanat mana nak suruh minta izin tu??? benda PNajis pun!!,,https://www.instagram.com/p/DZxEy1cBByG/,DZxEy1cBByG,negative,2026-06-19 23:41:10+00:00,0,0,0,0,0.06172160357236861,0,negative,0.7942613214254379,multilingual,Unknown,love,0.08785751461982727,0.09611083567142487,0.02893742360174656,0.1121063232421875,0.5386712551116943,0.07628349959850311,,0.0
instagram,comment,17942641389234795,Klik pautan di IG Story atau layari www.buletintv3.my untuk berita penuh.,,https://www.instagram.com/p/DZxEy1cBByG/,DZxEy1cBByG,neutral,2026-06-19 23:30:23+00:00,0,0,0,0,0.5,0,neutral,0.8554881811141968,english,Mixed/Urban,surprise,0.014465426094830036,0.030132900923490524,0.020656418055295944,0.02840273082256317,0.04331863671541214,0.5658150315284729,,0.0
instagram,post,3922883688572461988,"The removal of two senior Bersatu leaders from Perikatan Nasional’s (PN) top leadership appears to be part of a broader strategy by Pas to gradually edge Bersatu out of the coalition without formally expelling it, according to political analysts.

The latest restructuring saw Datuk Seri Mohamed Azmin Ali and Datuk Dr Radzi Jidin dropped from key PN positions, further fuelling speculation over strained ties between Pas and Bersatu ahead of the Johor and Negeri Sembilan state elections.

Read more at the link in bio. 

#Pas #Bersatu #PerikatanNasional #SinarDaily",https://www.instagram.com/p/DZw4e4wiSOk/,,,neutral,2026-06-19 10:16:39+00:00,4,0,0,0,0.5,4,neutral,0.7300436496734619,english,Mixed/Urban,anger,0.7286931276321411,0.09870924800634384,0.05106917768716812,0.04888220876455307,0.03186074271798134,0.00942180398851633,,
instagram,post,3922865755926395404,"Pas should leave Perikatan Nasional (PN) and form a new coalition under its own logo and branding, according to Bersatu information chief Datuk Tun Faisal Ismail Aziz.

He alleged that Pas had never been fully committed to PN and had engaged in political negotiations outside the coalition.

Read more at the link in bio.

#Politics #Pas #Bersatu #PerikatanNasional #PN #SinarDaily",https://www.instagram.com/p/DZw0Z7riXoM/,,,neutral,2026-06-19 09:41:01+00:00,3,0,0,0,0.5,3,neutral,0.5939939022064209,english,Mixed/Urban,happy,0.1304875910282135,0.12554222345352173,0.3680296838283539,0.044573526829481125,0.10598661005496979,0.03653368353843689,,
instagram,post,3922784825330677239,"Meskipun hubungan politik antara Pas dan Pribumi Bersatu Malaysia (Bersatu) kini tidak lagi sehaluan, namun Ahli Dewan Undangan Negeri (ADUN) kedua-dua parti pembangkang itu dilihat tampil senada apabila mengenakan pakaian berwarna biru diraja pada Sidang Khas Dewan Undangan Negeri (DUN) Selangor pada Jumaat.

Menariknya, warna yang dipilih blok pembangkang itu seakan sama dengan pilihan pakaian Menteri Besar, Datuk Seri Amirudin Shari ketika beliau membentangkan Fasa 2 Pakej Pengukuhan Daya Tahan Selangor.

Anda boleh baca berita penuh di portal Sinar Harian di www.sinarharian.com.my atau swipe up di IG story serta jangan lupa follow IG @sinarharian untuk berita terkini dalam dan luar negara.

#SinarHarian #SinarTerkini #PerikatanNasional #DunSelangor #Pembangkang",https://www.instagram.com/p/DZwiAPMILX3/,,,negative,2026-06-19 07:00:14+00:00,1203,0,37,0,0.00048113465309140846,1240,negative,0.9983962178230286,malay,Malay/Bumiputera,no_clear_emotion,0.05156393721699715,0.12434970587491989,0.05381109192967415,0.05243554338812828,0.1309509426355362,0.23020784556865692,,
instagram,post,3922716328822598357,"PAS disaran supaya meninggalkan Perikatan Nasional (PN) secara sukarela dan membentuk sebuah gabungan politik baharu, manakala BERSATU pula dicadangkan untuk terus kekal dalam gabungan itu bersama parti lain di bawah Ikatan Prihatin Rakyat (IPR).

Berita penuh di IG Story

#perikatannasional #tunfaisal #pas #mediatelus",https://www.instagram.com/p/DZwSbe2GGrV/,,,positive,2026-06-19 04:44:09+00:00,6,0,12,0,0.977179729938507,18,positive,0.9239324331283569,malay,Malay/Bumiputera,no_clear_emotion,0.05409713834524155,0.017318706959486008,0.09161148965358734,0.016333000734448433,0.15064212679862976,0.03567058965563774,,
instagram,post,3922702698701192885,"Alhamdulillah, berpeluang menyantuni kariah Masjid Wawasan Bukit Pasir serta insan-insan yang banyak berjasa dalam pengurusan tanah perkuburan di Bukit Pasir bersama rakan-rakan yang lain.

Pertemuan santai ini bukan sahaja mengeratkan silaturahim, malah menjadi ruang untuk bertukar pandangan serta mendengar sendiri perkembangan dan keperluan masyarakat setempat. Semoga segala usaha dan khidmat bakti yang dicurahkan demi kesejahteraan komuniti mendapat ganjaran yang berlipat ganda daripada Allah SWT.

Terima kasih kepada YB Hilman Idham, Ketua Armada Bersatu Malaysia, atas kesudian bersama-sama turun padang menyantuni masyarakat.

Pagoh Kita, Tanggungjawab Kita💙

#ParlimenPagoh #BukitPasirPrihatin #PrihatinMasyarakat #ArmadaBersatu #PagohKitaTanggungjawabKita #MuafakatKomuniti #PerikatanNasional",https://www.instagram.com/p/DZwPVIzjP61/,,,positive,2026-06-19 04:17:05+00:00,5,0,0,0,0.9994047641754149,5,positive,0.9980158805847168,malay,Malay/Bumiputera,love,0.05224645510315895,0.03099876455962658,0.17210941016674042,0.040743377059698105,0.5103779435157776,0.038580574095249176,,
instagram,post,3922645249281157862,"PN Makin Bercelaru Menjelang PRN?

Pertikaian membabitkan penggunaan logo Perikatan Nasional (PN) antara PAS dan Bersatu semakin menjadi perhatian menjelang PRN Johor dan Negeri Sembilan.

Penganalisis politik berpandangan kemelut dalaman ini boleh menimbulkan kekeliruan dalam kalangan penyokong serta memberi kesan kepada persiapan menghadapi pilihan raya.

Persoalannya, siapa sebenarnya yang akan membawa logo PN ke gelanggang PRN nanti?

Berita Penuh : https://abiqverse.my/perikatan-nasional-makin-bercelaru/

#PRN2026 #PerikatanNasional #PAS #Bersatu #PolitikMalaysia",https://www.instagram.com/p/DZwCRI3Rurm/,,,negative,2026-06-19 02:24:01+00:00,0,0,0,0,0.00048224329948426403,0,negative,0.9983925223350525,malay,Malay/Bumiputera,no_clear_emotion,0.2140447348356247,0.15248769521713257,0.11274196207523346,0.0513077937066555,0.08829908072948456,0.04870898276567459,,
instagram,post,3922582468838763575,"وَمَكَرُوا وَمَكَرَ اللَّهُ ۖ وَاللَّهُ خَيْرُ الْمَاكِرِينَ
""Mereka merancang, dan Allah juga merancang. Dan Allah adalah sebaik-baik Perancang."" (Surah Ali 'Imran: 54)

#perikatannasional 
#partipribumibersatumalaysia 
#kekaltenang",https://www.instagram.com/p/DZvz_kBTyw3/,,,positive,2026-06-19 00:18:15+00:00,42,0,1,0,0.9966749906539916,43,positive,0.9889166355133057,malay,Malay/Bumiputera,love,0.06734885275363922,0.02793082222342491,0.10456815361976624,0.029367849230766296,0.6358978152275085,0.024595828726887703,,
instagram,post,,,https://www.instagram.com/explore/tags/undin9/,,,neutral,2026-06-21 02:52:51.132387+00:00,0,0,0,0,0.5,0,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0,,
instagram,post,3923494163039833929,"PRN Johor 2022 buktikan satu perkara...

Poster Boy ≠ Menteri Besar.

Hasni jadi wajah kempen BN.

Onn Hafiz angkat sumpah sebagai MB Johor.

Sebab itu Dr Zaliha kata rakyat tidak lupa.

Fakta sejarah atau sekadar naratif politik?"" 🔥👀

#PolitikMalaysia #Johor #PRNJohor2022 #FYP #BeritaPolitik MalaysiaMadani",https://www.instagram.com/p/DZzDSdaTs9J/,,,negative,2026-06-20 08:05:20+00:00,2,0,2,0,0.0004814922809600608,4,negative,0.9983950257301331,malay,Malay/Bumiputera,love,0.06932853162288666,0.01721789687871933,0.04555196687579155,0.027163783088326454,0.44473913311958313,0.0358753502368927,,
instagram,post,3923504849326920813,"📢 28 Tahun Jerit ""REFORMASI""... Sekarang Rakyat Tanya: Mana Hasilnya?

Dulu masa jadi pembangkang, perkataan paling kuat kita dengar ialah...

""REFORMASI!""

Hari ini, selepas memegang jawatan Perdana Menteri, rakyat dah tak nak dengar slogan semata-mata.

Rakyat nak tengok hasil.

Antara persoalan yang masih bermain di fikiran ramai:

✅ SOSMA masih ada.
✅ Akta Hasutan masih kekal.
✅ PM masih pegang portfolio Menteri Kewangan.
✅ Lantikan politik dalam GLC masih dipersoalkan.
✅ Kebebasan media masih jadi perbahasan.
✅ Kebebasan institusi masih belum benar-benar meyakinkan.
✅ Peruntukan Ahli Parlimen masih belum sama rata.
✅ Pemisahan Peguam Negara dan Pendakwa Raya masih belum selesai.
✅ Kos sara hidup masih menghimpit rakyat.
✅ Reformasi badan penguat kuasa masih jadi tanda tanya.

Hakikatnya...

Masa jadi pembangkang, semua orang boleh bercakap tentang reformasi.

Tapi bila dah pegang kuasa, rakyat nak tengok keberanian melaksanakannya.

Sebab dalam politik...

Slogan boleh trending.

Ucapan boleh viral.

Tapi hasil kerja je yang kekal dalam ingatan rakyat.

Akhirnya, rakyat sendiri akan menentukan.

Bukan siapa paling lantang bercakap...

Tetapi siapa yang benar-benar menunaikan janji.

#JanjiVsRealiti #RakyatMenilai #WalkTheTalk  #PolitikMalaysia #tokneptokdon",https://www.instagram.com/p/DZzFt9yp1Rt/,,,negative,2026-06-20 06:50:50+00:00,2,0,0,0,0.0005117833614349254,2,negative,0.9982940554618835,malay,Malay/Bumiputera,surprise,0.04271458834409714,0.23573918640613556,0.02655894309282303,0.0471501387655735,0.05105922743678093,0.4226851463317871,,
instagram,post,3923487574539243576,"POV: Parliament attendance got leaked 👀

Some MPs:
💯 249/249 sittings

Others:
😭 ""bro got attendance ah?""

Anyway...

The data is public.
We just made it easier to find.

🔍 politicians.my

#MyPoliticians #MalaysiaPolitics #PolitikMalaysia #UndiMalaysia #CivicTech",https://www.instagram.com/p/DZzBylZEhA4/,,,neutral,2026-06-20 06:16:28+00:00,4,0,0,0,0.5,4,neutral,0.7774475812911987,english,Mixed/Urban,anger,0.32025495171546936,0.09018533676862717,0.11299189925193787,0.06277171522378922,0.13734669983386993,0.05194833502173424,,
