Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,author,author_followers
facebook,comment,Y29tbWVudDoxNTkwODc2Mzg5MDYwNTg5XzI3MDQxMzU4MDE1NTMzNzcz,"I speak on behalf of all Malaysian when I say Anwar is the best PM after Mahathir. During these difficult times, he is making tough yet necessary decisions for the greater good. Thank you so much Anwar for your strong and stable leadership!",,https://www.facebook.com/anwaribrahimofficial/posts/pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,neutral,2026-06-11T07:00:37.000Z,2,0,1,0,0.0,4,John Emilio,0.0
facebook,comment,Y29tbWVudDoxNTkwODc2Mzg5MDYwNTg5XzE2Njg2NjAzOTc2OTkwODM=,👍,,https://www.facebook.com/anwaribrahimofficial/posts/pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,neutral,2026-06-11T07:02:01.000Z,1,0,0,0,0.0,1,Amyra Zindige,0.0
facebook,comment,Y29tbWVudDoxNTkwODc2Mzg5MDYwNTg5XzEwMDkwNjUzMzQ5Mjc0NDI=,Thank you PMX. We are proud of you!!,,https://www.facebook.com/anwaribrahimofficial/posts/pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,neutral,2026-06-11T07:15:40.000Z,1,0,0,0,0.0,1,Chaniss Soon Yee,0.0
facebook,comment,Y29tbWVudDoxNTkwODc2Mzg5MDYwNTg5XzE2MTY4NDU3NDI3NDUzNDk=,Terbaik PMX.Malaysia Bangkit,,https://www.facebook.com/anwaribrahimofficial/posts/pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,neutral,2026-06-11T08:10:43.000Z,0,0,0,0,0.0,0,Betty Loh,0.0
facebook,comment,Y29tbWVudDoxNTkwODc2Mzg5MDYwNTg5Xzk4MzA5MzMyNDYxMDAwOA==,"Alhamdulillah🤲
Terbaik YAB DSDAI PMX & Kerajaan Madani 
❤🌹❤
#MalaysiaMADANI
#MADANIBekerja
#RancakkanMADANI",,https://www.facebook.com/anwaribrahimofficial/posts/pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,neutral,2026-06-11T07:04:00.000Z,2,0,1,0,0.0,4,Shah Rulz,0.0
facebook,comment,Y29tbWVudDoxNTkwODc2Mzg5MDYwNTg5XzI0MTY2OTI3NDg4NDE2MDA=,Terbaik PMX,,https://www.facebook.com/anwaribrahimofficial/posts/pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,neutral,2026-06-11T10:20:19.000Z,0,0,0,0,0.0,0,Zaini Nawi,0.0
facebook,comment,Y29tbWVudDoxNTkwODc2Mzg5MDYwNTg5Xzk4MTM2MzI3NDc1NjkyMw==,Terbaikkkk PMX,,https://www.facebook.com/anwaribrahimofficial/posts/pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,neutral,2026-06-11T07:33:11.000Z,1,0,0,0,0.0,1,Tasriq Reduan,0.0
facebook,comment,Y29tbWVudDoxNTkwODc2Mzg5MDYwNTg5XzEzODg1MTIwODY2NTkzNDM=,Pendatang #rohingya ni jangan lupa selesaikan..,,https://www.facebook.com/anwaribrahimofficial/posts/pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,neutral,2026-06-11T08:37:33.000Z,0,0,0,0,0.0,0,Ahmad Shah Nizam Ismail,0.0
facebook,comment,Y29tbWVudDoxNTkwODc2Mzg5MDYwNTg5XzE0Nzg3MjY1ODM1MzQwMDU=,เรียนเชิญท่าน ไปด้วยกันครับ อาเซี่ยนด้วยกัน,,https://www.facebook.com/anwaribrahimofficial/posts/pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,pfbid0jV8J68yDVNvGdY9WVrH6NyinyciZRddbWVJAPTfYG4PRTYb3M9FkNUV16znpJWFrl,neutral,2026-06-11T06:59:20.000Z,0,0,0,0,0.0,0,อรรคพล คามดิษฐ์,0.0
facebook,post,1590729569075271,"Hari kedua yang juga hari terakhir lawatan rasmi ke Jepun semalam diisi dengan pelbagai pertemuan dan ikhtiar memperkukuh persahabatan Malaysia-Jepun, serta membuka peluang baharu dalam perdagangan, pelaburan, teknologi dan keterjaminan tenaga.

Alhamdulillah, misi ini berakhir dengan baik. Semoga segala usaha yang dilaksanakan melimpahkan manfaat dan kemakmuran berpanjangan buat rakyat dan negara kita.

🇲🇾🫶🇯🇵

#MalaysiaMADANI
#MADANIbekerja
#YakinMADANI
#DiplomasiMADANI",https://www.facebook.com/reel/966977556181674/,,,neutral,1781145824,1835,257,169,11813,0.0,2379,,
facebook,post,1576942193801137,"𝗦𝗜𝗔𝗣𝗔 𝗙𝗨𝗡𝗗𝗘𝗥 𝗕𝗘𝗥𝗦𝗔𝗠𝗔? 
𝗔𝗡𝗗𝗔 𝗦𝗘𝗠𝗨𝗔 𝗬𝗔𝗡𝗚 𝗕𝗘𝗟𝗜 𝗧𝗜𝗞𝗘𝗧 𝗙𝗨𝗡𝗗𝗥𝗔𝗜𝗦𝗜𝗡𝗚 𝗗𝗜𝗡𝗡𝗘𝗥

Sejak BERSAMA dilancarkan, antara serangan utama ialah fitnah-fitnah mengenai sumber dana BERSAMA.

Ada serangan tersusun kononnya saya membeli BERSAMA pada harga RM8.5 juta. Disambung pula dengan tuduhan saya dibiayai oleh Toh Puan Naimah dan keluarga arwah Tun Daim.

Bila kami terus bergerak dan ada program, serangan itu juga diteruskan untuk memberi gambaran BERSAMA dibiayai seseorang.

Memang ada seorang yang menjadi funder terbesar BERSAMA. Orang itu adalah saya.

Setakat ini, perbelanjaan terbesar BERSAMA ialah pada hari pelancaran 17 Mei, yang menelan belanja RM30,000. Yang itu saya bayar.

Kemudian, bayaran deposit untuk ibu pejabat BERSAMA di Puchong, sekitar RM50,000. Yang itu pun saya bayar.

Perbelanjaan lain kami berhutang dahulu dan bayar ansuran, sementara kami mendapat yuran dari ahli dan sumbangan.

Selain dari saya, setakat hari ini ada sekitar 27,000 orang rakyat Malaysia yang menjadi funder BERSAMA. 

Mereka terdiri dari ahli-ahli BERSAMA yang membayar RM20 yuran keahlian seumur hidup, 1,102 orang yang membeli merchandise BERSAMA sehingga kehabisan stok dan 2,003 orang yang menyumbang crowdfunding kepada BERSAMA.

Jumlah keseluruhan dari yuran, merchandise dan crowdfunding adalah sekitar RM750,000.

Dana inilah yang digunakan sebagai modal untuk membiayai Jelajah Kancil, menempah merchandise, membayar ansuran infrastruktur digital, ubah suai ibu pejabat, menempah bahan kempen dan lain-lain.

Oleh kerana semua petugas di belakang tabir bekerja secara sukarela, ia meringankan beban kos BERSAMA.

Kami gunakan duit RM750,000 ini untuk pusing modal terlebih dahulu. Terima kasih kepada pembekal yang bagi kami ambil dahulu dan bayar ansuran bila merchandise dah jual. Belanja lain macam ubah suai pejabat, infrastruktur digital, kad keahlian, bahan kempen, semua dibayar secara ansuran.

Funder BERSAMA adalah anda semua. 

Memang kerja rumit dan cerewet bila bergantung kepada sumbangan kecil RM10, RM50 dari orang ramai, tapi kami tidak mahu BERSAMA jadi hamba kepada penyumbang dana.

Sebab itu kami kena terus raise fund dari orang ramai.

Majlis mengutip dana yang pertama akan diadakan seperti berikut:

Tarikh:
Sabtu, 27 Jun 2026

Masa: 
Bermula jam 8 malam

Tempat: 
SJKC Wangsa Maju
10, Jalan Usahawan 2, Taman Danau Kota, 53200 Kuala Lumpur.

Harga tiket-tiket:
Platinum - RM2,000 seorang atau RM18,000 semeja
Gold - RM1,000 seorang atau RM10,000 semeja
Silver - RM500 seorang atau RM5,000 semeja
Standard - RM150 seorang atau RM1,500 semeja

Pada majlis itu juga, BERSAMA akan melancarkan kempen dana untuk membiayai program khusus, iaitu:

1) Sewaan 2 trak kempen BERSAMA untuk PRN Johor, Negeri Sembilan dan kempen berterusan BERSAMA sehingga PRU16

2) Kos ubah suai ibu pejabat BERSAMA

3) Kos bahan kempen seperti bendera dan poster 

Tiket-tiket untuk majlis dana BERSAMA pada 27 Jun 2026 ini boleh mula dibeli di laman bersama.org

Klik Acara dan pilih dari senarai fundraising dinner yang ada.

Anda boleh pilih tiket, pilih tempat duduk dan meja sesuai. Semua jualan dibuat atas talian dan tiket dikeluarkan secara elektronik.

Kebebasan ahli dan parti politik membawa suara rakyat ditentukan oleh punca dana parti. 

Kalau dibiayai golongan berkepentingan, ahli politik membawa suara golongan itu.

Kalau dibiayai rakyat, ahli politik membawa suara rakyat.

Sebarkan kepada rakan-rakan, mari BERSAMA menyumbang. Jumpa saya dan Nik Nazmi di SJKC Wangsa Maju pada 27 Jun ini, beli tiket sekarang.",https://www.facebook.com/rafiziramli.keadilan/posts/pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,,,neutral,1781169690,489,60,54,0,0.0,603,,
facebook,comment,Y29tbWVudDoxNTc2OTQyMTkzODAxMTM3Xzk4MTQxMDg4MTQ0NTEwNg==,"We should reduce wastage during pre-election campaigns and elections, channel the savings back to society, and lower our carbon footprint through more sustainable practices.",,https://www.facebook.com/rafiziramli.keadilan/posts/pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,neutral,2026-06-11T09:28:43.000Z,3,0,0,0,0.0,3,Ken Too,0.0
facebook,comment,Y29tbWVudDoxNTc2OTQyMTkzODAxMTM3XzQwMjE2Mjk1NjgxNDE4MDM=,InsyaAllah saya hadir n support 💪,,https://www.facebook.com/rafiziramli.keadilan/posts/pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,neutral,2026-06-11T09:30:17.000Z,5,0,0,0,0.0,5,Rakyat Bijak,0.0
facebook,comment,Y29tbWVudDoxNTc2OTQyMTkzODAxMTM3XzEwMzMxNzE4NjkyMzIxOTk=,Right approach 🙌 bravo,,https://www.facebook.com/rafiziramli.keadilan/posts/pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,neutral,2026-06-11T09:57:20.000Z,0,0,0,0,0.0,0,Jonah Lee,0.0
facebook,comment,Y29tbWVudDoxNTc2OTQyMTkzODAxMTM3XzE2ODczOTg0NTkxMjcxMTQ=,"Johor and N9 are BERSAMA's Testbeds for GE16.🙏🙏🙏
   Let the Just , Fair-minded and Unbiased Lead.🙏🙏🙏 The Candidates Screening Committee should be able to Assess Suitability of Candidates from Various Aspects , after Shortlisting the Likely Candidates.🙏🙏🙏
      When there is Fairness in Allocations to all , that question will not arise. Minorities too should have Rights Proportionately to Demographics something lost in Past Leaders and Governments , Practicing Cakap Satu Bikin Lain and Muda Lupa.🤢🤮☹️
    Let BERSAMA be a new beginning with less of the Toxic 2 Rs and ,  more of care of all Malaysians on a Needs Basis.🍷🍷🍷🙏🙏🙏",,https://www.facebook.com/rafiziramli.keadilan/posts/pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,neutral,2026-06-11T09:55:41.000Z,1,0,0,0,0.0,1,Ashok Kumar,0.0
facebook,comment,Y29tbWVudDoxNTc2OTQyMTkzODAxMTM3XzE1NTU0MzY3MTk1ODc5MDQ=,Hadir Support!,,https://www.facebook.com/rafiziramli.keadilan/posts/pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,neutral,2026-06-11T09:42:08.000Z,2,0,0,0,0.0,2,Balamurali Govindaraju,0.0
facebook,comment,Y29tbWVudDoxNTc2OTQyMTkzODAxMTM3Xzk3MTYwOTIwMjM0NTQ1Ng==,"𝗜𝗻𝗶𝗹𝗮𝗵 𝗸𝗲𝗸𝘂𝗮𝘁𝗮𝗻 𝘀𝗲𝗯𝗲𝗻𝗮𝗿 𝗕𝗘𝗥𝗦𝗔𝗠𝗔..
𝗗𝗶𝗯𝗶𝗻𝗮 𝗼𝗹𝗲𝗵 𝗿𝗮𝗸𝘆𝗮𝘁, 𝗱𝗶𝗯𝗶𝗮𝘆𝗮𝗶 𝗿𝗮𝗸𝘆𝗮𝘁 𝗱𝗮𝗻 𝘂𝗻𝘁𝘂𝗸 𝗿𝗮𝗸𝘆𝗮𝘁.",,https://www.facebook.com/rafiziramli.keadilan/posts/pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,neutral,2026-06-11T10:11:22.000Z,2,0,0,0,0.0,2,Fin Hisaac,0.0
facebook,comment,Y29tbWVudDoxNTc2OTQyMTkzODAxMTM3XzE5NTU3NjcwMTg0NzUxNjM=,,,https://www.facebook.com/rafiziramli.keadilan/posts/pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,neutral,2026-06-11T09:43:25.000Z,0,0,0,0,0.0,0,Zuraimi Basri ZB,0.0
facebook,comment,Y29tbWVudDoxNTc2OTQyMTkzODAxMTM3XzIwMjYyNjIyMzEzMDg0MDg=,Terbaik,,https://www.facebook.com/rafiziramli.keadilan/posts/pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,neutral,2026-06-11T09:48:15.000Z,0,0,0,0,0.0,0,Makkee Che Hassan,0.0
facebook,comment,Y29tbWVudDoxNTc2OTQyMTkzODAxMTM3XzE3NTA3MDg1Mjk3MDUzNjY=,"DSRR xjawab pun kita dah sedia maklum xdak sapa pun bantu parti baru BERSAMA.. Tapi utk senyapkan kebisingan fitnah ceplos, terpaksa jwb jgk bagi jelas.. Kesian mereka xdak modal nak attack sosok DSRR..",,https://www.facebook.com/rafiziramli.keadilan/posts/pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,neutral,2026-06-11T09:36:43.000Z,9,0,1,0,0.0,11,Benz Aragon,0.0
facebook,comment,Y29tbWVudDoxNTc2OTQyMTkzODAxMTM3XzExNDk1OTgzNjczNjU4NzM=,Bersamamu neymah 😂,,https://www.facebook.com/rafiziramli.keadilan/posts/pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,pfbid0PRPBVGsgws5KfBcTQEo567j8ktijxHScnUi81ixVAiocWoV6GKBYXRryCtbz7XqHl,neutral,2026-06-11T10:13:51.000Z,0,0,0,0,0.0,0,Penjejak Badai,0.0
