Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
facebook,comment,Y29tbWVudDoxNTQ3NDEzODIwMDY2MDkxXzE1NzY1NjE4NDcxNjM1Nzk=,Insyaallah dengan izin Allah N9 kembali ditadbir olih Kerajaan Umno-BN...,,https://www.facebook.com/TokMatHasanN9/posts/pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,neutral,2026-06-18 11:55:18+00:00,39,0,20,0,0.5,79,Ghafar Isa,0.0,neutral,0.7660261988639832,english,Mixed/Urban,love,0.047166839241981506,0.027719231322407722,0.24017496407032013,0.024686185643076897,0.33788740634918213,0.04184497147798538
facebook,comment,Y29tbWVudDoxNTQ3NDEzODIwMDY2MDkxXzk4NzE3ODkzMDk1MTYyNA==,"Alhamdulillah 🤲 Tok Mat Dato’ Seri Utama Haji Mohamad Bin Haji Hasan.
Sentiasa Tenang & Berkebolehan.🤲🤲❤️💗

Onn The Track ✅",,https://www.facebook.com/TokMatHasanN9/posts/pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,positive,2026-06-18 15:31:26+00:00,5,0,0,0,0.9623748660087585,5,Mohd Ali Hanafiah,0.0,positive,0.8745828866958618,english,Mixed/Urban,happy,0.017935123294591904,0.04686059057712555,0.8268702626228333,0.010644394904375076,0.051034584641456604,0.018294841051101685
facebook,comment,Y29tbWVudDoxNTQ3NDEzODIwMDY2MDkxXzEwMzk5MjczMTg2MDY5NTE=,Jgn ingat Waghih2 semuo buto... Waghih2 berdiri teguh belakang YDPB.. Daulat Tuanku.. 🙏🙏🙏..... Tahu la nanti Waghih2 ajar puak2 BN ni..... ✊✊✊,,https://www.facebook.com/TokMatHasanN9/posts/pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,positive,2026-06-18 13:13:02+00:00,15,0,4,0,0.9543973863124846,23,Hafiz Daulah,0.0,positive,0.8479912877082825,english,Mixed/Urban,love,0.0796002671122551,0.024512706324458122,0.06288817524909973,0.017694739624857903,0.6240273714065552,0.020873652771115303
facebook,comment,Y29tbWVudDoxNTQ3NDEzODIwMDY2MDkxXzEwMTM4MzM4MjQ0NTQxODc=,Insyaallah kita sama2 doakan semoga Tok Mat jadi PM selepas PRU 16 ini.,,https://www.facebook.com/TokMatHasanN9/posts/pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,positive,2026-06-18 12:28:48+00:00,13,0,2,0,0.9993994176387786,17,Roslan Maarof,0.0,positive,0.997998058795929,malay,Malay/Bumiputera,love,0.03725804388523102,0.03378644585609436,0.18712827563285828,0.026770813390612602,0.6376276612281799,0.020243491977453232
facebook,comment,Y29tbWVudDoxNTQ3NDEzODIwMDY2MDkxXzE3MTQ4OTAyMDk5NjM0Mzk=,"Terima kasih TokMat diatas perjumpaan yg diadakan. InshaaAllah, kami di KIMMA akan memberikan sepenuh komitmen kami untuk memastikan Barisan Nasional menang.",,https://www.facebook.com/TokMatHasanN9/posts/pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,positive,2026-06-18 12:31:26+00:00,13,0,1,0,0.9993986129760741,15,Awie Nilai,0.0,positive,0.9979953765869141,malay,Malay/Bumiputera,no_clear_emotion,0.029154684394598007,0.07861408591270447,0.2003542184829712,0.023856107145547867,0.2915533781051636,0.06467219442129135
facebook,comment,Y29tbWVudDoxNTQ3NDEzODIwMDY2MDkxXzEzMzgzNTcxNzE1NjU2MjE=,Semoga dipermudahkan segala urusan BN nanti insha Allah kita pastikan BN MEMERINTAH SEMULA,,https://www.facebook.com/TokMatHasanN9/posts/pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,pfbid027FP9CdWfVtJCuRosQnboXem31gAs2stACiHYzhRrNMKGNeFVzG8yAC59tH6cuyx4l,positive,2026-06-18 12:29:06+00:00,15,0,3,0,0.846052262187004,21,Mohd Khairul ii,0.0,positive,0.4868408739566803,multilingual,Unknown,happy,0.02212650515139103,0.10286685824394226,0.7303851246833801,0.01340756006538868,0.07694396376609802,0.024647140875458717
facebook,post,1546358050171668,"Salam Maal Hijrah 1448H.

Semoga tahun baharu Hijrah membawa keberkatan, ketenangan dan kekuatan untuk terus berhijrah menjadi insan yang lebih baik.",https://www.facebook.com/TokMatHasanN9/posts/pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,,,positive,2026-06-17 04:43:58+00:00,207,62,24,0,0.9994055151939392,293,,,positive,0.9980183839797974,malay,Malay/Bumiputera,happy,0.01695503108203411,0.05034546181559563,0.8621391654014587,0.009757128544151783,0.025343436747789383,0.015963399782776833
facebook,comment,Y29tbWVudDoxNTQ2MzU4MDUwMTcxNjY4XzMwODk1Njk3MTgxMDA5NTg=,Selamat Maal Hijrah Dato Seri 🙏,,https://www.facebook.com/TokMatHasanN9/posts/pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,neutral,2026-06-17 10:10:55+00:00,0,0,0,0,0.5,0,Saravana Naidu,0.0,neutral,0.5102649331092834,english,Mixed/Urban,love,0.04534688591957092,0.02417244203388691,0.2398374378681183,0.020809970796108246,0.5779677033424377,0.017050981521606445
facebook,comment,Y29tbWVudDoxNTQ2MzU4MDUwMTcxNjY4XzE2NTYzNDMwNDU2NTU3MjQ=,Amin summah Amin,,https://www.facebook.com/TokMatHasanN9/posts/pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,neutral,2026-06-17 05:28:06+00:00,0,0,0,0,0.5,0,Md Asadullah,0.0,neutral,0.5740199685096741,english,Mixed/Urban,love,0.19417953491210938,0.09994518756866455,0.10572933405637741,0.07951083779335022,0.282863974571228,0.06287752836942673
facebook,comment,Y29tbWVudDoxNTQ2MzU4MDUwMTcxNjY4Xzg1MDA0OTI0MTEyNDU5MQ==,Salam Maal Hijrah DSU Tok Mat..,,https://www.facebook.com/TokMatHasanN9/posts/pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,neutral,2026-06-17 06:24:21+00:00,0,0,0,0,0.5,0,Mohd Fadzil Kamaruddin,0.0,neutral,0.9061364531517029,english,Mixed/Urban,love,0.044752489775419235,0.019542770460247993,0.04705001786351204,0.03844280540943146,0.5944804549217224,0.03911920264363289
facebook,comment,Y29tbWVudDoxNTQ2MzU4MDUwMTcxNjY4XzEzMTg3MDg4MTM2OTgzMTc=,تقبل الله منا ومنكم وكل عام وانتم بخير,,https://www.facebook.com/TokMatHasanN9/posts/pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,positive,2026-06-18 00:22:46+00:00,0,0,0,0,0.9680733352899551,0,امين رمزي,0.0,positive,0.8935777842998505,multilingual,Unknown,happy,0.01652912236750126,0.05537872761487961,0.8263870477676392,0.01263431366533041,0.04317227751016617,0.024046046659350395
facebook,comment,Y29tbWVudDoxNTQ2MzU4MDUwMTcxNjY4XzI3MjY2MDM2MTc5NzI0MzA0,In Sha Allah... Aamiin,,https://www.facebook.com/TokMatHasanN9/posts/pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,positive,2026-06-17 22:54:33+00:00,0,0,0,0,0.9328371286392212,0,Rajaramlah Rajasulong,0.0,positive,0.7761237621307373,english,Mixed/Urban,love,0.0378706268966198,0.03356422111392021,0.056408803910017014,0.03558121621608734,0.7196947336196899,0.03964623808860779
facebook,comment,Y29tbWVudDoxNTQ2MzU4MDUwMTcxNjY4XzExODE0OTQ3NTA3Nzc5Nzg=,Muharam Mubarak,,https://www.facebook.com/TokMatHasanN9/posts/pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,positive,2026-06-17 07:14:24+00:00,0,0,0,0,0.8336095660924911,0,Noraishah Bahari,0.0,positive,0.44536522030830383,multilingual,Unknown,anger,0.23623597621917725,0.11237940937280655,0.10517919063568115,0.07192941755056381,0.16408760845661163,0.07796449959278107
facebook,comment,Y29tbWVudDoxNTQ2MzU4MDUwMTcxNjY4XzE3Mjg2MjU5NTQ4MzYwNTI=,Salam Ma'al Hijrah kembali...,,https://www.facebook.com/TokMatHasanN9/posts/pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,neutral,2026-06-17 07:41:51+00:00,0,0,0,0,0.5,0,Kamal Aris,0.0,neutral,0.8631122708320618,english,Mixed/Urban,love,0.05301946774125099,0.03340639919042587,0.0772218331694603,0.04705255106091499,0.6320019364356995,0.04811985045671463
facebook,comment,Y29tbWVudDoxNTQ2MzU4MDUwMTcxNjY4XzIwNTc2MjQzNDg0OTg1MjM=,Salam Maal Hijrah..,,https://www.facebook.com/TokMatHasanN9/posts/pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,neutral,2026-06-17 06:15:55+00:00,1,0,0,0,0.5,1,Ibrahimhalim Halim,0.0,neutral,0.8509587049484253,english,Mixed/Urban,no_clear_emotion,0.07456230372190475,0.03938807174563408,0.0703694149851799,0.0337451733648777,0.1621764451265335,0.03780286759138107
facebook,comment,Y29tbWVudDoxNTQ2MzU4MDUwMTcxNjY4XzE1NzA1NzA2MzE2ODg2MTE=,Waalaikumussalam..selamat maal hijrah DS..,,https://www.facebook.com/TokMatHasanN9/posts/pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,neutral,2026-06-17 07:15:32+00:00,0,0,0,0,0.5,0,Khazani Khazani,0.0,neutral,0.8383023142814636,english,Mixed/Urban,love,0.07926585525274277,0.04090666025876999,0.09559938311576843,0.043537937104701996,0.5620660781860352,0.039907485246658325
facebook,comment,Y29tbWVudDoxNTQ2MzU4MDUwMTcxNjY4XzI1NTMzNTI2ODI2MzQ0Njk5,DALAM MAAL HIJRAH 1448H JUGA YB. DSU. TOK MAT......,,https://www.facebook.com/TokMatHasanN9/posts/pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,pfbid02VpA2jQFo5j2L222wesgkmYRvZVNq8F8eWwPwpSq5eT4jD91USeD8LJvW9MPn5i6ql,neutral,2026-06-17 19:49:19+00:00,0,0,0,0,0.5,0,Tok Zb,0.0,neutral,0.8709520697593689,english,Mixed/Urban,no_clear_emotion,0.04471864551305771,0.026209600269794464,0.06729572266340256,0.026998186483979225,0.22843782603740692,0.03684183210134506
facebook,post,1462547899006699,"Podcast #HitamPutihKelabu
Satu kupasan berani, matang, dan mendalam mengenai pergolakan politik semasa yang sedang menjadi bualan hangat seluruh negara.

Membongkar punca, menilai kesilapan, dan mencari jalan keluar bagi kemelut politik yang melanda Negeri Sembilan.

Barisan Panel & Moderator:
Panel Khas: Tan Sri Dato' Seri Utama Dr. Rais Yatim (Tokoh veteran politik tanah air yang berpengalaman luas).

Moderator: Raziz Rashid & Nur Dinie Mohd Fadhil.

Ini bukan sekadar sembang kosong. Ini adalah analisis kritikal demi masa depan politik Negeri Sembilan dan negara sempena sambutan #UMNO80Tahun.

#PolitikEraBaharu #UMNO80Tahun #UMNO #HitamPutihKelabu",https://www.facebook.com/umnojohor/videos/1462547899006699/,,,negative,2026-06-16 12:56:08+00:00,2,0,0,10621,0.00048623085021970436,108,,,negative,0.9983792304992676,malay,Malay/Bumiputera,no_clear_emotion,0.030952803790569305,0.06936249881982803,0.047055527567863464,0.12031856179237366,0.050383061170578,0.26747170090675354
facebook,post,1355544026756995,,https://www.facebook.com/umnojohor/posts/pfbid023Gqg6oGRiDW3St94KYetP5v7PT1ZMTestZreKmXXmYR2hkBCXJGAwruH4BjQjGQzl,,,neutral,2026-06-14 14:09:34+00:00,3,0,1,0,0.5,4,,,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
facebook,comment,Y29tbWVudDoxMzU1NTQ0MDI2NzU2OTk1XzE0ODEzOTMyNzY1NzEyNjA=,"Kestabilan politik dari satu kepimpinan BN,
Jangan campur PH yg sudah berpecah belah
dan mahu memecahkan undiBN 
kedalam kepimpinan mereka.",,https://www.facebook.com/umnojohor/posts/pfbid023Gqg6oGRiDW3St94KYetP5v7PT1ZMTestZreKmXXmYR2hkBCXJGAwruH4BjQjGQzl,pfbid023Gqg6oGRiDW3St94KYetP5v7PT1ZMTestZreKmXXmYR2hkBCXJGAwruH4BjQjGQzl,negative,2026-06-14 14:24:37+00:00,0,0,0,0,0.0004880547523498646,0,Haslem Maher,0.0,negative,0.9983731508255005,malay,Malay/Bumiputera,anger,0.576802670955658,0.05417408421635628,0.09900474548339844,0.02387201227247715,0.06838113814592361,0.014851976186037064
facebook,post,1355446356766762,,https://www.facebook.com/umnojohor/posts/pfbid0vwtnSbiaYudunrnn7KEYS1eKNWuJmVXinr7DArrdoUV5QzntLhk6nqPJojkDK66Tl,,,neutral,2026-06-14 11:37:42+00:00,2,0,0,0,0.5,2,,,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
facebook,post,1542254340594980,"Malam tadi saya berpeluang menghadiri Majlis Makan Malam PLG yang berlangsung di Klana Resort, Seremban.

Majlis ini turut diserikan dengan kehadiran Perdana Menteri, YAB Dato’ Seri Anwar Ibrahim.

Program ini menjadi platform penting untuk mengeratkan hubungan silaturahim, memperkukuh semangat perpaduan serta bertukar pandangan mengenai usaha memperkasakan pembangunan negara dan kesejahteraan rakyat.

Dalam suasana yang penuh harmoni dan muafakat, majlis ini turut mencerminkan komitmen berterusan semua pihak dalam memperkukuh kerjasama strategik demi kemajuan negara serta memastikan manfaat pembangunan dapat dinikmati oleh seluruh lapisan masyarakat.

Semoga hubungan baik dan semangat kebersamaan yang terjalin melalui program seperti ini akan terus diperkukuhkan, sekali gus menjadi pemangkin kepada usaha membina masa depan yang lebih gemilang, inklusif dan sejahtera untuk rakyat dan negara.

#BersihMuafakatSejahtera #ProaktifMesraResponsif #DemiNogori",https://www.facebook.com/dsaminuddinharun/posts/pfbid026dLp1HAqTfLmajeiSu9NMSVGqWn9kXvZfBUTQqBNMVHxF9VhXX7bgf2NtaCDCYVrl,,,positive,2026-06-20 15:30:23+00:00,641,26,54,0,0.9994106471538543,721,,,positive,0.9980354905128479,malay,Malay/Bumiputera,happy,0.04111609607934952,0.04421355202794075,0.7009231448173523,0.021600846201181412,0.11897393316030502,0.01815774105489254
facebook,comment,Y29tbWVudDoxNTQyMjU0MzQwNTk0OTgwXzE4OTUwMzUwOTExOTE4MDM=,Tok Min is the best 👍,,https://www.facebook.com/dsaminuddinharun/posts/pfbid026dLp1HAqTfLmajeiSu9NMSVGqWn9kXvZfBUTQqBNMVHxF9VhXX7bgf2NtaCDCYVrl,pfbid026dLp1HAqTfLmajeiSu9NMSVGqWn9kXvZfBUTQqBNMVHxF9VhXX7bgf2NtaCDCYVrl,positive,2026-06-21 01:49:14+00:00,0,0,0,0,0.9936690747737884,0,Kiong Kut Lai,0.0,positive,0.9788969159126282,english,Mixed/Urban,love,0.024593403562903404,0.01381900254637003,0.12790153920650482,0.011594886891543865,0.7204099893569946,0.02378222532570362
