Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,SourceName,PostID,SourceID,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,analysis_mode,geo_ns,narrative_solo,narrative_split
news,post,5d421ce10300f906,"DAP beri sokongan Aminuddin sebagai MB. am@hmetro.com.my Seremban: DAP Negeri Sembilan menyatakan akan terus memberi sokongan kepada Datuk Seri Aminuddin Harun untuk menerajui Negeri Sembilan sebagai Menteri Besar sekiranya Pakatan Harapan (PH) mendapat mandat sekali lagi. Setiausaha Agung DAP, Anthony Loke berkata, sepanjang lapan tahun",https://www.hmetro.com.my/mutakhir/2026/06/1369267/dap-beri-sokongan-aminuddin-sebagai-mb,positive,2026-06-13T08:01:37.000000000,0,0,0,0,0.9994012057781219,0,HMETRO,bm,melayu,Komuniti Melayu,hmetro.com.my,melayu,direct:HMETRO,direct_scrape,Harian Metro,,HMETRO,positive,0.9980040192604065,malay,Malay/Bumiputera,no_clear_emotion,0.07117017358541489,0.029073117300868034,0.11515802145004272,0.01942474953830242,0.23314757645130157,0.03252952918410301,ml_models,True,False,False
news,post,9c55a8b231123d99,"RESET secara rasmi belum mohon sertai PN. hifzuddin@bh.com.my Alor Setar: Perikatan Nasional (PN) belum menerima sebarang permohonan daripada Gerakan RESET bagi menganggotai gabungan itu menjelang Pilihan Raya Negeri (PRN) Johor dan PRN Negeri Sembilan. Pengerusi PN, Datuk Seri Dr Ahmad Samsuri Mokhtar berkata, setakat ini belum ada perbinc",https://www.hmetro.com.my/mutakhir/2026/06/1369265/reset-secara-rasmi-belum-mohon-sertai-pn,neutral,2026-06-13T07:50:34.000000000,0,0,0,0,0.5,0,HMETRO,bm,melayu,Komuniti Melayu,hmetro.com.my,melayu,direct:HMETRO,direct_scrape,Harian Metro,,HMETRO,neutral,0.9968029260635376,malay,Malay/Bumiputera,surprise,0.04511997103691101,0.21540513634681702,0.039365142583847046,0.06802692264318466,0.2230699211359024,0.2400999665260315,ml_models,True,False,False
news,post,fe7445f1aa9be825,"Negeri SG4 dijangka adakan pilihan raya serentak PRU-16. hifzuddin@bh.com.my Alor Setar: Negeri dikuasai Perikatan Nasional (PN) iaitu Terengganu, Kelantan, Kedah dan Perlis (SG4) dijangka mengadakan Pilihan Raya Negeri (PRN) serentak bersama Pilihan Raya Umum Ke-16 (PRU16) akan datang. Ketua Pengarah Pilihan Raya PAS Pusat, Datuk Seri Muhammad Sanusi Md",https://www.hmetro.com.my/mutakhir/2026/06/1369261/negeri-sg4-dijangka-adakan-pilihan-raya-serentak-pru-16,negative,2026-06-13T07:41:49.000000000,0,0,0,0,0.18023300617933274,0,HMETRO,bm,melayu,Komuniti Melayu,hmetro.com.my,melayu,direct:HMETRO,direct_scrape,Harian Metro,,HMETRO,negative,0.39922331273555756,multilingual,Unknown,no_clear_emotion,0.15270143747329712,0.04105600342154503,0.09259955585002899,0.02342578023672104,0.0822543203830719,0.023663710802793503,ml_models,False,False,False
news,post,f4ad17dffa10fd26,"Saya mahu jemput Onn Hafiz duduk sebelah saya dalam kereta api – Loke. SEREMBAN: Setiausaha Agung DAP, Anthony Loke mengundang Menteri Besar Johor, Datuk Onn Hafiz Ghazi menaiki KTM Komuter Selatan bersama sempena pelancaran perkhidmatan itu pada Selasa depan. Menteri Pengangkutan itu berkata, beliau tidak mempunyai masalah dengan mana-mana pihak yang enggan duduk bers",https://www.utusan.com.my/nasional/2026/06/saya-mahu-jemput-onn-hafiz-duduk-sebelah-saya-dalam-kereta-api-loke/?utm_source=rss&utm_medium=rss&utm_campaign=saya-mahu-jemput-onn-hafiz-duduk-sebelah-saya-dalam-kereta-api-loke,negative,2026-06-13T04:13:20.000000000,0,0,0,0,0.0008733808994293435,0,UTUSAN,bm,melayu,Komuniti Melayu,utusan.com.my,melayu,direct:UTUSAN,direct_scrape,Utusan Malaysia,,UTUSAN,negative,0.9970887303352356,malay,Malay/Bumiputera,love,0.06002258509397507,0.15680935978889465,0.10409674048423767,0.05257296934723854,0.24833637475967407,0.1601659059524536,ml_models,True,False,False
news,post,c674ba6098d32aee,"PRN berasingan tidak beri kelebihan kepada BN – UMNO. KOTA TINGGI: Barisan Nasional (BN) tidak peroleh sebarang kelebihan berbanding Pakatan Harapan (PH) atau mana-mana parti politik lain sekiranya Pilihan Raya Negeri (PRN) Johor dan Negeri Sembilan diadakan secara berasingan atau secara serentak. Naib Presiden UMNO, Datuk Seri Mohamed Khaled Nordin se",https://www.utusan.com.my/nasional/politik/2026/06/prn-berasingan-tidak-beri-kelebihan-kepada-bn-umno/?utm_source=rss&utm_medium=rss&utm_campaign=prn-berasingan-tidak-beri-kelebihan-kepada-bn-umno,negative,2026-06-13T03:51:48.000000000,0,0,0,0,0.00048276185989382103,0,UTUSAN,bm,melayu,Komuniti Melayu,utusan.com.my,melayu,direct:UTUSAN,direct_scrape,Utusan Malaysia,,UTUSAN,negative,0.998390793800354,malay,Malay/Bumiputera,no_clear_emotion,0.11308160424232483,0.1990441381931305,0.038429711014032364,0.05137505382299423,0.049344997853040695,0.11230200529098511,ml_models,True,False,False
news,post,3d44ac5b6e9e36db,"Bersatu perlu sedia tanding PRN guna logo sendiri, kata penganalisis. Ahmad Zaharuddin Sani Ahmad berkata ia memandangkan kedudukannya dan hala tuju PN yang tidak menentu ketika ini.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/13/bersatu-perlu-sedia-tanding-prn-guna-logo-sendiri-kata-penganalisis,positive,2026-06-13T02:00:23.000000000,0,0,0,0,0.8483199536800384,0,FMT,bm,melayu,Komuniti Melayu,freemalaysiatoday.com,melayu,direct:FMT,direct_scrape,Free Malaysia Today,,FMT,positive,0.4943998456001282,malay,Malay/Bumiputera,fear,0.12578313052654266,0.7992966771125793,0.02976875752210617,0.014574365690350533,0.009024345315992832,0.011647983454167843,ml_models,False,False,False
news,post,54ba845dcbdad462,"YOURSAY | Question EC by all means, but do it responsibly. 'Nga is both right and wrong.'",https://www.malaysiakini.com/news/777361,neutral,2026-06-13T01:11:36.000000000,0,0,0,0,0.5,0,MKINI,bm,melayu,Komuniti Melayu,malaysiakini.com,melayu,direct:MKINI,direct_scrape,Malaysiakini,,MKINI,neutral,0.8064449429512024,english,Mixed/Urban,love,0.044476356357336044,0.02229222282767296,0.1037086769938469,0.013322620652616024,0.7440962195396423,0.015143499709665775,ml_models,False,False,False
news,post,cd471066e3f6cd9f,"Harapan leaders frame N Sembilan polls as verdict on BN 'betrayal'. Political instability caused by Umno players was unfounded, says Anwar.",https://www.malaysiakini.com/news/777358,negative,2026-06-13T00:30:10.000000000,0,0,0,0,0.10166938304901121,0,MKINI,bm,melayu,Komuniti Melayu,malaysiakini.com,melayu,direct:MKINI,direct_scrape,Malaysiakini,,MKINI,negative,0.6611020565032959,english,Mixed/Urban,anger,0.3611967861652374,0.1328868567943573,0.09495411068201065,0.24859119951725006,0.06362366676330566,0.023261597380042076,ml_models,False,False,False
news,post,ce50c95030385aff,"Kontroversi tukar kerajaan uji keyakinan terhadap Umno N Sembilan, kata penganalisis. Mazlan Ali berkata dakwaan rundingan menukar kerajaan negeri boleh mengalih tumpuan rakyat daripada hala tuju Umno Negeri Sembilan menjelang PRN.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/13/kontroversi-tukar-kerajaan-uji-keyakinan-terhadap-umno-n-sembilan-kata-penganalisis,negative,2026-06-13T00:00:00.000000000,0,0,0,0,0.0004965662956237793,0,FMT,bm,melayu,Komuniti Melayu,freemalaysiatoday.com,melayu,direct:FMT,direct_scrape,Free Malaysia Today,,FMT,negative,0.9983447790145874,malay,Malay/Bumiputera,no_clear_emotion,0.1836065649986267,0.04501229152083397,0.10916344076395035,0.02115832082927227,0.08971711993217468,0.023288363590836525,ml_models,True,False,False
news,post,fcd717167bcb41f8,Beyond精神再续  620相约芙蓉文化街唱经典 | 中國報 China Press. （芙蓉13日讯）Beyond 精神再续！为了延续“聚驹6.0”所掀起的热潮与感动，“怀念Beyond的热血之约”将于6月20日（星期六）晚上7时至9时30分，在芙蓉文化街举行，所有Beyond乐迷受邀齐聚一堂，共同重温一代传奇乐队的经典作品。Beyond 忠诚乐迷蔡亲炀指出，尽管“聚驹6.0”已圆满落幕，惟Beyond的音乐魅力依然深深留存在乐迷心中，不少人至今仍沉浸在熟悉旋律所带来的感动与回忆，因此特别策划此次活动，希望让Beyond精神继续在芙蓉传承与燃烧。“怀念Beyond的热血之约”...,https://n9.chinapress.com.my/20260613/beyond%e7%b2%be%e7%a5%9e%e5%86%8d%e7%bb%ad-620%e7%9b%b8%e7%ba%a6%e8%8a%99%e8%93%89%e6%96%87%e5%8c%96%e8%a1%97%e5%94%b1%e7%bb%8f%e5%85%b8/,neutral,,0,0,0,0,0.5,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235865.0,CP_N9,neutral,0.9077140092849731,english,Mixed/Urban,love,0.0477941632270813,0.04607749357819557,0.04500351846218109,0.08715309947729111,0.6544849276542664,0.06835132092237473,ml_models,True,False,False
news,post,d8915bc2ff9c8d44,沙努西冀SG4州选  与全国大选同步举行 | 中國報 China Press. （亚罗士打13日讯）由国盟所执政的4州政府（SG4）预计会与全国大选，同步举行。这4州分别为吉打、登嘉楼、吉兰丹及玻璃市。莫哈末沙努西伊斯兰党选举主任拿督斯里莫哈末沙努西指出，同步举办州选和全国大选将更具效率，不仅有助于各党竞选机制的部署，也能节省大量开支。他说，他曾就此事与首相拿督斯里安华进行交流，而后者也认同州选与全国大选同步举行的构想。“我经常与首相谈及同步举行选举的问题，还曾询问大选日期，他透露相关安排仍可进一步商讨。”沙努西于昨晚...,https://www.chinapress.com.my/20260613/%e6%b2%99%e5%8a%aa%e8%a5%bf%e5%86%80sg4%e5%b7%9e%e9%80%89-%e4%b8%8e%e5%85%a8%e5%9b%bd%e5%a4%a7%e9%80%89%e5%90%8c%e6%ad%a5%e4%b8%be%e8%a1%8c/,neutral,,0,0,0,0,0.5,0,CP_MY,cina,cina,Komuniti Cina,chinapress.com.my,cina,direct:CP_MY,direct_scrape,China Press (全国 — filter 森美兰),4980775.0,CP_MY,neutral,0.9021217226982117,english,Mixed/Urban,love,0.034060753881931305,0.03780537471175194,0.257109135389328,0.018955323845148087,0.36223286390304565,0.047224707901477814,ml_models,False,False,False
news,post,38c2a27a7f7791e1,"This retired couple built a life around durians and creativity. Nasur Yusof and Siti Zulaina Bahro are the owners of DusunNas, an orchard and homestay in Lenggang, Negeri Sembilan.",https://www.freemalaysiatoday.com/category/leisure/2026/06/13/this-retired-couple-built-a-life-around-durians-and-creativity,positive,2026-06-12T23:30:25.000000000,0,0,0,0,0.8590800642967223,0,FMT,bm,melayu,Komuniti Melayu,freemalaysiatoday.com,melayu,direct:FMT,direct_scrape,Free Malaysia Today,,FMT,positive,0.5302668809890747,english,Mixed/Urban,love,0.14126059412956238,0.02950834296643734,0.11887425929307938,0.03188936412334442,0.433198481798172,0.027900926768779755,ml_models,True,False,False
news,post,19f208ac45d91217,"Saya tak setuju PRN awal, tapi mereka tidak sabar, kata Anwar. Pengerusi PH mengkritik 'ketidaksabaran' Umno di sebalik gesaan untuk mengadakan PRN awal di Negeri Sembilan dan Johor.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/13/saya-tak-setuju-prn-awal-tapi-mereka-tidak-sabar-kata-anwar,negative,2026-06-12T22:41:41.000000000,0,0,0,0,0.0004902899265289418,0,FMT,bm,melayu,Komuniti Melayu,freemalaysiatoday.com,melayu,direct:FMT,direct_scrape,Free Malaysia Today,,FMT,negative,0.9983657002449036,malay,Malay/Bumiputera,fear,0.3955126702785492,0.48738357424736023,0.02382872998714447,0.024501154199242592,0.025087451562285423,0.02085133269429207,ml_models,True,False,False
news,post,b7426bb2a2c208d7,Lawyer claims Tunku Panglima Besar appointment unconstitutional. Khairul cites alleged absence of consultation with N Sembilan ruling chiefs.,https://www.malaysiakini.com/news/777310,negative,2026-06-12T07:02:52.000000000,0,0,0,0,0.05586097687482833,0,MKINI,bm,melayu,Komuniti Melayu,malaysiakini.com,melayu,direct:MKINI,direct_scrape,Malaysiakini,,MKINI,negative,0.8137967437505722,multilingual,Unknown,anger,0.662211000919342,0.12281151860952377,0.06430505961179733,0.03827118128538132,0.038170114159584045,0.016244715079665184,ml_models,False,False,False
news,post,71fa33d0992acd1e,"EC: Johor goes to polls July 11, N Sembilan to follow on Aug 1. UPDATED 3.37PM | June 27 is nomination day for Johor, July 18 for N Sembilan.",https://www.malaysiakini.com/news/777297,neutral,2026-06-12T04:26:25.000000000,0,0,0,0,0.5,0,MKINI,bm,melayu,Komuniti Melayu,malaysiakini.com,melayu,direct:MKINI,direct_scrape,Malaysiakini,,MKINI,neutral,0.9566391706466675,english,Mixed/Urban,no_clear_emotion,0.018957821652293205,0.019265079870820045,0.09753670543432236,0.01372471172362566,0.14790590107440948,0.027037084102630615,ml_models,False,False,False
news,post,f7ecd4ca3e413c6a,森州人头条｜沉香州席传换将 财仔连任现暗涌 | 中國報 China Press. （芙蓉12日讯）行动党沉香州议席盛传上阵人选将易人，原任州议员吴金财“财仔”或面对连任挑战？！森州选战号角吹响，行动党传统堡垒沉香州议席的人选安排成为关注焦点。连续4届代表行动党守土成功的原任州议员吴金财，近期盛传可能面对党内人选调整，是否继续披甲迎战本届州选，备受外界关注。由行动党上阵的沉香州议席，在这次选举中会否出现更换候选人，引起坊间关注。据《中国报》探悉，行动党近期针对沉香州席人选展开部署，坊间传出吴金财可能面对人选更替，交通部长政治秘书何永铧被视为潜在人选之一。吴金财自2008...,https://n9.chinapress.com.my/20260612/%e6%a3%ae%e5%b7%9e%e4%ba%ba%e5%a4%b4%e6%9d%a1%ef%bd%9c%e6%b2%89%e9%a6%99%e5%b7%9e%e5%b8%ad%e4%bc%a0%e6%8d%a2%e5%b0%86-%e8%b4%a2%e4%bb%94%e8%bf%9e%e4%bb%bb%e7%8e%b0%e6%9a%97%e6%b6%8c/,neutral,,0,0,0,0,0.5,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235816.0,CP_N9,neutral,0.8825506567955017,english,Mixed/Urban,no_clear_emotion,0.09054499864578247,0.09980830550193787,0.09553591907024384,0.016489801928400993,0.06084132939577103,0.1062840148806572,ml_models,True,False,False
news,post,a133af4f4fd29955,竞逐日叻务国会辖下州席 嘉拉鲁丁   确认亲上阵 | 中國報 China Press. （日叻务12日讯）森美兰州选战备受关注，巫统森州联委会主席拿督斯里嘉拉鲁丁确认将亲自披甲上阵，代表国阵竞逐日叻务国会辖下州议席，惟具体选区仍有待党中央最终拍板。嘉拉鲁丁今早巡视新邦葫芦顶一间工厂污染问题后接受媒体访问时，证实自己将参与本届州选。当被询及是否会在州选中上阵时，他直言：“是的，我将会亲自上阵这一次的州选。”日叻务国会选区下共有4个州议席，分别为真纳、双溪镭、葫芦顶及格拉旺。其中，真纳州议席长期由马华代表国阵出战，因此外界普遍认为，嘉拉鲁丁出征真纳的可能性不高。嘉拉鲁丁曾于20...,https://n9.chinapress.com.my/20260612/%e7%ab%9e%e9%80%90%e6%97%a5%e5%8f%bb%e5%8a%a1%e5%9b%bd%e4%bc%9a%e8%be%96%e4%b8%8b%e5%b7%9e%e5%b8%ad-%e5%98%89%e6%8b%89%e9%b2%81%e4%b8%81-%e7%a1%ae%e8%ae%a4%e4%ba%b2%e4%b8%8a%e9%98%b5/,neutral,,0,0,0,0,0.5,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235775.0,CP_N9,neutral,0.8951407074928284,english,Mixed/Urban,anger,0.34451597929000854,0.09378395974636078,0.12127981334924698,0.04696762561798096,0.11598404496908188,0.03966732323169708,ml_models,True,False,False
news,post,43bc2be71c840dfd,未协调州选备战工作 沈志文轰国盟领导层失责 | 中國報 China Press. （马口12日讯）土团党全国多元种族组织代主席沈志文炮轰国盟（PN）在森州议会解散后仍陷入“群龙无首”局面，不仅迟迟未委任州主席，也未召开正式会议协调州选备战工作，直指国盟领导层严重失责。沈志文也是土团党最高理事成员。他今日发文告指出，森州议会已解散，但国盟至今仍未完成州级领导架构部署，也未展开系统性的选举准备工作，情况已非一般行政延误，而是反映领导层缺乏责任感。他说，国盟主席拿督斯里阿末三苏里理应在州议会解散前，完成州领导层及竞选机制规划，而不是在选举临近之际，相关安排仍悬而未决。“基层竞...,https://n9.chinapress.com.my/20260612/%e6%9c%aa%e5%8d%8f%e8%b0%83%e5%b7%9e%e9%80%89%e5%a4%87%e6%88%98%e5%b7%a5%e4%bd%9c-%e6%b2%88%e5%bf%97%e6%96%87%e8%bd%b0%e5%9b%bd%e7%9b%9f%e9%a2%86%e5%af%bc%e5%b1%82%e5%a4%b1%e8%b4%a3/,neutral,,0,0,0,0,0.5,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235771.0,CP_N9,neutral,0.8979947566986084,english,Mixed/Urban,sadness,0.169244647026062,0.19283580780029297,0.016657838597893715,0.5483434796333313,0.026516851037740707,0.01813247613608837,ml_models,True,False,False
