Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7651500367590690066,"Alhamdulillah,hari ini jadual penuh bersama BANGSA JOHOR

Tengahari tadi ,saya ke Dewan Pahlawanku  bagi memenuhi jemputan  walimatulurus anakanda kepada abang Jasni Kampung Palembang Lama.Saya doakan agar masjid yang baru dibina ini kekal hingga ke jannah.

 
#n29mahkota #majujohor #MahkotaKita #BangsaJohor #BarisanNasional",https://www.tiktok.com/@imhussien/video/7651500367590690066,,,positive,2026-06-21 04:39:48.793809+00:00,210,58,4,5233,0.9993602395057677,324,positive,0.9978674650192261,malay,Malay/Bumiputera,love,0.051713548600673676,0.05826515331864357,0.12083739042282104,0.05619938299059868,0.5188329815864563,0.049229945987463
tiktok,post,7651911445206027527,"Tempoh hari saya ke Pasar Borong Peladang bagi melihat dan menyantuni para peniaga di Pasar Pagi Pasar Borong Peladang.Kali pertama diwujudkan selepas selesai proses renovasi pasar borong ini.Saya mengingatkan agar promosi secara digital itu sangat penting kepada para peniaga pada masa kini.Saya doakan agar semua peniaga terus berjaya dan sukses.

#MahkotaKita #MajuJohor
#N29Mahkota #PemudaCaraKita #BangsaJohor",https://www.tiktok.com/@imhussien/video/7651911445206027527,,,positive,2026-06-21 04:39:49.124695+00:00,96,26,5,1672,0.9994006693363189,143,positive,0.9980022311210632,malay,Malay/Bumiputera,love,0.03626488894224167,0.03106120228767395,0.2410658299922943,0.034806061536073685,0.32714346051216125,0.0648827999830246
tiktok,post,7651411310206373127,"Semarak Subuh Mahkota Kita 🟦🟥 | 📍Surau Al-Istiqamah,Kampung Tengah Dalam 

#mahkotakita #MajuJohor #pemudaprorakyat #SemarakSubuh #bangsajohor",https://www.tiktok.com/@imhussien/video/7651411310206373127,,,neutral,2026-06-21 04:39:49.459019+00:00,67,25,5,816,0.5,105,neutral,0.9104986786842346,english,Mixed/Urban,love,0.08267304301261902,0.02715414948761463,0.07129006087779999,0.043153081089258194,0.5492397546768188,0.02730969898402691
tiktok,post,7651051276645518599,"Selesai sesi di kedai kopi,saya mengikut YAB MB Johor ke Kuartes Polis Daerah Kluang di Padang Tembak bagi melihat sendiri kerosakan infrastruktur di dalam kawasan tersebut.Ahlamdulillah,semoga segalanya berjalan dengan lancar.

#DaulatTuanku #n29mahkota #majujohor #pemudaprorakyat #mahkotakita",https://www.tiktok.com/@imhussien/video/7651051276645518599,,,neutral,2026-06-21 04:39:50.181350+00:00,788,50,12,15500,0.5,1005,neutral,0.991919755935669,malay,Malay/Bumiputera,no_clear_emotion,0.06131521239876747,0.026937885209918022,0.03559073805809021,0.061123598366975784,0.09321573376655579,0.08778795599937439
tiktok,post,7653450791810010375,"Sekitar pertandingan sepak takraw Sukan Bangsa Johor peringkat DUN Parit Yaani tempoh hari. Mujur salah bawa kasut, kalau tak boleh saya tunjuk aksi gulung 😅 

INSPIRASI KITA #NAJIBSAMURI

#MajuJohor
#N21ParitYaani",https://www.tiktok.com/@najibsamuri/video/7653450791810010375,,,negative,2026-06-21 04:39:50.509160+00:00,125,44,1,2595,0.16668333560228346,195,negative,0.44438888132572174,multilingual,Unknown,fear,0.10380887240171432,0.598029375076294,0.023573530837893486,0.051205288618803024,0.02285405993461609,0.09737401455640793
tiktok,post,7652642271103438088,"Pelepasan benih ikan di Sungai Simpang Kanan bagi memulihara ekosistem sungai dan menambah populasi ikan tempatan.

INSPIRASI KITA #NAJIBSAMURI

#MajuJohor
#N21ParitYaani",https://www.tiktok.com/@najibsamuri/video/7652642271103438088,,,positive,2026-06-21 04:39:50.873324+00:00,201,39,12,4302,0.9358915120363235,295,positive,0.7863050401210785,multilingual,Unknown,no_clear_emotion,0.09741578996181488,0.04697343707084656,0.10933706909418106,0.0591513067483902,0.30542874336242676,0.04591461643576622
tiktok,post,7652299176239303954,"Konvoi Desa JOJ singgah ke rumah Encik Taufiq dan Puan Ain yang merupakan penerima rumah bina baharu di bawah bantuan Majlis Agama Islam Negeri Johor (MAIJ).

Alhamdulillah, kini mereka sekeluarga dapat kediaman yang lebih selesa. Terima kasih MAINJ. 

INSPIRASI KITA #NAJIBSAMURI

#MajuJohor
#N21ParitYaani",https://www.tiktok.com/@najibsamuri/video/7652299176239303954,,,positive,2026-06-21 04:39:51.216471+00:00,281,41,8,4251,0.9993503153324126,372,positive,0.9978343844413757,malay,Malay/Bumiputera,happy,0.13306377828121185,0.05521678924560547,0.4715540111064911,0.03848922625184059,0.20701472461223602,0.028933286666870117
tiktok,post,7652249274066930952,"Ziarah keluarga yang baru menerima sebuah rumah bina baharu yang dibangunkan menerusi bantuan Majlis Agama Islam Negeri Johor (MAIJ).

Terima kasih MAINJ kerana banyak membantu warga DUN Parit Yaani. 

INSPIRASI KITA #NAJIBSAMURI

#MajuJohor
#N21ParitYaani",https://www.tiktok.com/@najibsamuri/video/7652249274066930952,,,neutral,2026-06-21 04:39:51.573444+00:00,142,17,3,3063,0.5,192,neutral,0.8789655566215515,english,Mixed/Urban,no_clear_emotion,0.03223055601119995,0.03263406082987785,0.15772201120853424,0.04508557170629501,0.331525981426239,0.06727950274944305
tiktok,post,7651878209960611080,"Jangan lepaskan peluang untuk menikmati 1,000 ais krim PERCUMA dan 1,000 cawan lemon PERCUMA daripada Ai-CHA Ice Cream & Tea!

📅 Tarikh : 17 Jun 2026
🕚 Masa : Bermula jam 11.00 pagi

Datang beramai-ramai bersama keluarga dan rakan-rakan. Siapa cepat, dia dapat!

————————————

来东甲北（Tongkang Pechah）一起喝 Ai-CHA 吧！

千万别错过这次机会，享受 Ai-CHA Ice Cream & Tea 送出的 1,000份免费冰淇淋 和 1,000杯免费柠檬饮料！

📅 日期： 2026年6月17日
🕚 时间： 上午11时开始

欢迎携同家人和朋友一起来参与！先到先得，送完为止！

INSPIRASI KITA #NAJIBSAMURI

#MajuJohor
#N21ParitYaani",https://www.tiktok.com/@najibsamuri/video/7651878209960611080,,,positive,2026-06-21 04:39:51.924692+00:00,71,57,7,2944,0.9892082929611206,164,positive,0.9640276432037354,malay,Malay/Bumiputera,no_clear_emotion,0.0409831777215004,0.036107875406742096,0.05130442976951599,0.041843216866254807,0.2726133167743683,0.14691641926765442
tiktok,post,7651589640197131528,"Pertandingan badminton Sukan Bangsa Johor 2026 peringkat DUN Parit Yaani yang lalu, penuh semangat dan kegembiraan.

INSPIRASI KITA #NAJIBSAMURI

#MajuJohor
#N21ParitYaani
#SukanBangsaJohor2026",https://www.tiktok.com/@najibsamuri/video/7651589640197131528,,,neutral,2026-06-21 04:39:52.253081+00:00,76,17,2,1310,0.5,108,neutral,0.8535630702972412,english,Mixed/Urban,happy,0.03234338015317917,0.04343460127711296,0.6623463034629822,0.017818862572312355,0.07944690436124802,0.023098817095160484
tiktok,post,7651095555334016263,"Teruja saya melihat bukan sahaja adik ni pandai meniaga, malah harga roti cuma RM1 sebiji. 

Kalau jumpa gerai Rhoti Singget ni jangan lupa beli ya, semoga laris manis perniagaannya.

INSPIRASI KITA #NAJIBSAMURI

#MajuJohor
#N21ParitYaani",https://www.tiktok.com/@najibsamuri/video/7651095555334016263,,,positive,2026-06-21 04:39:52.611206+00:00,476,62,32,11900,0.9993941605091095,689,positive,0.997980535030365,malay,Malay/Bumiputera,surprise,0.013906669802963734,0.05520980432629585,0.04718013480305672,0.022017454728484154,0.14656704664230347,0.5545539855957031
tiktok,post,7652238319635533063,"𝐊𝐞𝐫𝐣𝐚𝐬𝐚𝐦𝐚 𝐏𝐞𝐫𝐥𝐮 𝐁𝐞𝐫𝐭𝐞𝐫𝐚𝐬𝐤𝐚𝐧 𝐇𝐨𝐫𝐦𝐚𝐭, 𝐁𝐮𝐤𝐚𝐧 𝐒𝐢𝐧𝐝𝐢𝐫𝐚𝐧 𝐏𝐨𝐥𝐢𝐭𝐢𝐤!

Johor sentiasa mengalu-alukan kerjasama demi kepentingan rakyat. Namun, kerjasama yang baik mestilah berasaskan rasa hormat, bukannya persepsi bahawa kerajaan negeri hanya perlu hadir apabila dijemput tetapi tidak perlu dilibatkan dalam proses yang lebih awal. Bangsa Johor berhak mendapat layanan yang adil dan profesional dalam setiap projek yang dilaksanakan di bumi Johor.

Kerajaan Negeri Johor bukan sekadar penerima manfaat projek Persekutuan tetapi kerajaan Johor juga adalah antara penyumbang dari segi kewangan, sokongan logistik dan penyelarasan dasar bagi menjayakan pelbagai projek pengangkutan di negeri ini. 

Oleh itu, adalah munasabah apabila Menteri Besar menuntut penghormatan terhadap institusi kerajaan negeri dan peranan yang dimainkan oleh Johor.

@Onn Hafiz @WanitaUMNOPontian  @DS Dr Ahmad Maslan 
#bangsajohor #MajuJohor #wanitaumnopontian",https://www.tiktok.com/@hasrunizahhassanofficial/video/7652238319635533063,,,negative,2026-06-21 04:39:52.939051+00:00,62,3,11,1941,0.006329047679901112,95,negative,0.9789031744003296,malay,Malay/Bumiputera,love,0.08803296089172363,0.024619773030281067,0.060917846858501434,0.036949388682842255,0.6414477229118347,0.0259952861815691
tiktok,post,7653461609465072916,"Yok Ngopi & Ziarah Penduduk Kampung Teluk Ramunia Bagi Penyerahan Bakul Kasih Johor ❤️💙

#AznanTamin #MajuJohor #TanjungSuratDihatiku #JohorCaraJohor #fypシ",https://www.tiktok.com/@aznantamin/video/7653461609465072916,,,neutral,2026-06-21 04:39:53.288052+00:00,235,66,8,4904,0.5,358,neutral,0.5093730092048645,english,Mixed/Urban,love,0.05128876119852066,0.014466683380305767,0.04098639264702797,0.027537675574421883,0.7072742581367493,0.017399106174707413
tiktok,post,7652701680794242325,"PELANCARAN PELAN TRANSFORMASI EKONOMI NEGERI JOHOR (JETP) ❤️💙

Menghadiri Majlis Pelancaran Pelan Transformasi Ekonomi Negeri Johor (JETP) yang telah disempurnakan oleh YAB Dato' Onn Hafiz Ghazi, Menteri Besar Johor di Persada International Convention Centre, Johor Bahru.

Perancangan yang baik hari ini adalah untuk memastikan masa depan yang lebih baik buat anak-anak kita dan seluruh Bangsa Johor pada hari esok. Inilah hasrat utama JETP, iaitu memastikan pembangunan ekonomi negeri terus bergerak maju dan memberi manfaat kepada rakyat.

Bagi saya, kemajuan Johor bukan hanya diukur melalui pembangunan dan pelaburan semata-mata, tetapi bagaimana kemajuan itu mampu membuka lebih banyak peluang pekerjaan, meningkatkan taraf hidup keluarga serta memberi harapan baharu kepada generasi akan datang.

Setiap daerah di Johor mempunyai kekuatan dan potensinya yang tersendiri. Melalui JETP, kita mahu memastikan tiada kawasan yang tertinggal dalam menikmati limpahan pembangunan selaras dengan agenda Maju Johor 2030.

In Shaa Allah, dengan usaha bersama di bawah kepimpinan YAB Menteri Besar Johor, Kerajaan Negeri akan terus bekerja untuk memastikan Johor bukan sahaja maju sebagai sebuah negeri, tetapi rakyatnya turut sejahtera dan terbela. 

Kerana akhirnya, setiap usaha yang kita lakukan hari ini adalah demi masa depan Bangsa Johor yang kita sayangi.

Allah Peliharakan Sultan
Allah Berkati Johor

#AznanTamin #JETP #MajuJohor #BangsaJohor #TanjungSuratDihatiku",https://www.tiktok.com/@aznantamin/video/7652701680794242325,,,positive,2026-06-21 04:39:53.652683+00:00,222,7,7,1910,0.9993976831436157,255,positive,0.9979922771453857,malay,Malay/Bumiputera,love,0.07340890914201736,0.053341448307037354,0.05239654332399368,0.09521423280239105,0.6632895469665527,0.029336977750062943
tiktok,post,7651587494064000276,"Jelajah Ketua Pemuda UMNO Malaysia @ Tanjung Surat✨

Terima kasih Ketua Pemuda UMNO Malaysia, Datuk Dr. @Dr akmalsaleh  sudi melaungkan masa bersama warga DUN Tanjung Surat dengan berkongsi pelbagai pandangan, cadangan serta aspirasi anak muda.

Terbaikkk👍🏻👍🏻👍🏻

#AznanTamin #MajuJohor #PemudaUMNO #JohorCaraJohor #TanjungSuratDihatiku",https://www.tiktok.com/@aznantamin/video/7651587494064000276,,,positive,2026-06-21 04:39:53.967697+00:00,129,3,6,1593,0.999351942539215,153,positive,0.9978398084640503,malay,Malay/Bumiputera,no_clear_emotion,0.030489889904856682,0.014231120236217976,0.06101413071155548,0.024205699563026428,0.3778551518917084,0.03272591158747673
tiktok,post,7651074451379113236,"Penyampaian Pertandingan Video Kreatif Bantuan Bilik Guru Johor DUN Tanjung Surat💥

Tahniah kepada semua pemenang...

@Onn Hafiz 
@MEDIA DIGITAL JOHOR 

#bantuanbilikgurujohor2026 #AznanTamin #MajuJohor #TanjungSuratDiHatiku #JohorCaraJohor",https://www.tiktok.com/@aznantamin/video/7651074451379113236,,,neutral,2026-06-21 04:39:54.275202+00:00,155,40,11,2557,0.5,231,neutral,0.6884827017784119,english,Mixed/Urban,no_clear_emotion,0.02281763404607773,0.01702151820063591,0.05783969908952713,0.015713278204202652,0.10103679448366165,0.023078180849552155
