Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
Instagram,IGTV,INSTAGRAM017,Just tried kb sentral - amazing quality and value!,positive,2026-04-19,292,60,36,4345,0.9950533628463745,388,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Photo,INSTAGRAM018,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-18,260,47,19,1515,0.9912310719490051,326,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Instagram,Reel,INSTAGRAM019,Just tried kb sentral - amazing quality and value!,positive,2026-04-17,323,84,49,4697,0.9950533628463745,456,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Photo,INSTAGRAM020,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-17,277,30,35,2156,0.9966606855392455,342,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Instagram,Reel,INSTAGRAM021,Just tried kb sentral - amazing quality and value!,positive,2026-04-17,290,53,48,2618,0.9950533628463745,391,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Video,INSTAGRAM022,Just tried kb sentral - amazing quality and value!,positive,2026-04-07,254,31,45,2304,0.9950533628463745,330,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Reel,INSTAGRAM023,Just tried kb sentral - amazing quality and value!,positive,2026-03-28,156,29,30,1640,0.9950533628463745,215,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Photo,INSTAGRAM024,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-14,185,21,11,1555,0.9966606855392455,217,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Instagram,Video,INSTAGRAM025,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-24,192,39,19,2481,0.9966606855392455,250,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Instagram,Reel,INSTAGRAM026,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-03-31,490,134,57,2725,0.9966606855392455,681,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Instagram,Photo,INSTAGRAM027,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-01,435,113,39,6032,0.9966606855392455,587,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Instagram,Video,INSTAGRAM028,Just tried kb sentral - amazing quality and value!,positive,2026-04-16,417,109,82,5265,0.9950533628463745,608,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Photo,INSTAGRAM029,kb sentral in Malaysia is really good. Worth trying!,positive,2026-03-27,335,81,47,4174,0.9912310719490051,463,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Instagram,Photo,INSTAGRAM030,Just tried kb sentral - amazing quality and value!,positive,2026-04-11,379,98,47,4363,0.9950533628463745,524,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Video,INSTAGRAM031,Just tried kb sentral - amazing quality and value!,positive,2026-04-08,254,55,37,2159,0.9950533628463745,346,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Reel,INSTAGRAM032,Just tried kb sentral - amazing quality and value!,positive,2026-04-05,381,80,39,4641,0.9950533628463745,500,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,IGTV,INSTAGRAM033,Just tried kb sentral - amazing quality and value!,positive,2026-04-01,199,35,26,2626,0.9950533628463745,260,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Photo,INSTAGRAM034,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-20,167,32,27,2182,0.9966606855392455,226,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Instagram,Reel,INSTAGRAM035,Just tried kb sentral - amazing quality and value!,positive,2026-03-29,198,49,36,2325,0.9950533628463745,283,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Story,INSTAGRAM036,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-25,315,54,26,3784,0.9966606855392455,395,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Instagram,Video,INSTAGRAM037,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-04,415,64,73,3732,0.9966606855392455,552,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Instagram,Story,INSTAGRAM038,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-05,252,26,37,2549,0.9966606855392455,315,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Instagram,Photo,INSTAGRAM039,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-05,558,70,110,5603,0.9966606855392455,738,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Instagram,Photo,INSTAGRAM040,Just tried kb sentral - amazing quality and value!,positive,2026-04-17,485,109,63,3011,0.9950533628463745,657,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Photo,INSTAGRAM041,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-09,149,31,25,1414,0.9912310719490051,205,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Instagram,Reel,INSTAGRAM042,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-16,478,69,35,5457,0.9912310719490051,582,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Instagram,Photo,INSTAGRAM043,Just tried kb sentral - amazing quality and value!,positive,2026-04-23,114,14,21,867,0.9950533628463745,149,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Photo,INSTAGRAM044,Just tried kb sentral - amazing quality and value!,positive,2026-04-09,180,50,13,2175,0.9950533628463745,243,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,IGTV,INSTAGRAM045,Just tried kb sentral - amazing quality and value!,positive,2026-03-29,278,72,42,2783,0.9950533628463745,392,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Story,INSTAGRAM046,Just tried kb sentral - amazing quality and value!,positive,2026-03-31,291,53,21,1492,0.9950533628463745,365,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Story,INSTAGRAM047,Just tried kb sentral - amazing quality and value!,positive,2026-04-13,258,76,21,3023,0.9950533628463745,355,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Instagram,Photo,INSTAGRAM048,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-24,432,110,47,2748,0.9966606855392455,589,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Instagram,Photo,INSTAGRAM049,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-13,299,89,20,2249,0.9912310719490051,408,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Instagram,Reel,INSTAGRAM050,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-15,425,108,52,3038,0.9912310719490051,585,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
