Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,video_url,media_type,engagement_score,author,author_followers,derived_error,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7655309122665024800,"-Resul'ü Ekrem Aleyhissalatu Vesselam ve onun ümmeti 
#islamic_video #allah❤️ #namaz #huzur #keşfetteyizzz",,,positive,2026-07-08 18:55:54.970760+00:00,48200,2298,932,512700,0.8755302667617797,56557,https://www.tiktok.com/@huzur.kapis1/video/7655309122665024800,https://www.tiktok.com/@huzur.kapis1/video/7655309122665024800,video,56104.7,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@huzur.kapis1/video/7655309122665024800...: Failed to load video from https://www.tiktok.com/@huzur.kapis1/video/7655309122665024800: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.5851008892059326,english,Mixed/Urban,Unknown,0.0,love,0.07727999240159988,0.028852930292487144,0.07934928685426712,0.042861003428697586,0.5865519642829895,0.02900002896785736
tiktok,comment,7656417340410610440,arada bu yurumu beğenin tekrar aklıma gelsin,https://www.tiktok.com/@huzur.kapis1/video/7655309122665024800,7655309122665024800,positive,2026-06-28 12:09:47+00:00,361,0,1,0,0.8594839066267013,363,https://www.tiktok.com/@huzur.kapis1/video/7655309122665024800,,,,kerem.56721,0.0,,positive,0.5316130220890045,multilingual,Unknown,Unknown,0.25,love,0.0530858039855957,0.03814880549907684,0.0329938568174839,0.03467072919011116,0.6962865591049194,0.08043745905160904
tiktok,comment,7656494641193681686,♥️,https://www.tiktok.com/@huzur.kapis1/video/7655309122665024800,7655309122665024800,positive,2026-06-28 17:09:49+00:00,19,0,0,0,0.8858568966388702,19,https://www.tiktok.com/@huzur.kapis1/video/7655309122665024800,,,,huzur.kapis1,0.0,,positive,0.6195229887962341,multilingual,Unknown,Unknown,0.25,love,0.11354613304138184,0.07307533174753189,0.057745885103940964,0.06563854217529297,0.5403386950492859,0.053585171699523926
tiktok,post,7600429633418382599,"Bu ülkede hapishane yok 🚫
Ordu yok ❌
Hatta polis bile yok 😳

Ama buna rağmen,
Avrupa’nın en zengin 💰
ve en gelişmiş 🌍 ülkelerinden biri.

⏳ Ortalama yaşam süresi 85 yıl
⚔️ Bin yıldır tek bir savaş bile yok
🏔️ İspanya ile Fransa arasında,
Pireneler’in kalbinde gizli bir ülke…

Evet, burası Andorra 🇦🇩

💸 Vergi cenneti
🏠 Yaşam maliyeti düşük
❤️ İnsanları sıcak kanlı,
misafirperverlik ise gerçekten üst seviye

Peki sen?
Andorra’da yaşamak ister miydin? 🤔👇
Yorumlara yaz, fikrini görelim 💬  🔔 Böyle ilginç ülkeler, kültürler ve şaşırtan bilgiler için
takip etmeyi unutma.  

‼️İçerikte kullanılan materyaller bilgilendirme amaçlıdır, telif hakkı ihlali amacı taşımaz. Talep edilirse kaldırılır.

‼️the materials used in this content are for informational purposes only and are not intended for copyright infringement. They will be removed upon request.

#andorra 
#keşfet 
#travel 
#didyouknow 
#ExploreMore",,,neutral,2026-07-08 18:56:03.223783+00:00,32700,3258,469,1400000,0.5,50427,https://www.tiktok.com/@bir_dunya_seyahat/video/7600429633418382599,https://www.tiktok.com/@bir_dunya_seyahat/video/7600429633418382599,video,42023.0,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@bir_dunya_seyahat/video/7600429633418382599...: Failed to load video from https://www.tiktok.com/@bir_dunya_seyahat/video/7600429633418382599: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.768789529800415,english,Mixed/Urban,Unknown,0.0,surprise,0.01801970601081848,0.027477150782942772,0.030699295923113823,0.01864076778292656,0.1082344576716423,0.4768562912940979
tiktok,post,7643500994956922133,"Zilhicce'nin en kıymetli, duaların en makbul olduğu o mübarek güne, Arife gününe kavuşmanın tarifsiz huzurunu yaşıyoruz. Bugün, ellerimizi semaya açıp kalbimizden geçenleri Rabbimize fısıldama, eksiklerimiz için af dileme ve ruhumuzu yenileme vaktidir. ""Duaların en hayırlısı Arife günü yapılan duadır"" sırrına mazhar olabilmek ümidiyle; bu feyizli günde kendimiz, ailemiz ve tüm insanlık için sağlık, barış ve merhamet diliyoruz. Rabbim ettiğimiz tüm duaları ve içimizden geçen samimi niyetleri dergâh-ı izzetinde kabul eylesin. 🤲🏻✨
Yarın idrak edeceğimiz Kurban Bayramı öncesinde, niyet ettiğimiz kurbanların ve yapacağımız ibadetlerin bizi O'na daha da yakınlaştırmasını temenni ediyorum. Kırgınlıkların yerini muhabbete bıraktığı, sevgi ve yardımlaşmanın hanelerimizden eksik olmadığı, sevdiklerimizle omuz omuza vereceğimiz bereketli bir bayram sabahına uyanmak duasıyla... Şimdiden hepimizin Arife günü mübarek olsun! 🕊️🕋 #ArifeGünü #KurbanBayramı #Dua #Huzur #keşfet",,,neutral,2026-07-08 18:55:45.335132+00:00,17500,6015,3576,317400,0.5,30265,https://www.tiktok.com/@duaileislammm/video/7643500994956922133,https://www.tiktok.com/@duaileislammm/video/7643500994956922133,video,40575.4,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@duaileislammm/video/7643500994956922133...: Failed to load video from https://www.tiktok.com/@duaileislammm/video/7643500994956922133: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.8465408682823181,english,Mixed/Urban,Unknown,0.0,happy,0.042823709547519684,0.0834466964006424,0.5578461289405823,0.02898184210062027,0.23332493007183075,0.02081744372844696
tiktok,post,7647644176070348040,"Bazı dualar vardır, kalpten çıktığı için kalbe ulaşır… Bu videoda yıllardır umre hasretiyle yaşayan kıymetli bir büyüğümüzün içten duasına şahit olacaksınız. Yoldan geçen gençlere dua ederken dilinden şu sözler dökülüyor:

“Lebbeyk Allahümme Lebbeyk. Lebbeyke lâ şerîke leke lebbeyk. İnnel hamde ve’n-ni’mete leke vel mülk. Lâ şerîke lek.”

Anlamı: “Buyur Allah’ım, buyur! Senin hiçbir ortağın yoktur, buyur! Hamd de nimet de mülk de yalnızca Senindir. Senin hiçbir ortağın yoktur.”

Rabbim bu güzel amcamıza ve umre hasreti çeken tüm kardeşlerimize en kısa zamanda Beytullah’ı görmeyi nasip eylesin. Âmin.

#Umre #Lebbeyk #Dua #Kabe #Amin",,,positive,2026-07-08 18:55:45.730185+00:00,31000,1337,1346,422900,0.8512024164199828,37912,https://www.tiktok.com/@efekocx/video/7647644176070348040,https://www.tiktok.com/@efekocx/video/7647644176070348040,video,38134.9,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@efekocx/video/7647644176070348040...: Failed to load video from https://www.tiktok.com/@efekocx/video/7647644176070348040: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.5040080547332764,multilingual,Unknown,Unknown,0.0,love,0.030648207291960716,0.02793111838400364,0.11190436035394669,0.029647858813405037,0.6710334420204163,0.038263339549303055
tiktok,post,7631590230327397650,#CapCut  video lama tapi baru sekarang ak upload keseruan kak lala sama dek valen #valenda7 #sahabatvalenbangkalan,,,negative,2026-07-08 18:55:48.549644+00:00,35900,504,213,539500,0.15362694561481474,42012,https://www.tiktok.com/@kurnia07_3/video/7631590230327397650,https://www.tiktok.com/@kurnia07_3/video/7631590230327397650,video,38086.5,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@kurnia07_3/video/7631590230327397650...: Failed to load video from https://www.tiktok.com/@kurnia07_3/video/7631590230327397650: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",negative,0.4879101812839508,multilingual,Unknown,Unknown,0.0,love,0.02918066270649433,0.024154186248779297,0.023931194096803665,0.034475233405828476,0.6470178961753845,0.08608780801296234
tiktok,comment,7650495541319254801,Owhhh iniii juleee,https://www.tiktok.com/@kurnia07_3/video/7631590230327397650,7631590230327397650,negative,2026-06-12 13:10:39+00:00,739,0,17,0,0.18275278061628342,773,https://www.tiktok.com/@kurnia07_3/video/7631590230327397650,,,,auliac35,0.0,,negative,0.3908240646123886,multilingual,Unknown,Unknown,0.25,love,0.056994933634996414,0.028857098892331123,0.04191172868013382,0.02838606759905815,0.7655144333839417,0.01714934967458248
tiktok,post,7590304952367451412,মাইকের জন্য রেগে গেলেন জন কল্যান পার্টির নেতা খাইরুল #khairuldewan #খাইরুলদেওয়ান #foryou #tiktokviral,,,neutral,2026-07-08 18:55:36.261146+00:00,30300,2047,699,914200,0.5,42188,https://www.tiktok.com/@kmkhairuldewan12/video/7590304952367451412,https://www.tiktok.com/@kmkhairuldewan12/video/7590304952367451412,video,37405.2,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@kmkhairuldewan12/video/7590304952367451412...: Failed to load video from https://www.tiktok.com/@kmkhairuldewan12/video/7590304952367451412: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.7049987316131592,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.06095895171165466,0.01672443188726902,0.07012248039245605,0.02828887663781643,0.36733803153038025,0.026648208498954773
tiktok,post,7449235242084306184,"Tiramisu Viral but make it 4 flavours ! 🤩 Ada peniaga yang jual tepi jalan atau popup booth kat sini? 🙋🏻‍♀️ Korang boleh masuk dalam list siap2 jual Tiramisu berbagai flavour ni untuk tambah menu jualan 😋

Kak D ajar cara buat dalam loyang dan dalam bekas macamni jugak tau, dua dua nampak menarik tapi ada juga customer yang suka lagi dalam bekas lagi mudah nak makan kan 🥰

Resepi kak D ni memang approved kalau nak jual tepi jalan sebab boleh tahan suhu luar 

Siapa nak join belajar full resepi? #tiramisu #misu #tiramisurecipe",,,positive,2026-07-08 18:55:26.964696+00:00,18800,4132,160,725800,0.9994086086750029,30350,https://www.tiktok.com/@mimpicakes/video/7449235242084306184,https://www.tiktok.com/@mimpicakes/video/7449235242084306184,video,28269.8,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@mimpicakes/video/7449235242084306184...: Failed to load video from https://www.tiktok.com/@mimpicakes/video/7449235242084306184: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.9980286955833435,malay,Malay/Bumiputera,Unknown,0.0,love,0.03521466627717018,0.015307016670703888,0.2046169936656952,0.016467377543449402,0.5282862782478333,0.04052470251917839
tiktok,post,7349843459039071493,#thr #gaji13 #tniindonesia🇮🇩 #tni #bravo #bravotni #banggadengantni,,,negative,2026-07-08 18:55:42.497553+00:00,15800,2333,1552,576900,0.14534033685922623,25454,https://www.tiktok.com/@info_sekitarr/video/7349843459039071493,https://www.tiktok.com/@info_sekitarr/video/7349843459039071493,video,25698.9,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@info_sekitarr/video/7349843459039071493...: Failed to load video from https://www.tiktok.com/@info_sekitarr/video/7349843459039071493: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",negative,0.5155322104692459,multilingual,Unknown,Unknown,0.0,love,0.10008808225393295,0.0314311645925045,0.05516919121146202,0.03781677037477493,0.682295560836792,0.017358435317873955
tiktok,post,7542597546359803144,Bertaraf ❤️‍🔥 #heijan #muti #canbaywolker #bertaraf #keşfet,,,positive,2026-07-08 18:55:59.427074+00:00,21300,753,60,921600,0.9489581167697906,31329,https://www.tiktok.com/@rozerapfm/video/7542597546359803144,https://www.tiktok.com/@rozerapfm/video/7542597546359803144,video,23907.6,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@rozerapfm/video/7542597546359803144...: Failed to load video from https://www.tiktok.com/@rozerapfm/video/7542597546359803144: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.8298603892326355,english,Mixed/Urban,Unknown,0.0,love,0.04877373203635216,0.01806039549410343,0.05699877068400383,0.016768518835306168,0.7060588002204895,0.01549256406724453
tiktok,post,7359583097169415442,"Tunku Panglima Johor Tunku Abdul Rahman Ibrahim dismissed rumours of third-party involvement in the Pasir Gudang Circuit’s redevelopment, affirming their sole focus on transforming it into an international-grade track and establishing a grassroots academy.

#tunkupanglimajohor  #tunkuabdulrahmanhassanaljefri  #tunkuabdulrahman  #pasirgudangcircuit  #johormotorsport  #motorsport  #motorsportmalaysia  #motorsportsracing  #newsattiktok  #beritatiktok  #beritaditiktok  #trendingnewsmalaysia  #beritaterkini",,,neutral,2026-07-08 18:55:29.529888+00:00,15400,1276,322,667700,0.5,23675,https://www.tiktok.com/@scoopdotmy/video/7359583097169415442,https://www.tiktok.com/@scoopdotmy/video/7359583097169415442,video,19585.7,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@scoopdotmy/video/7359583097169415442...: Failed to load video from https://www.tiktok.com/@scoopdotmy/video/7359583097169415442: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.8802477717399597,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.06804578751325607,0.032781459391117096,0.11849455535411835,0.03411044552922249,0.22050230205059052,0.031269364058971405
tiktok,post,7605556409685724436,"Ramai yang tanya apa dokumen perlu ada jika rtk 3.0 dibuka? 

Jangan lupa save dan share video nie kepada kawan - kawan anda!
#rtk #callingvisa #permit",,,positive,2026-07-08 18:55:52.092595+00:00,10200,3758,387,403000,0.999181193113327,18375,https://www.tiktok.com/@fowexnetwork/video/7605556409685724436,https://www.tiktok.com/@fowexnetwork/video/7605556409685724436,video,19280.0,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@fowexnetwork/video/7605556409685724436...: Failed to load video from https://www.tiktok.com/@fowexnetwork/video/7605556409685724436: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.9972706437110901,malay,Malay/Bumiputera,Unknown,0.0,love,0.050033971667289734,0.03573642671108246,0.03220050409436226,0.060938723385334015,0.5999357104301453,0.08890243619680405
tiktok,post,7639318749945908487,"📹 SEMAKAN, RAYUAN DAN PERMOHONAN BAHARU SISTEM BANTUAN KASIH JOHOR

Semakan, rayuan dan permohonan baharu Bantuan Kasih Johor (BKJ) Fasa 4 boleh dibuat menerusi Sistem Bantuan Kasih Johor di laman sesawang https://bkj.johor.gov.my mulai esok, 14 Mei 2026. Disertakan panduan semakan, rayuan dan permohonan baharu BKJ bagi memudahkan urusan pemohon. Jangan lupa 'like', 'comment' dan 'share' setiap 'posting' di semua platform Media Digital Johor.

#JohorSafeZone
#SistemBantuanKasihJohor
#BKJFasa4
#SuriRumah
#WargaEmas",,,positive,2026-07-08 18:55:33.341922+00:00,5158,5316,449,265200,0.838747364282608,13575,https://www.tiktok.com/@mediadigitaljohor/video/7639318749945908487,https://www.tiktok.com/@mediadigitaljohor/video/7639318749945908487,video,17402.2,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@mediadigitaljohor/video/7639318749945908487...: Failed to load video from https://www.tiktok.com/@mediadigitaljohor/video/7639318749945908487: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.4624912142753601,multilingual,Unknown,Unknown,0.0,no_clear_emotion,0.028541037812829018,0.03222793713212013,0.03937208652496338,0.0296689011156559,0.13278080523014069,0.09698984026908875
tiktok,post,7309951161824578822,#yengegeldi #yengegeldi27 #huzurbulanlar #huzurbulanlarhüseyinhocam ##keşfetedüş #kşf #fytp #fypシ゚ ##virall,,,neutral,2026-07-08 18:55:43.126207+00:00,12300,1883,173,704700,0.5,21403,https://www.tiktok.com/@serbest_magazin1/video/7309951161824578822,https://www.tiktok.com/@serbest_magazin1/video/7309951161824578822,video,17289.7,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@serbest_magazin1/video/7309951161824578822...: Failed to load video from https://www.tiktok.com/@serbest_magazin1/video/7309951161824578822: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.8888640403747559,english,Mixed/Urban,Unknown,0.0,love,0.10188338905572891,0.04174382984638214,0.0975031852722168,0.03786524012684822,0.49834272265434265,0.030061593279242516
tiktok,post,7657020760506076436,#rekkaciq😂🗿 #rekomendasi #creatorsearchinsights #repost #rekkkkkkkk🤍✈️✈️,,,neutral,2026-07-08 18:55:53.374523+00:00,8522,3034,647,297700,0.5,15180,https://www.tiktok.com/@_melek__092/video/7657020760506076436,https://www.tiktok.com/@_melek__092/video/7657020760506076436,video,16828.7,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@_melek__092/video/7657020760506076436...: Failed to load video from https://www.tiktok.com/@_melek__092/video/7657020760506076436: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.8237004280090332,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.05578000098466873,0.020150931552052498,0.08222353458404541,0.022015666589140892,0.23616527020931244,0.030966157093644142
tiktok,comment,7657151308419334933,"борганда хайит байрам
чикганда янги йил байрам 😅",https://www.tiktok.com/@_melek__092/video/7657020760506076436,7657020760506076436,negative,2026-06-30 11:37:59+00:00,214,0,16,0,0.13014409840106964,246,https://www.tiktok.com/@_melek__092/video/7657020760506076436,,,,merinos690,0.0,,negative,0.5661863386631012,multilingual,Unknown,Unknown,0.25,love,0.079795703291893,0.018077820539474487,0.052251871675252914,0.022653646767139435,0.6679092645645142,0.018510054796934128
