Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
instagram,comment,18096404846521857,owner n worker balagak😌,https://www.instagram.com/p/DZY_8qdCX7n/,3916161121681768167,neutral,2026-06-19 07:34:51+00:00,0,0,0,0,0.5,0,,,,neutral,0.5333564877510071,english,Mixed/Urban,love,0.039797592908144,0.01000294741243124,0.058152735233306885,0.017941825091838837,0.5142068862915039,0.02410724200308323
instagram,comment,18105911869816023,"Smlm pergi makan 
Tepung pisang keras 
Sambal kicap cair teruk",https://www.instagram.com/p/DZY_8qdCX7n/,3916161121681768167,negative,2026-06-18 04:19:30+00:00,0,0,0,0,0.03908312916755674,0,,,,negative,0.8697229027748108,multilingual,Unknown,anger,0.4366947412490845,0.019662195816636086,0.0634487196803093,0.03363003209233284,0.1929103583097458,0.0168980173766613
instagram,comment,18085275821637031,@afiqahl sambal kicap ke air kicap tu. Bayang² lampu boleh nampak 😂,https://www.instagram.com/p/DZY_8qdCX7n/,3916161121681768167,neutral,2026-06-19 12:43:19+00:00,0,0,0,0,0.5,0,,,,neutral,0.9975263476371765,malay,Malay/Bumiputera,no_clear_emotion,0.01897536776959896,0.03766636550426483,0.025212407112121582,0.021344337612390518,0.06497438997030258,0.30029749870300293
instagram,comment,18050913446538336,@adashuhada 😂😂😂😂,https://www.instagram.com/p/DZY_8qdCX7n/,3916161121681768167,neutral,2026-06-19 14:15:19+00:00,0,0,0,0,0.5,0,,,,neutral,0.9828007221221924,malay,Malay/Bumiputera,love,0.09426219761371613,0.03592522442340851,0.04290566220879555,0.032637592405080795,0.6777406334877014,0.024111241102218628
instagram,comment,18106406581989488,Alhamdulillah Bismillah Semoga Allah permudahkan urusan pernikahan Tengku Hassanal Ibrahim Alam Shah dan Nur Insyirah kerana Allah Taala Aminn ya Mujib. InsyaAllah 🤴🏻🫅🏻👸🏻💛🩵🩶,https://www.instagram.com/p/DZpQOVxGvBt/,3920736304792006765,positive,2026-06-19 22:08:20+00:00,0,0,0,0,0.9994021356105804,0,,,,positive,0.9980071187019348,malay,Malay/Bumiputera,happy,0.06458937376737595,0.1895398199558258,0.5041516423225403,0.03286415711045265,0.1435849815607071,0.021253831684589386
instagram,comment,18010288592872990,🧝🏻‍♂️🧝🏻‍♀️cepat kahwin cepat la hilang sumpahan. Lambat kahwin panjang la sumpahan setiap hari. 👩🏻‍🍼👨🏻‍🍼. Hal kecil suruh uruskan perkahwinan je pun. Benda boleh settle 2 minggu je pun. Tangguh2 makin panjang jadi. Sedih tengok ramai menanggung. 🧞‍♂️,https://www.instagram.com/p/DZpQOVxGvBt/,3920736304792006765,negative,2026-06-19 22:08:06+00:00,0,0,0,0,0.06635781526565551,0,,,,negative,0.7788072824478149,multilingual,Unknown,sadness,0.020292701199650764,0.029406873509287834,0.006240107584744692,0.9036970734596252,0.01796473190188408,0.013839888386428356
instagram,comment,18406122850145879,Salam maal hijrah,https://www.instagram.com/p/DZpQOVxGvBt/,3920736304792006765,neutral,2026-06-16 23:32:09+00:00,0,0,0,0,0.5,0,,,,neutral,0.8429726362228394,english,Mixed/Urban,happy,0.09394850581884384,0.08093220740556717,0.2455425262451172,0.0517922043800354,0.2411515712738037,0.06731382012367249
instagram,comment,17906373477431212,Assalamualaikum bandar tanah merah bandar tanah merah Mesir bandar sebit bintang bandar bulan bandar masjid bandar jawi bandar  unta bandar rusa  bandar  gandung  bandar nasyid  jawi  bandar Islam.  Bandar Mekah  Malaysia ada tulisan jawi bandar Masir bandar Mesir bandar Mesir  padang tanah merah terbesar Masir  KL mjd sgr mjd KTN mjd pls mjd sbh mjd swk mjd bni mjd bni mjd PRK mjd sembilan mjd mlk mjd Phg mjd jhr mjd SPR mjd tanah merah Mesir negeri daarah  k.bah Kota Mekah pertama daripada Ainul permaisuri raja Nor afira binti raja Zawata juga ainul permaisuri bidadari binti raja Zawata juga ainul permaisuri raja Nor bidadari binti raja Zawata dunia' syurga,https://www.instagram.com/p/DZpQOVxGvBt/,3920736304792006765,negative,2026-06-16 20:03:52+00:00,0,0,0,0,0.0004984974861145242,0,,,,negative,0.9983383417129517,malay,Malay/Bumiputera,love,0.11532601714134216,0.02814134955406189,0.09191141277551651,0.03705858439207077,0.4001431167125702,0.02821296826004982
instagram,comment,18133881769598504,"Salam, maaf ganggu ada sesiap boleh bantu kami untuk beli barang dapur dan barang basah harap ada bantuan suami kerja pon tdk ttp nak harap ada bantuan untuk brng dapur dn brng basah dan susu anak, ada ssiapa boleh bantu kami skluarga, smoga Allah tlong permudahkn urusan kamu dan murahkn rzki kerana bantu golongan kami aminn ya rabb harap sngt , jika pada masa akan datang kami ada rezeki kami pulang balik apa yang pernah bantu kami Ya Allah tlong",https://www.instagram.com/p/DZpQOVxGvBt/,3920736304792006765,positive,2026-06-16 17:46:48+00:00,0,0,0,0,0.9994045495986938,0,,,,positive,0.9980151653289795,malay,Malay/Bumiputera,anger,0.46361926198005676,0.36563998460769653,0.02298193983733654,0.027470573782920837,0.026515666395425797,0.045850858092308044
instagram,comment,18121744957737638,"Salam Maal Hijrah 1448H. Semoga Malaysia aman, makmur dan dilindungi Allah SWT. Daulat Tuanku.",https://www.instagram.com/p/DZpQOVxGvBt/,3920736304792006765,positive,2026-06-16 15:51:25+00:00,1,0,0,0,0.9993192374706268,1,,,,positive,0.9977307915687561,malay,Malay/Bumiputera,happy,0.14600051939487457,0.04233133792877197,0.34867408871650696,0.029816435649991035,0.32438692450523376,0.02089874818921089
instagram,comment,18603798517029848,Salam Maal Hijrah 1448 H 2026 M 🙏🙏,https://www.instagram.com/p/DZpQOVxGvBt/,3920736304792006765,neutral,2026-06-16 12:33:08+00:00,0,0,0,0,0.5,0,,,,neutral,0.7238726019859314,english,Mixed/Urban,love,0.04162692651152611,0.03734954446554184,0.08851249516010284,0.05146117880940437,0.6862966418266296,0.035990092903375626
instagram,comment,18146180683519821,"Saya hanya mapuh berdoa,semoga Allah menjaga Tuanku di mana pun Tuanku berada..dan saya berdoa juga agar impian yg saya inginkan akan tercapai…untuk Tuanku Abdul Rahman saya selalu jujur,tapi saya tak ada duit..saya harus jadi diri saya sendiri…untuk saya makan sehari,tapi saya jujur yg saya inginkan Kelantan ada racing car aamiin❤️",https://www.instagram.com/p/DZpQOVxGvBt/,3920736304792006765,positive,2026-06-16 12:20:11+00:00,0,0,0,0,0.9994052648544312,0,,,,positive,0.9980175495147705,malay,Malay/Bumiputera,fear,0.03779206424951553,0.6004215478897095,0.11680903285741806,0.039861854165792465,0.12879490852355957,0.044371623545885086
instagram,comment,18005779187941173,"Waalaikumussalam , Aamiin Yaa Rabbal Aalamiin 🤲🏻🙏🏻.
Selamat Tahun Baru  Islam 1448.
Sehat Selalu , dalam lindungan Allah SWT...Allahu Akbar 🙏🏻🌴🕋",https://www.instagram.com/p/DZpQOVxGvBt/,3920736304792006765,positive,2026-06-16 12:16:26+00:00,0,0,0,0,0.8875499784946441,0,,,,positive,0.6251665949821472,english,Mixed/Urban,love,0.10790416598320007,0.08007726073265076,0.333636075258255,0.05934026464819908,0.3638834059238434,0.019198300316929817
instagram,comment,18006455237929584,❤️,https://www.instagram.com/p/DZpQOVxGvBt/,3920736304792006765,positive,2026-06-16 12:12:06+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.15282778441905975,0.08457757532596588,0.08897238224744797,0.054135002195835114,0.28777986764907837,0.10141012817621231
instagram,comment,18046059827578985,端午節快樂,https://www.instagram.com/p/DZu8r5MjPfi/,3922339224628295650,positive,2026-06-19 01:59:45+00:00,0,0,0,0,0.9138154923915862,0,,,,positive,0.7127183079719543,multilingual,Unknown,love,0.18634505569934845,0.06113101914525032,0.10556613653898239,0.03308636695146561,0.43098166584968567,0.022730914875864983
instagram,comment,18097998002599581,@lokesiewfook ada nampak ke tidak tanda👍🏼,https://www.instagram.com/p/DZbh3jlEZ5b/,3916873254237740635,neutral,2026-06-15 22:25:28+00:00,0,0,0,0,0.5,0,,,,neutral,0.9948809146881104,malay,Malay/Bumiputera,surprise,0.007980087772011757,0.04392972216010094,0.01269561517983675,0.03202185034751892,0.017645739018917084,0.8404119610786438
instagram,comment,18120092572793708,🙏DAULAT TUANKU🙏,https://www.instagram.com/p/DZtfxl8gTHk/,3921930597949321700,positive,2026-06-20 08:37:10+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.07133311033248901,0.03311314806342125,0.13110575079917908,0.0265783853828907,0.48310214281082153,0.03679964691400528
instagram,comment,18140560468534120,❤️❤️❤️,https://www.instagram.com/p/DZtfxl8gTHk/,3921930597949321700,positive,2026-06-20 00:14:21+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.12687082588672638,0.09675663709640503,0.09081988036632538,0.0771423950791359,0.36501896381378174,0.07911638170480728
instagram,comment,18155950069472198,Alhamdulillah ya Rabbal 'alamin semoga dengan limpah rahmat Allah SWT,https://www.instagram.com/p/DZtfxl8gTHk/,3921930597949321700,positive,2026-06-19 21:00:04+00:00,0,0,0,0,0.8880269512534141,0,,,,positive,0.6267565041780472,multilingual,Unknown,love,0.08069951832294464,0.06581823527812958,0.2841170132160187,0.049483705312013626,0.43658819794654846,0.024646703153848648
instagram,comment,18130264471611072,??抄俄罗斯🇲🇾😂🤣,https://www.instagram.com/p/DZtfxl8gTHk/,3921930597949321700,negative,2026-06-19 08:05:20+00:00,0,0,0,0,0.1020779550075531,0,,,,negative,0.659740149974823,multilingual,Unknown,love,0.14802642166614532,0.11384469270706177,0.10776491463184357,0.08190037310123444,0.31262025237083435,0.08818723261356354
instagram,comment,17941381068235810,Semoga tuanku selalu sihat dan dalam lindungan allah ❤️,https://www.instagram.com/p/DZtfxl8gTHk/,3921930597949321700,positive,2026-06-19 02:16:28+00:00,0,0,0,0,0.954962183535099,0,,,,positive,0.8498739451169968,multilingual,Unknown,happy,0.057353079319000244,0.10597439855337143,0.5366796255111694,0.028531545773148537,0.23048268258571625,0.02300335466861725
instagram,comment,17872028898654255,Daulat Tuanku❤️,https://www.instagram.com/p/DZtfxl8gTHk/,3921930597949321700,negative,2026-06-19 01:24:41+00:00,0,0,0,0,0.17248208373785018,0,,,,negative,0.4250597208738327,multilingual,Unknown,love,0.14465290307998657,0.07438939064741135,0.145590141415596,0.06470958143472672,0.33835673332214355,0.04413725435733795
instagram,comment,18101106421886204,Daulat Tuanku...,https://www.instagram.com/p/DZtfxl8gTHk/,3921930597949321700,negative,2026-06-19 00:48:43+00:00,0,0,0,0,0.059340767562389374,0,,,,negative,0.8021974414587021,multilingual,Unknown,love,0.1691766381263733,0.04318264126777649,0.09543810784816742,0.032133955508470535,0.4067075252532959,0.02098000980913639
instagram,comment,18097985054242134,Daulat Tuanku...,https://www.instagram.com/p/DZtfxl8gTHk/,3921930597949321700,negative,2026-06-18 18:35:27+00:00,0,0,0,0,0.059340767562389374,0,,,,negative,0.8021974414587021,multilingual,Unknown,love,0.1691766381263733,0.04318264126777649,0.09543810784816742,0.032133955508470535,0.4067075252532959,0.02098000980913639
instagram,comment,18100591970030867,Daulat tuanku 🫡🫡🫡🫡🧎🧎🧎🧎.,https://www.instagram.com/p/DZtfxl8gTHk/,3921930597949321700,negative,2026-06-18 15:41:28+00:00,0,0,0,0,0.1286996215581894,0,,,,negative,0.571001261472702,multilingual,Unknown,love,0.14640270173549652,0.04229965806007385,0.10954084247350693,0.0344875231385231,0.38391411304473877,0.030107034370303154
instagram,comment,18000530120940483,❤️,https://www.instagram.com/p/DZtfxl8gTHk/,3921930597949321700,positive,2026-06-18 14:33:48+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.15282778441905975,0.08457757532596588,0.08897238224744797,0.054135002195835114,0.28777986764907837,0.10141012817621231
instagram,comment,18364120012232034,Junjung kasih Pemangku Sultan Johor 🙏🏻👏🏻,https://www.instagram.com/p/DZzfCH7AbYU/,3923616185756792340,positive,2026-06-20 14:34:14+00:00,0,0,0,0,0.9180292785167694,0,,,,positive,0.7267642617225647,english,Mixed/Urban,love,0.039140425622463226,0.011891782283782959,0.03656416013836861,0.022787708789110184,0.7350234985351562,0.024906273931264877
instagram,comment,18112626052724736,"Ramai orang sayang raja johor,saya pun sayang raja johor juga❤️",https://www.instagram.com/p/DZzfCH7AbYU/,3923616185756792340,negative,2026-06-20 14:18:07+00:00,0,0,0,0,0.1344902515411377,0,,,,negative,0.551699161529541,multilingual,Unknown,love,0.09577705711126328,0.05625653639435768,0.03970387205481529,0.10760197043418884,0.6132715344429016,0.04192260280251503
instagram,comment,18109433710948879,💙❤️,https://www.instagram.com/p/DZzfCH7AbYU/,3923616185756792340,positive,2026-06-20 14:12:01+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.13251875340938568,0.09648387879133224,0.10139019042253494,0.08480478823184967,0.3936774432659149,0.07039482146501541
instagram,comment,17995311053791664,❤️,https://www.instagram.com/p/DZzfCH7AbYU/,3923616185756792340,positive,2026-06-20 13:15:18+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.15282778441905975,0.08457757532596588,0.08897238224744797,0.054135002195835114,0.28777986764907837,0.10141012817621231
instagram,comment,18106581328968464,🔥👏👏👏👏,https://www.instagram.com/p/DZzfCH7AbYU/,3923616185756792340,positive,2026-06-20 10:51:28+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,no_clear_emotion,0.08406712859869003,0.0829436331987381,0.1314726322889328,0.05228513479232788,0.23951506614685059,0.06876897811889648
instagram,comment,18101613674158916,💕💕💚💐💐💚💕💕,https://www.instagram.com/p/DZzfCH7AbYU/,3923616185756792340,positive,2026-06-20 10:33:28+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.08628841489553452,0.053179286420345306,0.07182841747999191,0.054094620048999786,0.6601669788360596,0.02874555066227913
instagram,comment,17908229157427873,❤️❤️❤️,https://www.instagram.com/p/DZzfCH7AbYU/,3923616185756792340,positive,2026-06-20 10:33:13+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.12687082588672638,0.09675663709640503,0.09081988036632538,0.0771423950791359,0.36501896381378174,0.07911638170480728
instagram,comment,18430756714135586,Beritahu PDRM makna polis di Raja Malaysia Bukan polis Madani Faham tak ?,https://www.instagram.com/p/DZwFP0hAeWS/,3922658352852755858,negative,2026-06-20 09:03:53+00:00,1,0,0,0,0.000498318672180198,1,,,,negative,0.9983389377593994,malay,Malay/Bumiputera,love,0.029577651992440224,0.011447354219853878,0.017420843243598938,0.03447675332427025,0.47272372245788574,0.07234462350606918
instagram,comment,18071934626495920,https://vt.tiktok.com/ZSQcUxxF1/,https://www.instagram.com/p/DZwFP0hAeWS/,3922658352852755858,neutral,2026-06-20 00:08:13+00:00,0,0,0,0,0.5,0,,,,neutral,0.8316221237182617,english,Mixed/Urban,love,0.07904287427663803,0.08259331434965134,0.03891927748918533,0.08594544976949692,0.3264143764972687,0.19476930797100067
instagram,comment,18064366388485624,Regards* •,https://www.instagram.com/p/DZwFP0hAeWS/,3922658352852755858,positive,2026-06-19 17:19:24+00:00,0,0,0,0,0.8152353748679161,0,,,,positive,0.384117916226387,multilingual,Unknown,love,0.13522690534591675,0.06735242158174515,0.10543937981128693,0.03773657605051994,0.3041011393070221,0.06263580173254013
instagram,comment,17940153174057133,Terbaik👏🙌,https://www.instagram.com/p/DZwFP0hAeWS/,3922658352852755858,neutral,2026-06-19 11:16:16+00:00,0,0,0,0,0.5,0,,,,neutral,0.8144814968109131,malay,Malay/Bumiputera,love,0.13543102145195007,0.039078108966350555,0.04498995095491409,0.026853816583752632,0.47422274947166443,0.02532891370356083
instagram,comment,18100763648323437,Daulat Tuanku,https://www.instagram.com/p/DZwFP0hAeWS/,3922658352852755858,negative,2026-06-19 10:40:14+00:00,1,0,0,0,0.13362364321947098,1,,,,negative,0.5545878559350967,multilingual,Unknown,love,0.13736818730831146,0.06602133065462112,0.2742857038974762,0.02584877796471119,0.2842506468296051,0.02548413723707199
instagram,comment,18333503965271172,Daulat Tuanku,https://www.instagram.com/p/DZwFP0hAeWS/,3922658352852755858,negative,2026-06-19 09:44:37+00:00,0,0,0,0,0.13362364321947098,0,,,,negative,0.5545878559350967,multilingual,Unknown,love,0.13736818730831146,0.06602133065462112,0.2742857038974762,0.02584877796471119,0.2842506468296051,0.02548413723707199
instagram,comment,18098129782926593,"""✨👍✨""",https://www.instagram.com/p/DZwFP0hAeWS/,3922658352852755858,negative,2026-06-19 09:22:49+00:00,0,0,0,0,0.16982011646032333,0,,,,negative,0.43393294513225555,multilingual,Unknown,love,0.10336264967918396,0.052893150597810745,0.10734163224697113,0.03494314104318619,0.4412324130535126,0.03828376904129982
instagram,comment,18119386570692664,💙❤️,https://www.instagram.com/p/DZwFP0hAeWS/,3922658352852755858,positive,2026-06-19 06:15:46+00:00,1,0,0,0,0.8714138269424438,1,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.13251875340938568,0.09648387879133224,0.10139019042253494,0.08480478823184967,0.3936774432659149,0.07039482146501541
instagram,comment,18106067555472330,Ampun Tuanku …. 🙏🏻 https://vt.tiktok.com/ZSQbJAUrv/,https://www.instagram.com/p/DWL5UCTAUaT/,3858429571279963795,positive,2026-06-16 11:35:27+00:00,0,0,0,0,0.8732603490352631,0,,,,positive,0.5775344967842102,english,Mixed/Urban,love,0.04228772595524788,0.017907798290252686,0.025542376562952995,0.04214782640337944,0.7863037586212158,0.030688371509313583
instagram,comment,18114717610681190,"""O Allah, make His Majesty Sultan Ibrahim Ismail a just, wise, and blessed king of Malaysia and Johor. Grant him health, well-being, and success in every step he takes. Protect him from all harm, evil, and damage. Make him happy in serving his people and his country. Have mercy on his father, Sultan Iskandar Alhaji, forgive him, and make his grave a garden of Paradise. May Allah fill his heart with happiness, contentment, and success always. Amen.""",https://www.instagram.com/p/DWL5UCTAUaT/,3858429571279963795,positive,2026-06-15 16:53:16+00:00,0,0,0,0,0.9709580957889556,0,,,,positive,0.9031936526298523,english,Mixed/Urban,happy,0.026680955663323402,0.04054117202758789,0.7683699131011963,0.019040197134017944,0.10844216495752335,0.016647078096866608
instagram,comment,17895443031495278,😂,https://www.instagram.com/p/DWL5UCTAUaT/,3858429571279963795,positive,2026-06-14 22:08:13+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,no_clear_emotion,0.16356034576892853,0.10051320493221283,0.08368706703186035,0.058751560747623444,0.17952151596546173,0.08563237637281418
instagram,comment,18084199379544522,Inalillahiwainnahirojiun..,https://www.instagram.com/p/DZrqKizASzG/,3921413343067319494,neutral,2026-06-21 01:12:10+00:00,0,0,0,0,0.5,0,,,,neutral,0.639468789100647,english,Mixed/Urban,love,0.09338638931512833,0.035605791956186295,0.0979938805103302,0.05102326720952988,0.5725563764572144,0.03614278882741928
instagram,comment,17893819458482763,"📿~ Daulat Putera Tengku ! Syukur Alhamdulillah Ucapan daripada Cikgu Gan ~ Semoga Baginda Sultan Johor sekeluarga sihat walaifialt~🤲 Aamin.
📿~ Pesakit Cikgu kanser Menjunjung 
 kasih kepada Daulat Tuanku ! Beribu-ribu Ampun kelmarin banyak memberi peruntukan dan dorongan demi berpeluang sembuh berpanjang umur untuk bertaubat dosa fakir yang terlalu banyak~🐉
🙇🏻‍♂️~ Hasrat fakir berharap Tuanku meluangkan sedikit masa mencemar duli ke Pusat Tuisyen Generasi di Bandar Mahkota Muar {012-3562980} khas kebajikan pelajar miskin, anak yatim dan golongan pelajar ibu tunggal ~😢.
♥️ Sekali berharap seumur hidup berharap 🎂",https://www.instagram.com/p/DZrqKizASzG/,3921413343067319494,negative,2026-06-20 07:35:38+00:00,0,0,0,0,0.1178152620792389,0,,,,negative,0.6072824597358704,malay,Malay/Bumiputera,love,0.059937022626399994,0.1423368602991104,0.13544391095638275,0.19792884588241577,0.3541080355644226,0.05125614255666733
instagram,comment,18047553053578183,inna lillahi wa inna liaihi rajiun al fatihah,https://www.instagram.com/p/DZrqKizASzG/,3921413343067319494,neutral,2026-06-19 23:44:21+00:00,0,0,0,0,0.5,0,,,,neutral,0.7667304873466492,english,Mixed/Urban,love,0.07830601930618286,0.07758650928735733,0.07052882760763168,0.11025187373161316,0.5765305161476135,0.0397823192179203
instagram,comment,17947010871017472,Al Fatihah. Semoga arwah di rahmati Allah,https://www.instagram.com/p/DZrqKizASzG/,3921413343067319494,neutral,2026-06-19 05:13:39+00:00,0,0,0,0,0.5,0,,,,neutral,0.5898626446723938,english,Mixed/Urban,love,0.09066660702228546,0.03761095926165581,0.08824444562196732,0.05994035303592682,0.6474224925041199,0.021186092868447304
instagram,comment,18049753190556507,Al fatihah,https://www.instagram.com/p/DZrqKizASzG/,3921413343067319494,neutral,2026-06-19 04:58:53+00:00,0,0,0,0,0.5,0,,,,neutral,0.6592246890068054,english,Mixed/Urban,love,0.1690807342529297,0.043535009026527405,0.08965233713388443,0.03815706446766853,0.4193362593650818,0.026127496734261513
instagram,comment,18193290070374835,Innalillahiwainnailaihirajiun,https://www.instagram.com/p/DZrqKizASzG/,3921413343067319494,neutral,2026-06-19 03:29:47+00:00,0,0,0,0,0.5,0,,,,neutral,0.6032295823097229,english,Mixed/Urban,love,0.1010739803314209,0.04450197145342827,0.07740451395511627,0.05701438710093498,0.6134615540504456,0.031859323382377625
instagram,comment,18479198146097048,Innalilah wainnalilah hirojion. Al Fatihah,https://www.instagram.com/p/DZrqKizASzG/,3921413343067319494,neutral,2026-06-19 01:41:39+00:00,0,0,0,0,0.5,0,,,,neutral,0.7618350982666016,english,Mixed/Urban,love,0.08353431522846222,0.06658580899238586,0.07511845976114273,0.11962387710809708,0.563208281993866,0.03717050701379776
instagram,comment,18084857555561655,Alfateha Salam Takziah From Tampines Singapore🙏🙏🙏...,https://www.instagram.com/p/DZrqKizASzG/,3921413343067319494,positive,2026-06-18 07:59:33+00:00,0,0,0,0,0.8628753542900085,0,,,,positive,0.5429178476333618,english,Mixed/Urban,love,0.04703614115715027,0.018555644899606705,0.043416425585746765,0.027109317481517792,0.7872475385665894,0.014629046432673931
instagram,comment,18133251085574423,Alfatihah🤲,https://www.instagram.com/p/DZrqKizASzG/,3921413343067319494,neutral,2026-06-18 07:18:50+00:00,0,0,0,0,0.5,0,,,,neutral,0.5670876502990723,english,Mixed/Urban,love,0.19533959031105042,0.10766568034887314,0.1251114308834076,0.07637519389390945,0.2661476135253906,0.06570982933044434
instagram,comment,18101426368900444,Alfatihah,https://www.instagram.com/p/DZrqKizASzG/,3921413343067319494,neutral,2026-06-18 05:46:32+00:00,0,0,0,0,0.5,0,,,,neutral,0.4845713675022125,english,Mixed/Urban,love,0.17060500383377075,0.09947540611028671,0.09827448427677155,0.07680946588516235,0.2834092080593109,0.08953769505023956
instagram,comment,18086184539122752,😍👏,https://www.instagram.com/p/DZ1C0u2ibtr/,3924055070136187755,positive,2026-06-21 03:17:00+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.19159135222434998,0.05214059352874756,0.09471361339092255,0.026834743097424507,0.3073290288448334,0.025795722380280495
