Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7653062862654409991,"Pejabat Baru JPJ Cawangan Nilai kini beroperasi sepenuhnya di Blok C, Bangunan MBS Cawangan Nilai dengan lokasi yang lebih strategik dan mudah diakses, memberi manfaat bukan sahaja kepada rakyat Nilai, malah penduduk Putrajaya, Kajang dan Bangi.

Kerja pembinaan bermula 17 Disember 2025 dan bangunan mula beroperasi sepenuhnya pada 8 Jun 2026, pematuhan jadual hasil daripada kerjasama erat MOT, JPJ dan Kerajaan Negeri Sembilan.

Ini sebahagian usaha berterusan menaik taraf pejabat JPJ ke arah perkhidmatan yang lebih moden dan mesra pelanggan.",https://www.tiktok.com/@anthonyloke/video/7653062862654409991,,,positive,2026-06-21 02:35:31.476085+00:00,37,0,5,855,0.9860809624195098,50,positive,0.953603208065033,malay,Malay/Bumiputera,happy,0.038521334528923035,0.04465420916676521,0.6755071878433228,0.021288417279720306,0.11418318748474121,0.031528886407613754
tiktok,post,7652573612649630994,"🔥 PH Negeri Sembilan Bersedia Pertahan Mandat Rakyat! 🔥

Pelancaran Jentera Pakatan Harapan Negeri Sembilan berlangsung penuh semangat dengan kehadiran ribuan penyokong dan rakyat daripada pelbagai latar belakang.

Dewan yang dipenuhi sehingga ke setiap ruang membuktikan keyakinan rakyat terhadap kepimpinan dan rekod pentadbiran Kerajaan Negeri di bawah Menteri Besar, Dato’ Seri Aminuddin Harun.

Sokongan yang hadir bukan sahaja daripada ahli parti, malah ramai rakyat biasa yang datang memberikan sokongan. Ini menjadi petanda bahawa rakyat menghargai kestabilan, prestasi dan hala tuju pembangunan yang dibawa oleh Pakatan Harapan.

Dengan semangat yang ditunjukkan malam ini, Pakatan Harapan Negeri Sembilan melangkah ke PRN dengan penuh keyakinan untuk mempertahankan kerajaan negeri dan meneruskan agenda membangunkan Negeri Sembilan.

#PakatanHarapan
#NegeriSembilan
#PRNNegeriSembilan
#AminuddinHarun
#DemiNegeriSembilan",https://www.tiktok.com/@anthonyloke/video/7652573612649630994,,,positive,2026-06-21 02:35:31.851723+00:00,957,98,94,13800,0.9994112551212311,1287,positive,0.9980375170707703,malay,Malay/Bumiputera,happy,0.0515800416469574,0.04017755761742592,0.41194769740104675,0.025559796020388603,0.24579334259033203,0.029908642172813416
tiktok,post,7653445695805852949,"𝐇𝐚𝐫𝐚𝐩𝐚𝐧 𝐔𝐦𝐦𝐚𝐡 𝐀𝐝𝐚 𝐏𝐚𝐝𝐚 𝐆𝐞𝐧𝐞𝐫𝐚𝐬𝐢 𝐈𝐧𝐢

Alhamdulillah, cukup menyentuh hati melihat semangat anak-anak huffaz yang hadir di Himpunan Huffaz Negeri Pahang 2026.

Mudah-mudahan akan terus lahir generasi yang menghafaz al-Quran, berakhlak mulia, berilmu tinggi dan mampu memimpin masa depan negara dengan baik. Insya-Allah.

#HimpunanHuffazPahang2026
#pendidikantahfiz",https://www.tiktok.com/@ahmadzahidhamidi/video/7653445695805852949,,,positive,2026-06-21 02:35:32.191888+00:00,92,20,3,594,0.9993987560272216,120,positive,0.9979958534240723,malay,Malay/Bumiputera,love,0.024593817070126534,0.03276730701327324,0.2749903202056885,0.026139115914702415,0.4858098030090332,0.05703442916274071
tiktok,post,7652990595866184981,"𝐁𝐢𝐜𝐚𝐫𝐚 𝐃𝐞𝐧𝐠𝐚𝐧 𝐇𝐢𝐤𝐦𝐚𝐡

Setiap perkataan yang diucapkan membawa kesan dan tanggungjawab. Dalam dunia yang pantas hari ini, marilah kita membiasakan diri untuk berkata benar, menjaga adab dan menyebarkan perkara yang membawa manfaat.

Semoga Allah SWT membimbing kita agar sentiasa menggunakan nikmat lisan ke arah kebaikan serta menjauhkan diri daripada perkataan yang boleh memecah-belahkan atau menyakiti orang lain.

#risalahjumaat",https://www.tiktok.com/@ahmadzahidhamidi/video/7652990595866184981,,,positive,2026-06-21 02:35:32.540343+00:00,110,12,27,1001,0.9994115054607391,159,positive,0.9980383515357971,malay,Malay/Bumiputera,love,0.27257105708122253,0.022970102727413177,0.1100516989827156,0.030680710449814796,0.32095497846603394,0.020708231255412102
tiktok,post,7652731198678060308,"Subhanallah. Indah sungguh pemandangan malam ini.

Ribuan huffaz berhimpun dalam Himpunan Huffaz Negeri Pahang 2026, membawa kalam Allah di dada, doa ibu bapa di belakang mereka dan harapan besar umat di hadapan mereka.

Semoga dari bumi Pahang ini lahir generasi huffaz yang bukan sahaja teguh hafazannya dan tinggi akhlaknya, tetapi turut mampu menyumbang kepada pembangunan negara serta menyinari masa depan ummah di serata dunia.

Insya-Allah.",https://www.tiktok.com/@ahmadzahidhamidi/video/7652731198678060308,,,positive,2026-06-21 02:35:32.890287+00:00,1220,111,79,9675,0.9994080007076263,1506,positive,0.9980266690254211,malay,Malay/Bumiputera,happy,0.03364579752087593,0.04033864289522171,0.7104628682136536,0.012676813639700413,0.13023068010807037,0.016130952164530754
tiktok,post,7651954147406712084,"𝐒𝐞𝐥𝐚𝐦𝐚𝐭 𝐌𝐞𝐧𝐲𝐚𝐦𝐛𝐮𝐭 𝐀𝐰𝐚𝐥 𝐌𝐮𝐡𝐚𝐫𝐫𝐚𝐦 𝟏𝟒𝟒𝟖𝐇

Maal Hijrah mengingatkan kita bahawa perubahan tidak berlaku dengan kata-kata semata-mata, tetapi melalui usaha, disiplin dan kesungguhan untuk menjadi lebih baik daripada semalam.

Hijrah juga mengajar kita erti pengorbanan dan kecekalan dalam menghadapi setiap cabaran kehidupan. Nilai-nilai inilah yang perlu terus menjadi pedoman dalam kita memimpin, bekerja dan berkhidmat kepada masyarakat.

Dalam dunia yang sentiasa berubah, semangat hijrah menuntut kita untuk berani melakukan pembaharuan, memperbaiki kelemahan serta terus berusaha memberikan yang terbaik demi kemajuan bersama.

Semoga tahun baharu Hijrah ini menguatkan tekad kita untuk terus melaksanakan amanah dengan ikhlas, memperkukuh perpaduan dan berkhidmat sebaiknya demi agama, bangsa dan negara.

Selamat Menyambut Awal Muharram 1448H.

#AwalMuharram1448H
#MaalHijrah
#MalaysiaMADANI",https://www.tiktok.com/@ahmadzahidhamidi/video/7651954147406712084,,,positive,2026-06-21 02:35:33.223280+00:00,143,6,18,1746,0.9993895292282104,184,positive,0.9979650974273682,malay,Malay/Bumiputera,happy,0.03656245768070221,0.040526412427425385,0.45008033514022827,0.02682083286345005,0.33493661880493164,0.02440394088625908
tiktok,post,7651552136722992404,"𝐇𝐚𝐭𝐢 𝐘𝐚𝐧𝐠 𝐇𝐢𝐝𝐮𝐩 𝐃𝐞𝐧𝐠𝐚𝐧 𝐙𝐢𝐤𝐫𝐮𝐥𝐥𝐚𝐡

Ada ketenangan yang sukar digambarkan apabila ribuan jemaah berhimpun bersama-sama melafazkan zikir dan memuji kebesaran Allah SWT.

Alhamdulillah, saya kongsikan sedikit momen ketika menghadiri Majlis Zikir Peringatan Haul Asmaul Husna 2026 di Johor Bahru.

Moga setiap zikir yang dilafazkan, setiap doa yang dipanjatkan dan setiap langkah yang diatur menuju majlis ilmu seperti ini menjadi asbab turunnya rahmat, keberkatan serta kesejahteraan buat kita semua.

#AsmaulHusna
#MajlisZikir
#IslamMenyatukanUmmah
#RahmahHikmahUkhuwah",https://www.tiktok.com/@ahmadzahidhamidi/video/7651552136722992404,,,positive,2026-06-21 02:35:33.583157+00:00,345,8,29,2154,0.9994032442569731,403,positive,0.9980108141899109,malay,Malay/Bumiputera,love,0.050494756549596786,0.12839984893798828,0.2743780314922333,0.07792879641056061,0.3339080214500427,0.05095484107732773
tiktok,post,7651464810202287381,"𝐃𝐞𝐬𝐚 𝐏𝐞𝐦𝐚𝐧𝐠𝐤𝐢𝐧 𝐊𝐞𝐭𝐚𝐡𝐚𝐧𝐚𝐧 𝐍𝐞𝐠𝐚𝐫𝐚

Saya percaya desa yang memiliki sumber, bakat, usahawan dan komuniti yang kuat mampu menjadi pusat pertumbuhan baharu jika seluruh kekuatannya digerakkan secara tersusun dan berimpak tinggi.

Tahniah dan terima kasih kepada seluruh warga KKDW atas komitmen serta usaha berterusan dalam memastikan manfaat pembangunan sampai kepada rakyat di seluruh negara.

#HariPendidikKEMAS
#KEMAS #KKDW
#disinibermula",https://www.tiktok.com/@ahmadzahidhamidi/video/7651464810202287381,,,positive,2026-06-21 02:35:33.917395+00:00,193,6,33,2535,0.9994091808795929,257,positive,0.9980306029319763,malay,Malay/Bumiputera,happy,0.04026997461915016,0.04230378568172455,0.46677273511886597,0.02285657823085785,0.3060263693332672,0.031120747327804565
tiktok,post,7651212858620988693,"𝐁𝐮𝐢𝐥𝐝𝐢𝐧𝐠 𝐀 𝐆𝐞𝐧𝐞𝐫𝐚𝐭𝐢𝐨𝐧 𝐎𝐟 𝐊𝐧𝐨𝐰𝐥𝐞𝐝𝐠𝐞, 𝐒𝐤𝐢𝐥𝐥𝐬 𝐀𝐧𝐝 𝐀𝐝𝐚𝐛

As the world navigates increasingly complex challenges, we must not overlook the growing crisis of values around us.

I believe the future belongs to a generation with the Al-Quran in their hearts, knowledge in their minds, skills in their hands and adab in their actions. 

Through stronger collaboration between scholars and leaders, we can build a more knowledgeable, compassionate and resilient ummah.

#SoutheastAsiaScholarsConference2026
#JAKIM #MWL
#MalaysiaMADANI",https://www.tiktok.com/@ahmadzahidhamidi/video/7651212858620988693,,,neutral,2026-06-21 02:35:34.230832+00:00,384,19,33,3068,0.5,466,neutral,0.8231908679008484,english,Mixed/Urban,love,0.09455817937850952,0.0763765498995781,0.06644589453935623,0.1025199219584465,0.5759496092796326,0.04243151843547821
tiktok,post,7651196705538313493,"𝐈𝐥𝐦𝐮, 𝐓𝐞𝐤𝐧𝐨𝐥𝐨𝐠𝐢 𝐃𝐚𝐧 𝐍𝐢𝐥𝐚𝐢 𝐌𝐞𝐬𝐭𝐢 𝐁𝐞𝐫𝐣𝐚𝐥𝐚𝐧 𝐒𝐞𝐢𝐫𝐢𝐧𝐠

Saya kongsikan rangkuman semasa menghadiri dan merasmikan 4th Southeast Asia Scholars Conference 2026 yang menghimpunkan ulama, mufti, ahli akademik dan cendekiawan Islam dari seluruh rantau ASEAN.

Semoga persidangan ini menjadi medan yang memperkukuh kesatuan ummah serta melahirkan lebih banyak pandangan dan penyelesaian yang bermanfaat untuk masa depan masyarakat.

#SoutheastAsiaScholarsConference2026
#JAKIM
#MalaysiaMADANI",https://www.tiktok.com/@ahmadzahidhamidi/video/7651196705538313493,,,positive,2026-06-21 02:35:34.552404+00:00,93,3,21,670,0.9993889927864075,123,positive,0.9979633092880249,malay,Malay/Bumiputera,happy,0.047403085976839066,0.0501987487077713,0.47368156909942627,0.03495386242866516,0.15192872285842896,0.048598915338516235
tiktok,post,7651087057774841108,"Indahnya alunan Asma ul Husna berkumandang di Masjid Sultan Iskandar, Bandar Dato’ Onn pagi ini. 

Allahu Akbar.",https://www.tiktok.com/@ahmadzahidhamidi/video/7651087057774841108,,,neutral,2026-06-21 02:35:34.882625+00:00,317,9,34,2272,0.5,382,neutral,0.9971808195114136,malay,Malay/Bumiputera,love,0.06197457015514374,0.02827559784054756,0.1605539470911026,0.021204201504588127,0.5242690443992615,0.0400221087038517
