Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,comment,,,,neutral,2026-02-10T00:23:41.473909,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473913,0,0,1,0,0.0,3,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,post,2.019613037922255e+18,"Dewan Pemuda PAS Malaysia memandang serius cadangan pelaksanaan Pilihan Raya Pihak Berkuasa Tempatan (PBT) yang kini dijenamakan semula sebagai Pilihan Raya Datuk Bandar.

Berita penuh

https://t.co/fo0g7wrcgN https://t.co/N0c60IQd8G",https://x.com/harakahdailyHD/status/2019613037922255206,positive,Fri Feb 06 03:24:05 +0000 2026,19,7,14,1357,0.8,53,76.357,,,positive,0.9959188103675842,anger,0.674569845199585,0.1423914581537246,0.0843207910656929,0.0852587968111038,0.0034943160135298,0.0099647622555494
x,comment,,,,neutral,2026-02-10T00:23:41.473831,0,0,1,0,0.0,3,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473835,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473839,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473843,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473847,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473851,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473855,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473861,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473864,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473869,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473872,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473876,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473880,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,post,2.018563690912797e+18,"Kajian proses pelaksanaan pilihan raya Pihak Berkuasa Tempatan (PBT) di ibu kota bukan dibuat oleh DAP sebaliknya dijalankan oleh Universiti Islam Antarabangsa Malaysia (UIAM), kata Menteri di Jabatan Perdana Menteri (Wilayah Persekutuan), Hannah Yeoh.

Menurut Yeoh, penyelidikan berkenaan dijalankan oleh sebuah universiti yang mempunyai reputasi dan beliau yakin penyelidikannya berkualiti tinggi.

#HannahYeoh #UIAM #SPRM #DBKL #WilayahPersekutuan",https://x.com/Scoopdotmy/status/2018563690912796893,positive,Tue Feb 03 05:54:21 +0000 2026,1,0,0,268,0.8,3,1.268,,,positive,0.9937868118286132,happy,0.013033808209002,0.1723543107509613,0.767754852771759,0.0452138297259807,0.0006473308894783,0.0009958484442904
x,post,2.0182568150841672e+18,"Reformasi DBKL.
Pilihan raya PBT.
Pendidikan murid 6 tahun.

Semua ini dibedah dalam Lebih Masa Episod 69.

🗓 Isnin | 2 Feb
⏰ 9:00 malam

Dasar awam bukan sekadar wacana — ia menentukan masa depan bandar &amp; negara.

#LebihMasa #Episod69 #ReformasiDBKL https://t.co/LEKzvuqc3C",https://x.com/lebih_masa/status/2018256815084167276,neutral,Mon Feb 02 09:34:56 +0000 2026,22,9,1,518,0.5,37,43.518,,,neutral,0.9917852878570556,happy,0.2748570442199707,0.0436722189188003,0.3801568448543548,0.2950216233730316,0.003519287565723,0.0027728886343538
x,comment,,,,neutral,2026-02-10T00:23:41.473827,0,0,1,0,0.0,3,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,post,2.0185605267214705e+18,"Ditujukan khusus untuk Akmal dan Para Penunggang

Kajian pelaksanaan pilihan raya pihak berkuasa tempatan (PBT) termasuk kaedah pelantikan Datuk Bandar bukan dijalankan oleh mana-mana pemimpin DAP, sebaliknya dikendalikan oleh Universiti Islam Antarabangsa Malaysia (UIAM), jelas Hannah Yeoh.",https://x.com/Nazril_Iznil/status/2018560526721470565,positive,Tue Feb 03 05:41:47 +0000 2026,83,21,9,2778,0.8,140,154.778,,,positive,0.992442786693573,anger,0.5943969488143921,0.1459008306264877,0.1043962240219116,0.1480183452367782,0.002762078307569,0.0045255701988935
x,comment,,,,neutral,2026-02-10T00:23:41.473917,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473921,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473924,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473928,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473931,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473935,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473939,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:23:41.473942,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,post,2.0197973145972493e+18,"#BuletinBernama: Jangan pandang rendah Universiti Awam laksana kajian pilihan raya PBT

#digitalbernamatv #fahmifadzil #universitiawam #pilihanrayapbt #datukbandar https://t.co/IksjOW7ppl",https://x.com/BernamaTV/status/2019797314597249350,neutral,Fri Feb 06 15:36:20 +0000 2026,1,0,0,247,0.5,3,1.247,,,neutral,0.9918985366821288,anger,0.7187841534614563,0.0308541934937238,0.0661706998944282,0.1762162446975708,0.0057960031554102,0.0021786580327898
x,post,2.0186181560641582e+18,"PILIHAN RAYA PBT, KAJIAN KEBOLEHLAKSANAAN DIJALANKAN UIAM SEJAK DISEMBER 2025

'Yang sahih di RTM'
#RTM #BeritaRTM #MalaysiaMadani #TaatSetia #BersamaMALAYSIAKU #RancakkanMADANI #MADANIBekerja https://t.co/iVSeLZWK7b",https://x.com/beritartm/status/2018618156064158204,neutral,Tue Feb 03 09:30:47 +0000 2026,1,0,0,95,0.5,1,1.095,,,neutral,0.840394914150238,happy,0.0296012591570615,0.0894256457686424,0.8118582963943481,0.0418273173272609,0.0025027368683367,0.0247846879065036
x,post,2.0189458631257748e+18,"Menteri Besar, Dato’ Seri Ir Dr Ahmad Samsuri Mokhtar menyatakan pendirian tidak bersetuju dengan cadangan mengadakan pilihan raya Datuk Bandar di peringkat pihak berkuasa tempatan (PBT), termasuk di Terengganu.

Berita penuh

https://t.co/z6XCfjfSGV https://t.co/SBFQlYK6th",https://x.com/harakahdailyHD/status/2018945863125774735,positive,Wed Feb 04 07:12:58 +0000 2026,62,13,47,19761,0.8,319,248.761,,,positive,0.9893423318862916,fear,0.0029832001309841,0.9785128831863404,0.0102182198315858,0.00647784024477,0.0002758031478151,0.0015322244726121
x,post,2.0208924017711636e+18,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/JifszQ02cO,https://x.com/pbbdreams/status/2020892401771163688,negative,Mon Feb 09 16:07:49 +0000 2026,13,3,0,76,0.2,16,19.076,,,negative,0.8929109573364258,love,0.0138567360118031,0.0041712597012519,0.425544261932373,0.0059975464828312,0.5493854880332947,0.0010446279775351
x,post,2.019733321052529e+18,"[Video] Fahmi kesal ada pihak pertikai keupayaan Universiti Islam Antarabangsa laksana kajian berhubung kebolehlaksanaan pilihan raya PBT, Datuk Bandar Kuala Lumpur

#BernamaNews 
@fahmi_fadzil
@komunikasi_gov 
#UIAM 
#PBT https://t.co/nDTmNxHCMC",https://x.com/bernamadotcom/status/2019733321052528803,positive,Fri Feb 06 11:22:03 +0000 2026,33,15,3,5780,0.8,108,77.78,,,positive,0.9807029962539672,anger,0.3939504325389862,0.100625529885292,0.1795234829187393,0.3170871436595917,0.0023442525416612,0.0064691831357777
x,post,2.020893909627605e+18,"สมุทรปราการเขต6 ❗️❗️ ช่วยกันรีค่ะ เจอพิรุธในหน่วยเลือกตั้งแล้ว

มีหน่วยนับที่ไม่มีความโปร่งใสเอาหีบไปนับในห้องกันเองแล้วสรุปผลคือแพ้ค่ะ ตอนนี้คือรวบรวมหลักฐานคะแนนกันหนักมาก ทุกคนช่วยกระจายข่าวทีค่า 🙏🏻

#เลือกตั้ง2569 #นับใหม่ทั้งประเทศ https://t.co/oP5QW1Q0HG",https://x.com/qlmrte/status/2020893909627605120,negative,Mon Feb 09 16:13:49 +0000 2026,3,18,0,603,0.2,27,39.603,,,negative,0.4963259398937225,happy,0.1161252260208129,0.3051291406154632,0.4378901422023773,0.1332569569349289,0.0027235953602939,0.0048748715780675
x,post,2.0208861118628785e+18,"Terlihat Jelas Bahwa Masalah BPJS PBI Ini Tidak Akan Selesai Karena Cara Berpikirnya Saja Parsial, Bukan Keseluruhan..

Apalagi ada beban Pemda dimana TKD untuk mereka saja dipotong sangat besar.. https://t.co/MamnKOOrny",https://x.com/PaltiHutabarat/status/2020886111862878450,positive,Mon Feb 09 15:42:49 +0000 2026,0,0,0,59,0.8,0,0.059,,,positive,0.9818692803382874,happy,0.0122111570090055,0.0088557731360197,0.914604425430298,0.0615126229822635,0.0005473712226375,0.0022687269374728
x,post,2.0185784091155215e+18,"Jelasnya, kajian kebolehlaksanaan pilihan raya pihak berkuasa tempatan (PBT) termasuk pemilihan Datuk Bandar Kuala Lumpur telah dijalankan sejak pentadbiran Menteri Wilayah Persekutuan sebelum ini.

Baca berita penuh di sini 👉 :https://t.co/4PseCFso12 https://t.co/q26cXmjOSF",https://x.com/thereportermy/status/2018578409115521467,positive,Tue Feb 03 06:52:50 +0000 2026,0,0,0,22,0.8,0,0.022,,,positive,0.9188032746315002,fear,0.0180797446519136,0.7548754811286926,0.1682146787643432,0.0528087392449379,0.0005558630800805,0.0054655177518725
x,post,2.0208870564117097e+18,"Mencuba #pickleball di #Pontian. Untuk kali pertama. Tidak susah dan tidak mudah. Seronok dan berpeluh. Terasa sihat jiwa dan raga. Cubalah bila ada sempat masa. 

Saya umumkan akan ada antara 19 gelanggang futsal di #Benut &amp; #PulaiSebatang dijadikan juga gelanggang pickleball. https://t.co/OTGKeODWQE",https://x.com/ahmadmaslan/status/2020887056411709818,positive,Mon Feb 09 15:46:35 +0000 2026,0,0,0,111,0.8,1,0.111,,,positive,0.9949464201927184,happy,0.0001256296236533,0.0004926764522679,0.9981796741485596,0.0007253207149915,0.0001699865970294,0.0003066468634642
x,post,2.0193112009208425e+18,"'Kenapa UIAM... kenapa tidak universiti lain', soal pemimpin PN isu kajian pilihan raya PBT

#BHnasional Ahli Parlimen PN tuntut diadakan sesi penerangan menteri di Dewan Rakyat bagi menjawab persoalan berhubung cadangan pelaksanaan pilihan raya PBT 

https://t.co/H26lgfhozd",https://x.com/bharianmy/status/2019311200920842611,positive,Thu Feb 05 07:24:41 +0000 2026,30,7,60,13550,0.8,232,237.55,,,positive,0.5183343887329102,fear,0.0012890702346339,0.9936338663101196,0.0014725843211635,0.0027307530399411,0.0001538953947601,0.0007198490784503
x,post,2.018927525448315e+18,"MENGAPA PILIHAN RAYA PBT AMAT BERBAHAYA DAN PERLU DITOLAK SEKERAS-KERASNYA
Oleh Dr Armin Baniaz Pahamin

1. Cadangan untuk mengadakan pilihan raya Pihak Berkuasa Tempatan (PBT) atau pemilihan Datuk Bandar, walaupun dibungkus dengan bahasa reformasi dan demokrasi, hakikatnya merupakan manifestasi paling jelas terhadap kebimbangan yang dizahirkan oleh Tun Dr. Mahathir Mohamad bahawa orang Melayu berisiko kehilangan negara. 

2. Isu ini tidak wajar dilihat secara sempit sebagai soal kaedah memilih pemimpin tempatan. Sebaliknya, ia perlu dianalisis sebagai peralihan struktur kuasa dalam sistem kenegaraan Malaysia, yang membawa implikasi besar terhadap keseimbangan perlembagaan, kedudukan sosioekonomi Melayu, dan hubungan antara Persekutuan, negeri serta kerajaan tempatan.

3. Walaupun Perkara 153 Perlembagaan Persekutuan tidak menyebut kerajaan tempatan secara eksplisit, hakikatnya hampir keseluruhan dasar bandar mempunyai implikasi langsung terhadap pelaksanaan peruntukan tersebut. 

4. Dasar perumahan mampu milik, pengeluaran lesen perniagaan kecil, pengurusan tanah, penjaja, serta pembangunan komuniti bandar merupakan instrumen utama mobiliti sosioekonomi Melayu bandar. 

5. Di sinilah Perkara 153 berfungsi secara praktikal, bukan sekadar normatif. Apabila kepimpinan bandar memperoleh mandat melalui pilihan raya, tekanan politik untuk menghapus atau mengecilkan dasar afirmatif akan meningkat, lazimnya atas nama “kesamarataan”, “neutraliti kaum” dan “kecekapan pasaran”. 

6. Dalam konteks ini, Perkara 153 tidak dimansuhkan secara undang-undang, tetapi dikosongkan fungsinya melalui amalan pentadbiran. 

7. Inilah bentuk penghakisan yang paling berbahaya kerana ia berlaku secara senyap, berlapik, dan sukar dicabar melalui mekanisme perlembagaan sedia ada.

8. Lebih penting, cadangan ini bukanlah idea baharu yang lahir secara neutral atau teknokratik. 

9. Ia merupakan misi ideologi jangka panjang parti Democratic Action Party (DAP) yang telah sekian lama diperjuangkan, kemudiannya dimasukkan sebagai sebahagian daripada manifesto Pakatan Harapan, dan seterusnya dibawa ke peringkat pelaksanaan dasar melalui kedudukan eksekutif kerajaan.

10. Agenda ini pernah dipromosikan secara terbuka oleh Menteri Kementerian Perumahan dan Kerajaan Tempatan, Nga Kor Ming, dan kini diteruskan di bawah Kementerian Wilayah Persekutuan oleh Hannah Yeoh melalui pendekatan yang dilabel sebagai “kajian kebolehlaksanaan”.

11. Hakikat ini perlu ditegaskan kerana ia membuktikan bahawa cadangan pilihan raya PBT dan Datuk Bandar bukanlah reformasi pentadbiran yang bebas nilai, tetapi merupakan kesinambungan agenda politik yang konsisten dan berideologi, yang berhasrat mengubah struktur kuasa tempatan melalui mandat pilihan raya. 

12. Apabila sesuatu cadangan dasar lahir daripada manifesto parti dan diterjemahkan melalui kuasa menteri, ia tidak lagi boleh dianggap sebagai eksperimen akademik atau inisiatif pentadbiran semata-mata. 

13. Ia adalah projek politik yang membawa implikasi perlembagaan, demografi dan keseimbangan kuasa negara.

14. Dalam sistem Perlembagaan Persekutuan, kerajaan tempatan bukan entiti politik berdaulat. Ia merupakan instrumen pentadbiran yang berfungsi di bawah kuasa kerajaan negeri atau Persekutuan. 

15. Kerajaan tempatan tidak memiliki mandat politik tersendiri, tidak dipilih oleh rakyat, dan tidak direka untuk menjadi medan persaingan kuasa. 

16. Pengenalan pilihan raya PBT atau pemilihan Datuk Bandar secara langsung akan mengubah sifat asas ini.

17. Mandat pilihan raya memberikan legitimasi politik, bukan sekadar legitimasi pentadbiran. 

18. Apabila legitimasi politik ini diwujudkan di peringkat bandar, ia secara langsung mencabar keseimbangan hubungan antara Persekutuan, negeri dan kerajaan tempatan, serta membuka ruang kepada tuntutan autonomi politik bandar yang bercanggah dengan semangat federalisme Perlembagaan.

(1/2) - Bersambung

https://t.co/KrtTWdspCf",https://x.com/arminbaniaz/status/2018927525448314889,positive,Wed Feb 04 06:00:06 +0000 2026,0,0,1,21,0.8,1,3.021,,,positive,0.9962313771247864,happy,0.0529282540082931,0.055977776646614,0.830569863319397,0.0533326044678688,0.001033013802953,0.006158391945064
x,post,2.0208907211219315e+18,"Kapan yaa libur jd Jumat. Minggu ngga usah. Kapan ya pajak ga ada diganti zakat (yg bayar ya hanya yg mampu)

Kapaan gitu pemerkosa dirajam, pembunuh dibunuh juga, maling dipotong tangan, rampok disalib 

Kapan ya riba dibuat ilegal. Pdhl katanya sesuai maunya Islam dan mayoritas",https://x.com/QueenImaIsBack/status/2020890721121931481,negative,Mon Feb 09 16:01:08 +0000 2026,2,0,0,39,0.2,2,2.039,,,negative,0.8911257982254028,anger,0.5031707882881165,0.0951477959752082,0.241973266005516,0.1495347321033477,0.0059952959418296,0.0041781105101108
x,post,2.0194644136447675e+18,"PENJAWAT AWAM TIDAK ‘TRANSFERABLE’ PUNCA PBT MEREPUT

PENJAWAT awam dalam PBT tidak ‘transferable’ mereka mereput sahaja di jabatan sama sampai tepu, membiak rangkaian kuasa sendiri dan akhirnya merosakkan tatakelola.

#Berita757
#RakyatKeutamaanKami https://t.co/nCoTje0F94",https://x.com/berita757/status/2019464413644767428,negative,Thu Feb 05 17:33:30 +0000 2026,0,0,0,28,0.2,0,0.028,,,negative,0.9758273363113404,fear,0.034488633275032,0.3440505564212799,0.3374195694923401,0.2561673521995544,0.0010049644624814,0.0268689077347517
x,post,2.0208870489123471e+18,"""พชร์ อานนท์"" ผู้กำกับหนังฝีปากกล้า ลั่นประเทศไทยไม่ได้มีเฉพาะกรุงเทพฯ ผลเลือกตั้งออกมาต้องยอมรับ อย่าด่าคนคิดต่าง คิดไม่เหมือนไม่ใช่คนโง่ นายกฯ คนต่อไปคือ #อนุทิน คนไทยจำนวนมากได้เลือกแล้ว
.
พชร์ โพสต์ดังนี้ 
.
บทสรุปของการเลือกตั้งเมื่อวานนี้ เป็นข้อยืนยันอย่างชัดเจนแล้วว่า ประเทศไทยไม่ได้มีเฉพาะกทม อย่างเดียว ประเทศไทยมี 77 จังหวัด ทุกคนคือคนไทยทั้งหมด 

ประชาธิปไตยคืออะไรถึงได้เรียกร้องกันนัก 

ผลออกมาเป็นยังไงเราก็ต้องยอมรับเพราะทุกคนที่ไปเลือกตั้งเมื่อวาน ก็ต้องการประขาธิปไตยกันไม่ใช่เหรอ ไม่มีใครฉลาดใครโง่ ทุกคนมีความคิดเป็นของตัวเอง มีสมองเป็นของตัวเอง ก็ได้ใช้กันไปแล้ว 

อย่าด่าคนคิดต่าง  คิดไม่เหมือนคือคนโง่งั้นเหรอ ทำมาหากินดีกว่า อย่าเครียด  นายกคนต่อไปของประเทศไทย คือ นายกอนุทิน  ชาญวีรกูล จบเถอะทำงานยังไงก็เปลี่ยนไม่ได้แล้ว คนไทยจำนวนมากได้เลือกแล้ว
.
#เลือกตั้ง69 #พชร์อานนท์",https://x.com/TheDaily_Thai/status/2020887048912347153,negative,Mon Feb 09 15:46:33 +0000 2026,0,0,0,37,0.2,0,0.037,,,negative,0.9946773052215576,anger,0.4033854901790619,0.018651932477951,0.38795867562294,0.1855151206254959,0.0029293817933648,0.0015593552961945
x,post,2.0208406818169244e+18,"Bersihkan rumah ibadat tidak ikut peraturan, PBT dibenar bertindak – PM

https://t.co/eVVsPAvW1y https://t.co/znQbtyap1Z",https://x.com/suarakeadilan99/status/2020840681816924297,negative,Mon Feb 09 12:42:18 +0000 2026,0,0,0,45,0.2,0,0.045,,,negative,0.9588273763656616,anger,0.3498602211475372,0.2254214882850647,0.1138932034373283,0.2016999572515487,0.1006671711802482,0.0084579410031437
x,post,2.0208923377995615e+18,"Hari ini mantau X isinya:
1. Gaji guru PPPK 15rb/bulan
2. Preman ambil pungli 150jt/tahun dari 1 truk logistik
3. BPJS PBI banyak yg tiba2 mati

Pendidikan &amp; kesehatan bukan prioritas negara, pengusaha pada males investasi krn preman.

Ya Allah ada apa dgn negara ini 😭🙏🏻",https://x.com/prkdlx/status/2020892337799561512,positive,Mon Feb 09 16:07:34 +0000 2026,5,1,1,74,0.8,7,10.074,,,positive,0.9746811389923096,sadness,0.0421815812587738,0.0331050492823123,0.207562044262886,0.7141889333724976,0.0012944745831191,0.0016679413383826
x,post,2.0208903916803528e+18,"Kelimutu, dan Lawit kan pernah layanin jalur TPR-TJQ-PNK-SRG. Kalo kapal baru dibawa ke Tengah, dan Timur. Harusnya kalo tengah SUB-MKS-LBR-DPS. Alangkah baiknya KM. Labobar, dan kapal tipe 2000 penumpang dipakai rute ke PNK. https://t.co/kJ8bVUibRk",https://x.com/failedtostate/status/2020890391680352670,neutral,Mon Feb 09 15:59:50 +0000 2026,0,0,1,125,0.5,2,3.125,,,neutral,0.963677704334259,happy,0.139118880033493,0.1229609251022338,0.6398722529411316,0.0804198086261749,0.0165889281779527,0.0010392447002232
