Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,crawl_source,mentions_pas,mentions_bersatu,narrative_split
tiktok,comment,7649050638336134421_comment_15,Ya allah kau pinjamkanlah kami dr sam utk jadi pemimpin tanah air kami ya allah,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610723,34,0,0,0,0.0,34,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_16,pls promote ur Ir title also sir,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610725,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_17,pesuruhjaya tinggi British dtng bagi good luck dekat Dr sam👍,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610728,21,0,0,0,0.0,21,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_18,ini kali confirm jd..terbaik,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610731,44,0,0,0,0.0,44,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_19,"TAMPA BICARA LANTANG... KERJA TERUS DI JLN KAN..
UNTUK KEMAJUAN..PADU.
IR DR SAMSURI 👍",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610734,25,0,0,0,0.0,25,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_20,[Sticker] Bakal PM 11 1 HARI NANTI INSYAALLAH,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610737,55,0,0,0,0.0,55,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_21,Bakal PM.. 🤲🤲🤲,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610739,14,0,0,0,0.0,14,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_22,MasyaAllah mb trganu kita mmg best,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610742,21,0,0,0,0.0,21,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_23,[Sticker],,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610745,19,0,0,0,0.0,19,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_24,Ni baru betul PM,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610748,11,0,0,0,0.0,11,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_25,next PM saya,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610751,31,0,0,0,0.0,31,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_26,"Allah sedang menmersiapkan pm dimasa akan dtg, mnolak munkar, semoga yg naik nanti baik2 sje",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610753,26,0,0,0,0.0,26,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_27,[Sticker],,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610756,2,0,0,0,0.0,2,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_28,aura menjadi pemimpin tertinggi negara terselah...aamiin,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610759,1,0,0,0,0.0,1,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_29,[Sticker] 🥰,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610762,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_30,"Nampaknya bacaan pemimpin luar negara terhadap Dr Sam sangat jauh ke depan ye. Belum naik kabinet pun lagi, tapi mcm2 kunjungan dah dibuat.",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610765,7,0,0,0,0.0,7,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_31,"Ya Allah , tlg makbulkn doa kami .. kami bhajat utk tgok pas ke putrajaya dan Dr Sam jadi out next pm",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610768,2,0,0,0,0.0,2,pas_break_social_20260611_094141.csv,1,0,0
tiktok,comment,7649050638336134421_comment_32,Pmx ada ke🥰🥰,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610771,2,0,0,0,0.0,2,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_33,Ya Allah Permudahkan Semua Urusan2nya Aamiin 🙏❤️,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610774,1,0,0,0,0.0,1,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_34,Bismillah bakal ke PM 11,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610777,2,0,0,0,0.0,2,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_35,terbaik drsam,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610779,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_36,sedang diuji,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610781,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_37,yes...bakal PM yg baru..,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610784,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_38,semoga MB kesayangan sy sihat2 selalu.semoga Allah sentiase lindungi beliau🤲🥰🥰💚🤍👆,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610786,1,0,0,0,0.0,1,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_39,mantoppppppp YB DRSAM..,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610788,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_40,"respect betul...susah nk jumpa ofis org2 besar kena buka kasut...kebersihan amat diutamakan, tahniah!",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610790,5,0,0,0,0.0,5,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_41,semoga Terengganu terus bahagia tgk dr sam pun dah bahagia belum pergi Terengganu lg,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610793,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_42,as salam.. yb.. nk komen kaler pink kt bilik tu xnmpk official sgt bleh x tukar kaler.. nmpk mcm kelas tadika... sorry yb.. my 2 cents,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610795,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_43,Alhamdulillah org ganu hadir..i'm proud of you my MB..👍👍,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610797,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_44,"hang pi survey harga kedai runcit biasa buat apa.
pi check harga di pasaraya",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610800,21,0,0,0,0.0,21,pas_break_social_20260611_094141.csv,1,0,0
tiktok,comment,7649050638336134421_comment_45,"harga mana pernah turun walau siapa pun jd kerajaan, tp bg aku kenaikan masih normal dlm konteks ekonomi..berapa rate inflasi negara sekarang..",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610802,21,0,0,0,0.0,21,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_46,main sebut je kekal dan turun tanpa pembuktian data timeline harga,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610804,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_47,Maggi dan potato bukan mkan setiap masa chief,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610806,9,0,0,0,0.0,9,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_48,Hahahaha. Baik punya perli,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610808,4,0,0,0,0.0,4,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_49,Time ko menteri wow mahal beras,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610811,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_50,hey guys its lalang opportunist,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610813,13,0,0,0,0.0,13,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_51,Sapa la nk makan hari2 chips dan Maggie tu.. 🤣,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610815,2,0,0,0,0.0,2,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_52,knp nk ulas benda2 fast food..x bagus utk kesihatan..padahal U pernah jd menteri Kesihatan kan,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610817,6,0,0,0,0.0,6,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_53,nampak sgt kj tak pernah masuk kedai beli belah sekali nak buat konten main sebut je harga barang dh meningkat,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610820,2,0,0,0,0.0,2,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_55,ajak dia makan nasi ayam kunyit la sekali,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610823,1,0,0,0,0.0,1,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_56,😹,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610826,1,0,0,0,0.0,1,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_57,pengkaji boleh banding harga bulan ni dan setiap 6 bln kebelakang. tgk la makin murah ke mahal,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610828,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_58,Begawan Solo,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610830,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_59,"All is junk food, why not do real food",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610833,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_61,"ok je...
apa masalahnya..
ada minyak masak naik harga ke?
ada telur naik harga ke..?",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610836,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_62,[Sticker],,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610838,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_63,Potato chips tu makanan ruji ke?,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610840,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_64,Macam unsur marketing sebab banyak highlights mr potato je.,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610842,1,0,0,0,0.0,1,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_65,[Sticker],,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610845,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_66,keropok bukan barang keperluan.. pergila check barang keperluan.. 😅,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610847,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_67,extra pun CM xde je....sikit,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610850,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_68,semudah itu mr.potato gula2kn kta,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610852,1,0,0,0,0.0,1,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_69,kenapa x tgk myk peket beras bawang kentang telor,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610854,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_70,aney you sudah bukak kedai runcit ka,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610856,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_71,podah,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610859,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_72,Jawab lah 100 juta itu,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610861,2,0,0,0,0.0,2,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_73,"Tak pernah turun harga ,dulu 5 sen boleh gak beli cokodok ...jadi tak ada yg kekal bang oii",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610863,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7649050638336134421_comment_74,kau jadi DJ lagi bagus,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610865,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,post,7647844619694345492,"Kita semua rasa lah kan. Barang dapur, keperluan harian semua dah makin mahal. Sebab tu saya pergi tengok sendiri. Rupanya ada benda yang kita tak perasan selama ni.

@Pierre Pang",https://www.tiktok.com/@khairykj/video/7647844619694345492,,,neutral,2026-06-11T09:41:14.611075,1352,26,143,40100,0.0,1922,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_0,Ini baru betul perbincangan dtg terus jumpa 🥰 ada orang tu kan tiap hari tunjuk terpalingggg bz dok call sana sini 🤣,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265870,204,0,0,0,0.0,204,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_1,Bakal pm 11 malaysia🤲🏻,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265894,530,0,0,0,0.0,530,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_2,Xder masa nk claim itu claim ini..terus bekerja.. inilah Dr.Sam👍👍👍,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265900,14,0,0,0,0.0,14,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_3,habis perwakilan negara luar dtg jumpe dr. sam. hebat sungguh sosok tubuh yg diberkati Allah.,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265905,432,0,0,0,0.0,432,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_4,belum cukup matang nak jadi PM 🇲🇾💗 ke 11,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265909,8,0,0,0,0.0,8,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_5,makin ramai nak jmpe dr sam..nampak sgt beliau akan ke Putrajaya next PRU nanti,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265913,42,0,0,0,0.0,42,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_6,"Buruk nya office, tahun 2002 ke mb?",,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265917,1,0,0,0,0.0,1,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_7,krnapa x dtg jumpa PMX?,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265921,3,0,0,0,0.0,3,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_8,mantap la MB Terengganu.bab ekonomi negara akan lebih terjamin dengan orang yang jujur,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265925,91,0,0,0,0.0,91,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_9,BAKAL PERDANA MENTERI KE 11... INSYAALLAH,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265928,150,0,0,0,0.0,150,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_10,Aku ank kelahiran Trengganu...wlpun membesar dinegeri lain...aku bangga dgn negeri kelahiranku...maju terus maju dibwh pemerintahan PAS yg tulus & mengutamakn agama & rakyatnya,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265932,148,0,0,0,0.0,148,pas_break_social_20260611_094141.csv,1,0,0
tiktok,comment,7647844619694345492_comment_11,"Dr.sam tak perlu pergi overseas..
wakil negara luar datang jumpa beliau..
Terbaik Dr Sam..",,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265936,138,0,0,0,0.0,138,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_12,Penganti tun m,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265939,53,0,0,0,0.0,53,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_13,insyallah bakal PM Pas,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265942,72,0,0,0,0.0,72,pas_break_social_20260611_094141.csv,1,0,0
tiktok,comment,7647844619694345492_comment_14,aura PM 11🥰,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265946,68,0,0,0,0.0,68,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_15,Ya allah kau pinjamkanlah kami dr sam utk jadi pemimpin tanah air kami ya allah,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265950,34,0,0,0,0.0,34,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_16,pls promote ur Ir title also sir,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265953,0,0,0,0,0.0,0,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_17,pesuruhjaya tinggi British dtng bagi good luck dekat Dr sam👍,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265957,21,0,0,0,0.0,21,pas_break_social_20260611_094141.csv,0,0,0
tiktok,comment,7647844619694345492_comment_18,ini kali confirm jd..terbaik,,https://www.tiktok.com/@khairykj/video/7647844619694345492,7647844619694345492,neutral,2026-06-11T09:41:16.265961,44,0,0,0,0.0,44,pas_break_social_20260611_094141.csv,0,0,0
