Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,sentiment_label,sentiment_confidence,emotion_primary,total_engagement,crawl_source,mentions_pas,mentions_bersatu,narrative_split,detected_language,demographic,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,geo_johor,geo_melaka,geo_ns,narrative_solo
tiktok,comment,7649050638336134421_comment_11,"Dr.sam tak perlu pergi overseas..
wakil negara luar datang jumpa beliau..
Terbaik Dr Sam..",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610713000,138,0,0,0,0.0004894316196441539,negative,0.9983685612678528,no_clear_emotion,138,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.01965445466339588,0.014131586067378521,0.008585098199546337,0.031499311327934265,0.09955032169818878,0.23478589951992035,False,False,False,False
tiktok,comment,7649050638336134421_comment_12,Penganti tun m,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610716000,53,0,0,0,0.5,neutral,0.6069563627243042,love,53,tiktok_master,False,False,False,english,Mixed/Urban,0.1586635410785675,0.12187985330820084,0.1425822377204895,0.06685057282447815,0.30043867230415344,0.07057993859052658,False,False,False,False
tiktok,comment,7649050638336134421_comment_13,insyallah bakal PM Pas,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610718000,72,0,0,0,0.8707840442657471,positive,0.5692801475524902,no_clear_emotion,72,tiktok_master,True,False,False,english,Mixed/Urban,0.0396459586918354,0.01919202134013176,0.07167474925518036,0.018600672483444214,0.11061817407608032,0.02166791446506977,False,False,False,False
tiktok,comment,7649050638336134421_comment_14,aura PM 11🥰,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610720000,68,0,0,0,0.17083145231008529,negative,0.430561825633049,no_clear_emotion,68,tiktok_master,False,False,False,multilingual,Unknown,0.12156916409730911,0.09204497188329697,0.1773425191640854,0.07354211807250977,0.22583314776420593,0.06142101064324379,False,False,False,False
tiktok,comment,7649050638336134421_comment_15,Ya allah kau pinjamkanlah kami dr sam utk jadi pemimpin tanah air kami ya allah,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610723000,34,0,0,0,0.9532733082771301,positive,0.8442443609237671,love,34,tiktok_master,False,False,False,multilingual,Unknown,0.04841534420847893,0.02732459269464016,0.03423537686467171,0.04701646789908409,0.7920112013816833,0.02138465829193592,False,False,False,False
tiktok,comment,7649050638336134421_comment_16,pls promote ur Ir title also sir,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610725000,0,0,0,0,0.5,neutral,0.5055447220802307,love,0,tiktok_master,False,False,False,english,Mixed/Urban,0.03188341110944748,0.04440578073263168,0.2511211931705475,0.01867065764963627,0.5780439972877502,0.033234864473342896,False,False,False,False
tiktok,comment,7649050638336134421_comment_17,pesuruhjaya tinggi British dtng bagi good luck dekat Dr sam👍,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610728000,21,0,0,0,0.9424108982086181,positive,0.8080363273620605,love,21,tiktok_master,False,False,False,english,Mixed/Urban,0.040004413574934006,0.019453246146440506,0.2460947483778,0.013554184697568417,0.4306798577308655,0.019349465146660805,False,False,False,False
tiktok,comment,7649050638336134421_comment_18,ini kali confirm jd..terbaik,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610731000,44,0,0,0,0.9993513524532318,positive,0.9978378415107727,happy,44,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.01763073354959488,0.056157711893320084,0.6778192520141602,0.01165830995887518,0.09407537430524826,0.0779682993888855,False,False,False,False
tiktok,comment,7649050638336134421_comment_19,"TAMPA BICARA LANTANG... KERJA TERUS DI JLN KAN..
UNTUK KEMAJUAN..PADU.
IR DR SAMSURI 👍",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610734000,25,0,0,0,0.8864390254020691,positive,0.621463418006897,no_clear_emotion,25,tiktok_master,False,False,False,multilingual,Unknown,0.04508408531546593,0.05022960528731346,0.08833879232406616,0.022512059658765793,0.07471160590648651,0.054086316376924515,False,False,False,False
tiktok,comment,7649050638336134421_comment_20,[Sticker] Bakal PM 11 1 HARI NANTI INSYAALLAH,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610737000,55,0,0,0,0.5,neutral,0.9154133200645447,no_clear_emotion,55,tiktok_master,False,False,False,english,Mixed/Urban,0.013291681185364723,0.0412517786026001,0.0932655856013298,0.017195800319314003,0.0845964178442955,0.11671098321676254,False,False,False,False
tiktok,comment,7649050638336134421_comment_21,Bakal PM.. 🤲🤲🤲,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610739000,14,0,0,0,0.1505760133266449,negative,0.49807995557785034,love,14,tiktok_master,False,False,False,multilingual,Unknown,0.09243152290582657,0.07143818587064743,0.08548705279827118,0.043540745973587036,0.4865680932998657,0.06037967652082443,False,False,False,False
tiktok,comment,7649050638336134421_comment_22,MasyaAllah mb trganu kita mmg best,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610742000,21,0,0,0,0.8973358571529388,positive,0.6577861905097961,love,21,tiktok_master,False,False,False,english,Mixed/Urban,0.03378879278898239,0.013747398741543293,0.04455028846859932,0.014739383943378925,0.8540082573890686,0.012356610037386417,False,False,False,False
tiktok,comment,7649050638336134421_comment_23,[Sticker],,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610745000,19,0,0,0,0.5,neutral,0.638904333114624,love,19,tiktok_master,False,False,False,english,Mixed/Urban,0.1529519110918045,0.06760036945343018,0.1107211709022522,0.050134241580963135,0.4213085174560547,0.036323435604572296,False,False,False,False
tiktok,comment,7649050638336134421_comment_24,Ni baru betul PM,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610748000,11,0,0,0,0.5,neutral,0.7890282869338989,no_clear_emotion,11,tiktok_master,False,False,False,english,Mixed/Urban,0.09151718020439148,0.06838943809270859,0.11607597768306732,0.06153511255979538,0.11766006797552109,0.07592324167490005,False,False,False,False
tiktok,comment,7649050638336134421_comment_25,next PM saya,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610751000,31,0,0,0,0.5,neutral,0.9872229099273682,love,31,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.14794953167438507,0.04331374540925026,0.05322755500674248,0.03466024622321129,0.3504998981952667,0.030384590849280357,False,False,False,False
tiktok,comment,7649050638336134421_comment_26,"Allah sedang menmersiapkan pm dimasa akan dtg, mnolak munkar, semoga yg naik nanti baik2 sje",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610753000,26,0,0,0,0.9994128823280334,positive,0.9980429410934448,happy,26,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.05392444506287575,0.1632460057735443,0.6059456467628479,0.01774277351796627,0.0669267401099205,0.018289456143975258,False,False,False,False
tiktok,comment,7649050638336134421_comment_28,aura menjadi pemimpin tertinggi negara terselah...aamiin,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610759000,1,0,0,0,0.5,neutral,0.6674165725708008,happy,1,tiktok_master,False,False,False,english,Mixed/Urban,0.01551893912255764,0.043035995215177536,0.5613749623298645,0.01758161000907421,0.10899549722671509,0.04779410734772682,False,False,False,False
tiktok,comment,7649050638336134421_comment_29,[Sticker] 🥰,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610762000,0,0,0,0,0.9745925426483153,positive,0.9153084754943848,love,0,tiktok_master,False,False,False,english,Mixed/Urban,0.026774438098073006,0.03148304671049118,0.07540873438119888,0.029799513518810272,0.6076054573059082,0.08844459801912308,False,False,False,False
tiktok,comment,7649050638336134421_comment_30,"Nampaknya bacaan pemimpin luar negara terhadap Dr Sam sangat jauh ke depan ye. Belum naik kabinet pun lagi, tapi mcm2 kunjungan dah dibuat.",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610765000,7,0,0,0,0.0005002677440643089,negative,0.9983324408531189,surprise,7,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.017409248277544975,0.168643519282341,0.029741087928414345,0.030328257009387016,0.034138329327106476,0.48347368836402893,False,False,False,False
tiktok,comment,7649050638336134421_comment_31,"Ya Allah , tlg makbulkn doa kami .. kami bhajat utk tgok pas ke putrajaya dan Dr Sam jadi out next pm",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610768000,2,0,0,0,0.9992523074150085,positive,0.9975076913833618,love,2,tiktok_master,True,False,False,malay,Malay/Bumiputera,0.031098542734980583,0.016341522336006165,0.03733223304152489,0.026497432962059975,0.5739167928695679,0.03709623962640762,False,False,False,False
tiktok,comment,7649050638336134421_comment_32,Pmx ada ke🥰🥰,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610771000,2,0,0,0,0.5,neutral,0.9938459992408752,surprise,2,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.03048778884112835,0.05366641655564308,0.020954500883817673,0.04942566528916359,0.25289440155029297,0.4537852704524994,False,False,False,False
tiktok,comment,7649050638336134421_comment_33,Ya Allah Permudahkan Semua Urusan2nya Aamiin 🙏❤️,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610774000,1,0,0,0,0.9445290565490723,positive,0.8150968551635742,love,1,tiktok_master,False,False,False,multilingual,Unknown,0.057754553854465485,0.06216830015182495,0.07958240061998367,0.05079704150557518,0.6979593634605408,0.019162926822900772,False,False,False,False
tiktok,comment,7649050638336134421_comment_34,Bismillah bakal ke PM 11,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610777000,2,0,0,0,0.5,neutral,0.6815460324287415,surprise,2,tiktok_master,False,False,False,english,Mixed/Urban,0.015356768853962421,0.09961499273777008,0.05853893980383873,0.022267380729317665,0.03586636856198311,0.4017225205898285,False,False,False,False
tiktok,comment,7649050638336134421_comment_35,terbaik drsam,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610779000,0,0,0,0,0.994320797920227,positive,0.9810693264007568,love,0,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.2335812747478485,0.03637021780014038,0.07156780362129211,0.01961231417953968,0.3934858739376068,0.016385745257139206,False,False,False,False
tiktok,comment,7649050638336134421_comment_36,sedang diuji,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610781000,0,0,0,0,0.5,neutral,0.3591140806674957,no_clear_emotion,0,tiktok_master,False,False,False,multilingual,Unknown,0.2556758522987366,0.05043976008892059,0.059432294219732285,0.026262972503900528,0.16339854896068573,0.03326839208602905,False,False,False,False
tiktok,comment,7649050638336134421_comment_37,yes...bakal PM yg baru..,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610784000,0,0,0,0,0.8816483944654464,positive,0.6054946482181549,no_clear_emotion,0,tiktok_master,False,False,False,multilingual,Unknown,0.0259978249669075,0.017695944756269455,0.08906298875808716,0.017157817259430885,0.3062730133533478,0.05432335287332535,False,False,False,False
tiktok,comment,7649050638336134421_comment_38,semoga MB kesayangan sy sihat2 selalu.semoga Allah sentiase lindungi beliau🤲🥰🥰💚🤍👆,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610786000,1,0,0,0,0.9994096100330352,positive,0.9980320334434509,love,1,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.13880085945129395,0.09796977788209915,0.09154172986745834,0.08505681902170181,0.5339223742485046,0.02373843640089035,False,False,False,False
tiktok,comment,7649050638336134421_comment_39,mantoppppppp YB DRSAM..,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610788000,0,0,0,0,0.16946100890636442,negative,0.43512997031211853,love,0,tiktok_master,False,False,False,multilingual,Unknown,0.08651594072580338,0.04075302183628082,0.0754721611738205,0.040323492139577866,0.4210290014743805,0.043823909014463425,False,False,False,False
tiktok,comment,7649050638336134421_comment_40,"respect betul...susah nk jumpa ofis org2 besar kena buka kasut...kebersihan amat diutamakan, tahniah!",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610790000,5,0,0,0,0.5,neutral,0.48574116826057434,fear,5,tiktok_master,False,False,False,english,Mixed/Urban,0.1004965603351593,0.7006708383560181,0.07491359859704971,0.01808738335967064,0.06061898544430733,0.02217431552708149,False,False,False,False
tiktok,comment,7649050638336134421_comment_41,semoga Terengganu terus bahagia tgk dr sam pun dah bahagia belum pergi Terengganu lg,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610793000,0,0,0,0,0.5,neutral,0.7657070159912109,happy,0,tiktok_master,False,False,False,english,Mixed/Urban,0.03073359653353691,0.0779595598578453,0.6957756280899048,0.028172411024570465,0.1264398694038391,0.023094160482287407,False,False,False,False
tiktok,comment,7649050638336134421_comment_42,as salam.. yb.. nk komen kaler pink kt bilik tu xnmpk official sgt bleh x tukar kaler.. nmpk mcm kelas tadika... sorry yb.. my 2 cents,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610795000,0,0,0,0,0.5,neutral,0.6795126795768738,fear,0,tiktok_master,False,False,False,english,Mixed/Urban,0.13732711970806122,0.27891167998313904,0.04099539667367935,0.065793976187706,0.24883869290351868,0.1281134933233261,False,False,False,False
tiktok,comment,7649050638336134421_comment_43,Alhamdulillah org ganu hadir..i'm proud of you my MB..👍👍,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610797000,0,0,0,0,0.9943048655986786,positive,0.981016218662262,happy,0,tiktok_master,False,False,False,english,Mixed/Urban,0.015814997255802155,0.02490796335041523,0.854999840259552,0.008361022919416428,0.05177970975637436,0.01645015738904476,False,False,False,False
tiktok,comment,7649050638336134421_comment_44,"hang pi survey harga kedai runcit biasa buat apa.
pi check harga di pasaraya",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610800000,21,0,0,0,0.5,neutral,0.8230345249176025,no_clear_emotion,21,tiktok_master,False,False,False,english,Mixed/Urban,0.06390581279993057,0.018676811829209328,0.03269224986433983,0.02104085125029087,0.26083648204803467,0.04178248345851898,False,False,False,False
tiktok,comment,7649050638336134421_comment_45,"harga mana pernah turun walau siapa pun jd kerajaan, tp bg aku kenaikan masih normal dlm konteks ekonomi..berapa rate inflasi negara sekarang..",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610802000,21,0,0,0,0.055578437447547924,negative,0.814738541841507,surprise,21,tiktok_master,False,False,False,multilingual,Unknown,0.019131235778331757,0.03597532957792282,0.02176310308277607,0.025317080318927765,0.035970740020275116,0.5513826608657837,False,False,False,False
tiktok,comment,7649050638336134421_comment_46,main sebut je kekal dan turun tanpa pembuktian data timeline harga,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610804000,0,0,0,0,0.05090827345848084,negative,0.8303057551383972,no_clear_emotion,0,tiktok_master,False,False,False,multilingual,Unknown,0.021481284871697426,0.004577658139169216,0.016405822709202766,0.00643152417615056,0.0422525629401207,0.017108742147684097,False,False,False,False
tiktok,comment,7649050638336134421_comment_47,Maggi dan potato bukan mkan setiap masa chief,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610806000,9,0,0,0,0.0007392883300781361,negative,0.9975357055664062,no_clear_emotion,9,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.054024048149585724,0.010514176450669765,0.04327140375971794,0.019508376717567444,0.25343215465545654,0.028746282681822777,False,False,False,False
tiktok,comment,7649050638336134421_comment_48,Hahahaha. Baik punya perli,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610808000,4,0,0,0,0.1859779044985771,negative,0.3800736516714096,love,4,tiktok_master,False,False,False,multilingual,Unknown,0.08740723878145218,0.03638944402337074,0.10610219836235046,0.04322270676493645,0.5236707925796509,0.03519774228334427,False,False,False,False
tiktok,comment,7649050638336134421_comment_49,Time ko menteri wow mahal beras,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610811000,0,0,0,0,0.9280607938766479,positive,0.7602026462554932,no_clear_emotion,0,tiktok_master,False,False,False,multilingual,Unknown,0.15324661135673523,0.02424504980444908,0.06769291311502457,0.02212178334593773,0.19154112040996552,0.024982474744319916,False,False,False,False
tiktok,comment,7649050638336134421_comment_50,hey guys its lalang opportunist,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610813000,13,0,0,0,0.5,neutral,0.6223728060722351,love,13,tiktok_master,False,False,False,english,Mixed/Urban,0.140750452876091,0.019768496975302696,0.08701727539300919,0.046619441360235214,0.428533136844635,0.03215543553233147,False,False,False,False
tiktok,comment,7649050638336134421_comment_51,Sapa la nk makan hari2 chips dan Maggie tu.. 🤣,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610815000,2,0,0,0,0.9992813289165496,positive,0.9976044297218323,surprise,2,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.01608267053961754,0.0458703376352787,0.01186826266348362,0.04774603992700577,0.06506635248661041,0.7294614911079407,False,False,False,False
tiktok,comment,7649050638336134421_comment_52,knp nk ulas benda2 fast food..x bagus utk kesihatan..padahal U pernah jd menteri Kesihatan kan,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610817000,6,0,0,0,0.0004818141460418701,negative,0.9983939528465271,anger,6,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.8026643395423889,0.030810046941041946,0.03673228621482849,0.02287476882338524,0.04832243546843529,0.011504368856549263,False,False,False,False
tiktok,comment,7649050638336134421_comment_53,nampak sgt kj tak pernah masuk kedai beli belah sekali nak buat konten main sebut je harga barang dh meningkat,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610820000,2,0,0,0,0.00990334153175354,negative,0.9669888615608215,surprise,2,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.007240321021527052,0.04845622181892395,0.0306143406778574,0.033393070101737976,0.03377245366573334,0.8036592602729797,False,False,False,False
tiktok,comment,7649050638336134421_comment_55,ajak dia makan nasi ayam kunyit la sekali,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610823000,1,0,0,0,0.8293103605508804,positive,0.43103453516960144,love,1,tiktok_master,False,False,False,multilingual,Unknown,0.03932918608188629,0.01330460887402296,0.01931210421025753,0.022241348400712013,0.7267251014709473,0.039591990411281586,False,False,False,False
tiktok,comment,7649050638336134421_comment_56,😹,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610826000,1,0,0,0,0.8714138269424438,positive,0.5713794231414795,no_clear_emotion,1,tiktok_master,False,False,False,multilingual,Unknown,0.12185868620872498,0.04838639497756958,0.06877027451992035,0.028946278616786003,0.20171259343624115,0.046390894800424576,False,False,False,False
tiktok,comment,7649050638336134421_comment_57,pengkaji boleh banding harga bulan ni dan setiap 6 bln kebelakang. tgk la makin murah ke mahal,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,negative,2026-06-11T09:41:14.610828000,0,0,0,0,0.016759318113327037,negative,0.9441356062889099,surprise,0,tiktok_master,False,False,False,malay,Malay/Bumiputera,0.016764292493462563,0.02695442922413349,0.0385018028318882,0.026956705376505852,0.1513110250234604,0.46155810356140137,False,False,False,False
tiktok,comment,7649050638336134421_comment_58,Begawan Solo,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,positive,2026-06-11T09:41:14.610830000,0,0,0,0,0.841116926074028,positive,0.4703897535800934,love,0,tiktok_master,False,False,False,multilingual,Unknown,0.17995823919773102,0.055376529693603516,0.0771581381559372,0.030010966584086418,0.35176485776901245,0.030769409611821175,False,False,False,False
