Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,SeedState,SeedStateLabel,SeedDun,SeedDunName,SeedTier,SeedPlatformGroup,SeedQuery,SeedPurpose,CrawlMethod
news,post,4e48f6dceb13a3ac,"High Court sets aside subpoena for Anwar to testify in RM30m civil suit against businessman and wife. KUALA LUMPUR, June 19 &mdash; The High Court here has set aside a subpoena requiring Prime Minister Datuk Seri Anwar Ibr...",https://www.malaymail.com/news/malaysia/2026/06/19/high-court-sets-aside-subpoena-for-anwar-to-testify-in-rm30m-civil-suit-against-businessman-and-wife/224436,,2026-06-19T16:09:58+08:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N01,Chennah,TIER2_DUN_LOCAL,All,"(""Chennah"" OR ""DUN Chennah"" OR ""ADUN Chennah"") AND (""Kg Chennah"" OR ""FELDA Pasoh"" OR ""Bukit Tinggi"")",DUN-specific local posts,excel_intel_news
news,post,737e422fbffe2106,"Chief Justice: Public trust is judiciary’s most valuable asset, must be earned. KUALA LUMPUR, June 19 &mdash; Public trust remains the judiciary&rsquo;s most valuable asset and must be earned through...",https://www.malaymail.com/news/malaysia/2026/06/19/chief-justice-public-trust-is-judiciarys-most-valuable-asset-must-be-earned/224434,,2026-06-19T15:40:36+08:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N01,Chennah,TIER2_DUN_LOCAL,All,"(""Chennah"" OR ""DUN Chennah"" OR ""ADUN Chennah"") AND (""Kg Chennah"" OR ""FELDA Pasoh"" OR ""Bukit Tinggi"")",DUN-specific local posts,excel_intel_news
news,post,3bea928349e6a2d4,"Court sentences grandfather to 33 years jail, 14 strokes for raping and sexually assaulting his granddaughters. KUALA LUMPUR, June 19 &mdash; A 67-year-old man was sentenced to 33 years&rsquo; jail and 14 strokes of the cane by the...",https://www.malaymail.com/news/malaysia/2026/06/19/court-sentences-grandfather-to-33-years-jail-14-strokes-for-raping-and-sexually-assaulting-his-granddaughters/224432,,2026-06-19T15:36:15+08:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N01,Chennah,TIER2_DUN_LOCAL,All,"(""Chennah"" OR ""DUN Chennah"" OR ""ADUN Chennah"") AND (""Kg Chennah"" OR ""FELDA Pasoh"" OR ""Bukit Tinggi"")",DUN-specific local posts,excel_intel_news
news,post,b068296ecc286045,"Selangor hawkers to get six-month rent discount from July under state relief package. SHAH ALAM, June 19 &mdash; The Selangor government will provide a 30 per cent rental reduction for hawkers and traders o...",https://www.malaymail.com/news/malaysia/2026/06/19/selangor-hawkers-to-get-six-month-rent-discount-from-july-under-state-relief-package/224426,,2026-06-19T14:44:08+08:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N01,Chennah,TIER2_DUN_LOCAL,All,"(""Chennah"" OR ""DUN Chennah"" OR ""ADUN Chennah"") AND (""Kg Chennah"" OR ""FELDA Pasoh"" OR ""Bukit Tinggi"")",DUN-specific local posts,excel_intel_news
news,post,e905f70e09d9d487,"Pakatan top leaders will decide Puteri Wangsa seat dispute, says PKR sec-gen. JOHOR BAHRU, June 19 &mdash; PKR and Parti Amanah Negara (Amanah) leadership will hold talks soon to resolve a dispute o...",https://www.malaymail.com/news/malaysia/2026/06/19/pakatan-top-leaders-will-decide-puteri-wangsa-seat-dispute-says-pkr-sec-gen/224424,,2026-06-19T14:27:26+08:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N01,Chennah,TIER2_DUN_LOCAL,All,"(""Chennah"" OR ""DUN Chennah"" OR ""ADUN Chennah"") AND (""Kg Chennah"" OR ""FELDA Pasoh"" OR ""Bukit Tinggi"")",DUN-specific local posts,excel_intel_news
news,post,bc7cc8646328e5be,Multiple roads closed in Negeri Sembilan. Multiple roads closed in Negeri Sembilan&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMiowFBVV95cUxQMkRoTjhKMk1ZT1VDWndZRElZdlV1bHR0RURYVE1EWUJraUM5aDREMklVcFQ4a0dmSGFGWWtaM3BwRkZXNEh2eklpMFp5bjJhTi1rNDUyUzQ5OUpGNmJYSllHVHh2UVVNenhwcG5KaXIxWkxiT2FmU1YzdjlqVDJlVTVQN3VJcGJvSzl5ZU1SbUlaM21pVF9lUmF0Sy1MRTF2aUxZ?oc=5,,2022-01-02T08:00:00+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N01,Chennah,TIER3_LOCAL_ISSUE,"Facebook,News,TikTok","(""Chennah"" OR ""DUN Chennah"" OR ""ADUN Chennah"") AND (""luar bandar"" OR ""jalan rosak"" OR ""FELDA"" OR ""Orang Asli"")",hyperlocal service and livelihood issues,excel_intel_news
news,post,6b9cd5229fa695d5,"Flood alert came too late, says Negeri Sembilan village head. Flood alert came too late, says Negeri Sembilan village head&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMivAFBVV95cUxNZUxvQ3NiUlBXR0w3RFVEbDVkc0dYUEJ0Uk5JQ3h3a0J6elpHOUh5TlUtTUk2ZkVpVXg5V2t6YXFkRlN4UWtEOEJTR2VpMzNkN2Q2TWVBdU5TVks5bnQ1TU90bWkzdWxZWUF6QWNJV2Vfd2NHS3hqdXZBdGhLYXhDV0ZILTVvUG9PLUUxT1c3UWpIZjg1WnM4XzQ2Vjc2RGtRRXNENEhXWFo5NHBTckFYOTB0ODE3dWhuNWZWUg?oc=5,,2021-12-31T08:00:00+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N01,Chennah,TIER3_LOCAL_ISSUE,"Facebook,News,TikTok","(""Chennah"" OR ""DUN Chennah"" OR ""ADUN Chennah"") AND (""luar bandar"" OR ""jalan rosak"" OR ""FELDA"" OR ""Orang Asli"")",hyperlocal service and livelihood issues,excel_intel_news
news,post,0d1d4638b1e1f36d,Green Zone parking areas for delivery riders in KL. Green Zone parking areas for delivery riders in KL&nbsp;&nbsp;Bernama,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1ob3dvTUNLQWJHMllyeEZPaldfcDVEMTg5VWRWdUNxTklFQ045MHBZaXMxVHJaNW9ZZGNaVVpWbmVLMkZkTWg4Q2psaE1SQlZaaDJyYm5VcTA0dw?oc=5,,2021-09-16T07:00:00+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N02,Pertang,TIER2_DUN_LOCAL,All,"(""Pertang"" OR ""DUN Pertang"" OR ""ADUN Pertang"") AND (""Pekan Pertang"" OR ""Ulu Triang"")",DUN-specific local posts,excel_intel_news
news,post,cfa09d333510bf51,"As pigeon-munching croc settles near Kuching floating mosque, Sarawak minister urges forestry agency to act. KUCHING, June 19 &mdash; Dato Sri Abdul Karim Rahman Hamzah has called on the Sarawak Forestry Corporation (SFC) to take...",https://www.malaymail.com/news/malaysia/2026/06/19/as-pigeon-munching-croc-settles-near-kuching-floating-mosque-sarawak-minister-urges-forestry-agency-to-act/224420,,2026-06-19T14:17:30+08:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N02,Pertang,TIER2_DUN_LOCAL,All,"(""Pertang"" OR ""DUN Pertang"" OR ""ADUN Pertang"") AND (""Pekan Pertang"" OR ""Ulu Triang"")",DUN-specific local posts,excel_intel_news
news,post,296463864929df26,"PKR puts Rafizi, Nik Nazmi exit under legal review, Wong Chen faces disciplinary process. JOHOR BAHRU, June 19 &mdash; PKR will refer any legal considerations involving former Pandan MP Datuk Seri Rafizi Ramli...",https://www.malaymail.com/news/malaysia/2026/06/19/pkr-puts-rafizi-nik-nazmi-exit-under-legal-review-wong-chen-faces-disciplinary-process/224416,,2026-06-19T13:54:24+08:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N02,Pertang,TIER3_LOCAL_ISSUE,"Facebook,News,TikTok","(""Pertang"" OR ""DUN Pertang"" OR ""ADUN Pertang"") AND (""pertanian"" OR ""pendapatan rendah"" OR ""Undang Jelebu"")",hyperlocal service and livelihood issues,excel_intel_news
news,post,4ff71267df55ffa3,"Kampung Sungai Lui Agricultural Land for Sale in Hulu Langat, Selangor by SYAIFUL AZIM. Kampung Sungai Lui Agricultural Land for Sale in Hulu Langat, Selangor by SYAIFUL AZIM&nbsp;&nbsp;EdgeProp",https://news.google.com/rss/articles/CBMi2gFBVV95cUxQQ3JyQkM0RlRtRzB3ZzRuamowUHJuWHBlR1hVdE53MDBRYzd0cTdLWkZwM0RvclB4amZJRS1uN1Exai1XMklkR0xlamlXbUZRTDdoSk12dmoxS0N1elJHUThLNEctT09PTHJDOXo0azVQRkxrbm0zdy04RjFRWDV5bUxieHE1QkJrRnVzd3MwdEtRVTVHTE9YcXBxYjFTTDBHNTB0dGVLX3Z2VWYya0N2WVpxdmZGNjVvcGpJb05OM0xSZGZJLVFfNlJaTHBQY0JzRjlPZzdiVkI0dw?oc=5,,2026-05-20T17:48:49+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N03,Sungai Lui,TIER2_DUN_LOCAL,All,"(""Sungai Lui"" OR ""DUN Sungai Lui"" OR ""ADUN Sungai Lui"") AND (""Sungai Lui"" OR ""Petaling Jelebu"")",DUN-specific local posts,excel_intel_news
news,post,0053ce687d3683e6,"Kampung Sungai Lui Agricultural Land for Sale in Hulu Langat, Selangor by ROZITA KHALIL. Kampung Sungai Lui Agricultural Land for Sale in Hulu Langat, Selangor by ROZITA KHALIL&nbsp;&nbsp;EdgeProp",https://news.google.com/rss/articles/CBMi7wFBVV95cUxPNXR3SV9UUUlON2hqS1hFWDNRZFUyVEpyR1ZJUWhKQ1R5YVktZGxEWDdSY0JuLUhMcERHTXhSdnlXbE1MYUJRTlVaeGIwVlNKRkVkY2M5T1VaVkdVUUZXWGFxRXZUelpOS29EWWlLcV9jbFNSV29XaUQ1bFlxNDhSOHB3WlJZYkl5RFc3YmptWnZ1d3FjRzl4WDg1LWlGNmNjWXlGYnRnYnNXM1F2dzlfX2phdnExSmhyMVBpOV9mVTlFZ1VaaUJBaUtsLTJZa2wtcjBsYlUyYXJkSnRiOEhNUnhwcS1aWDQ1TFVXY2pGZw?oc=5,,2026-03-11T19:51:06+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N03,Sungai Lui,TIER2_DUN_LOCAL,All,"(""Sungai Lui"" OR ""DUN Sungai Lui"" OR ""ADUN Sungai Lui"") AND (""Sungai Lui"" OR ""Petaling Jelebu"")",DUN-specific local posts,excel_intel_news
news,post,720c07d0f93e8d6c,Kampung Sungai Lui Selected As KBS' MADANI Adopted Village. Kampung Sungai Lui Selected As KBS' MADANI Adopted Village&nbsp;&nbsp;Bernama,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9GdlI2TkJzUnlNN19PX1ZvcUY4LW1xS2JKaUZOSDVMdlZjcFhOYVpONWp4TUVqZEEyZmJ5YjRpUWdPd2VDdm1JUTBpNlRPM3ZFemFNZGd0cXBpUTRfem00Q3A4bzI?oc=5,,2025-12-14T08:00:00+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N03,Sungai Lui,TIER2_DUN_LOCAL,All,"(""Sungai Lui"" OR ""DUN Sungai Lui"" OR ""ADUN Sungai Lui"") AND (""Sungai Lui"" OR ""Petaling Jelebu"")",DUN-specific local posts,excel_intel_news
news,post,9466f4cb8cd94273,"Kampung Sungai Lui Agricultural Land for Sale in Hulu Langat, Selangor by FARHAN LAH. Kampung Sungai Lui Agricultural Land for Sale in Hulu Langat, Selangor by FARHAN LAH&nbsp;&nbsp;EdgeProp",https://news.google.com/rss/articles/CBMi3wFBVV95cUxQb1NBNlNLVjY4alJxTjZ3TE55YV8tSjFDMHl3dm9MWlE3cnVLNUdMdFlFeE5UYmFhV2pJeGIwZ2FLdTFobFBBRWpkVmN1Skx4a0FhMUJJUVVUbGo2bnlxRlNWMTk2MmVQc0lweWhzdFM5cmI5ZjBGUlgtYU1yMU0wOEUxekZZald3RGliVS1NRi04VWpESnd0aUtodWwyd3gxazl2M2EtS05MdTFsSnVDZ2dJNVc4RWtNODlRU09MeUJzRG1FYjJ6Y09fRGQ2SnZVNGpFTHpENXNXWC1HUnlR?oc=5,,2026-02-06T05:11:07+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N03,Sungai Lui,TIER2_DUN_LOCAL,All,"(""Sungai Lui"" OR ""DUN Sungai Lui"" OR ""ADUN Sungai Lui"") AND (""Sungai Lui"" OR ""Petaling Jelebu"")",DUN-specific local posts,excel_intel_news
news,post,de2ede5597046f6e,"Kampong Sungai Lui, Selangor, Malaysia Weather Forecast. Kampong Sungai Lui, Selangor, Malaysia Weather Forecast&nbsp;&nbsp;AccuWeather",https://news.google.com/rss/articles/CBMiiwFBVV95cUxPek9IR09lOGFHYzMxSk1sNnNvQmczZ2JYVVFSbXNwNTdHTFhoLS1QMFVrTTF4RkNwZFRUcFlLbVgyU1R2dnI2WGYxd0pseWMxaUFWemU3ZVZhTTY0YnRleEVGMHFUYkNTTGdXZFhTMFU3clRtV0M4SXNmQTltU3I3akFaQU9UbjQ2UmtF?oc=5,,2017-07-31T22:47:12+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N03,Sungai Lui,TIER2_DUN_LOCAL,All,"(""Sungai Lui"" OR ""DUN Sungai Lui"" OR ""ADUN Sungai Lui"") AND (""Sungai Lui"" OR ""Petaling Jelebu"")",DUN-specific local posts,excel_intel_news
news,post,12a071775d1b76ea,"Kampung Sungai Lui Agricultural Land for Sale in Hulu Langat, Selangor by ROZITA KHALIL. Kampung Sungai Lui Agricultural Land for Sale in Hulu Langat, Selangor by ROZITA KHALIL&nbsp;&nbsp;EdgeProp",https://news.google.com/rss/articles/CBMi9AFBVV95cUxOR2J0LVRMT1ZDbEZleGdpYVY3N1VGeTJSWmgxV1YwU0h4dDludFRObnBrSzU3WDBuaTVPeS1kWG1qNVlIdjdvYXEydDlwOFJQbHhvbUxzM2ZFcTZkM2pPUXVrbW1RcjZGUVNEekMzdW91NU5VNlAtYW1vSXd5M2NEZ3RfeHc1V1N6STNzM0NvbmNYS25rSm12Z0VzekYzN1V6WU9jN1B5LUM3VDlZN0ZodGtzRXp5Ny1XWE9PU1FzN2w4a3g1WjNTNXEyM3NtRHdMRDJsUmJQYXBJb2RlZnVMcWpBcC1TNmpCRWVoeXhubmI0MnVG?oc=5,,2025-12-05T16:41:43+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N03,Sungai Lui,TIER2_DUN_LOCAL,All,"(""Sungai Lui"" OR ""DUN Sungai Lui"" OR ""ADUN Sungai Lui"") AND (""Sungai Lui"" OR ""Petaling Jelebu"")",DUN-specific local posts,excel_intel_news
news,post,0fa7acb3372df789,"Kampung Sungai Lui House (Others) for Sale in Hulu Langat, Selangor by DZULHISHAM. Kampung Sungai Lui House (Others) for Sale in Hulu Langat, Selangor by DZULHISHAM&nbsp;&nbsp;EdgeProp",https://news.google.com/rss/articles/CBMi3AFBVV95cUxNWU1fQnBmaV95dXNzaTJqdnljRmRnSThHVTdHV0szS1A1RXNnS2NuSmVmTllSalVESGF0Wl9PZWtJc3otWm83ZDRBME5mdnJmZ1NfRGhXSC1sdWg4a09WSy1Rd1ZPcWpTRnhHdjhtakdlc3A0Ujd5Y0hUN21UQ2l2UGktZXBJMnR2VV9yQ1ZMN28tSG1iRlRISjRONG1NZGQ3TVdSS1pSdzhNdXRhNVpHMENmd09RblkyYkVwWGc5cnA2N3FzaTZpcUFKR1BNR09Mc05VWXF4OUlCNXVm?oc=5,,2024-12-06T10:07:42+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N03,Sungai Lui,TIER2_DUN_LOCAL,All,"(""Sungai Lui"" OR ""DUN Sungai Lui"" OR ""ADUN Sungai Lui"") AND (""Sungai Lui"" OR ""Petaling Jelebu"")",DUN-specific local posts,excel_intel_news
news,post,fecfba8af1a2f462,"Kampung Sungai Lui Agricultural Land for Sale in Hulu Langat, Selangor by ANUAR BIN IBRAHIM. Kampung Sungai Lui Agricultural Land for Sale in Hulu Langat, Selangor by ANUAR BIN IBRAHIM&nbsp;&nbsp;EdgeProp",https://news.google.com/rss/articles/CBMiiAJBVV95cUxOeU92ckZfWXpnSW5vUXBRY2dKbmhkZkNNaXl0aXVud3l2UGJNa1ptODlRV1A4LV9zdWkxZkY4c21hM0QyT3NjYmszMkRBcXZIRzV5Y1k4YURfT3hOYWVXRjMwWUR0WXZUV3VOWUUwWXNoYzRacjZQMk52d1VKR1Y0dVdPMHhqT01aNGFhaGVIVEhUUklfMUV4NW1HbWFPSDVRY3NQdUp5NEdYaG5GVmh2aENUZWJ6Y1Q5RllxV0p3Y1JMUTJpcmZMRWFtclNKLU1vT2dXbS1PcXRxRUR6dlpCcHhjdXNHcEh2dTN6d1BtelctTl9COEpPZ0l2Z1UxR2hVcV9udmFwbDU?oc=5,,2023-08-15T03:17:06+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N03,Sungai Lui,TIER2_DUN_LOCAL,All,"(""Sungai Lui"" OR ""DUN Sungai Lui"" OR ""ADUN Sungai Lui"") AND (""Sungai Lui"" OR ""Petaling Jelebu"")",DUN-specific local posts,excel_intel_news
news,post,615750591b8afa81,"Kampung Sungai Lui Agricultural Land for Rent in Hulu Langat, Selangor by HAZIQ BOHARI. Kampung Sungai Lui Agricultural Land for Rent in Hulu Langat, Selangor by HAZIQ BOHARI&nbsp;&nbsp;EdgeProp",https://news.google.com/rss/articles/CBMi3wFBVV95cUxQeTd0YUZBYUNuczYwSUtncjhBT2dzQk9HaGE1cFVGM1k1Uk1WWm42dnRSbDZkMWJtYUI0RUJkak94bno4Tk40SnhYZi1SaGtkbG01SVo0YTdMalFRVGNhaHBZQVU5b0M1OEdZemdMY0FPeEZqc0tkeVBRN1VrUnpKdGZGZlctRnhaWnp6dEFpcU5XR1YtNi11UDdycS1ZY2NPUFhpNVZ1dGJBZkdKNTl1XzVjZXZxbXgtRkthaTByTGZIQUd2aGl1LTFiaTk1bVRCS2ZES1N2cGdVN3FubjRr?oc=5,,2023-11-04T21:45:49+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N03,Sungai Lui,TIER2_DUN_LOCAL,All,"(""Sungai Lui"" OR ""DUN Sungai Lui"" OR ""ADUN Sungai Lui"") AND (""Sungai Lui"" OR ""Petaling Jelebu"")",DUN-specific local posts,excel_intel_news
news,post,3c439dd96564e220,BEBAS BANJIR| Tanah Batu 21 Sungai Lui Hulu Langat. BEBAS BANJIR| Tanah Batu 21 Sungai Lui Hulu Langat&nbsp;&nbsp;EdgeProp,https://news.google.com/rss/articles/CBMi3AFBVV95cUxNZW9oSERvS0lxb2lYcmllUnZRM25nOGg0ZC1wWVhjeWtONHdUaXduOUxZX1pWYjV1cGwzSlc0X2pOLS1VU3JvVXVjalBXMFBqUkVoRUo2SVV5eHdHTC1tSEFVTkRQY25NS08zYTlySENRRzdHcm9SNHJ6OHJaWEQ4TzNlT19EbEp3SWpDTXF1c0hjUnZCdlF4YllITV9hZGFxU0VoMHlWR0Z2RUg2Z1pZdTg1cGVodFNqUkJwTUxOblNVdHh6MFM5ekJRZHRfSWxXTl9TQnVqTktlbW5p?oc=5,,2022-05-11T08:15:43+00:00,0,0,0,0,0.0,0,N9,Negeri Sembilan,N03,Sungai Lui,TIER2_DUN_LOCAL,All,"(""Sungai Lui"" OR ""DUN Sungai Lui"" OR ""ADUN Sungai Lui"") AND (""Sungai Lui"" OR ""Petaling Jelebu"")",DUN-specific local posts,excel_intel_news
