Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7659817957270244629,"Alhamdulillah, malam ini saya berpeluang menunaikan solat Isyak berjemaah di Surau Al-Yakin, Parit Jawa Ulu.

Seusai solat, saya mengambil kesempatan berbual dan mendengar sendiri pandangan penduduk tentang isu-isu yang mereka hadapi. Bagi saya, suara rakyat perlu didengar kerana merekalah yang lebih memahami keadaan di tempat sendiri.

Antara perkara yang dibangkitkan ialah ketiadaan garisan jalan yang jelas, sekali gus menyukarkan pemanduan pada waktu malam. Keadaan ini bukan sahaja membahayakan pengguna jalan raya, malah dimaklumkan telah mengorbankan nyawa dalam beberapa kemalangan sebelum ini.

Selain itu, penduduk juga mengadu tentang bekalan air yang sering tidak mencukupi, khususnya apabila tiba musim perayaan.

InsyaAllah, sekiranya diberikan mandat untuk berkhidmat selepas PRN Johor ini, isu-isu ini akan saya bawa kepada pihak berkaitan dan saya akan berusaha sedaya upaya agar penyelesaiannya dapat dimulakan dalam tempoh 100 hari pertama perkhidmatan.

Doakan agar segala urusan dipermudahkan demi kesejahteraan seluruh warga Sungai Balang.

Amin Sailan
Calon No. 2 
N.16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659817957270244629,,,positive,2026-07-08 07:15:26.738683+00:00,37,0,0,191,0.9993982553482055,38,positive,0.9979941844940186,malay,Malay/Bumiputera,Unknown,0.0,anger,0.5874560475349426,0.15147963166236877,0.027226416394114494,0.13018161058425903,0.05926979333162308,0.014088641852140427
tiktok,post,7659807945860975893,"Sementara menunggu masuk waktu Isyak tadi, saya mengambil kesempatan menziarahi seorang senior yang saya hormati dalam PAS kawasan Muar, Ustaz Khairul.

Beliau merupakan antara insan yang banyak berjasa dalam menggerakkan perjuangan suatu ketika dahulu. Hari ini, walaupun diuji dengan masalah kesihatan, semangat untuk terus berbakti tetap tidak pernah padam.

Kini beliau masih mencurahkan khidmat sebagai guru di SRAB Muar. Anak-anak beliau pula sentiasa setia membantu menguruskan segala pergerakan beliau. Melihat kasih sayang dan pengorbanan mereka benar-benar memberi pengajaran buat saya.

Saya tidak mampu membalas segala jasa generasi terdahulu. Yang mampu hanyalah terus belajar daripada kesabaran, keikhlasan dan istiqamah mereka dalam berkhidmat.

Semoga Allah SWT mengurniakan Ustaz Khairul kesihatan yang baik, mengangkat segala kesulitan yang dihadapi olehnya dan keluarganya, serta menerima segala amal dan pengorbanan beliau sebagai pahala yang berpanjangan. Amin Ya Rabbal 'Alamin.

Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659807945860975893,,,positive,2026-07-08 07:15:27.021960+00:00,39,0,0,199,0.9991239011287689,40,positive,0.9970796704292297,malay,Malay/Bumiputera,Unknown,0.0,love,0.06448909640312195,0.06388376653194427,0.03079044073820114,0.16399334371089935,0.5702683925628662,0.060147449374198914
tiktok,post,7659797287232720148,"B – BELIA DIPERKASA, PELUANG PEKERJAAN DIPERLUAS

Anak muda bukan sekadar harapan masa depan, tetapi kekuatan Sungai Balang pada hari ini.

Kita mahu lebih banyak peluang pekerjaan, latihan kemahiran, keusahawanan dan aktiviti yang membina supaya belia dapat membina kehidupan yang lebih baik tanpa perlu meninggalkan kampung halaman jika tidak perlu.

InshaAllah, belia akan terus diberi perhatian kerana kemajuan Sungai Balang juga bergantung kepada kejayaan generasi mudanya.

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659797287232720148,,,positive,2026-07-08 07:15:27.820284+00:00,29,0,0,156,0.9994102537631988,30,positive,0.9980341792106628,malay,Malay/Bumiputera,Unknown,0.0,love,0.04150800406932831,0.0618087574839592,0.21484898030757904,0.0486309789121151,0.5347753167152405,0.03110715001821518
tiktok,post,7659777724596112660,"S – SEJAHTERA RAKYAT DIDAHULUKAN 

Teras pertama yang saya bawakan dalam model S.G.B.A.L.A.N.G. untuk Sungai Balang yang lebih sejahtera ialah Sejahtera Rakyat Didahulukan.

Bagi saya, kemajuan sesebuah kawasan bukan diukur pada bangunan yang tinggi semata-mata, tetapi apabila rakyatnya dapat hidup dengan lebih tenang, selesa dan sejahtera.
InsyaAllah, jika diberi peluang berkhidmat, keutamaan saya ialah mendengar suara rakyat dan berusaha membantu menyelesaikan isu yang benar-benar dekat dengan kehidupan harian seperti kos sara hidup, kebajikan, pendidikan, peluang ekonomi dan keselamatan komuniti.

Kerana bagi saya, apabila rakyat sejahtera, Sungai Balang juga akan terus maju.

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659777724596112660,,,positive,2026-07-08 07:15:28.106825+00:00,45,0,2,173,0.9994041919708252,48,positive,0.998013973236084,malay,Malay/Bumiputera,Unknown,0.0,happy,0.04909581318497658,0.0433574840426445,0.5874082446098328,0.02753480151295662,0.23712939023971558,0.018273018300533295
tiktok,post,7659771174062394645,"Pilihlah dengan baik agar 5 tahun akan datang pilihan itu membawa kemudahan bukan kesusahan, in shaAllah

Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659771174062394645,,,positive,2026-07-08 07:15:28.389084+00:00,54,0,2,247,0.9993496716022491,58,positive,0.9978322386741638,malay,Malay/Bumiputera,Unknown,0.0,love,0.06397714465856552,0.029135964810848236,0.1793946921825409,0.03454349562525749,0.4942814111709595,0.026470603421330452
tiktok,post,7659744800018664725,"Mengapa kita perlu terus memperjuangkan nasib masyarakat?

Kerana perjuangan ini bukan hanya untuk hari ini, tetapi untuk generasi yang akan datang. Kita mahu mereka mewarisi sebuah masyarakat yang sejahtera, berakhlak dan mempunyai hala tuju.

Merdeka bukan sekadar bebas melakukan apa sahaja tanpa batas. Merdeka yang sebenar ialah kebebasan yang dipandu oleh nilai dan syariat Islam, agar kehidupan menjadi lebih aman, adil dan diberkati.

Semoga usaha kecil kita dengan turun mengundi kali ini menjadi bukti bahawa kita sedang berusaha untuk masa depan anak-anak kita yang lebih sejahtera. InshaAllah.

Amin Sailan
Calon No. 2 
N.16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#JomJagaJohor
#SungaiBalangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659744800018664725,,,positive,2026-07-08 07:15:28.681747+00:00,48,0,1,220,0.9994038701057433,51,positive,0.998012900352478,malay,Malay/Bumiputera,Unknown,0.0,happy,0.04677616432309151,0.04604427143931389,0.6135808825492859,0.026366250589489937,0.21962153911590576,0.018320884555578232
tiktok,post,7659716945968729364,"Saya percaya manusia ialah makhluk yang suka berinteraksi. Setiap pertemuan membawa ruang untuk saling mengenali, mendengar, belajar dan memahami.

Setiap insan yang ditemui memberikan nilai tambah dan pengajaran yang menjadikan diri saya lebih baik dari hari ke hari. 

Terima kasih semua.

Amin Sailan
Calon No. 2
N.16 Sungai Balang

""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#khidmatuntuksemua
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659716945968729364,,,positive,2026-07-08 07:15:28.962118+00:00,46,0,2,407,0.9993993461132049,52,positive,0.9979978203773499,malay,Malay/Bumiputera,Unknown,0.0,happy,0.02706754580140114,0.025937683880329132,0.4354187250137329,0.019133448600769043,0.3840565085411072,0.032297372817993164
tiktok,post,7659697987152596244,"Saya tak sangka, rupanya Puan Hajah Salamah yang mengenali saya ini berusia 94 tahun.

Bila saya bertanya, ""Hajah kenal saya dari mana?"" Beliau tersenyum lalu menjawab, ""Saya tengok dalam surat khabar,"" sambil menunjukkan akhbar yang terselit kertas profile saya saya.

MashaAllah, hebat sungguh ingatan Puan ni pada usia 94 tahun. Lebih mengharukan apabila mengetahui beliau masih rajin membaca Harakah.

Terima kasih Hajah atas doa, sokongan dan semangat yang diberikan. Semoga Allah SWT terus mengurniakan kesihatan yang baik, umur yang diberkati serta melimpahkan rahmat-Nya kepada Hajah. Aamiin.

Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659697987152596244,,,positive,2026-07-08 07:15:29.253291+00:00,66,0,1,372,0.9820739924907684,70,positive,0.9402466416358948,malay,Malay/Bumiputera,Unknown,0.0,surprise,0.00849334429949522,0.03337150812149048,0.019107524305582047,0.025163328275084496,0.029039258137345314,0.8300878405570984
tiktok,post,7659668707907489044,"Apabila wujud pembangkang yang kuat, kerajaan akan menjadi lebih telus, lebih bertanggungjawab dan lebih peka terhadap suara rakyat. Itulah komitmen kami jika kami diberi mandat untuk PRN kali ini demi masa depan Johor khususnya Sungai Balang yang lebih baik.

Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659668707907489044,,,positive,2026-07-08 07:15:29.543099+00:00,79,1,2,380,0.9743371069431304,85,positive,0.9144570231437683,malay,Malay/Bumiputera,Unknown,0.0,happy,0.03511496260762215,0.0398738719522953,0.6978210806846619,0.016684962436556816,0.1410994827747345,0.019329959526658058
tiktok,post,7659651713581731093,"Sekitar kemeriahan suasana walkabout di Pasar Awam Parit Jawa. 

Pasar Awam Parit Jawa merupakan antara pasar awam utama di pekan Parit Jawa dan menjadi tumpuan penduduk sekitar untuk mendapatkan hasil laut segar, sayur-sayuran, buah-buahan serta pelbagai barangan keperluan harian.

Kedudukannya di pesisir Selat Melaka menjadikan pasar ini cukup terkenal dengan bekalan ikan, udang, ketam, sotong dan pelbagai hasil laut segar yang dibawa terus oleh nelayan tempatan. Inilah antara kekuatan ekonomi yang menjadi kebanggaan masyarakat Parit Jawa.

Semoga setiap pertemuan ini menjadi langkah kecil untuk terus memahami keperluan rakyat dan berusaha memberikan yang terbaik buat Sungai Balang.

Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659651713581731093,,,positive,2026-07-08 07:15:29.818896+00:00,57,0,1,249,0.9993894577026367,60,positive,0.9979648590087891,malay,Malay/Bumiputera,Unknown,0.0,love,0.07667586207389832,0.02730591781437397,0.07990674674510956,0.04439269378781319,0.6179416179656982,0.02999371476471424
tiktok,post,7659634895941078292,"Jika diberi peluang untuk berkhidmat, hasrat saya hanyalah ingin bersama-sama menjaga Sungai Balang agar terus menjadi tempat yang selesa untuk kita semua tinggal, aman untuk membesarkan keluarga, dan sejahtera untuk generasi akan datang.

InsyaAllah, sedikit demi sedikit, kita usahakan bersama.

Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659634895941078292,,,positive,2026-07-08 07:15:30.103205+00:00,56,2,2,300,0.9993916571140289,63,positive,0.9979721903800964,malay,Malay/Bumiputera,Unknown,0.0,happy,0.07675524801015854,0.04293122887611389,0.47042250633239746,0.03042188100516796,0.312272846698761,0.02069813571870327
tiktok,post,7659600714934521108,"Sporting betul jemaah surau Sungai Pulai ni, siap ajak bergambar sama-sama. Terima kasih atas layanan yang cukup mesra.

Kami teruskan perjalanan dengan singgah bersarapan di Warong Tok Ajak, Bukit Mor. Pekena laksa goreng yang padu ditambah pula keramahan pengunjung warung ini membuatkan saya lebih bersemangat hari ini.

Moga setiap pertemuan ini terus mengeratkan ukhuwah dan silaturahim. InsyaAllah.

Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659600714934521108,,,positive,2026-07-08 07:15:30.381078+00:00,83,0,0,525,0.9993980407714843,88,positive,0.9979934692382812,malay,Malay/Bumiputera,Unknown,0.0,happy,0.01877650059759617,0.03240874782204628,0.8135561347007751,0.012875266373157501,0.06201539188623428,0.017918212339282036
tiktok,post,7659618744276225301,"Pagi ini, Saya berkesempatan hadir ke Balai Polis Parit Jawa bagi melihat sendiri perjalanan proses pengundian awal.

Alhamdulillah, suasana berlangsung dengan baik, tertib dan lancar. Terima kasih kepada semua anggota keselamatan dan pengundi awal yang telah menunaikan tanggungjawab dengan penuh amanah.

Jasa dan pengorbanan tuan-tuan dalam menjaga keamanan serta keselamatan masyarakat amat kami hargai. Dalam kesibukan bertugas, tanggungjawab sebagai pengundi tetap dilaksanakan demi masa depan Sungai Balang.

Semoga segala urusan dipermudahkan, dan semoga Sungai Balang terus dipimpin dengan nilai amanah, prihatin dan kebersamaan.

Undilah saya, Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659618744276225301,,,positive,2026-07-08 07:15:30.689889+00:00,48,0,0,416,0.9994017779827118,52,positive,0.9980059266090393,malay,Malay/Bumiputera,Unknown,0.0,love,0.04665686562657356,0.02916792593896389,0.1814357489347458,0.032541219145059586,0.43171417713165283,0.03258189931511879
tiktok,post,7659585721098915092,"Assalamualaikum dan salam sejahtera

Berbaki 4 hari lagi sebelum hari mengundi.

Inilah masa yang berbaki untuk saya menawarkan khidmat, mendengar suara rakyat dan menyantuni seramai mungkin warga Sungai Balang.

InshaAllah, berikut ialah jadual pergerakan saya pada hari ini. Jika berkesempatan, jemput singgah, bertegur sapa dan berkongsi pandangan.

Doakan agar setiap langkah dipermudahkan dan semoga segala usaha ini membawa manfaat buat seluruh warga DUN Sungai Balang.

Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659585721098915092,,,positive,2026-07-08 07:15:30.982935+00:00,31,1,0,448,0.9993938744068145,36,positive,0.9979795813560486,malay,Malay/Bumiputera,Unknown,0.0,love,0.03503112867474556,0.03552733361721039,0.16095127165317535,0.03847844526171684,0.4383017420768738,0.05127626284956932
