Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
news,post,7e82c6852a6e4f8c,"Anwar kicks off second day of Johor campaign with Layang‑Layang breakfast meet‑and‑greet. KLUANG, July 5 &mdash; On entering the second day of the 16th Johor state election campaign series, Pakatan Harapan (PH)...",https://www.malaymail.com/news/malaysia/2026/07/05/anwar-kicks-off-second-day-of-johor-campaign-with-layanglayang-breakfast-meetandgreet/226384,neutral,2026-07-05 02:53:54+00:00,0,0,0,0,0.5,0,0.0,neutral,0.9539399147033691,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.043916720896959305,0.02230968326330185,0.14567400515079498,0.020869120955467224,0.1676766276359558,0.0260696392506361
news,post,8d03c8abeb8f0aae,"Three men killed in 4WD collision at ‘P’ turning on Pan Borneo Sarikei-Sibu stretch. KUCHING, July 5 &mdash; Three men were killed while another suffered minor injuries in a crash involving two four-wheel...",https://www.malaymail.com/news/malaysia/2026/07/05/three-men-killed-in-4wd-collision-at-p-turning-on-pan-borneo-sarikei-sibu-stretch/226382,negative,2026-07-05 02:47:13+00:00,0,0,0,0,0.07581170797348022,0,0.0,negative,0.7472943067550659,english,Mixed/Urban,Unknown,0.0,anger,0.4643014669418335,0.10247670114040375,0.05244089290499687,0.2698369026184082,0.027581216767430305,0.030028222128748894
news,post,db286ef55441ba41,"Anwar steps up Pakatan campaign momentum with eight‑seat tour in northern Johor. JOHOR BAHRU, July 5 &mdash; Pakatan Harapan (PH) chairman Datuk Seri Anwar Ibrahim yesterday intensifies the coalition&r...",https://www.malaymail.com/news/malaysia/2026/07/05/anwar-steps-up-pakatan-campaign-momentum-with-eightseat-tour-in-northern-johor/226380,neutral,2026-07-05 02:33:32+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8023138046264648,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.051540061831474304,0.027337688952684402,0.19748979806900024,0.025952959433197975,0.19397564232349396,0.031055090948939323
news,post,a71a5681c3444b7b,"Anwar says he wants to leave a legacy of fair, clean leadership. JOHOR BAHRU, July 5 &mdash; Prime Minister Datuk Seri Anwar Ibrahim yesterday reaffirmed his commitment to steer Malaysi...",https://www.malaymail.com/news/malaysia/2026/07/05/anwar-says-he-wants-to-leave-a-legacy-of-fair-clean-leadership/226374,neutral,2026-07-05 02:05:36+00:00,0,0,0,0,0.5,0,0.0,neutral,0.6628119349479675,english,Mixed/Urban,Unknown,0.0,happy,0.025152919813990593,0.026768941432237625,0.7632291316986084,0.011424546130001545,0.11295145750045776,0.01821228116750717
news,post,64dcabbd4d88b47c,"Anwar says federal govt saddled with Felda’s nearly RM1b annual debt. JOHOR BAHRU, July 5 &mdash; The federal government is now saddled with Felda&rsquo;s nearly RM1 billion annual debt, as...",https://www.malaymail.com/news/malaysia/2026/07/05/anwar-says-federal-govt-saddled-with-feldas-nearly-rm1b-annual-debt/226371,neutral,2026-07-05 01:57:32+00:00,0,0,0,0,0.5,0,0.0,neutral,0.4984104037284851,english,Mixed/Urban,Unknown,0.0,anger,0.3757820129394531,0.1365194320678711,0.07734315097332001,0.24420399963855743,0.055710483342409134,0.021061323583126068
news,post,717a1bfdd8359a42,"Flexi Parking’s six-emoji message: Verified missing credits will be restored by today. KUALA LUMPUR, July 5 &mdash; Flexi Parking has assured users of the parking app that their missing credits which have be...",https://www.malaymail.com/news/malaysia/2026/07/05/flexi-parkings-six-emoji-message-verified-missing-credits-will-be-restored-by-today/226368,neutral,2026-07-05 01:40:32+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8970291018486023,english,Mixed/Urban,Unknown,0.0,fear,0.05895461514592171,0.5168943405151367,0.1916358321905136,0.09097608923912048,0.03749476373195648,0.07440444827079773
news,post,ad309635be4e5082,"Anwar urges Johor to prioritise people’s needs over mega projects such as JS‑SEZ and RTS. JOHOR BAHRU, July 5 &mdash; Prime Minister Datuk Seri Anwar Ibrahim called on the Johor state government to address the...",https://www.malaymail.com/news/malaysia/2026/07/05/anwar-urges-johor-to-prioritise-peoples-needs-over-mega-projects-such-as-jssez-and-rts/226363,neutral,2026-07-05 01:11:58+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8804206252098083,english,Mixed/Urban,Unknown,0.0,love,0.06338106840848923,0.030235569924116135,0.18198223412036896,0.037857215851545334,0.5339053869247437,0.025030754506587982
news,post,ade237a5e1ac0664,"Former Umno stalwart Puad makes surprise appearance at Pakatan event, declares support for coalition. JOHOR BAHRU, July 5 &mdash; Former Umno supreme council member Datuk Mohd Puad Zarkashi made a surprise appearance at a...",https://www.malaymail.com/news/malaysia/2026/07/05/former-umno-stalwart-puad-makes-surprise-appearance-at-pakatan-event-declares-support-for-coalition/226361,neutral,2026-07-05 00:54:39+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8012974262237549,english,Mixed/Urban,Unknown,0.0,surprise,0.007078846916556358,0.025469260290265083,0.015361503697931767,0.022506888955831528,0.0209182295948267,0.8675129413604736
news,post,9b93a1ba4d9d78ea,"In Johor, Anwar says politicians shouting ‘Long live Malays’ should walk the talk. JOHOR BAHRU, July 4 &mdash; Prime Minister Datuk Seri Anwar Ibrahim today criticised certain parties that frequently cha...",https://www.malaymail.com/news/malaysia/2026/07/04/in-johor-anwar-says-politicians-shouting-long-live-malays-should-walk-the-talk/226357,neutral,2026-07-04 12:13:33+00:00,0,0,0,0,0.5,0,0.0,neutral,0.7421594262123108,english,Mixed/Urban,Unknown,0.0,love,0.09614375978708267,0.014232953079044819,0.05953040346503258,0.0339411124587059,0.5290705561637878,0.025045674294233322
news,post,0fd1468e0ebda0f4,"Teo Nie Ching calls for harmonious campaigning after Pakatan materials vandalised in several Johor seats. KULAI, July 4 &mdash; Johor DAP chairman Teo Nie Ching has urged all parties to campaign in a harmonious manner after in...",https://www.malaymail.com/news/malaysia/2026/07/04/teo-nie-ching-calls-for-harmonious-campaigning-after-pakatan-materials-vandalised-in-several-johor-seats/226354,neutral,2026-07-04 11:53:56+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8975798487663269,english,Mixed/Urban,Unknown,0.0,happy,0.055329978466033936,0.03375907987356186,0.5177849531173706,0.0154063506051898,0.2955462634563446,0.01838085986673832
news,post,b9c846d3655a6973,"Anwar questions ‘impatient’ dissolution of Johor assembly ahead of July 11 polls. KULAI, July 4 &mdash; Prime Minister Datuk Seri Anwar Ibrahim took a veld swipe at caretake Johor Menteri Besar Datuk On...",https://www.malaymail.com/news/malaysia/2026/07/04/anwar-questions-impatient-dissolution-of-johor-assembly-ahead-of-july-11-polls/226350,neutral,2026-07-04 10:56:06+00:00,0,0,0,0,0.5,0,0.0,neutral,0.7989192605018616,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.09148339927196503,0.0461406484246254,0.1399342268705368,0.02623800002038479,0.08673225343227386,0.03474735468626022
news,post,feef0a6390175604,"Economy Ministry: JS-SEZ master plan launch aligned with Malaysia-Singapore Leaders’ Retreat. KUALA LUMPUR, July 4 &mdash; The launch of the Johor-Singapore Special Economic Zone (JS-SEZ) Master Plan needs to be st...",https://www.malaymail.com/news/malaysia/2026/07/04/economy-ministry-js-sez-master-plan-launch-aligned-with-malaysia-singapore-leaders-retreat/226348,neutral,2026-07-04 10:47:35+00:00,0,0,0,0,0.5,0,0.0,neutral,0.9226382970809937,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.06452808529138565,0.03135565668344498,0.16314631700515747,0.034872930496931076,0.2859256863594055,0.034100066870450974
news,post,cc6537c24dc2962b,"Anwar defends Pakatan’s Johor push: ‘This is about helping the people’. KULAI, July 4 &mdash; Prime Minister Datuk Seri Anwar Ibrahim emphasised that the visit by Pakatan Harapan&rsquo;s (PH)...",https://www.malaymail.com/news/malaysia/2026/07/04/anwar-defends-pakatans-johor-push-this-is-about-helping-the-people/226342,neutral,2026-07-04 09:45:20+00:00,0,0,0,0,0.5,0,0.0,neutral,0.6472317576408386,english,Mixed/Urban,Unknown,0.0,love,0.05094796419143677,0.020761815831065178,0.1775350570678711,0.027042193338274956,0.545647919178009,0.024543924257159233
news,post,79722883eb8ba41c,"Two rallies in Kota Kinabalu split over corruption claims and support for CM Hajiji. &nbsp;&nbsp;KOTA KINABALU, July 4 &mdash; Two separate marches took place in the state capital today, with one led by st...",https://www.malaymail.com/news/malaysia/2026/07/04/two-rallies-in-kota-kinabalu-split-over-corruption-claims-and-support-for-cm-hajiji/226341,neutral,2026-07-04 09:32:02+00:00,0,0,0,0,0.5,0,0.0,neutral,0.6017156839370728,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.08781111985445023,0.020076781511306763,0.07694985717535019,0.025435922667384148,0.15201283991336823,0.02343187853693962
news,post,6aa1d21b63ed9195,"Ruslin Jusoh: Synthetic drug abuse hits 83 pct, AADK monitoring fentanyl. LABUAN (July 5): Synthetic drugs account for 83 per cent of drug abuse cases recorded in the country, prompting the National Anti-Drugs Agency (AADK) to closely monitor the emerging trend involving fentanyl, its director-general Datuk Ruslin Jusoh said. He said methamphetamine remained the most commonly abused synthetic drug, while the remaining 17 per cent of [...]
The post Ruslin Jusoh: Synthetic drug abuse hits 83 pct, AADK monitoring fentanyl appeared first on Borneo Post Online.",https://www.theborneopost.com/2026/07/05/ruslin-jusoh-synthetic-drug-abuse-hits-83-pct-aadk-monitoring-fentanyl/,neutral,2026-07-05 09:36:04+00:00,0,0,0,0,0.5,0,0.0,neutral,0.6758003234863281,english,Mixed/Urban,Unknown,0.0,sadness,0.2350907325744629,0.03088918700814247,0.0609881654381752,0.2984091341495514,0.18100577592849731,0.033888403326272964
news,post,94f82d43e346a0c4,"Nearly 200,000 pickup, jeep owners receive additional diesel quota under Budi Diesel. KOTA KINABALU (July 5): Nearly 200,000 owners of diesel-powered pickup trucks and jeeps have been approved for an additional 100 litres of subsidised diesel under the Budi Madani Diesel (Budi Diesel) programme, bringing their total entitlement to 300 litres per month starting July 2026. Finance Minister II Datuk Seri Amir Hamzah Azizan said the expansion [...]
The post Nearly 200,000 pickup, jeep owners receive additional diesel quota under Budi Diesel appeared first on Borneo Post Online.",https://www.theborneopost.com/2026/07/05/nearly-200000-pickup-jeep-owners-receive-additional-diesel-quota-under-budi-diesel/,neutral,2026-07-05 09:15:58+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8409079313278198,english,Mixed/Urban,Unknown,0.0,happy,0.02673589438199997,0.04739347845315933,0.46400997042655945,0.02856178767979145,0.2017163634300232,0.05268169939517975
