Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,_source_batch,_source_file,engagement_score,crawl_source_file,crawl_batch
tiktok,post,7.652299176239304e+18,"Konvoi Desa JOJ singgah ke rumah Encik Taufiq dan Puan Ain yang merupakan penerima rumah bina baharu di bawah bantuan Majlis Agama Islam Negeri Johor (MAIJ).

Alhamdulillah, kini mereka sekeluarga dapat kediaman yang lebih selesa. Terima kasih MAINJ. 

INSPIRASI KITA #NAJIBSAMURI

#MajuJohor
#N21ParitYaani",https://www.tiktok.com/@najibsamuri/video/7652299176239303954,,,positive,2026-06-21 04:39:51.216471+00:00,281,41,8,4251,0.9993503153324126,372,,,positive,0.9978343844413756,malay,Malay/Bumiputera,happy,0.1330637782812118,0.0552167892456054,0.4715540111064911,0.0384892262518405,0.207014724612236,0.0289332866668701,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.652642271103438e+18,"Pelepasan benih ikan di Sungai Simpang Kanan bagi memulihara ekosistem sungai dan menambah populasi ikan tempatan.

INSPIRASI KITA #NAJIBSAMURI

#MajuJohor
#N21ParitYaani",https://www.tiktok.com/@najibsamuri/video/7652642271103438088,,,positive,2026-06-21 04:39:50.873324+00:00,201,39,12,4302,0.9358915120363236,295,,,positive,0.7863050401210785,multilingual,Unknown,no_clear_emotion,0.0974157899618148,0.0469734370708465,0.109337069094181,0.0591513067483902,0.3054287433624267,0.0459146164357662,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.65345079181001e+18,"Sekitar pertandingan sepak takraw Sukan Bangsa Johor peringkat DUN Parit Yaani tempoh hari. Mujur salah bawa kasut, kalau tak boleh saya tunjuk aksi gulung 😅 

INSPIRASI KITA #NAJIBSAMURI

#MajuJohor
#N21ParitYaani",https://www.tiktok.com/@najibsamuri/video/7653450791810010375,,,negative,2026-06-21 04:39:50.509160+00:00,125,44,1,2595,0.1666833356022834,195,,,negative,0.4443888813257217,multilingual,Unknown,fear,0.1038088724017143,0.598029375076294,0.0235735308378934,0.051205288618803,0.022854059934616,0.0973740145564079,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.651051276645518e+18,"Selesai sesi di kedai kopi,saya mengikut YAB MB Johor ke Kuartes Polis Daerah Kluang di Padang Tembak bagi melihat sendiri kerosakan infrastruktur di dalam kawasan tersebut.Ahlamdulillah,semoga segalanya berjalan dengan lancar.

#DaulatTuanku #n29mahkota #majujohor #pemudaprorakyat #mahkotakita",https://www.tiktok.com/@imhussien/video/7651051276645518599,,,neutral,2026-06-21 04:39:50.181350+00:00,788,50,12,15500,0.5,1005,,,neutral,0.991919755935669,malay,Malay/Bumiputera,no_clear_emotion,0.0613152123987674,0.026937885209918,0.0355907380580902,0.0611235983669757,0.0932157337665557,0.0877879559993743,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.651411310206373e+18,"Semarak Subuh Mahkota Kita 🟦🟥 | 📍Surau Al-Istiqamah,Kampung Tengah Dalam 

#mahkotakita #MajuJohor #pemudaprorakyat #SemarakSubuh #bangsajohor",https://www.tiktok.com/@imhussien/video/7651411310206373127,,,neutral,2026-06-21 04:39:49.459019+00:00,67,25,5,816,0.5,105,,,neutral,0.9104986786842346,english,Mixed/Urban,love,0.082673043012619,0.0271541494876146,0.0712900608777999,0.0431530810892581,0.5492397546768188,0.0273096989840269,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.651911445206027e+18,"Tempoh hari saya ke Pasar Borong Peladang bagi melihat dan menyantuni para peniaga di Pasar Pagi Pasar Borong Peladang.Kali pertama diwujudkan selepas selesai proses renovasi pasar borong ini.Saya mengingatkan agar promosi secara digital itu sangat penting kepada para peniaga pada masa kini.Saya doakan agar semua peniaga terus berjaya dan sukses.

#MahkotaKita #MajuJohor
#N29Mahkota #PemudaCaraKita #BangsaJohor",https://www.tiktok.com/@imhussien/video/7651911445206027527,,,positive,2026-06-21 04:39:49.124695+00:00,96,26,5,1672,0.9994006693363188,143,,,positive,0.9980022311210632,malay,Malay/Bumiputera,love,0.0362648889422416,0.0310612022876739,0.2410658299922943,0.0348060615360736,0.3271434605121612,0.0648827999830246,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.65150036759069e+18,"Alhamdulillah,hari ini jadual penuh bersama BANGSA JOHOR

Tengahari tadi ,saya ke Dewan Pahlawanku  bagi memenuhi jemputan  walimatulurus anakanda kepada abang Jasni Kampung Palembang Lama.Saya doakan agar masjid yang baru dibina ini kekal hingga ke jannah.

 
#n29mahkota #majujohor #MahkotaKita #BangsaJohor #BarisanNasional",https://www.tiktok.com/@imhussien/video/7651500367590690066,,,positive,2026-06-21 04:39:48.793809+00:00,210,58,4,5233,0.9993602395057676,324,,,positive,0.997867465019226,malay,Malay/Bumiputera,love,0.0517135486006736,0.0582651533186435,0.120837390422821,0.0561993829905986,0.5188329815864563,0.049229945987463,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.652328810737667e+18,"Selesai di Padang Tembak,saya terus ke Jalan Ismail untuk menghadiri Sambutan Hari Wesak.Sambutan yang biasa diadakan setiap tahun di Kluang ini.
Kita boleh belajar serta mengetahui budaya serta adat-adat agama lain di dalam Malaysia ini.

 
#n29mahkota #majujohor #MahkotaKita #BangsaJohor #BarisanNasional",https://www.tiktok.com/@imhussien/video/7652328810737667346,,,positive,2026-06-21 04:39:48.433483+00:00,20,27,0,375,0.850261104106903,50,,,positive,0.5008703470230103,malay,Malay/Bumiputera,love,0.0418677553534507,0.0192727297544479,0.048671469092369,0.0387541204690933,0.5910512804985046,0.0328963436186313,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.652529456828927e+18,"Pada belah malam,saya ke Surau Kampung Haji Manan untuk solat isyak berjemaah.Alhamdulillah,dapat borak dengan para jemaah.

#DaulatTuanku #n29mahkota #majujohor #pemudaprorakyat #mahkotakita",https://www.tiktok.com/@imhussien/video/7652529456828927250,,,positive,2026-06-21 04:39:48.101710+00:00,97,34,4,1528,0.9990534663200378,150,,,positive,0.9968448877334596,malay,Malay/Bumiputera,no_clear_emotion,0.0420900173485279,0.0322402082383632,0.1255250126123428,0.0342767424881458,0.3239145576953888,0.0464022047817707,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.652640375974186e+18,"Pagi ini,saya bersama Sdr. Warren Yap Ahli Majlis Zon Yap Tau Sah dan Puan Mona Ahli Majlis Zon Bandar ke Pusat Aktiviti Warga Emas (PAWE) Parlimen Kluang untuk menyantuni mereka semua yang berada di situ sambil memberikan kuih chang kepada semua warga PAWE yang hadir.

Selepas itu,saya terus ke Rumah Orang Tua Jalan Haji Manan untuk menyantuni serta memberi kuih chang kepada ‘Uncle-uncle’ di sana.Semoga terus ceria dan kekal sihat.

#n29mahkota #majujohor #MahkotaKita #BangsaJohor #BarisanNasional",https://www.tiktok.com/@imhussien/video/7652640375974186247,,,positive,2026-06-21 04:39:47.763050+00:00,363,63,18,7322,0.9993952512741088,517,,,positive,0.9979841709136964,malay,Malay/Bumiputera,happy,0.0540690682828426,0.0383456014096736,0.5004427433013916,0.0288812760263681,0.2087629735469818,0.0246135983616113,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.652686077240643e+18,"Orang-Orang Mahkota 🟦🟥
Semua dah ready ke??

#JOJDunMahkota #MahkotaKita #MajuJohor #PemudaProRakyat #bangsajohor",https://www.tiktok.com/@imhussien/video/7652686077240642823,,,neutral,2026-06-21 04:39:47.174768+00:00,201,40,7,3130,0.5,279,,,neutral,0.8774222135543823,english,Mixed/Urban,happy,0.0398082062602043,0.2178781032562255,0.5172918438911438,0.0246121566742658,0.1080610826611518,0.0339427478611469,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.652919360562023e+18,"Warga Mahkota dijemput hadir beramai-ramai esok ke Pertunjukan dan Pameran Angkatan Tentera Malaysia sempena Jelajah Orang Johor DUN Mahkota 2026.🟦🟥 

📅 Sabtu, 20 Jun 2026
⏰ 2.30 Petang
📍 Jalan Persiaran Dato’ Haji Ismail Hassan, Kluang

Saksikan pameran aset ketenteraan, demonstrasi pertahanan dan pelbagai aktiviti menarik untuk seisi keluarga.

Jumpa anda di sana!

#JOJMahkota #MajuJohor #MahkotaKita #JOJ2026 #DUNMahkota",https://www.tiktok.com/@imhussien/video/7652919360562023687,,,neutral,2026-06-21 04:39:46.577404+00:00,549,241,7,15400,0.5,951,,,neutral,0.987554371356964,malay,Malay/Bumiputera,no_clear_emotion,0.0386768952012062,0.0197831224650144,0.0691582411527633,0.0245953053236007,0.1863640546798706,0.0405142158269882,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.653013272211312e+18,"Assalamualaikum WBT dan salam sejahtera.
Warga Mahkota yang dikasihi,
Jom bersama-sama memeriahkan Malam Mahkota Berselawat 2026 dalam suasana penuh keberkatan dan kecintaan kepada Rasulullah SAW.
Mari kita luangkan masa bersama keluarga dan sahabat untuk berselawat, mendengar qasidah, nasyid serta pengisian forum yang bermanfaat.

📅 Jumaat, 19 Jun 2026
⏰ 8.30 malam
📍 Jalan Persiaran Dato' Haji Ismail Hassan
Ayuh hadir beramai-ramai. Semoga majlis ini menjadi medan untuk mengeratkan ukhuwah dan meraih rahmat Allah SWT.

Mahkota Kita, Maju Johor

#JOJMahkota #MahkotaKita #MajuJohor #MalamMahkotaBerselawat2026 #BangsaJohor",https://www.tiktok.com/@imhussien/video/7653013272211311879,,,positive,2026-06-21 04:39:45.924710+00:00,40,2,1,891,0.9993513882160184,51,,,positive,0.9978379607200624,malay,Malay/Bumiputera,love,0.0575005374848842,0.0331809632480144,0.0560234561562538,0.0529321245849132,0.7413947582244873,0.0250630490481853,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.651133947958562e+18,"Terima kasih kepada semua pengunjung, peserta, sukarelawan, agensi serta rakan-rakan strategik yang hadir memeriahkan program ini di XPARK Bandar Seri Impian.

Sepanjang karnival berlangsung, pelbagai aktiviti kesihatan, pemeriksaan, pameran, kaunseling dan aktiviti keluarga telah dijalankan bagi meningkatkan kesedaran tentang pentingnya menjaga kesihatan dan mengamalkan gaya hidup sihat.

Semoga program seperti ini dapat terus memberi manfaat kepada masyarakat dan menggalakkan lebih ramai mengutamakan kesihatan diri serta keluarga.

📸 Kalau anda hadir hari ini, kongsikan pengalaman atau gambar anda di ruangan komen! 👇

#KarnivalKesihatanKeluarga #Mengkibol #Kluang #XPARK #foryoupage",https://www.tiktok.com/@chewchongsin/video/7651133947958562069,,,positive,2026-06-21 04:39:45.334212+00:00,18,1,2,272,0.9994026005268096,23,,,positive,0.998008668422699,malay,Malay/Bumiputera,happy,0.0513294525444507,0.0446457490324974,0.4720593988895416,0.0258142165839672,0.1102094575762748,0.0514056757092475,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.651440566621703e+18,"❤️ Komuniti Sihat, Keluarga Sejahtera

Semalam, XPARK Bandar Seri Impian menjadi lokasi pertemuan masyarakat pelbagai lapisan umur yang hadir memeriahkan Karnival Hari Kesihatan Keluarga Mengkibol 2026.

Pelbagai aktiviti telah dijalankan sepanjang program, termasuk pemeriksaan kesihatan, pameran dan kaunseling kesihatan, aktiviti keluarga serta senaman yang bertujuan meningkatkan kesedaran tentang kepentingan penjagaan kesihatan dan amalan gaya hidup sihat.

Program seperti ini bukan sahaja memberi manfaat dari segi kesihatan, malah mengeratkan hubungan dalam komuniti melalui penglibatan keluarga dan masyarakat setempat.

Semoga usaha memupuk budaya hidup sihat dapat diteruskan dan menjadi sebahagian daripada amalan harian kita demi kesejahteraan diri, keluarga dan masyarakat.

📸 Ada yang hadir semalam? Kongsikan pengalaman anda di ruangan komen 👇

#KarnivalKesihatanKeluarga
#foryoupage 
#Mengkibol
#Kluang
#XPARK",https://www.tiktok.com/@chewchongsin/video/7651440566621703444,,,positive,2026-06-21 04:39:44.528828+00:00,14,6,2,444,0.9994059801101683,26,,,positive,0.9980199337005616,malay,Malay/Bumiputera,happy,0.0435312651097774,0.0460965000092983,0.6229122877120972,0.0235439464449882,0.1102775484323501,0.0321531482040882,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.651845636496674e+18,"Ahad yang penuh dengan senyuman, gelak tawa dan semangat komuniti. ❤️

Seronok dapat bersama-sama penduduk Taman Kluang Indah untuk bersenam, beriadah dan mengeratkan hubungan sesama jiran.

Bila komuniti bersatu, suasana jadi lebih meriah dan bermakna. Terima kasih kepada semua yang hadir memeriahkan program ini! 🏡✨

#TamanKluangIndah #Kluang #Komuniti #fypシ #WeekendVibes",https://www.tiktok.com/@chewchongsin/video/7651845636496674068,,,positive,2026-06-21 04:39:43.942008+00:00,19,14,4,416,0.9993748486042022,41,,,positive,0.9979161620140076,malay,Malay/Bumiputera,happy,0.0210602357983589,0.03009033203125,0.797876238822937,0.0131745338439941,0.092817410826683,0.01893643848598,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.652180161122635e+18,"🌿 Pagi penuh semangat di kaki Gunung Lambak

Semalam, saya berpeluang meluangkan masa bersama kumpulan senaman regangan di kaki Gunung Lambak yang terdiri daripada pelbagai lapisan umur. Melihat anak muda hinggalah warga emas bersenam bersama membuktikan bahawa menjaga kesihatan adalah tanggungjawab dan amalan yang boleh dikongsi oleh semua.

Terima kasih kepada jurulatih yang sentiasa komited menganjurkan sesi senaman di kawasan yang nyaman dengan udara segar ini. Usaha dan pengorbanan beliau dalam menggalakkan masyarakat mengamalkan gaya hidup aktif merupakan satu sumbangan yang amat bermakna ke arah membina komuniti dan bandar yang lebih sihat.

Aktiviti seperti ini bukan sahaja membantu meningkatkan kecergasan fizikal, malah mengeratkan hubungan sesama masyarakat dalam suasana yang santai, ceria dan penuh semangat.

Semoga lebih ramai warga Kluang terus meluangkan masa untuk beriadah dan mengamalkan gaya hidup sihat demi kesejahteraan diri, keluarga dan komuniti. 💚

📍 Siapa yang selalu bersenam, berjoging atau mendaki di Gunung Lambak? 👀

#GunungLambak
#Kluang
#GayaHidupSihat
#KomunitiSihat
#fypシ",https://www.tiktok.com/@chewchongsin/video/7652180161122635029,,,positive,2026-06-21 04:39:43.092730+00:00,14,13,2,600,0.9994103610515594,35,,,positive,0.9980345368385316,malay,Malay/Bumiputera,happy,0.0450360924005508,0.033914428204298,0.7194331884384155,0.0156630091369152,0.1205396726727485,0.0164396576583385,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
tiktok,post,7.652557057320668e+18,"Malam ini hari yang dinantikan!

Risalah jemputan telah diedarkan di sekitar Mengkibol untuk memaklumkan orang ramai tentang Majlis Pengumuman Calon DAP Mengkibol.

📅 18 Jun 2026 (Khamis)
🕖 7.00 malam
📍 Lorong Ungku Hassan, Jalan Ismail, Kluang

Jom hadir beramai-ramai dan bersama-sama mengikuti pengumuman calon DAP bagi DUN Mengkibol.

Jumpa anda malam ini! 👋 
#Kluang #foryoupage #fypシ",https://www.tiktok.com/@chewchongsin/video/7652557057320668437,,,positive,2026-06-21 04:39:42.155623+00:00,11,6,0,482,0.9325505211949348,21,,,positive,0.7751684039831161,multilingual,Unknown,no_clear_emotion,0.0162358339875936,0.0302887205034494,0.0392895862460136,0.0145691381767392,0.0544790402054786,0.083852395415306,Batch 4 — IG/TikTok/X,Combined_instagram_tiktok_x_20260621_125425.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
