Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,video_url,media_type,engagement_score,author,author_followers,derived_error,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7595906995035671828,"Cikgu garang tau 🙂‍↕️

#fyp #trending #foryou #viralvideo #guru",,,neutral,2026-07-08 11:25:01.628099+00:00,30500,5167,366,649700,0.5,42530,https://www.tiktok.com/@_cikguhaiqal/video/7595906995035671828,https://www.tiktok.com/@_cikguhaiqal/video/7595906995035671828,video,42581.7,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",neutral,0.8040347099304199,english,Mixed/Urban,Unknown,0.0,love,0.022416196763515472,0.007525480352342129,0.04948047921061516,0.015494497492909431,0.7425144910812378,0.017337903380393982
tiktok,post,7638131531847945490,"NAH GINI DONG ,UNJUK BAKAT TUH PAKE BUSANA #jokes#jomok",,,negative,2026-07-08 11:25:04.247551+00:00,15100,9453,456,423500,0.08602929711341858,29244,https://www.tiktok.com/@yunaru_dua/video/7638131531847945490,https://www.tiktok.com/@yunaru_dua/video/7638131531847945490,video,35797.5,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",negative,0.7132356762886047,multilingual,Unknown,Unknown,0.0,no_clear_emotion,0.1261637657880783,0.05356238782405853,0.07157652825117111,0.04218851774930954,0.25539156794548035,0.054878994822502136
tiktok,post,7607021076903644423,malamun poang#fyppppppppppppppppppppppp #fyp #fypシ,,,negative,2026-07-08 11:25:02.591460+00:00,11100,3971,111,779200,0.12999486029148102,22974,https://www.tiktok.com/@sawitbalap_39/video/7607021076903644423,https://www.tiktok.com/@sawitbalap_39/video/7607021076903644423,video,20154.2,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",negative,0.5666837990283966,multilingual,Unknown,Unknown,0.0,love,0.0886135995388031,0.030261775478720665,0.04666198417544365,0.026625944301486015,0.6702698469161987,0.016828343272209167
tiktok,post,7647820141505301780,"হুদাই 😅
*
*
*
*
*
★
Formula Outfit Cowok Berwibawa Anti Bad Day*
*1. Smart Casual CEO Mode*
Buat kuliah, kerja, atau nongkrong tapi tetep disegani
- *Atasan*: Kemeja oxford polos warna navy, hitam, atau putih. Gulung lengan dikit.
- *Bawahan*: Celana chino/ankle pants warna khaki, charcoal, atau hitam. No sobek-sobek.
- *Sepatu*: Loafers, chelsea boots, atau sneakers putih bersih.
- *Extra*: Jam tangan kulit/steel + kacamata hitam.
*Vibes*: Tenang tapi dominan. Bad day langsung minggir.
*2. Monokrom Minimalist*
Paling gampang tapi efeknya kuat
- *Atasan*: Kaos crew neck/henley hitam fit di badan, jangan kebesaran
- *Bawahan*: Celana bahan hitam atau jeans black wash slim fit
- *Outer*: Overshirt atau chore jacket warna senada
- *Sepatu*: Boots atau sneakers full black
*Vibes*: Misterius, fokus, nggak banyak drama.
*3. Old Money Clean Look*
Keliatan mahal tanpa logo gede
- *Atasan*: Polo shirt rapi atau kemeja linen warna earth tone: olive, cream, mocca
- *Bawahan*: Celana bahan straight cut warna beige/off-white
- *Sepatu*: White sneakers premium atau penny loafers
- *Extra*: Ikat pinggang kulit, rambut klimis rapi
*Vibes*: Dewasa, berkelas, bad day jadi nggak berani ganggu.
### *Kunci Berwibawa Biar Bad Day Kalah:*
1. *Fit is king*: Baju yang pas di badan > baju mahal kebesaran
2. *Warna gelap & netral*: Hitam, navy, abu, olive = auto tegas
3. *Rapi dari ujung rambut*: Rambut, kuku, sepatu bersih. Berantakan = wibawa drop
4. *Jangan kebanyakan aksesoris*: 1 jam tangan cukup
### *Hashtag #BadDay Edition*
Kalau mau post OOTD pas lagi bad day tapi tetep berwibawa:
`#BerwibawaDuluBadDayKemudian #OutfitTegas #CleanLook #MenInBlack `",,,negative,2026-07-08 11:25:24.204067+00:00,7935,1759,118,134500,0.0004856228828430398,11157,https://www.tiktok.com/@fahim...k05/video/7647820141505301780,https://www.tiktok.com/@fahim...k05/video/7647820141505301780,video,11941.5,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",negative,0.9983812570571899,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.223677858710289,0.09612411260604858,0.08135677874088287,0.027517013251781464,0.12668322026729584,0.10872551053762436
tiktok,post,7615486691566013704,"Membongkar Tips Jawap Exam UKCG! 

#beritaviral #cherita #beritatiktok #ukcg 
#tipsukcg",,,neutral,2026-07-08 11:25:12.891711+00:00,5588,3018,35,86400,0.5,9505,https://www.tiktok.com/@cherita8326/video/7615486691566013704,https://www.tiktok.com/@cherita8326/video/7615486691566013704,video,11815.4,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",neutral,0.8947566151618958,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.05422573536634445,0.03707856312394142,0.0604560412466526,0.03632773458957672,0.12367759644985199,0.039659760892391205
tiktok,post,7554037221683154187,Guruku tersayang (Super slow) #slowedsongs #superslowed #trending #aestheticsounds #relax,,,neutral,2026-07-08 11:25:13.194980+00:00,7274,1263,307,226600,0.5,11110,https://www.tiktok.com/@rf_0253/video/7554037221683154187,https://www.tiktok.com/@rf_0253/video/7554037221683154187,video,10947.6,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",neutral,0.7944940328598022,english,Mixed/Urban,Unknown,0.0,love,0.09116626530885696,0.07660546898841858,0.040200769901275635,0.15292862057685852,0.5276789665222168,0.058269280940294266
tiktok,post,7639631867729169672,"Kita liat aja dari Video” Youtubenya siapa yang kemungkinan selingkuh😭 jadi jangan asal Judge orang, tau dulu sifat dan Karakter orangnya guyss🥹 sedih banget jadi Vilmei",,,neutral,2026-07-08 11:25:21.561724+00:00,6866,157,41,623900,0.5,13303,https://www.tiktok.com/@tiktokers.clip/video/7639631867729169672,https://www.tiktok.com/@tiktokers.clip/video/7639631867729169672,video,7926.9,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",neutral,0.4972710907459259,english,Mixed/Urban,Unknown,0.0,sadness,0.020527075976133347,0.028756240382790565,0.007314885035157204,0.9061983823776245,0.014855891466140747,0.013017889112234116
tiktok,post,7622733837977652500,Dilarang cinlok cinlok PAMALI ALLAH MARAH😭🥴🙏🏻,,,positive,2026-07-08 11:25:22.233408+00:00,4591,1020,233,368500,0.8936312079429626,9529,https://www.tiktok.com/@putrimelisaglow/video/7622733837977652500,https://www.tiktok.com/@putrimelisaglow/video/7622733837977652500,video,7698.5,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",positive,0.6454373598098755,english,Mixed/Urban,Unknown,0.0,love,0.10768091678619385,0.023522183299064636,0.03454126790165901,0.03720570728182793,0.6078176498413086,0.023575622588396072
tiktok,post,7620492766891511060,| MARVEN & ZEYLYA | sebenernya gua juga gatau gua nulis apa. #Alternativeuniverse #xybca #fyppppppppppppppppppppppp #lewatberanda,,,negative,2026-07-08 11:25:22.555922+00:00,6975,229,56,85100,0.03517815023660659,8111,https://www.tiktok.com/@mlaaacc/video/7620492766891511060,https://www.tiktok.com/@mlaaacc/video/7620492766891511060,video,7686.1,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",negative,0.8827394992113113,multilingual,Unknown,Unknown,0.0,love,0.05881443992257118,0.14999714493751526,0.1340167224407196,0.0346108116209507,0.44449079036712646,0.07542544603347778
tiktok,post,7651075564173937940,Aksi demo mahasiswa dapat kritik pedas. 14/06 #mahasiswa #Aksi #unjukrasa #demonstrasi #kampus,,,neutral,2026-07-08 11:25:21.234921+00:00,3729,468,945,87100,0.5,6013,https://www.tiktok.com/@teamcybersecret1/video/7651075564173937940,https://www.tiktok.com/@teamcybersecret1/video/7651075564173937940,video,7587.1,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",neutral,0.9030161499977112,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.013111508451402187,0.012496045790612698,0.07021842151880264,0.011106346733868122,0.11440899223089218,0.04062749817967415
tiktok,post,7597261317916855573,#foryoupage❤️❤️ #foryoupage #malang,,,positive,2026-07-08 11:25:08.772637+00:00,4142,466,159,728400,0.9749198973178863,12051,https://www.tiktok.com/@bundaenadiabundae/video/7597261317916855573,https://www.tiktok.com/@bundaenadiabundae/video/7597261317916855573,video,6279.4,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",positive,0.9163996577262878,english,Mixed/Urban,Unknown,0.0,love,0.06793779879808426,0.038840752094984055,0.04402647539973259,0.04777425527572632,0.7326575517654419,0.022911515086889267
tiktok,post,7574337810077895957,"Prompt Gemini 👇🏻 
edit foto Seorang wanita (merujuk pada fitur wajah, telinga, hidung, X mulut, individu dari Gambar 1, 100% fotorealistik) diambil menggunakan kamera belakang, bidikan jarak dekat wajah, setengah badan. Menggunakan lensa RF 85mm full-frame, aperture f/1.4, resolusi tertinggi 8K, memberikan ketajaman realistis tingkat profesional. Wajah menggunakan blitz/flash yang kuat seperti kamera digital tahun 2000-an, cahaya menyebar (halasi/diffusion), menekankan ekspresi wajah yang tenang dan suasana segar seperti foto snapshot awal tahun 2000-an. Waktu malam hari, cahaya flash menyiram wajah, dan kulit menghasilkan pantulan (refleksi) cahaya lembut/halus. Banyak grain (bintik). Cahaya lampu mengenai kulit membuat kulit cerah, putih, berkilau, halus. Subjek Utama wanita: Seorang wanita dengan pake hijab pasmina warna abu abu muda .
Ekspresi: tersenyum anggun dan (dari sudut pandang fotografer).
Memiliki wajah yang terlihat netral atau sedang melamun.
Pakaian: Mengenakan kaos lengan panjang berwarna abu abu . Terdapat kancing di bagian depan dan simbol berbentuk love' di dada. Mengenakan celana cubray berwarna hitam.
Mengenakan kalung berliontin huruf A dan gelang (di pergelangan tangan kiri) berhuruf berwarna emas.
Latar Belakang: trotoar dekat rumah atau bangunan dengan Struktur: Di sebelah kiri dan sedikit di belakangnya, terlihat bagian atas tembok berwarna putih panjang dengan pagar berwarna hitam tiang listrik berwarna putih dan Tanaman: terdapat bunga-bunga kecil berwarna kuning yang tampak terang karena pencahayaan yang ada di area atas tembok sampai bawah dan terlihat di atas kepala wanita dan pria sampai belakang bangunan. Terdapat juga pedagang kaki 5 serta beberapa struktur gelap lainnya.
Pencahayaan: Sumber cahaya utama tampaknya berasal dari depan, menerangi subjek dan bunga kuning, sementara area lain di latar belakang tetap gelap pekat. 
#aigemini #googlegeminiai #fy",,,negative,2026-07-08 11:25:03.532507+00:00,3992,357,325,578200,0.0013137638568878063,10456,https://www.tiktok.com/@amelna05/video/7574337810077895957,https://www.tiktok.com/@amelna05/video/7574337810077895957,video,6259.2,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",negative,0.9956207871437073,malay,Malay/Bumiputera,Unknown,0.0,happy,0.032220106571912766,0.035214535892009735,0.57682204246521,0.014110495336353779,0.23183122277259827,0.025449542328715324
tiktok,post,7659654702782582037,"🙌🍒 মানে মোবাইল টিপতে🍒🙌Maksudnya ""outfit cowok berwibawa"" buat ngatasin bad day ya?ভাংছোট হোক keliatan tegas + pede walau lagi_bad মমি বান্ধবীর টা খাবে un warnanya netral. Outfit yang berwibawa = bikin orang auto segan. ### *3 Formula Outfit Cowok Berwibawa Anti Bad Day* *1. Smart Casual CEO Mode* Buat kuliah, kerja, atau nongkrong tapi tetep disegani *Atasan*: Kemeja oxford polos warnaদবি:) navy, hitam, atau putih. Gulung lengan dikit. - *Bawahan*: Celana chino/ankle pants warna khaki, charcoal, atau hitam. No sobek-sobek. - *Sepatu*: Loafers, chelsea boots, atau sneakers putih bersih. *Extra*: Jam tangan kulit/steel + kacamata hitam. *Vibes*: Tenang tapi dominan. Bad day langsung minggir. *2. Monokrom Minimalist* Paling gampang tapi efeknya kuat - *Atasan*: Kaos crew neck/henley hitam fit di badan, jangan kebesaran - *Bawahan*: Celana bahan hitam atau jeans black wash slim fit -*Outer*: Overshirt atau chore jacket warna senada - *Sepatu*: Boots atau sneakers full black *Vibes*: Misterius, fokus, nggak banyak drama. *3. Old Money Clean Look* Keliatan mahal tanpa logo gede - *Atasan*: Polo shirt rapi atau kemeja linen warna earth tone: olive, cream, mocca - *Bawahan*: Celana bahan straight cut warna beige/off-white *Sepatu*: White sneakers premium atau penny loafers - *Extra*: Ikat pinggang kulit, rambut klimis rapi#foryou #100kviews #tiktokofficial #@TikTok @TikTok Bangladesh",,,negative,2026-07-08 11:25:23.900052+00:00,1395,221,1344,32000,0.00048070549964907006,3280,https://www.tiktok.com/@alif.official05/video/7659654702782582037,https://www.tiktok.com/@alif.official05/video/7659654702782582037,video,5901.0,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",negative,0.9983976483345032,malay,Malay/Bumiputera,Unknown,0.0,love,0.11670420318841934,0.07413604855537415,0.2055274099111557,0.0346473827958107,0.3135567903518677,0.03740225359797478
tiktok,comment,7660049241426969364,২ টা তাও অনেক ব্যথা পাই,https://www.tiktok.com/@alif.official05/video/7659654702782582037,7659654702782582037,negative,2026-07-08 07:03:26+00:00,19,0,12,0,0.06842897236347198,43,https://www.tiktok.com/@alif.official05/video/7659654702782582037,,,,your_mithu_26,0.0,,negative,0.7719034254550934,multilingual,Unknown,Unknown,0.25,fear,0.1839320808649063,0.28469863533973694,0.027107257395982742,0.17849865555763245,0.0589941069483757,0.10945367813110352
tiktok,comment,7659879145556149012,x গ্রুপ আমি অ্যাড হবা??,https://www.tiktok.com/@alif.official05/video/7659654702782582037,7659654702782582037,negative,2026-07-07 20:03:31+00:00,19,0,47,0,0.13088838458061217,113,https://www.tiktok.com/@alif.official05/video/7659654702782582037,,,,riya_akter247,0.0,,negative,0.5637053847312927,multilingual,Unknown,Unknown,0.25,surprise,0.02982238121330738,0.07288865745067596,0.016773929819464684,0.06415192037820816,0.176260307431221,0.4236423075199127
tiktok,post,7647360944535899400,"Subhanallah, vedio lama Kepam & syirik berpisah tiada sampai skrg. Namun masih ada yg sokong dia dan menyebelahi dia walau dah byk kes permainkan agama.",,,negative,2026-07-08 11:25:20.597294+00:00,2009,1439,143,221600,0.0005092620849609375,5807,https://www.tiktok.com/@inirue/video/7647360944535899400,https://www.tiktok.com/@inirue/video/7647360944535899400,video,5537.6,,,"omni request failed: HTTP 400 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""status"":400,""title"":""Bad Request"",""detail"":""Function id 'c4ed50ff-b5c3-409d-ab57-b79c33f5bb39': DEGRADED function cannot be invoked""}",negative,0.9983024597167969,malay,Malay/Bumiputera,Unknown,0.0,surprise,0.017304949462413788,0.033012062311172485,0.01232428289949894,0.04940624162554741,0.12620526552200317,0.6634010672569275
