Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,thumbnail_url,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,video_url,media_type
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzE5MTgxNDg3MjU1MjkwMjI=,Alhamdulillah. Maklumkan awal² biar dap/pkr kecut perut awal,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,positive,2026-07-13 00:40:04+00:00,14,0,0,0,0.8796013593673706,14,,,Zulkifli Mat Daud,0.0,positive,0.5986711978912354,english,Malay/Bumiputera,Malay/Bumiputera,0.68,happy,0.0682872012257576,0.20149707794189453,0.38949620723724365,0.023896150290966034,0.23623941838741302,0.036659255623817444,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzE2Njk4NTM4NTQwNjgzMzg=,Cool,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,positive,2026-07-13 02:07:40+00:00,1,0,0,0,0.8853430300951004,1,,,Dato Liu Ren,0.0,positive,0.6178101003170013,multilingual,Malay/Bumiputera,Malay/Bumiputera,0.74,no_clear_emotion,0.1482778638601303,0.11999876797199249,0.13809408247470856,0.09813597798347473,0.1718660444021225,0.11585795134305954,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzI2MjA0MTA3OTUwNjE1NTI=,Remb Xebat Kalau pemimpin PKR sendiri tk mahu syariat Islam dilaksanakan pas tolk lah,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,negative,2026-07-13 02:25:53+00:00,5,0,0,0,0.0004898607730865479,5,,,Mustaffa Asmuni,0.0,negative,0.9983671307563782,malay,Malay/Bumiputera,Unknown,0.25,fear,0.2897378206253052,0.41339802742004395,0.024304552003741264,0.1371784508228302,0.054991211742162704,0.04355788975954056,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzE3MzE5ODcwMjgwMDEyMTg=,Remb Xebat Pas ni blh berkwn dgn semua parti..Pas bkn kejar pangkat n kuasa mcm parti lain ..Tu bezanya Pas dgn parti yg lain ...Pas ada prinsipnya berlandaskan Al Quran dan Sunah... adakah Pas khianat dgn parti yg lain??..klu parti yg bergabung dgnnya tdk menghormati prinsipnya...Pas akan keluar..Pas pun menghormati Ugama dan bangsa lain..Pas pun berharap parti yg lain pun menghormatinya..tiada istilah mempergunakan utk kepetingannya...cuma Pas selalu d pergunakan utk kepetingan org tertentu n politiknya,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,negative,2026-07-13 06:02:16+00:00,7,0,3,0,0.000507688522338845,13,,,Hashim Romlan,0.0,negative,0.9983077049255371,malay,Malay/Bumiputera,Malay/Bumiputera,0.65,love,0.11757472157478333,0.017380647361278534,0.03925183042883873,0.03675437346100807,0.574962317943573,0.025533586740493774,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzE2NDAzODMzNTAzOTQwODI=,Remb Xebat Macam idea barua Dap jee....,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,neutral,2026-07-13 07:05:33+00:00,0,0,0,0,0.5,0,,,Mahzun Ismail,0.0,neutral,0.8646273016929626,english,Malay/Bumiputera,Malay/Bumiputera,0.65,no_clear_emotion,0.13378018140792847,0.05199391022324562,0.07582064718008041,0.07818032801151276,0.2800976037979126,0.029135463759303093,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzEwMzk0MjMyNTU3MzkyMzI=,Remb Xebat ayat sedap kan hati.. Yang sebenarnya pas ikut apa yang nabi Muhammad ajar dalam politik.. Baca sirah nabi baru faham.. Bukan buat andaian sendiri.. Ada bau hancing,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,negative,2026-07-13 07:57:50+00:00,1,0,1,0,0.0005028069019317738,3,,,Zack TheBoss,0.0,negative,0.9983239769935608,malay,Malay/Bumiputera,Malay/Bumiputera,0.65,love,0.12432850152254105,0.043035123497247696,0.09610980749130249,0.04250035434961319,0.585307240486145,0.028996506705880165,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzE2ODY2NjYzNzI1NjAwNzA=,"Hahah duk copy paste ayat sama semua page

Ko rasa semua org bodoh mcm ko kot nk terima halusinasi ko ni?

😆",,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,neutral,2026-07-13 08:05:23+00:00,1,0,0,0,0.5,1,,,Mohd Hanaffi Othman,0.0,neutral,0.7453470230102539,english,Malay/Bumiputera,Malay/Bumiputera,0.72,sadness,0.06657547503709793,0.022534439340233803,0.020949942991137505,0.7343375086784363,0.06580745428800583,0.02951633557677269,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzIwNzU1MzAzNjMwNDMxOTU=,Remb Xebat sapa saja tolak islam akan dihanyutkan ke longkang,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,negative,2026-07-13 08:17:46+00:00,2,0,1,0,0.06293418109416962,4,,,Pramod Ray,0.0,negative,0.7902193963527679,multilingual,Unknown,Unknown,0.25,anger,0.4503219425678253,0.04749258607625961,0.05375754460692406,0.02915048785507679,0.27486464381217957,0.023826437070965767,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2Xzg2ODgxOTEyOTI0MjE2OA==,Remb Xebat itu lah strategi PAS yang sebenar harap ahli politik sentiasa berwaspada dengan taktik strategi PAS yang licik untuk mendapatkan kuasa yang lebih tinggi.,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,negative,2026-07-13 08:25:38+00:00,0,0,1,0,0.0004969954490661732,2,,,Dauddin Omar,0.0,negative,0.9983433485031128,malay,Malay/Bumiputera,Malay/Bumiputera,0.65,love,0.3121761381626129,0.030103646218776703,0.15881332755088806,0.021788043901324272,0.31967535614967346,0.01707501895725727,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzE3MjkyOTY2OTgyNzA5NTU=,Remb Xebat sembang tekak s3ndiri,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,neutral,2026-07-13 08:39:42+00:00,2,0,0,0,0.5,2,,,Azmi Moh,0.0,neutral,0.8068056106567383,english,Malay/Bumiputera,Malay/Bumiputera,0.65,no_clear_emotion,0.09087415784597397,0.03143851086497307,0.08029820770025253,0.037194885313510895,0.14007149636745453,0.031878672540187836,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzEwMjEwODY5MzM4MzMzMzQ=,Hashim Romlan ko sembang ngn walaun boleh,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,negative,2026-07-13 10:47:32+00:00,0,0,0,0,0.1314430296421051,0,,,Ijam Ijam Ijam,0.0,negative,0.5618565678596497,multilingual,Unknown,Unknown,0.25,love,0.08909600973129272,0.02406231500208378,0.051766954362392426,0.02296156994998455,0.6768852472305298,0.01468655001372099,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzIyODY0Njk2NTU1MTQ5NjE=,"Zack Abdillah biar kan bn x buat apa2 kenyataan,yang penting xdak isu babi Dan lawan sultan...ko nak ke",,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,negative,2026-07-13 01:31:58+00:00,6,0,6,0,0.00048651695251467064,18,,,Ayen Abdul Razak,0.0,negative,0.9983782768249512,malay,Malay/Bumiputera,Malay/Bumiputera,0.8,no_clear_emotion,0.055730048567056656,0.013508729636669159,0.021815918385982513,0.02759326808154583,0.32276302576065063,0.08983594924211502,,
