Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,author,author_followers
x,comment,1243459252284321793,"@MuhyiddinYassin First time air mata bergenang pasal politik, terharu, kelu lidah tidak terkata. Semogo istiqomah jaga kebajikan rakyat. Love you!!",,https://x.com/MuhyiddinYassin/status/1243455298007789569,1243455298007789569,neutral,1585298762000,138,8,0,0,0.0,154,cempedakgoreng,0.0
x,comment,1243458645435625473,@MuhyiddinYassin makcik kiah sangat happy...terima kasih TSMY https://t.co/ag8MEDkwkE,,https://x.com/MuhyiddinYassin/status/1243455298007789569,1243455298007789569,neutral,1585298618000,122,12,0,0,0.0,146,anis6681,0.0
x,comment,1243455666062151680,@MuhyiddinYassin Time for him to get @premiumbusiness.,,https://x.com/MuhyiddinYassin/status/1243455298007789569,1243455298007789569,neutral,1585297907000,111,5,0,0,0.0,121,Luqman Kuzain,0.0
x,comment,1243460432058150912,"@MuhyiddinYassin @ShahrilHamdan The take over of the government was also unprecedented in history too, at least in Malaysia lah.",,https://x.com/MuhyiddinYassin/status/1243455298007789569,1243455298007789569,neutral,1585299044000,96,7,0,0,0.0,110,Alawiyah Yussof,0.0
x,comment,1243476837394558976,@MuhyiddinYassin PM ke 8 akan jadi sejarah yg akan di kenang anak bangsa kami. Terima kasih @zunarkartunis boleh lukis kartun the truth,,https://x.com/MuhyiddinYassin/status/1243455298007789569,1243455298007789569,neutral,1585302955000,97,6,1,0,0.0,112,Serimurni,0.0
x,comment,1243456392339443713,"@MuhyiddinYassin Terima Kasih PM, semoga Allah memberikan kesihatan yang baik buat Tan Sri, diberikan kekuatan untuk mentadbir Malaysia dengan adil dan saksama. Semoga Tan Sri dilindungi dari fitnah manusia dan dijauhkan dr rasuah yg merosakkan. amin",,https://x.com/MuhyiddinYassin/status/1243455298007789569,1243455298007789569,neutral,1585298080000,75,7,0,0,0.0,89,Dontcallmyname,0.0
x,comment,1243455761675505665,"@MuhyiddinYassin Take care too good sir, we pray all the best for you and this country.",,https://x.com/MuhyiddinYassin/status/1243455298007789569,1243455298007789569,neutral,1585297930000,77,5,1,0,0.0,90,pali,0.0
x,comment,1243472521422200832,"@MuhyiddinYassin A robber broke into my house, be the boss of my house then take a good care of me, does it mean he is not wrong &amp; I have to appreciate his care? All allocation given is from the tax Rakyat pays! U just carry out your paid duty as a PM. U can resign if can’t take the heat",,https://x.com/MuhyiddinYassin/status/1243455298007789569,1243455298007789569,neutral,1585301926000,58,6,22,0,0.0,136,"Peng Seong, The One",0.0
x,comment,1243457108898545665,@MuhyiddinYassin Tazzabar nak tunggu habis perintah kawalan pergerakan nak pergi makan goreng pisang di warung Makcik Kiah. Thanks MyPM atas suntikan dana PRIHATIN https://t.co/QJb5egWzsK,,https://x.com/MuhyiddinYassin/status/1243455298007789569,1243455298007789569,neutral,1585298251000,56,6,2,0,0.0,74,theinspirasi.my 🇲🇾,0.0
x,comment,1243461348001906689,@MuhyiddinYassin PM yang akak super ring tu dia cakap dengan saya dia nak dikecualikan.. Sebab dia tak undi PM.. So bahagian dia saya amek ehhh,,https://x.com/MuhyiddinYassin/status/1243455298007789569,1243455298007789569,neutral,1585299262000,57,5,4,0,0.0,79,Ȋ̸̛͔̙̈́̍̎̾́ń̷̦̺͉̹̝̓̆̒͠͝͝t̷̲͈̝͉̍̇̐͑͝ă̶͓̑͗̇͋͝n̶̅́̊,0.0
x,comment,1243459449513078784,"@MuhyiddinYassin Perintah Kawalan Pergerakan Diperketatkan (PKPD).

Kata adjektif/kata sifat tidak boleh menerima lebih daripada dua (2) imbuhan.

Di-per-ketat-kan (X)
Di-per-ketat (/)
Di-ketat-kan (/)

#Tatabahasa #BahasaJiwaBangsa #PerbetulkanTatabahasaKita",,https://x.com/MuhyiddinYassin/status/1243455298007789569,1243455298007789569,neutral,1585298809000,49,6,0,0,0.0,61,silas,0.0
x,post,1709738395851948140,"RT @RishiSunak: 1/ In the UK smoking causes 1 in 4 cancer deaths.

So I’m proposing changing the law so children turning 14 or younger this…",https://x.com/Khairykj/status/1709738395851948140,,,neutral,Thu Oct 05 01:12:53 +0000 2023,7944,921,3217,5973011,0.0,71812,,
x,post,1619008135334858753,"Malam ini saya dipecat oleh parti yang saya sayang, yang saya berikan kesetiaan. Unbowed, unbent, unbroken.",https://x.com/Khairykj/status/1619008135334858753,,,neutral,Fri Jan 27 16:23:13 +0000 2023,42055,18771,2869,4446283,0.0,108157,,
x,comment,1619013182588321792,"@Khairykj Anwar pun kena pecat gak dulu. Dia siap kena masuk penjara, pukul, fitnah, diaibkan. Kira syukur lah awak kena buang je.",,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674837797000,2911,310,67,0,0.0,3732,행복,0.0
x,comment,1619009171395059714,@Khairykj Bio pun dah tukar :( https://t.co/YeV0SA4tZ3,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674836840000,1747,279,15,0,0.0,2350,Aliffz.,0.0
x,comment,1619009967494959105,"@Khairykj Tenang bro.

Muhyiddin Yassin, Anwar Ibrahim, heck Tun M (dua kali pulak tu) berjaya menjadi PM hanya selepas dipecat dari UMNO.",,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674837030000,1341,131,6,0,0.0,1621,Khairul Azri,0.0
x,comment,1619010431275925505,@Khairykj Join PKR YB . Ganding dgn Rafizi dan Nurul Izzah . Jgn join Bersatu atau PAS . Parti Sampah rosak nama YB nanti .,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674837141000,1271,86,362,0,0.0,2529,Cik Farah,0.0
x,comment,1619274200392560643,@Khairykj @akusiktauk Welcome to the club,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674900028000,762,100,43,0,0.0,1091,Mukhriz Mahathir,0.0
x,comment,1619078164873097217,"@Khairykj ""Sejarah telah membuktikan sesiapa yg nak reform umno dari dalam akan ditolak keluar. Untuk capai cita2 menjadi PM kena tunggu lagi 20 tahun. History repeats on its own. Jauh lagi perjalanan.""
*part ni je betul.
Yg suruh masuk PKR,big NO! parti toksik, pakar bina naratif fitnah.",,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674853290000,687,82,34,0,0.0,953,Hafezحافظ,0.0
x,comment,1619025792616521728,"@Khairykj Selamat maju jaya Tuan KJ. Setiap yang berlaku, pasti ada hikmah dari-Nya. Teruskan perjuangan anda.
#kj #khairyjamaluddin https://t.co/5DcEIZ9Il7",,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674840803000,369,46,1,0,0.0,464,Paan,0.0
x,comment,1619009318699008000,@Khairykj Stay strong sir.,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674836875000,231,6,3,0,0.0,252,Khairul Hafidz,0.0
x,comment,1619014431207477248,@Khairykj Hahahahahahahahaha,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674838094000,180,5,5,0,0.0,205,Abah,0.0
x,comment,1619042624144560128,@Khairykj Rileks YB. Penaldo pun kena pecat dengan Man U sebab berkata yang benar,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674844816000,314,31,4,0,0.0,388,Shahrul,0.0
x,comment,1619009748669698050,"@Khairykj 3 September 1998, MT UMNO telah memecat DSAI. Fast forward 24 yrs later, DSAI jadi PM ke 10 Malaysia. Tapi, itu DSAI lam bukan KJ...hihi",,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674836978000,249,24,4,0,0.0,309,Märsh_MY,0.0
x,comment,1619011268521910277,@Khairykj Stay strong bos!,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674837340000,81,2,0,0,0.0,85,HermyR,0.0
x,comment,1619008861507309572,"@Khairykj Masuk PH lah boss, inshaallah boleh lagi ada peluang jadi Menteri. 🤓😉",,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674836766000,71,1,5,0,0.0,88,Apyx Foundation,0.0
x,comment,1619014396105330688,@Khairykj Jangan lompat parti KJ. Berehatlah dulu dalam dunia politik seperti mana Tun Dr Mahathir selepas dipecat oleh Tunku Abdul Rahman &amp; dipanggil semula oleh Tun Abdul Razak. Buat masa ni kita layan perbicaraan mahkamah ahli politik &amp; drama kabinet² menteri sekarang ni.,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674838086000,207,13,2,0,0.0,239,Mohd Faiz,0.0
x,comment,1619009190139400194,@Khairykj Look ahead and take this as a brand new start in your political career. Everybody wishes for a restart button in their life. Consider this as one for you. Best wishes!,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674836845000,216,7,0,0,0.0,230,Walk3r7,0.0
x,comment,1619074640592375809,@Khairykj Elok la tu....selamat tinggal,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674852449000,25,0,0,0,0.0,25,MYNEWSHUB,0.0
x,comment,1619015251265191936,@Khairykj Hurmmm... sayang seribu kali sayang.,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674838290000,17,1,0,0,0.0,19,OH! MEDIA,0.0
x,comment,1619011474885844993,@Khairykj Stay strong. All the best in yr future.,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674837390000,5,0,0,0,0.0,5,Muhammad HafizRayyan,0.0
x,comment,1619133738990071809,@Khairykj Padan muka.,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674866540000,1,0,1,0,0.0,4,Aruvin 💊,0.0
x,comment,1619200339806408706,@Khairykj Stay strong YB.,,https://x.com/Khairykj/status/1619008135334858753,1619008135334858753,neutral,1674882418000,1,0,0,0,0.0,1,JalalMisai,0.0
x,post,1969221302012522849,"RT @HumzaYousaf: I am so sorry we failed you.

We do not deserve to be forgiven.",https://x.com/SyedSaddiq/status/1969221302012522849,,,neutral,Sat Sep 20 02:05:19 +0000 2025,184952,32298,2755,7399670,0.0,294001,,
x,post,1889920323820322821,RT @twaniimals: https://t.co/3WJndKQf3H,https://x.com/SyedSaddiq/status/1889920323820322821,,,neutral,Thu Feb 13 06:11:32 +0000 2025,1120114,122964,2752,53875269,0.0,1784582,,
x,post,1594026416886415360,"Terima kasih kepada pengundi P.107 Sungai Buloh. Saya telah berusaha sehabis baik. Tahniah kepada @datoramanan. Selamat berkhidmat. 

Terima kasih kepada rakyat Malaysia. It was one of the greatest privileges of my life to have served as your Health Minister during the pandemic. https://t.co/7IyQ35TizE",https://x.com/Khairykj/status/1594026416886415360,,,neutral,Sat Nov 19 17:54:48 +0000 2022,48416,15278,2369,0,0.0,66063,,
x,comment,1594027540384862209,"@Khairykj KJ for president 💪🏻, boleh swing majority sampai tinggal 2.6K saja",,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668880755000,505,35,3,0,0.0,584,Nabil Fikry 🇲🇾🇵🇸,0.0
x,comment,1594072023579652096,@Khairykj @datoramanan I’m a KKM staff. We love having you as our chief. Thank your for leading us through the storm of pandemic and mismanagement. You’ll be missed sir.,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668891361000,336,38,0,0,0.0,412,Tasha,0.0
x,comment,1594030533113442309,@Khairykj @datoramanan Comeback stronger and kick zahid hamidi from umno. He’s the real problem right now. U guys need to remove him asap,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668881469000,254,42,3,0,0.0,347,KnizaM Leo 🇲🇾🔰,0.0
x,comment,1594029306602459136,@Khairykj @datoramanan Walaupun saya tak suka BN tp beliau antara org BN yg saya respect dan nampak ada potensi utk masa depan UMNO .,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668881176000,274,18,4,0,0.0,322,Cik Farah,0.0
x,comment,1594028502223056896,"@Khairykj Tough fight sir for you and you did well! Sedihhhh 😭 because we lost a great leader for Malaysia. See ya in next 5 years sir! 

Thank you sir untuk khidmat yang diberikan. Appreciate much! ❤️🥺",,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668880985000,223,21,0,0,0.0,265,Nadighaaaa,0.0
x,comment,1594027280460021760,@Khairykj @IlyasOthman @datoramanan Alhamdulillah ♥️,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668880693000,43,3,3,0,0.0,58,Abah,0.0
x,comment,1594030254078644225,@Khairykj @datoramanan The biggest mistake ever! Choosing a Party over a Candidate. You are an EXEMPLARY leader YB. THANK YOU for leading us during the pandemic and giving your all. I look forward to seeing your rise once again in the future.,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668881402000,172,27,1,0,0.0,229,Lady_Blue1,0.0
x,comment,1594027255147421696,@Khairykj @datoramanan Terima kasih KJ. Whatever happen do not ever give up. Malaysia still need a future leader like you. Comeback stronger InsyaAllah,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668880687000,160,33,0,0,0.0,226,Hazziq ™,0.0
x,comment,1594097995393662977,"@Khairykj @datoramanan Dear Yb Kj, sila dengar nasihat saya untuk 5 tahun akan datang. Kamu adalah orang yang baik dan telah berusaha dalam menangani isu Covid. Tapi masalah nya, Yb di perahu yang penuh rasuah. Yang kalah bukan Yb, tapi party Yb. In future, buat lah sesuatu. Restructure your party Yb.",,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668897553000,161,26,1,0,0.0,216,Man Without Life,0.0
x,comment,1594051305752104960,@Khairykj You gave it all. Still rooting for you Chief. #CleanUp #Tolak,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668886421000,7,1,1,0,0.0,12,Daphne Iking,0.0
x,comment,1594030116774252546,@Khairykj @datoramanan Terima kasih KJ 🫶🏼,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668881370000,0,0,0,0,0.0,0,xtra_my,0.0
x,comment,1594315943676907520,@Khairykj @datoramanan You have my respect for treating this posting like a professional &amp; giving it your best. 🫡,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668949516000,0,0,0,0,0.0,0,Jarod 🎙️,0.0
x,comment,1594031705152970752,"@Khairykj @datoramanan YB KJ, saya sedih tapi terima keputusan terbuka. I adore your spirit, credibility, commitment &amp; fresh ideas. Harap YB come back stronger in the next PRU. Jangan mengalah, kasik lawan dan improve better. Terima kasih sebab jadi menteri yang best and responsive. Fight!!💪🏽",,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668881748000,182,6,1,0,0.0,197,Elly 💕,0.0
x,comment,1594026930948673536,"@Khairykj @datoramanan Thank you sir! Don’t stop, and do plan for this upcoming 5 years. Will follow you rapat-rapat! 🫡",,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668880610000,177,1,0,0,0.0,179,Dann.,0.0
x,comment,1594026731253682178,"@Khairykj @datoramanan Start from scratch, reform umno. You know the rest.",,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668880562000,170,4,0,0,0.0,178,#30,0.0
x,comment,1594030371095515136,"@Khairykj Thanks Kj, please make UMNO better soon in next 5 years 🙏🏻 semua orang nk Kj jadi PM Malaysia one day ! Comeback stronger yaaaaa",,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668881430000,136,7,0,0,0.0,150,Guetta,0.0
x,comment,1594026565238607872,@Khairykj @datoramanan I am so sad 😭… what did u do wrong? Gosh,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668880523000,122,1,7,0,0.0,145,Senathiraj MF Theva,0.0
x,comment,1594037058175381504,@Khairykj Dear YB thankyou for your few weeks spending your time for us. Today I'm happy i vote for you. Bangga as voter P107 sebab dapat calon wakil rakyat yg berdedikasi. Comeback stronger and thankyou dengar luahan isi hati kami rakyat SB. Moga Allah permudahkan urusan YB future PM 🥰🤍 https://t.co/aWWdIiijWx,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668883025000,118,2,0,0,0.0,122,Khairunnisa 👩🏻‍🏫🪐,0.0
x,comment,1594030507271954432,@Khairykj @datoramanan Thank you boss for your service! I am a medical officer who was thrilled when you took over the helm to fight Covid. You undoubtedly boosted our morale back then. Salute!,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668881463000,72,4,0,0,0.0,80,bunyaminkhair,0.0
x,comment,1594026545953505280,@Khairykj @datoramanan See you in next 5 years 🫡,,https://x.com/Khairykj/status/1594026416886415360,1594026416886415360,neutral,1668880518000,74,1,0,0,0.0,76,Saif Yusof,0.0
x,post,1960119509471105040,"RT @AP: BREAKING: Four journalists, including a freelancer who worked with AP, are among eight killed by an Israeli strike on southern Gaza…",https://x.com/SyedSaddiq/status/1960119509471105040,,,neutral,Mon Aug 25 23:18:02 +0000 2025,10995,4498,2267,4234191,0.0,60101,,
x,post,1805107337415507994,Pakaian Rasmi Kontinjen Malaysia ke Temasya Pelbagai Sukan adalah di bawah tanggungjawab Majlis Olimpik Malaysia @olympicmas. Ini merupakan hasil kerjasama antara Yonex dan @olympicmas dan ia di luar bidang kuasa @KBSMalaysia @MSNMALAYSIA. https://t.co/A0qY9Rqm27,https://x.com/hannahyeoh/status/1805107337415507994,,,neutral,Mon Jun 24 05:15:01 +0000 2024,2039,735,2089,7227110,0.0,77134,,
x,comment,1805113772878754229,"@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA Tiada guna KBS jika tidak mampu campur tangan dalam isu sekecil ini. 

1. Kita nak ke olimpik … nak promo malaysia di mata dunia.. buat  malu design serupa budak sekolah nak pakai emergency.",,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719207635000,3409,492,11,0,0.0,4426,Aliff Shanusi,0.0
x,comment,1805128558865760488,"@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA Please, sempat lagi nak tukar 😭

Ini dah macam guna microsoft paint zaman parameswara je nak design template baju ni.",,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719211160000,2727,307,6,0,0.0,3359,Januar Haikal,0.0
x,comment,1805162808981766230,"@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA Yang jubah ni lagi style rasanya.

😢😢😢 https://t.co/jYe1TMVVyj",,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719219326000,2080,303,12,0,0.0,2722,wanhafiz 🇲🇾,0.0
x,comment,1805131119735767065,@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA Buruk dah satu hal. Bendera tu pehal tukar warna???,,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719211771000,1602,134,4,0,0.0,1882,Noah  🛍️,0.0
x,comment,1805165421697614085,"@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA Aku memang suka jawapan Menteri ni. Dia direct kata seolah-olah: “Ini bukan kerja aku.” Dia hanya Menteri Belia dan Sukan jer, bukan Menteri Olimpik kan? Kan?",,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719219949000,1271,274,14,0,0.0,1861,Saniboey Mohd Ismail,0.0
x,comment,1805127890348179703,"@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA At least tukar balik Jalur Gemilang yang betul,ikut warna asal. The national flag represents the country itself and the meaning behind it. MAKE IT RIGHT. https://t.co/4zRcTx5jl2",,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719211001000,459,224,8,0,0.0,931,Twee Twee,0.0
x,comment,1805131415857836453,@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA Kt shopee banyak design yg fresh…Boleh tengok untuk ambik idea. https://t.co/va4FSIYlgQ,,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719211841000,734,45,16,0,0.0,872,Ranger Hijau,0.0
x,comment,1805135646421614619,"@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA I wish Twitter have a Dislike button. Its hideous, the whole country hates it.",,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719212850000,560,68,0,0,0.0,696,Wataru Ashraf,0.0
x,comment,1805371767906877837,@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA Jaket macam pekerja mydin. Dengan mannequin nya macam kena slip disc. Pagi pagi buat org tersembur,,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719269146000,429,60,1,0,0.0,552,PuraPuraMike,0.0
x,comment,1805169342054543467,@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA Tak terpikir ke nak collaborate dengan Rizman Ruzaini ka yg baru buat baju Lady Gaga tu? Or boleh aja collaborate dengan pelukis tempatan yg handal-handal.,,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719220884000,407,34,13,0,0.0,514,Saniboey Mohd Ismail,0.0
x,comment,1805112129038762487,"@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA Jadi apa solusinya? Muktamad atau masih boleh ubah? Tiada kuasa ke untuk pressure mereka?

Jangan ambil mudah, design buruk ni pun boleh calarkan maruah negara. Nak atlet bersungguh2 tapi supporting team pun hampeh.",,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719207243000,278,59,2,0,0.0,402,Kim,0.0
x,comment,1805110077386346517,@hannahyeoh @olympicmas @KBSMalaysia @MSNMALAYSIA Ohh diaorg ni? https://t.co/vaqvpfOw6q https://t.co/0rhZ26U2Yd,,https://x.com/hannahyeoh/status/1805107337415507994,1805107337415507994,neutral,1719206754000,194,96,51,0,0.0,539,AE,0.0
