Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
Tiktok,Duet,TIKTOK011,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-02,807,114,64,4940,0.9912310719490051,985,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Video,TIKTOK012,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-19,692,189,117,3528,0.9912310719490051,998,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Duet,TIKTOK013,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-02,466,133,70,4461,0.9966606855392455,669,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Video,TIKTOK014,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-09,494,127,44,7198,0.9966606855392455,665,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Stitch,TIKTOK015,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-05,898,92,115,12787,0.9966606855392455,1105,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Live,TIKTOK016,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-19,628,63,112,9311,0.9966606855392455,803,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Live,TIKTOK017,Just tried kb sentral - amazing quality and value!,positive,2026-04-20,956,158,186,11708,0.9950533628463745,1300,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Tiktok,Live,TIKTOK018,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-12,759,116,139,6706,0.9966606855392455,1014,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Duet,TIKTOK019,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-18,794,99,102,5479,0.9912310719490051,995,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Video,TIKTOK020,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-12,1076,290,149,7426,0.9912310719490051,1515,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Stitch,TIKTOK021,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-03-29,635,83,32,5883,0.9966606855392455,750,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Live,TIKTOK022,Just tried kb sentral - amazing quality and value!,positive,2026-03-29,1052,143,58,9424,0.9950533628463745,1253,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Tiktok,Stitch,TIKTOK023,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-14,883,133,160,11532,0.9912310719490051,1176,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Stitch,TIKTOK024,Just tried kb sentral - amazing quality and value!,positive,2026-04-15,968,123,166,13572,0.9950533628463745,1257,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Tiktok,Stitch,TIKTOK025,Just tried kb sentral - amazing quality and value!,positive,2026-04-19,288,44,48,2306,0.9950533628463745,380,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Tiktok,Stitch,TIKTOK026,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-20,688,125,97,6773,0.9912310719490051,910,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Stitch,TIKTOK027,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-26,541,108,38,7090,0.9966606855392455,687,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Video,TIKTOK028,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-19,461,64,52,3426,0.9966606855392455,577,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Duet,TIKTOK029,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-16,1232,213,90,13769,0.9912310719490051,1535,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Duet,TIKTOK030,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-01,396,54,49,3340,0.9912310719490051,499,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Video,TIKTOK031,Just tried kb sentral - amazing quality and value!,positive,2026-04-21,772,176,44,9521,0.9950533628463745,992,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Tiktok,Video,TIKTOK032,Just tried kb sentral - amazing quality and value!,positive,2026-04-16,928,135,96,4808,0.9950533628463745,1159,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Tiktok,Duet,TIKTOK033,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-03-30,375,98,42,2799,0.9966606855392455,515,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Video,TIKTOK034,kb sentral in Malaysia is really good. Worth trying!,positive,2026-03-31,477,83,36,5435,0.9912310719490051,596,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Duet,TIKTOK035,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-22,421,77,61,4979,0.9966606855392455,559,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Duet,TIKTOK036,Just tried kb sentral - amazing quality and value!,positive,2026-04-08,942,217,167,12275,0.9950533628463745,1326,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Tiktok,Stitch,TIKTOK037,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-14,273,77,14,4059,0.9912310719490051,364,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Live,TIKTOK038,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-11,218,39,24,2587,0.9912310719490051,281,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Stitch,TIKTOK039,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-03,600,178,108,8477,0.9912310719490051,886,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Live,TIKTOK040,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-01,1002,288,63,7119,0.9966606855392455,1353,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Stitch,TIKTOK041,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-07,1323,204,120,16249,0.9912310719490051,1647,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Video,TIKTOK042,Just tried kb sentral - amazing quality and value!,positive,2026-04-16,571,124,30,7935,0.9950533628463745,725,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Tiktok,Duet,TIKTOK043,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-11,1292,367,215,8294,0.9966606855392455,1874,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Duet,TIKTOK044,kb sentral in Malaysia is really good. Worth trying!,positive,2026-03-26,418,75,64,2401,0.9912310719490051,557,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Video,TIKTOK045,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-14,996,297,125,12437,0.9912310719490051,1418,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Live,TIKTOK046,Just tried kb sentral - amazing quality and value!,positive,2026-04-25,612,115,63,4184,0.9950533628463745,790,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Tiktok,Stitch,TIKTOK047,Just tried kb sentral - amazing quality and value!,positive,2026-04-02,672,78,47,6229,0.9950533628463745,797,positive,0.983511209487915,english,Mixed/Urban,surprise,0.01109373290091753,0.06599963456392288,0.08643662929534912,0.019290896132588387,0.027323933318257332,0.7400354743003845
Tiktok,Video,TIKTOK048,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-11,734,125,105,10824,0.9912310719490051,964,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
Tiktok,Live,TIKTOK049,Great experience with kb sentral! Highly recommended in Malaysia.,positive,2026-04-15,461,51,80,6356,0.9966606855392455,592,positive,0.9888689517974854,english,Mixed/Urban,happy,0.026923473924398422,0.020470082759857178,0.4887601435184479,0.010533240623772144,0.3882926106452942,0.024509040638804436
Tiktok,Duet,TIKTOK050,kb sentral in Malaysia is really good. Worth trying!,positive,2026-04-01,549,67,73,3581,0.9912310719490051,689,positive,0.9707702398300171,english,Mixed/Urban,love,0.04307118058204651,0.037561751902103424,0.33294859528541565,0.015829207375645638,0.49866682291030884,0.025572992861270905
