Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,video_url,media_type,derived_error
x,comment,2068957453287575947,"@rafiziramli Pemecah undi saja ni. Untuk jadi kerajaan tak mungkin dah. Kenapa tak letak semua kerusi. Kancil haiwan yang baik, tak pernah ada riwayat kancil pengacau ataubpengkhianat. Fikir balik, bukan main letak je logo parti",,https://x.com/rafiziramli/status/2068945097715249224,2068945097715249224,negative,2026-06-22 07:21:10+00:00,4,0,7,0,0.0005131423473357932,25,,HORTADAI,0.0,negative,0.9982895255088806,malay,Malay/Bumiputera,Unknown,0.25,love,0.25201255083084106,0.035916924476623535,0.0511460117995739,0.11906100809574127,0.27273714542388916,0.036073386669158936,,,
x,comment,2068969435701096954,@rafiziramli Alhamdulillah. Skudai. My undi for BERSAMA.,,https://x.com/rafiziramli/status/2068945097715249224,2068945097715249224,positive,2026-06-22 08:08:47+00:00,3,0,0,0,0.9482084929943084,3,,.,0.0,positive,0.8273616433143616,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.04272506386041641,0.018168913200497627,0.06052062287926674,0.019388800486922264,0.39062464237213135,0.02825290895998478,,,
x,comment,2068978220796719125,@rafiziramli Go go goooo!!!! https://t.co/ffkPXQMWuu,,https://x.com/rafiziramli/status/2068945097715249224,2068945097715249224,positive,2026-06-22 08:43:42+00:00,4,0,0,0,0.9133124887943267,4,,ARIF PENGKALAN CHEPA,0.0,positive,0.7110416293144226,english,Mixed/Urban,Unknown,0.25,love,0.10342610627412796,0.041437722742557526,0.07437722384929657,0.04504098370671272,0.5265458226203918,0.036111410707235336,,,
x,comment,2068970443906961913,@rafiziramli letak calon banyak di kerusi UMNO (penyandang). noiceee ! @partibersamamy https://t.co/OfjKpPIudE,,https://x.com/rafiziramli/status/2068945097715249224,2068945097715249224,negative,2026-06-22 08:12:48+00:00,5,0,0,0,0.10824598968029023,5,,Shahrool Azree,0.0,negative,0.6391800343990326,multilingual,Unknown,Unknown,0.25,no_clear_emotion,0.06333201378583908,0.02952732890844345,0.07840973138809204,0.030768591910600662,0.293495237827301,0.039498575031757355,,,
x,comment,2068967904272691672,@rafiziramli Terima kasih bertanding di Dun Tiram yang penting lawan ... Terbaik👍👍👍,,https://x.com/rafiziramli/status/2068945097715249224,2068945097715249224,positive,2026-06-22 08:02:42+00:00,3,0,0,0,0.9984578371047973,3,,Bro kudin,0.0,positive,0.9948594570159912,malay,Malay/Bumiputera,Unknown,0.25,love,0.026481179520487785,0.0118260458111763,0.04813877120614052,0.013860301114618778,0.6961648464202881,0.018866760656237602,,,
x,comment,2068994284666446296,@rafiziramli @JinG6G All the best @partibersamamy  !! Semoga sentiasa diRahmati and diBerkati ALLAH swt. Amin,,https://x.com/rafiziramli/status/2068945097715249224,2068945097715249224,positive,2026-06-22 09:47:32+00:00,3,0,0,0,0.9877887964248657,3,,Mohammad Badry Hanafi,0.0,positive,0.9592959880828857,english,Mixed/Urban,Unknown,0.25,love,0.03372982516884804,0.05232673138380051,0.12452064454555511,0.03984323889017105,0.6801462173461914,0.03052542544901371,,,
x,post,2073741841028235500,"𝗗𝗨𝗡 𝗣𝗨𝗧𝗘𝗥𝗜 𝗪𝗔𝗡𝗚𝗦𝗔 𝗧𝗨𝗔𝗡 𝗥𝗨𝗠𝗔𝗛 𝗦𝗘𝗧𝗘𝗥𝗨𝗦𝗡𝗬𝗔 𝗝𝗘𝗟𝗔𝗝𝗔𝗛 𝗧𝗥𝗔𝗞 𝗞𝗔𝗡𝗖𝗜𝗟 | 𝟲 𝗝𝗨𝗟𝗔𝗜 𝟮𝟬𝟮𝟲

Kempen PRN Johor kini memasuki minggu terakhir. Setiap hari amat penting kerana inilah peluang terakhir calon-calon 𝗕𝗘𝗥𝗦𝗔𝗠𝗔 turun padang untuk bertemu pengundi, mendengar sendiri isu yang dibangkitkan, dan menerangkan akujanji khidmat serta tawaran kami.

Malam Isnin ini, 6 Julai 2026, Jelajah Trak Kancil BERSAMA akan singgah di DUN Puteri Wangsa.

Calon-calon 𝗕𝗘𝗥𝗦𝗔𝗠𝗔 dari N.40 Tiram, N.41 Puteri Wangsa, N.42 Johor Jaya dan N.43 Permas akan bersama-sama berkongsi pandangan mengenai isu tempatan serta menjawab persoalan yang dibangkitkan oleh rakyat.

Kepada penduduk di DUN Puteri Wangsa dan kawasan sekitar, saya mengajak semua untuk hadir bersama keluarga dan rakan-rakan. Jika tidak dapat hadir, program ini juga akan disiarkan secara langsung melalui saluran media sosial saya dan 𝗕𝗘𝗥𝗦𝗔𝗠𝗔.

Butiran program:

📍 𝟲 𝗝𝘂𝗹𝗮𝗶 𝟮𝟬𝟮𝟲 (𝗜𝘀𝗻𝗶𝗻)
🕘 𝟵.𝟬𝟬 𝗺𝗮𝗹𝗮𝗺
📍 𝗝𝗮𝗹𝗮𝗻 𝗕𝗲𝗹𝗮𝗱𝗮𝘂 𝟭𝟳, 𝗧𝗮𝗺𝗮𝗻 𝗣𝘂𝘁𝗲𝗿𝗶 𝗪𝗮𝗻𝗴𝘀𝗮 (𝗕𝗲𝗿𝘀𝗲𝗯𝗲𝗹𝗮𝗵𝗮𝗻 𝗣𝘂𝘁𝗲𝗿𝗶 𝗠𝗮𝗿𝘁)

Bagi membantu urusan logistik seperti penyediaan kerusi dan kemudahan lain, mohon daftarkan kehadiran di pautan berikut:
https://t.co/L782koUBn6

Kita jumpa malam esok.

𝗔𝘆𝘂𝗵 𝗝𝗼𝗵𝗼𝗿. 𝗔𝘆𝘂𝗵 𝗕𝗘𝗥𝗦𝗔𝗠𝗔.",https://x.com/rafiziramli/status/2073741841028235500,,,positive,2026-07-05 12:12:37+00:00,147,57,28,6306,0.9966628491878509,295,351.306,,,positive,0.9888761639595032,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.02162625640630722,0.03337027505040169,0.021318666636943817,0.025679267942905426,0.08180362731218338,0.23838964104652405,,,
x,comment,2073794097756971375,"@rafiziramli 153 minit bersiaran 8300 menonton yt RAFIZI,2700 di tiktok RR &amp; 600 di fb RR.Tonton calon2 BERSAMA sebelum anda mengundi Sabtu 11 Julai ramai2.RAFIZI hangat membakar BN JOHOR kaw2 isu2 yang ada di Johor cuba di sorok BN dari orang ramai terutama di luar Johor.Masaklah ko BN Johor",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,neutral,2026-07-05 15:40:16+00:00,0,0,0,0,0.5,0,,Zuwairi Md Yusof,0.0,neutral,0.975078821182251,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.02238946035504341,0.009252889081835747,0.02270531840622425,0.012627813965082169,0.10824897885322571,0.03260236978530884,,,
x,comment,2073766444010246526,"@rafiziramli 43 minit bersiaran 3900 menonton di yt RAFIZI,900 di tiktok RR dan 300 di fb RR.Warga Johor tonton ramai2 calon2 dari BERSAMA sebelum anda mengundi 15 calon2 Sabtu 11 Julai ramai2.BERSAMA dah hantar yang terbaik untuk anda pilih bukan calon2 tangkap muat bidan terjun punya calon.",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,positive,2026-07-05 13:50:23+00:00,0,0,0,0,0.9990672171115875,0,,Zuwairi Md Yusof,0.0,positive,0.9968907237052917,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.01879808120429516,0.006810599006712437,0.01355272438377142,0.009301796555519104,0.06093377247452736,0.026053106412291527,,,
x,comment,2073762760710914315,"@rafiziramli 30 minit siaran 3100 menonton di yt RAFIZI,900 di tiktok RR dan 300 di fb RR.Siapa belum tonton lekas tonton ramai2.Jangan bagi alasan remeh temeh untuk tidak menonton kerana malam masih muda.",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,negative,2026-07-05 13:35:45+00:00,1,0,0,0,0.001718723773956321,1,,Zuwairi Md Yusof,0.0,negative,0.994270920753479,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,love,0.12824727594852448,0.05894909054040909,0.0217126552015543,0.04041647911071777,0.4520931839942932,0.07810713350772858,,,
x,comment,2073742838412796343,"@rafiziramli Malam ini Fullhouse,Sold Out,Pecah Panggung kerana hujung minggu,huhuhu.Dah pecah telur Sabtu depan menang kerusi baru kita semua respon dan tutup mulut Lawan dan Pembenci2 BERSAMA macam budak2 AMK Farhash Salvador dan konco2 Mafia Keparat yang ada,huhuhu.Tibai BN @rafiziramli https://t.co/h8BR3VERBH",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,negative,2026-07-05 12:16:35+00:00,1,0,0,0,0.0008127629756927712,1,,Zuwairi Md Yusof,0.0,negative,0.9972907900810242,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.03742774575948715,0.018152698874473572,0.038246821612119675,0.023635134100914,0.10370296984910965,0.0394490621984005,,,
x,comment,2073749719898366151,"@rafiziramli Anda semua boleh baca terjemahan ucapan penuh Rafizi di Ceramah Cina jam 7 malam semalam di link ini https://t.co/IigAaltDwb

Kurang seminggu lagi untuk warga Johor buat perhitungan siapakah paling layak mewakili mereka di 56 DUN untuk 5 tahun berikutnya.",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,neutral,2026-07-05 12:43:56+00:00,0,0,0,0,0.5,0,,Zuwairi Md Yusof,0.0,neutral,0.9476625919342041,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.01790265552699566,0.03577301651239395,0.032438118010759354,0.01794523559510708,0.10577861964702606,0.0629003718495369,,,
x,comment,2074123540555874443,"@rafiziramli Jelajah Trak Kancil DUN Puteri Wangsa: PRN Johor 2026 https://t.co/uD02lA4dmc 

Ayuh semua tonton live malam ni ramai2.Pengundi2 Johor pun tontonlah ramai2 ceramah malam ni sebelum semua keluar mengundi Sabtu ini.",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,neutral,2026-07-06 13:29:22+00:00,0,0,0,0,0.5,0,,Zuwairi Md Yusof,0.0,neutral,0.9093416929244995,english,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.02060302533209324,0.016621557995676994,0.027446765452623367,0.016156161203980446,0.07568959146738052,0.03002171963453293,,,
x,comment,2073780774936187305,"@rafiziramli 103 minit bersiaran 6500 menonton di yt RAFIZI,1300 di tiktok RR &amp; 500 di fb RR.Tonton calon2 BERSAMA sebelum anda mengundi Sabtu 11 Julai ramai2.BERSAMA hantar yang terbaik untuk anda pilih bukan calon2 tangkap muat bidan terjun punya calon hantar.Lainlah BN,PN,PH punya calon2.",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,positive,2026-07-05 14:47:20+00:00,0,0,0,0,0.9992334246635437,0,,Zuwairi Md Yusof,0.0,positive,0.997444748878479,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.024277769029140472,0.007004853338003159,0.01517536211758852,0.009932830929756165,0.06125760078430176,0.022725246846675873,,,
x,comment,2073770851565215974,"@rafiziramli 63 minit bersiaran 4400 menonton di yt RAFIZI,1000 di tiktok RR dan 400 di fb RR.Warga Johor tonton ramai2 calon2 dari BERSAMA sebelum anda mengundi Sabtu 11 Julai ramai2.BERSAMA sudah hantar yang terbaik untuk anda pilih bukan calon2 tangkap muat bidan terjun punya calon hantar.",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,positive,2026-07-05 14:07:54+00:00,0,0,0,0,0.9993046641349792,0,,Zuwairi Md Yusof,0.0,positive,0.9976822137832642,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.016778364777565002,0.00670148991048336,0.013802474364638329,0.009322678670287132,0.06199445202946663,0.026220140978693962,,,
x,comment,2073789166698242426,"@rafiziramli 133 minit bersiaran 8300 menonton di yt RAFIZI,2500 di tiktok RR &amp; 600 di fb RR.Tonton calon2 BERSAMA sebelum anda mengundi Sabtu 11 Julai ramai2.BERSAMA hantar yang terbaik untuk anda pilih bukan calon2 tangkap muat bidan terjun punya calon hantar.Lainlah BN,PN,PH punya calon2.",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,positive,2026-07-05 15:20:41+00:00,0,0,0,0,0.999227899312973,0,,Zuwairi Md Yusof,0.0,positive,0.9974263310432434,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.02349044196307659,0.0066989716142416,0.014432051219046116,0.00942917913198471,0.05701303854584694,0.02233082614839077,,,
x,comment,2073783085225943270,"@rafiziramli 113 minit bersiaran 7100 menonton di yt RAFIZI,1500 di tiktok RR &amp; 500 di fb RR.Tonton calon2 BERSAMA sebelum anda mengundi Sabtu 11 Julai ramai2.BERSAMA hantar yang terbaik untuk anda pilih bukan calon2 tangkap muat bidan terjun punya calon hantar.Lainlah BN,PN,PH punya calon2.",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,positive,2026-07-05 14:56:31+00:00,0,0,0,0,0.9990747809410094,0,,Zuwairi Md Yusof,0.0,positive,0.9969159364700317,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.02301650494337082,0.006876795552670956,0.014696885831654072,0.009629613719880581,0.05965329334139824,0.02323385514318943,,,
x,comment,2073773022633484393,"@rafiziramli 73 minit bersiaran 5200 menonton di yt RAFIZI,1000 di tiktok RR dan 500 di fb RR.Warga Johor tonton ramai2 calon2 dari BERSAMA sebelum anda mengundi Sabtu 11 Julai ramai2.BERSAMA sudah hantar yang terbaik untuk anda pilih bukan calon2 tangkap muat bidan terjun punya calon hantar.",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,positive,2026-07-05 14:16:32+00:00,1,1,0,0,0.9993774771690368,3,,Zuwairi Md Yusof,0.0,positive,0.9979249238967896,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.01685064285993576,0.006566966883838177,0.013668745756149292,0.009288924746215343,0.061225663870573044,0.025994922965765,,,
x,comment,2073764533144056059,@rafiziramli Aidilnhas come of age 👍👍👍👏👏👏,,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,positive,2026-07-05 13:42:48+00:00,0,0,1,0,0.9748910725116728,3,,fian fian,0.0,positive,0.9163035750389099,english,Mixed/Urban,Unknown,0.25,love,0.05632805824279785,0.029786260798573494,0.14945903420448303,0.022188493981957436,0.3894154727458954,0.033170655369758606,,,
x,comment,2073756213251301564,"@rafiziramli Jelajah Trak Kancil BERSAMA @ Tiram: PRN Johor 2026 https://t.co/XvSa9DrD9B

Tunggu apa lagi serbu ceramah berapi RAFIZI malam ni selepas 15 minit ja sempat berucap malam tadi,huhuhu.Ada Ceplos2 koyak rabak sampai spam ruang komen livelah dengan ruang komen berita pasal RAFIZI.",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,negative,2026-07-05 13:09:44+00:00,0,0,0,0,0.04894822239875796,0,,Zuwairi Md Yusof,0.0,negative,0.8368392586708069,multilingual,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.2654668986797333,0.04120486229658127,0.08047741651535034,0.034508414566516876,0.1809382289648056,0.034340620040893555,,,
x,comment,2073778105228148967,"@rafiziramli 93 minit bersiaran 5900 menonton di yt RAFIZI,1100 di tiktok RR &amp; 400 di fb RR.Tonton calon2 BERSAMA sebelum anda mengundi Sabtu 11 Julai ramai2.BERSAMA hantar yang terbaik untuk anda pilih bukan calon2 tangkap muat bidan terjun punya calon hantar.Lainlah BN,PN,PH punya calon2.",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,positive,2026-07-05 14:36:43+00:00,0,0,0,0,0.9977927029132843,0,,Zuwairi Md Yusof,0.0,positive,0.992642343044281,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,no_clear_emotion,0.0233787652105093,0.007040747441351414,0.015280129387974739,0.009995779022574425,0.0630754753947258,0.024060778319835663,,,
x,comment,2073782296818434265,"@rafiziramli @bin_salle39329 Ayuh Johor!
Ayuh Bersama!!",,https://x.com/rafiziramli/status/2073741841028235500,2073741841028235500,neutral,2026-07-05 14:53:23+00:00,1,0,0,0,0.5,1,,Ahmad Jais,0.0,neutral,0.7155969738960266,english,Malay/Bumiputera,Malay/Bumiputera,0.65,love,0.07527972012758255,0.03127114847302437,0.03732854500412941,0.042892735451459885,0.7260012626647949,0.020978063344955444,,,
