Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
Tiktok,Video,TIKTOK027,Great experience with madani! Highly recommended in Malaysia.,Neutral,2026-03-05,925,170,163,8696,0.57,1258
Tiktok,Duet,TIKTOK028,Great experience with madani! Highly recommended in Malaysia.,Neutral,2026-03-22,618,158,94,5375,0.45,870
Tiktok,Duet,TIKTOK029,madani in Malaysia is really good. Worth trying!,Negative,2026-03-27,1363,177,236,11648,0.27,1776
Tiktok,Live,TIKTOK030,Great experience with madani! Highly recommended in Malaysia.,Neutral,2026-03-25,762,161,51,9332,0.58,974
Tiktok,Stitch,TIKTOK031,Just tried madani - amazing quality and value!,Negative,2026-03-31,384,90,50,2126,0.23,524
Tiktok,Stitch,TIKTOK032,Great experience with madani! Highly recommended in Malaysia.,Positive,2026-03-07,381,78,30,2290,0.69,489
Tiktok,Duet,TIKTOK033,madani in Malaysia is really good. Worth trying!,Negative,2026-03-11,255,67,23,1829,0.32,345
Tiktok,Duet,TIKTOK034,Just tried madani - amazing quality and value!,Negative,2026-04-01,900,242,45,6300,0.31,1187
Tiktok,Live,TIKTOK035,Great experience with madani! Highly recommended in Malaysia.,Neutral,2026-03-20,412,55,40,5154,0.45,507
Tiktok,Live,TIKTOK036,madani in Malaysia is really good. Worth trying!,Positive,2026-03-28,609,80,85,4630,0.63,774
Tiktok,Live,TIKTOK037,Just tried madani - amazing quality and value!,Negative,2026-03-12,1354,258,92,13900,0.32,1704
Tiktok,Video,TIKTOK038,Great experience with madani! Highly recommended in Malaysia.,Neutral,2026-03-08,688,162,124,8765,0.48,974
Tiktok,Live,TIKTOK039,Just tried madani - amazing quality and value!,Positive,2026-03-08,451,125,43,6724,0.61,619
Tiktok,Duet,TIKTOK040,Just tried madani - amazing quality and value!,Neutral,2026-03-19,321,82,61,2970,0.5,464
Tiktok,Stitch,TIKTOK041,Just tried madani - amazing quality and value!,Negative,2026-03-28,491,67,88,4150,0.4,646
Tiktok,Live,TIKTOK042,Just tried madani - amazing quality and value!,Negative,2026-03-21,952,250,56,9892,0.13,1258
Tiktok,Duet,TIKTOK043,Great experience with madani! Highly recommended in Malaysia.,Neutral,2026-03-21,324,84,34,4504,0.54,442
Tiktok,Live,TIKTOK044,Just tried madani - amazing quality and value!,Negative,2026-03-30,594,129,100,4778,0.14,823
Tiktok,Live,TIKTOK045,madani in Malaysia is really good. Worth trying!,Negative,2026-03-13,512,153,85,2941,0.35,750
Tiktok,Video,TIKTOK046,Just tried madani - amazing quality and value!,Negative,2026-03-16,1113,184,162,15329,0.28,1459
Tiktok,Video,TIKTOK047,Great experience with madani! Highly recommended in Malaysia.,Neutral,2026-03-24,523,52,67,3556,0.57,642
Tiktok,Live,TIKTOK048,Just tried madani - amazing quality and value!,Positive,2026-03-23,425,93,27,5236,0.64,545
Tiktok,Duet,TIKTOK049,Great experience with madani! Highly recommended in Malaysia.,Negative,2026-03-17,792,178,46,8049,0.18,1016
Tiktok,Stitch,TIKTOK050,Just tried madani - amazing quality and value!,Negative,2026-03-18,665,160,75,9101,0.11,900
