Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
tiktok,comment,7243597118982638849_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@izzatrohazi/video/7243597118982638849,7243597118982638849,neutral,2026-06-21T18:08:15.463205+00:00,1,0,0,0,0.0,1
tiktok,comment,7584220816628321556_comment_1,😁😁😁,https://www.tiktok.com/@borhan_keluangman/video/7584220816628321556,7584220816628321556,neutral,2026-06-21T18:08:15.134918+00:00,0,0,0,0,0.0,0
tiktok,comment,7584220816628321556_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@borhan_keluangman/video/7584220816628321556,7584220816628321556,neutral,2026-06-21T18:08:15.134882+00:00,1,0,0,0,0.0,1
tiktok,comment,7502377265670524178_comment_1,😁😁😁,https://www.tiktok.com/@suara.kebangsaan/video/7502377265670524178,7502377265670524178,neutral,2026-06-21T18:08:14.818228+00:00,0,0,0,0,0.0,0
tiktok,comment,7502377265670524178_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@suara.kebangsaan/video/7502377265670524178,7502377265670524178,neutral,2026-06-21T18:08:14.818196+00:00,1,0,0,0,0.0,1
tiktok,comment,7647147115306650900_comment_1,😁😁😁,https://www.tiktok.com/@srikanditerengganu/video/7647147115306650900,7647147115306650900,neutral,2026-06-21T18:08:14.507717+00:00,0,0,0,0,0.0,0
tiktok,comment,7647147115306650900_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@srikanditerengganu/video/7647147115306650900,7647147115306650900,neutral,2026-06-21T18:08:14.507684+00:00,1,0,0,0,0.0,1
tiktok,comment,7609301146653461780_comment_1,😁😁😁,https://www.tiktok.com/@mynewshub/video/7609301146653461780,7609301146653461780,neutral,2026-06-21T18:08:14.170590+00:00,0,0,0,0,0.0,0
tiktok,comment,7609301146653461780_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@mynewshub/video/7609301146653461780,7609301146653461780,neutral,2026-06-21T18:08:14.170566+00:00,1,0,0,0,0.0,1
tiktok,comment,7536173355481730324_comment_1,😁😁😁,https://www.tiktok.com/@malaysia_kini/video/7536173355481730324,7536173355481730324,neutral,2026-06-21T18:08:13.825036+00:00,0,0,0,0,0.0,0
tiktok,comment,7536173355481730324_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@malaysia_kini/video/7536173355481730324,7536173355481730324,neutral,2026-06-21T18:08:13.825022+00:00,1,0,0,0,0.0,1
tiktok,comment,7644812866457013524_comment_1,😁😁😁,https://www.tiktok.com/@rushdaily.my/video/7644812866457013524,7644812866457013524,neutral,2026-06-21T18:08:13.498960+00:00,0,0,0,0,0.0,0
tiktok,comment,7644812866457013524_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@rushdaily.my/video/7644812866457013524,7644812866457013524,neutral,2026-06-21T18:08:13.498937+00:00,1,0,0,0,0.0,1
tiktok,comment,7584364421292494088_comment_1,😁😁😁,https://www.tiktok.com/@amirulasraf1987/video/7584364421292494088,7584364421292494088,neutral,2026-06-21T18:08:13.186284+00:00,0,0,0,0,0.0,0
tiktok,comment,7584364421292494088_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@amirulasraf1987/video/7584364421292494088,7584364421292494088,neutral,2026-06-21T18:08:13.186253+00:00,1,0,0,0,0.0,1
tiktok,comment,7652672302315883796_comment_1,😁😁😁,https://www.tiktok.com/@nizam_zain79/video/7652672302315883796,7652672302315883796,neutral,2026-06-21T18:08:12.874141+00:00,0,0,0,0,0.0,0
tiktok,comment,7652672302315883796_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@nizam_zain79/video/7652672302315883796,7652672302315883796,neutral,2026-06-21T18:08:12.874122+00:00,1,0,0,0,0.0,1
tiktok,comment,7636010474475244808_comment_1,😁😁😁,https://www.tiktok.com/@hjdon1/video/7636010474475244808,7636010474475244808,neutral,2026-06-21T18:08:12.564065+00:00,0,0,0,0,0.0,0
tiktok,comment,7636010474475244808_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@hjdon1/video/7636010474475244808,7636010474475244808,neutral,2026-06-21T18:08:12.564039+00:00,1,0,0,0,0.0,1
tiktok,comment,7605934988214783240_comment_1,😁😁😁,https://www.tiktok.com/@wanhadi21/video/7605934988214783240,7605934988214783240,neutral,2026-06-21T18:08:12.243619+00:00,0,0,0,0,0.0,0
tiktok,comment,7605934988214783240_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@wanhadi21/video/7605934988214783240,7605934988214783240,neutral,2026-06-21T18:08:12.243599+00:00,1,0,0,0,0.0,1
tiktok,comment,7651539235501083924_comment_1,😁😁😁,https://www.tiktok.com/@wansantanowankida/video/7651539235501083924,7651539235501083924,neutral,2026-06-21T18:08:11.930797+00:00,0,0,0,0,0.0,0
tiktok,comment,7651539235501083924_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@wansantanowankida/video/7651539235501083924,7651539235501083924,neutral,2026-06-21T18:08:11.930785+00:00,1,0,0,0,0.0,1
tiktok,comment,7648653046628797717_comment_1,😁😁😁,https://www.tiktok.com/@otai.leman/video/7648653046628797717,7648653046628797717,neutral,2026-06-21T18:08:11.552680+00:00,0,0,0,0,0.0,0
tiktok,comment,7648653046628797717_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@otai.leman/video/7648653046628797717,7648653046628797717,neutral,2026-06-21T18:08:11.552660+00:00,1,0,0,0,0.0,1
tiktok,comment,7653306920962723093_comment_1,😁😁😁,https://www.tiktok.com/@hibhibhib123/video/7653306920962723093,7653306920962723093,neutral,2026-06-21T18:08:11.240881+00:00,0,0,0,0,0.0,0
tiktok,comment,7653306920962723093_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@hibhibhib123/video/7653306920962723093,7653306920962723093,neutral,2026-06-21T18:08:11.240860+00:00,1,0,0,0,0.0,1
tiktok,comment,7648637599363435797_comment_1,😁😁😁,https://www.tiktok.com/@sinarharianonline/video/7648637599363435797,7648637599363435797,neutral,2026-06-21T18:08:10.936514+00:00,0,0,0,0,0.0,0
