Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,thumbnail_url
facebook,comment,Y29tbWVudDoxNTgwNDE2NzEwMzE1MzU2XzI1ODcwMDYyODUwNTI2NjA=,Ckin Asim aminn,,https://www.facebook.com/paskawasanbangi/posts/pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,neutral,2026-06-25T22:02:24.000Z,1,0,0,0,0.0,1,,PAS BANGI,0.0,
facebook,comment,Y29tbWVudDoxNTgwNDE2NzEwMzE1MzU2XzEwMzQ4OTkxMzkwNjg4ODc=,Ckin Asim Aaminnn 3x,,https://www.facebook.com/paskawasanbangi/posts/pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,neutral,2026-06-25T22:57:40.000Z,1,0,0,0,0.0,1,,Sofiah Othman,0.0,
facebook,comment,Y29tbWVudDoxNTgwNDE2NzEwMzE1MzU2XzQ4NDIyMDM4NTI2NzM2OTg=,Mohd Nor aminn,,https://www.facebook.com/paskawasanbangi/posts/pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,neutral,2026-06-26T05:27:37.000Z,1,0,0,0,0.0,1,,PAS BANGI,0.0,
facebook,comment,Y29tbWVudDoxNTgwNDE2NzEwMzE1MzU2XzE1MTc4ODQyNTY0NTk1NDA=,Mokri Muhamad aminn,,https://www.facebook.com/paskawasanbangi/posts/pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,neutral,2026-06-26T03:54:27.000Z,0,0,0,0,0.0,0,,PAS BANGI,0.0,
facebook,comment,Y29tbWVudDoxNTgwNDE2NzEwMzE1MzU2XzI4MTc5NDEwMDg0OTk1Nzg3,Takbirr 💪,,https://www.facebook.com/paskawasanbangi/posts/pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,neutral,2026-06-25T16:10:27.000Z,2,0,1,0,0.0,4,,Zakaria Kassim,0.0,
facebook,comment,Y29tbWVudDoxNTgwNDE2NzEwMzE1MzU2XzI0NDA3NDU5MDk3MjczMTA=,Sanglang Syah aminn,,https://www.facebook.com/paskawasanbangi/posts/pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,neutral,2026-06-26T05:27:32.000Z,0,0,0,0,0.0,0,,PAS BANGI,0.0,
facebook,comment,Y29tbWVudDoxNTgwNDE2NzEwMzE1MzU2XzEwNTcwNzkzODAzMzE4MTE=,Seri Salmiah,,https://www.facebook.com/paskawasanbangi/posts/pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,neutral,2026-06-26T03:54:41.000Z,0,0,0,0,0.0,0,,PAS BANGI,0.0,
facebook,comment,Y29tbWVudDoxNTgwNDE2NzEwMzE1MzU2XzE2NDY4MjM5NjMwNTk2OTA=,Mohdnorzil Norfasya aminn,,https://www.facebook.com/paskawasanbangi/posts/pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,neutral,2026-06-25T16:14:06.000Z,0,0,0,0,0.0,0,,PAS BANGI,0.0,
facebook,comment,Y29tbWVudDoxNTgwNDE2NzEwMzE1MzU2XzI3MjQ0NDcwOTU1MjQ1OTg1,Tok Janggut,,https://www.facebook.com/paskawasanbangi/posts/pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,neutral,2026-06-26T03:54:07.000Z,0,0,0,0,0.0,0,,PAS BANGI,0.0,
facebook,comment,Y29tbWVudDoxNTgwNDE2NzEwMzE1MzU2Xzc3OTU2NDMxODUxMDk1Ng==,Zakaria Abdull aminn,,https://www.facebook.com/paskawasanbangi/posts/pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,neutral,2026-06-25T16:14:11.000Z,0,0,0,0,0.0,0,,PAS BANGI,0.0,
facebook,comment,Y29tbWVudDoxNTgwNDE2NzEwMzE1MzU2XzEwMzUzMzczODI3ODUzNTE=,Zakaria Kassim Allahu Akbar!,,https://www.facebook.com/paskawasanbangi/posts/pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,pfbid024PB5aaWzq7vqDPYJCCkXNjmLth1cMn6Ls9FjhJe4V13M5rQgbjdDMbbcNxQ8bVrNl,neutral,2026-06-25T16:14:02.000Z,0,0,0,0,0.0,0,,PAS BANGI,0.0,
facebook,post,27549401471321661,"Di Mesir dulu, bila masuk kedai dengan beliau, memang tak sempat saya bayar. 

Ada sahaja “alasan” beliau nak belanja. 

Semoga Allah bantu. N02 untuk PAS insyaAllah",https://www.facebook.com/abdullah.hussin1/posts/pfbid02DdqGgVHWqkePCnW6r1QhweNC3Cc2jd4PmurAjL1Vm1utojvNYkPoDbiGNLknL8Shl,,,neutral,2026-06-26T10:20:24+00:00,0,0,5,0,0.0,5,15.0,,,
facebook,comment,Y29tbWVudDoyNzU0OTQwMTQ3MTMyMTY2MV8yMDY2MjU2OTQ3Mjk3Nzky,Pasni ust loh plak amik calon,,https://www.facebook.com/abdullah.hussin1/posts/pfbid02DdqGgVHWqkePCnW6r1QhweNC3Cc2jd4PmurAjL1Vm1utojvNYkPoDbiGNLknL8Shl,pfbid02DdqGgVHWqkePCnW6r1QhweNC3Cc2jd4PmurAjL1Vm1utojvNYkPoDbiGNLknL8Shl,neutral,2026-06-26T13:20:42.000Z,0,0,2,0,0.0,4,,Zaid Penjuaal Kereta,0.0,
facebook,comment,Y29tbWVudDoyNzU0OTQwMTQ3MTMyMTY2MV8xMDIxNTA3NzMwNDY2NTY5,Insya Allah . Aamiin,,https://www.facebook.com/abdullah.hussin1/posts/pfbid02DdqGgVHWqkePCnW6r1QhweNC3Cc2jd4PmurAjL1Vm1utojvNYkPoDbiGNLknL8Shl,pfbid02DdqGgVHWqkePCnW6r1QhweNC3Cc2jd4PmurAjL1Vm1utojvNYkPoDbiGNLknL8Shl,neutral,2026-06-26T16:06:58.000Z,0,0,0,0,0.0,0,,Muhammad Fikri,0.0,
facebook,comment,Y29tbWVudDoyNzU0OTQwMTQ3MTMyMTY2MV8xNjUxMjIwNzQyNjQ3OTY3,Terbaik Ustaz,,https://www.facebook.com/abdullah.hussin1/posts/pfbid02DdqGgVHWqkePCnW6r1QhweNC3Cc2jd4PmurAjL1Vm1utojvNYkPoDbiGNLknL8Shl,pfbid02DdqGgVHWqkePCnW6r1QhweNC3Cc2jd4PmurAjL1Vm1utojvNYkPoDbiGNLknL8Shl,neutral,2026-06-27T08:01:50.000Z,0,0,0,0,0.0,0,,Ahmad Rusydi,0.0,
facebook,comment,Y29tbWVudDoyNzU0OTQwMTQ3MTMyMTY2MV8xNTI4NjQ2MjA4NjcwOTEy,Zaid Penjuaal Kereta kita support saem2 daripada bawah. Hehe,,https://www.facebook.com/abdullah.hussin1/posts/pfbid02DdqGgVHWqkePCnW6r1QhweNC3Cc2jd4PmurAjL1Vm1utojvNYkPoDbiGNLknL8Shl,pfbid02DdqGgVHWqkePCnW6r1QhweNC3Cc2jd4PmurAjL1Vm1utojvNYkPoDbiGNLknL8Shl,neutral,2026-06-26T14:12:51.000Z,1,0,1,0,0.0,3,,Abdullah Hussin,0.0,
facebook,comment,Y29tbWVudDoyNzU0OTQwMTQ3MTMyMTY2MV8yMTM4MzU0MzkzNjkwMTEz,Nak akat naik calon bachok jaddi,,https://www.facebook.com/abdullah.hussin1/posts/pfbid02DdqGgVHWqkePCnW6r1QhweNC3Cc2jd4PmurAjL1Vm1utojvNYkPoDbiGNLknL8Shl,pfbid02DdqGgVHWqkePCnW6r1QhweNC3Cc2jd4PmurAjL1Vm1utojvNYkPoDbiGNLknL8Shl,neutral,2026-06-26T15:53:52.000Z,0,0,0,0,0.0,0,,Zaid Penjuaal Kereta,0.0,
facebook,post,10163894765796664,"“ Selamat maju jaya buat Saudara Saifullah Abdul Wahab, calon Perikatan Nasional (PN) untuk PRN Johor di N02 Jementah. “

“ Sempat berikan kata-kata semangat dan doa kebaikan buat anak muda ini. Dia 8 tahun ‘junior’ daripada saya, pendidikannya bagus dan cukup pengalaman dalam aktiviti kemasyarakatan, mesra lagi sopan orangnya. “

“ Ketemu juga akak-akak sukarelawan PAS yang datang dari DUN Kamunting, Perak. Orang YB Fakhrudin katanya. Mereka bertugas untuk calon PN di DUN Jementah. Ada akak ini yang kata kenal saya, terkebil sekejap. Selamat berkempen
yer kakak-kakak semuanya. “

“ Pengundi-pengundi DUN Jementah, pastikan pilih calon nombor 1, SAIFULLAH WAHAB, pastikan Perikatan Nasional. Bukan DAP - Pakatan Harapan, Bukan MCA - Barisan Nasional ! “

#PerikatanNasional
#PNBEST
#PRNJohor
#DUNJementah
#NoPHBN

Fendi Ahmad
3 Julai 2026",https://www.facebook.com/fendi.ahmad.2020/posts/pfbid02UtKr1ttDhpmbMCp5H6tTudWHfqpgkyALttJ62LRX8LUDSnYCH3LiEDtUuhU1eayol,,,neutral,2026-07-03T07:58:12+00:00,0,0,4,0,0.0,4,12.0,,,
facebook,comment,Y29tbWVudDoxMDE2Mzg5NDc2NTc5NjY2NF8xNjk4NTI2NDExNDc1Mjgz,Sokong & Bersama DFA Ke Arah Malaysia Yang Terbaik Selalu ❤️ https://www.facebook.com/fendi.ahmad.2020/subscribenow?surface=pinned_comments,,https://www.facebook.com/fendi.ahmad.2020/posts/pfbid02UtKr1ttDhpmbMCp5H6tTudWHfqpgkyALttJ62LRX8LUDSnYCH3LiEDtUuhU1eayol,pfbid02UtKr1ttDhpmbMCp5H6tTudWHfqpgkyALttJ62LRX8LUDSnYCH3LiEDtUuhU1eayol,neutral,2026-07-03T07:58:23.000Z,0,0,0,0,0.0,0,,Fendi Ahmad,0.0,
facebook,comment,Y29tbWVudDoxMDE2Mzg5NDc2NTc5NjY2NF8xMDIzNTg1NTY2NzE2NTU5,Terbaik yB Telok Mas,,https://www.facebook.com/fendi.ahmad.2020/posts/pfbid02UtKr1ttDhpmbMCp5H6tTudWHfqpgkyALttJ62LRX8LUDSnYCH3LiEDtUuhU1eayol,pfbid02UtKr1ttDhpmbMCp5H6tTudWHfqpgkyALttJ62LRX8LUDSnYCH3LiEDtUuhU1eayol,neutral,2026-07-03T14:10:24.000Z,1,0,2,0,0.0,5,,Fakhrul Izzat,0.0,
facebook,comment,Y29tbWVudDoxMDE2Mzg5NDc2NTc5NjY2NF8zNDg3NTkyODYxMzg5MjY0,Fakhrul Izzat Sekadar mantan saja sedara ☺️,,https://www.facebook.com/fendi.ahmad.2020/posts/pfbid02UtKr1ttDhpmbMCp5H6tTudWHfqpgkyALttJ62LRX8LUDSnYCH3LiEDtUuhU1eayol,pfbid02UtKr1ttDhpmbMCp5H6tTudWHfqpgkyALttJ62LRX8LUDSnYCH3LiEDtUuhU1eayol,neutral,2026-07-03T14:29:09.000Z,1,0,1,0,0.0,3,,Fendi Ahmad,0.0,
facebook,comment,Y29tbWVudDoxMDE2Mzg5NDc2NTc5NjY2NF8yMDgxMDg4NDI1ODIyNDM2,Fendi Ahmad kebangkitan rakyat semasa yB jadi adun ..  in shaa Allah prn Melaka dun telok Mas milik PN,,https://www.facebook.com/fendi.ahmad.2020/posts/pfbid02UtKr1ttDhpmbMCp5H6tTudWHfqpgkyALttJ62LRX8LUDSnYCH3LiEDtUuhU1eayol,pfbid02UtKr1ttDhpmbMCp5H6tTudWHfqpgkyALttJ62LRX8LUDSnYCH3LiEDtUuhU1eayol,neutral,2026-07-03T15:43:52.000Z,1,0,0,0,0.0,1,,Fakhrul Izzat,0.0,
facebook,post,1014151261533432,"PRN Johor: 27 DUN pertandingan tiga penjuru

https://www.utusan.com.my/nasional/2026/06/prn-johor-27-dun-pertandingan-tiga-penjuru/?utm_source=rss&utm_medium=rss&utm_campaign=prn-johor-27-dun-pertandingan-tiga-penjuru

JOHOR BAHRU: Pilihan Raya Negeri (PRN) Johor Ke-16 menyaksikan pertandingan tiga penjuru di 27 kerusi Dewan Undangan Negeri (DUN).   DUN terlibat ialah:   N02: JEMENTAH See Ann Giap (BN) Ng Kor Sim (PH) Saifullah bin Abdul Wahab (PN-Pas)   N03: PEMANIS Anuar Abd Manap (BN) Jalex Lee En Xiang (PH) Dr A. Arvind (PN-MIPP) ... Read more

The post PRN Johor: 27 DUN pertandingan tiga penjuru appeared first on Utusan Malaysia.

https://www.utusan.com.my/wp-content/uploads/2026/06/280626-PRNJ-Bukit-Kepong2-1024x768.jpeg

June 27, 2026 at 07:38PM

r3d",https://www.facebook.com/melakanew/posts/pfbid0BHsGZPYGTBGXyxuVJNWDNj498SS16jWKHoG5P4dpdSZmYL556Kv3owBqULe5JZBvl,,,neutral,2026-06-27T13:19:02+00:00,0,0,0,0,0.0,0,0.0,,,
facebook,post,2524735901303011,"Sembang berdegar UMDAP dan pelbagai lagi slogan kata nista terhadap UMNO/BN.

Bila masa pilihanraya, parti mana yang lawan DAP??

Mana hilang PN/BERSATU dan PN/GERAKAN?

Semua kerusi DAP ditentang oleh BN. UMNO, MCA dan MIC berganding bahu memastikan Johor milik BN.

Tahniah buat PN/PAS yang walaupun kecil, hanya 1 kerusi DUN, namun ada lah juga berniat untuk turut menentang DAP.. 

Senarai kerusi yang melibatkan DAP di PRN JOHOR 2026.

N02 Jementah:
1. Saifullah Abdul Wahab (PN-PAS)
2. See Ann Giap(BN-MCA)
3. Ng Kor Sim (PH-DAP)
(2022: Ng Kor Sim: PH-DAP: Maj: 714)

N06 Bekok:
1. Tan Chong (BN-MCA)
2. Tay Yok Jiuen (PH-DAP)
(2022: Tan Chong: BN-MCA: Maj: 3,569)

N10 Tangkak:
1. Haw Chin Teck (BN-MCA)
2. Ee Chin Li (PH-DAP)
(2022: Ee Chin Li : PH-DAP: Maj: 372)

N12 Bentayan:
1. Ng Yak Howe (PH-DAP)
2. Chua Lee Huat (BN-MCA)
(2022: Ng Yak Howe : PH-DAP: Maj: 7,476)

N19 Yong Peng:
1. Ling Tian Soon (BN-MCA)
2. Yong Hui Yi (PH-DAP)
(2022: Ling Tian Soon : BN-MCA: Maj: 2,741)

N22 Parit Raja:
1. Shazwan Dzainal Abidin (PH-DAP)
2. Dr Mohamed Maliki Mohamed Rapiee (PN-BERSATU)
3. Nor Rashidah Ramli (BN-UMNO)
(2022: Nor Rashidah Ramli: BN-UMNO: Maj: 4,219)

N23 Penggaram:
1. Poh Rui Ling (PH-DAP)
2. Boo Chin Liong (BN-MCA)
(2022: Gan Peck Cheng: PH-DAP: Maj: 9,956)

N28 Mengkibol:
1. Yap Zhi Peng (BN-MCA)
2. Chu Poh Yee (PH-DAP)
(2022: Chew Chong Sin: PH-DAP: Maj: 10,107)

N30 Paloh:
1. G. Kamaleswaren (BEBAS)
2. Dr A. Ruban (PH-DAP)
3. Lee Ting Han (BN-MCA)
4. D. Jeevakumar (PN-MIPP)
(2022: Lee Ting Han: BN-MCA: Maj: 3,176)

N42 Johor Jaya:
1. Lim Hun Peaw (BEBAS)
2. Lau Yi Leong (BERSAMA)
3. Chan San San (BN-MCA)
4. Lee Wern Yiing (PH-DAP)
(2022: Liow Cai Tung: PH-DAP: Maj: 1,922)

N45 Stulang:
1. Andrew Chen Kah Eng (PH-DAP)
2. Stanley Tan (BERSAMA)
3. Lim Chin Eng @ Roland Lim (PN-BERSATU)
4. Bong Seng Heng (BN-MCA)
(2022: Andrew Chen Kah Eng: PH-DAP: Maj: 2,866)

N46 Perling:
1. P. Pannir Selvam (BN-MIC)
2. Alan Tee Boon Tsong (PH-DAP)
3. Boo Wei Han (BERSAMA)
(2022: Liew Chin Tong: PH-DAP: Maj: 3,347)

N48 Skudai:
1. Tan Hiang Kee (BN-MCA)
2. Kartiyaini Jeyapalan (PH-DAP)
3. Eugene Chua Meng Chong (BERSAMA)
4. Amir Syafiq Ameer Soekre (PSM)
(2022: Marina Ibrahim: PH-DAP: Maj: 13,943)

N50 Bukit Permai:
1. Muhammad Aidil Riduan Mohd Yusof (BERSAMA)
2. Datuk Mohd Jafni Md Shukor (BN-UMNO)
3. Mohamad Shafwan Ani (PH-DAP)
4. M. Lina Manoh (PN-MIPP)
(2022: Datuk Mohd Jafni Md Shukor: BN-UMNO: Maj: 4,755)

N52 Senai:
1. Tai Chee Chee (BN-MCA)
2. Wong Bor Yang (PH-DAP)
3. Tew Chien How (BERSAMA)
(2022: Wong Bor Yang: PH-DAP: Maj: 5,921)

N55 Pekan Nanas:
1. Yeo Tung Siong (PH-DAP)
2. Tan Eng Meng (BN-MCA)
(2022: Tan Eng Meng: BN-MCA: Maj: 4,835)

#KepadaAllahKitaBerserah 
#AllahPeliharakanSultan 
#𝗠𝗮𝗷𝘂𝗝𝗼𝗵𝗼𝗿",https://www.facebook.com/ibniismail.ismail/posts/pfbid02q6v1BwUPcQH9G6amdiHt6252jAmsnzEGhYyJT814V25CxcJ1WcTc2jzyQtQCQPPJl,,,neutral,2026-06-28T05:12:25+00:00,0,0,0,0,0.0,0,0.0,,,
facebook,post,1014071701541388,"SENARAI CALON PRN JOHOR KE-16

https://www.utusan.com.my/nasional/2026/06/senarai-calon-prn-johor-ke-16/?utm_source=rss&utm_medium=rss&utm_campaign=senarai-calon-prn-johor-ke-16

N01: BULOH KASAP Datuk Zahari Sarip  (BN) Noraziah Mohd Razit (PH)   N02: JEMENTAH See Ann Giap  (BN) Ng Kor Sim  (PH) Saifullah bin Abdul Wahab  (PN-Pas)   N03: PEMANIS Anuar Abd Manap (BN) Jalex Lee En Xiang (PH) Dr A. Arvind (PN-MIPP)   N04: KEMELAH Raven Kumar (BN) Mohd Afif Abd Hamid (PH) Uzzair ... Read more

The post SENARAI CALON PRN JOHOR KE-16 appeared first on Utusan Malaysia.

https://www.utusan.com.my/wp-content/uploads/2026/06/WhatsApp-Image-2026-06-27-at-3.48.05-PM-1.jpeg

June 27, 2026 at 07:12PM

r3d",https://www.facebook.com/melakanew/posts/pfbid0undX5Q9ppmcDzBAbnjsPMg8mUVKFkoutABBvm3KNKRnhbKfoPwzW7KRsNQ3izSRkl,,,neutral,2026-06-27T11:19:18+00:00,0,0,0,0,0.0,0,0.0,,,
