Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
facebook,comment,Y29tbWVudDo5ODgxNzQ4OTkzNDQwNzlfMTM4MzE5NjkxMjM1NzYzNg==,Fahmi Nasir buah hati sayang 🥰,,neutral,2024-05-26T03:44:16.000Z,1,0,1,0,0.0,3,,Shan Sunshine,0.0
facebook,comment,Y29tbWVudDo5ODgxNzQ4OTkzNDQwNzlfMjA5NjM1Mjg4NDUwNTc5MQ==,"Ada tak sesiapa yang boleh bantu saya.anak saya tak nak pergi sekolah..dia takut nak pergi sekolah..dia kata takut dengan cikgu, takut dengan kawan kat sekolah.. tolonglah saya..bagi saya pendapat anda semua",,neutral,2025-06-14T23:45:12.000Z,1,0,1,0,0.0,3,,Masha Bear,0.0
facebook,comment,Y29tbWVudDo5ODgxNzQ4OTkzNDQwNzlfNzQ3MTY3OTYwODI2MDM5,Hazwan Ahmad,,neutral,2024-05-23T07:32:51.000Z,1,0,0,0,0.0,1,,Zetty Adam,0.0
facebook,comment,Y29tbWVudDo5ODgxNzQ4OTkzNDQwNzlfMjQ0NTIwMjY1NTY4NzYyNw==,Shahrul Azwa,,neutral,2024-05-23T11:28:46.000Z,1,0,0,0,0.0,1,,Liza Ahmad,0.0
facebook,comment,Y29tbWVudDo5ODgxNzQ4OTkzNDQwNzlfOTgzMjE1NTYzMjYyNTU5,Mohd Nazri,,neutral,2024-05-23T05:03:37.000Z,0,0,0,0,0.0,0,,Nurrul Hadauwiyah,0.0
facebook,comment,Y29tbWVudDo5ODgxNzQ4OTkzNDQwNzlfODgxODExMDcwNDQ3NDkz,Aiman Farhan,,neutral,2024-05-23T05:42:39.000Z,0,0,0,0,0.0,0,,Nur Adeela Zulkipli,0.0
facebook,post,7894596990608873,"Dulu pernah berniaga produk produk local ni, but stop Sebab apa? Sebab PRODUK LOCAL NI BUKAN KAU BERNIAGA UNTUK KAYAKAN KAU TAPI KAU KAYA-kan FOUNDER😌. Nak kecam sila kecam. Tak kisahlah whatever the brand local yang berniaga guna term leader or master and so on-lah. Produk oem but overclaim dibuat di luar negara, padahal kilang tepi rumah, harga MOQ for 1 products RM10 saja tapi sampai kat ketua RM15, sampai kat agent rm20 jual kat dropship rm25, kat customers RM40🤣

Gwen pun ada rugi tapi tak banyak pun sebab masih bilis dalam 500-600 hinggit(Mun makan Sukiya atau sushi puas aku makan) and jangan keluarkan ayat “Kenapa dia boleh? Gwen tak boleh?” Hotak mung, setiap orang masa 24 jam ke nak meniaga takyah kerja pastu satu kawasan dekat 20-30 orang agent😂 bagus takyah. 

Jadi kalau nampak yang post post ckp produk dia bagus,produk dia tak guna sistem begini begitu, Lepastu next post dia post harta bag mahal barang kemas for engagement menarik minat orang untuk jadi agent bawah dia, Lepastu guna ayat “taknak kerja dari rumah, enjoy, beli emas kumpul harta.” Bagus kamu Hati hati, takut Bukan kamu yang untung Tapi banyak yang rugi. 

Kalau betul nak meniaga juga ambik sikit jak stock, Kalau kena paksa ada MOQ kena ambil dalam kuantiti Sekian Sekian bagus cari yang lain. 

Okay Sekian dah Pelepas semua.😮‍💨✌🏻 peacenowar.",https://www.facebook.com/gwendoline.chuin/posts/pfbid0Mzoo3173upMXxoZLvABrxuVyDRcvzxHPHpxhu3Z5e8G1khZ6v5tmuxsPn5yAhBkDl,neutral,1723716348,0,0,0,0,0.0,0,0.0,,
facebook,comment,Y29tbWVudDo3ODk0NTk2OTkwNjA4ODczXzI2MzI0NDEzNzEwNTA2NDcx,I'm done ✅,,neutral,2024-08-15T10:40:12.000Z,1,0,2,0,0.0,5,,Fadillah Fadzil,0.0
facebook,comment,Y29tbWVudDo3ODk0NTk2OTkwNjA4ODczXzQwMzQzNzQwMjMxOTM1OQ==,"Setuju sebab pernah kena.. jadi ejen produk makan.. untung sekali jual rm4-5.. ada leader tapi leader suam2 kuku buat kerja.. kena mengemis kat group sebelah utk bahan promo & coaching🥲sembang kata tiap bulan boleh simpan rm500++.. gaji hakiki x usik la apa la.. tuptup ejen yg sales tak capai kpi bulanan tak dapat apa.. makan komisyen ja la, which is rm4-5 tu😂.. lol..tapi yg lucu nya walaupun ejen tak capai kpi, sales tiap ejen akan dikumulatif dalam sistem leader & leader sorg ja kutip komisyen dari sales ejen.. kiranya untung atas angin la, kerja xyah buat.. ejen kena buat kerja teruk2 post status d group entah apa2 utk cari sales.. nasib juga buat xlama sbb memang rasa x untung & very time consuming.. walaupun masa recruit tu para leader cakap ""tak susah pun, kerja ikut masa"".. manakala dalam group sibuk bambu ejen suruh buat posting 24jam d medsos.. apooooo",,neutral,2024-08-15T10:46:40.000Z,1,0,2,0,0.0,5,,Lorna Bibing Samie,0.0
facebook,comment,Y29tbWVudDo3ODk0NTk2OTkwNjA4ODczXzQ4NTc5MDY4NDM4NzEzNQ==,Udah puasss nydi agen itu ini😂 hmm,,neutral,2024-08-15T11:31:55.000Z,0,0,0,0,0.0,0,,Elizabeth Supang Jonney,0.0
facebook,comment,Y29tbWVudDo3ODk0NTk2OTkwNjA4ODczXzE1OTIzMjgxNDQ2NzYxMjA=,kak perez pom rugi ratusan ribu this year. Sebenarnya bukan smua brand mcmtu ada hat ok tp tulah mmg xdinafikan ada hat hq xbertanggjwb . Kalau jenis prihatin pd stokis dan agent yang labur duit ratus dan ribu2 mesti ramai akan percaya pd sistem ni. bukan salah sistem tp salah org yang salah handle sistem.,,neutral,2024-08-15T11:45:23.000Z,1,0,0,0,0.0,1,,Een Laperez NurulAin,0.0
facebook,comment,Y29tbWVudDo3ODk0NTk2OTkwNjA4ODczXzE1NjM0MjUxNDc1NDMxNDM=,"Sy pernah sebagai master untuk brand Newbie yg skg dikenali dengan TMF.. tapi betul2 boleh jana income 3-5k permonth bersih.

Best sbb founder selalu bagi ilmu,pastu founder xde letak target. Mean kau nak byk,kau usaha lebih.

Now tarik handbrake jap.. sbb tumpu pada anak.. ingat nak start balik tapiiii preggy lagi🤣

Dapat sikit sebab bilis je dulu.. dan stock xpernah berhabuk..",,neutral,2024-08-15T11:54:31.000Z,0,0,0,0,0.0,0,,Nurul Nuratiekah,0.0
facebook,comment,Y29tbWVudDo3ODk0NTk2OTkwNjA4ODczXzQ3MzEzNTA1NTY3NjY2Nw==,Ckup meh ke udah. Ku ngai g bisnes2 tu. nama enda bisnes buka kedai kdri bjual brapi.,,neutral,2024-08-15T15:00:42.000Z,0,0,0,0,0.0,0,,Atnaj Edward,0.0
facebook,post,10158691580001813,"Khamis lepas whatsapp group kejiranan aku hantar cerita ni.

Perempuan: Berapa sebiji telur ni?

Penjual: Rs.5/- sebiji, Puan

Perempuan: Saya bayar Rs.25 untuk 6 biji. Kalau taknak ambik, saya beli tempat lain.

Penjual: Takpelah Puan, bayar la berapa pun yang Puan suka. Mungkin ini permulaan yang baik sebab sepanjang hari ni saya belum dapat jual apa-apa.

Perempuan tu bayar dan walked away. Dia masuk ke kereta mewahnya, terus ke restaurant mewah lepak dengan kawan-kawan. Mintak kawan-kawan order apa nak makan, dia bayar. Ternyata dorang makan sikit je and left a lot. Tiba masa nak bayar, bill berjumlah Rs.1400 tapi dia bayar Rs.1500 dan cakap ""Keep the change"".

————————————————————tamat

Untuk pemilik restoran besar macam tu, insiden ni quite normal. Same goes tu penjual telur tadi, insiden yang berlaku kat dia pun quite normal. Manusia sombong pada orang susah ataupun those yang kelihatan macam tak mampu. Peliknya, jadi pemurah dan baik hati bila berurusan dengan orang-orang yang lebih kaya, berpangkat, berkemampuan sedangkan those people do not need our generosity.

HOWEVER, TAK SEMUA SITUASI PERLU ADA ANGGAPAN SEBEGITU. 

Secara mata kasar dan satu kali pertimbangan memang nampaknya macam tu. Orang kata kita selalu tawar-menawar kalau berbelanja di pasar atau di gerai-gerai. Tapi kalau di tempat ada class, kita willing untuk bayar berapa je. Actually, bukan tak support. Kalau layanan bagus, konfem ada return customer. Kalau value barang berbaloi dengan duit, mesti orang beli walaupun mahal. Kalau ada kombinasi kedua-duanya, bayar mahal sikit pun orang sanggup. 

Contohnya nasik lemak paru yang aku selalu beli kat area rumah aku ni. Kalau nak ikutkan, nasik lemak dia tak lemak pun, sedap lagi nasik lemak aku. Tapi sebab paru dia best, aku tak pandai nak masak lauk paru macam tu, jadi aku tetap beli. Tapi now aku dah tak beli dah walaupun paru dia best sebab akak yang jual tu gi jaga gerai lain, gerai yang selalu aku beli ni dijaga oleh orang lain yang service-nya macam harey. 

Ada satu gerai burger kat Putra Heights ni dulu aku selalu beli burger dia. Pastu now sejak dia ada staff, staff dia asyik salah buat burger aku. Aku kan makan burger kosong. Kejap-kejap dia terletak sos, terletak kicap, terletak mayo. Padahal dah pesan jangan letak. Pastu bila aku cakap aku taknak yang bersos, dia kata ""Ala sikit je kak.."". Ok fine. Terus tak beli dah. Kesimpulannya, dua-dua ni makanan dia sedap tapi bila layanan tak best, aku pun dah tawar hati nak beli.

Macam peniaga telur dalam cerita ni aku rasa maksud perempuan tu cakap ""Take it or leave it"" tu bukannya berlagak atau menindas. Telur, mana-mana pun sama. Telur mentah, kan. Lain la kau jual omelette. Kalau omelette tu ada cheese omelette, sosej omelette, plain omelette. Wajar ada perbezaan harga, Tapi kalau telur ayam biasa, berapa sangat kau boleh mark up harga sebab benda standard. Jadi tawar-menawar adalah benda biasa. Cuma silapnya bahasa pompuan tu kasar sikit jadi nampaklah macam menindas.

Contoh lain jual pisang goreng pisang Abu, sebiji 20sen adalah standard. Tapi kalau jual sebiji 50sen that's too much. Because pisang goreng Abu is always a pisang goreng Abu. Takde yang mewah kat sebiji pisang goreng, jadi tak lojik sangat nak tekan harga sampai 50 sen seketul apetah lagi kalau kau just jual kat tepi jalan saja. Tapi kalau pisang goreng tu ditambah cheese, that's a different story already. Sebab ada improvisasi pada resepi.

Perempuan kaya tu willing keluarkan bajet lebih untuk melepak kat fancy restaurant dan siap bagi tips bukanlah untuk tunjuk dia mampu. Actually dia bukan bayar harga untuk makanan semata-mata tapi untuk keistimewaan yang dia dapat sebagai customer restoran tu. Sometimes kita dengar orang kata ""Buat apa la makan tempat mahal-mahal, bukan boleh kenyang pun. Sikit je, masak sendiri lagi puas"". Betul. Tapi kebanyakkan orang yang datang ke restoran mewah bukan nak makan semata-mata. Ada yang datang untuk meeting, ada yang datang untuk dating, ada yang datang untuk celebrate. Selain dari makan makanan yang sedap, persekitaran restoran yang tenang, jauh dari hiruk-pikuk orang terpekik-pekik ambik order, jarang dengar sudu garpu kejap-kejap jatuh dalam restoran mewah dan layanan pun first class. That's why kalau orang nak celebrate anniversary, dorang pilih untuk celebrate kat restoran high class atau hotel sebab nakkan privacy dan ketenangan tu. Bukan sebab nak mencekik semata-mata. 

Jadi, bayaran yang dia keluarkan bukan untuk harga makanan saja tetapi harga pakej keseluruhan yang dia dapat. Dan tips yang dia hulur tu bukan nak tunjuk kaya tapi nak bagitau dia puas hati dengan layanan yang diberi. Ucapan terima kasih saja seolah-olah tak cukup untuk menzahirkan rasa terima kasih dia. That's why dia hulur tips.

Aku suka spend duit pada good food and places sebab it is all about experiences. Pure pleasure. I enjoy buy services that provide enjoyment. Contoh, Starbucks. Harganya mahal dari kopi biasa but what makes people keep coming back? It is not about the drink semata-mata tapi sebab services dan environment. Orang lepak sana bukan sebab kopinya sedap sangat, tetapi environmentnya. 

En Wan pernah marah aku bila aku book bilik executive suite. Dia kata setakat nak tido, bilik deluxe pun boleh. Aku cakap kalau setakat nak tido, kat lobby pun boleh tido. Apesal tak tido kat lobby je? 🙄

Pilih untuk stay hotel mahal sometimes bukan nak tido semata-mata tapi nak enjoy the service. Pengalaman itu yang mahal. Aku nak nikmati pengalaman tu. Check in di level exec, takyah queue. Makan and minum kat exec lounge 24 hours dengan percuma. Check in pun takyah berdiri depan front desk. Duduk lepak kat sofa, nanti dia yang datang kat seat kau ambik signature. Pastu bila time makan, the moment masuk je cafe, dia greet ""Good Morning Ms Diana"". Dia hafal nama kita siap. Experience itu yang nak dirasa. Alah, bukannya setiap masa nak duduk exec suite. Dapat rasa sekali jadiklah, nak ada pengalaman tu je. 

You cannot buy memories. Sebab tu always rasa berbaloi spend duit pada pengalaman. Walaupun En Wan kadang-kadang rasa 'pengalaman' yang aku nak tu membazir tapi aku punya reason always ""Kalau bercuti duduk kat bilik yang lagi teruk dari bilik tido aku sendiri, baik aku tido kat rumah je"". Dah namanya bercuti, apa salahnya spend kat something yang lagi better dari apa yang aku lalui hari-hari. Nak hidup macam puteri raja 24 jam mewah memang tak jumpa bayang, so apa salahnya sesekali kita create own fairytale gitewww.

Masa pi Japan 8 tahun lepas. Kalau ikut En Wan, dia nak sewa van and drive sendiri ke mana-mana. Pastu gamble di mana kita benti, di situ kita tido konsepnya. Apa-apa hotel pun boleh dia kata. Aku cakap no wayyyyy! Dah alang-alang aku bergadai jiwa duduk atas flight 6 jam setengah, biar di situ je lah kesengsaraan aku. Jangan kat Jepun aku nak kena sambung sengsara lagi. I mean why nak jimat-jimat melampau sangat. Kita bukannya pi travel, kita pi bercuti. Jepun tu bukan belakang rumah yang boleh pi hari-hari. Sesekali datang, splurge why not. Duduk tempat best, makan tempat best, shopping. 

Tapi ada gak la yang kena 'catu' dek En Wan. Contohnya, pass. Aku cakap kat En Wan nak main kat Universal Studio ambiklah VIP tiket. Splurge. Aku dah serik masuk USS kena beratur panjang. En Wan kata takyah, sebab Jepun sejuk, takkan lecak ketiak pun kalau kena queue panjang. Masalahnya, aku nak rasa pengalaman takyah beratur panjang. Payah betul bercakap dengan orang tua ni. Lain tau dia punya enjoy bila kau takyah beratur lama tunggu giliran. Badan tak penat, mood pun maintain happy. Ni tak, tunggu sejam, naik 10 minit. Macamana aku tak migrain? En Wan kata 'susah-payah menunggu tu namanya pengalaman yang tak ternilai'. Tengkorak dia. Kalau aku migrain sampai muntah kat situ baru dia tau erti pengalaman tak ternilai kena basuh muntah aku 🙄.

En Wan memang sukakan pengalaman yang adventurous. Selalu ada 'konflik' kalau kitorang rancang ke mana-mana. Aku pula sukakan experience yang tak menyusahkan hidup. Contohnya, stay hotel yang best, guna chartered transport, kalau ada tourist guide lagi bagus, dan makan kat restaurant yang serve good food. 

En Wan enjoy pengalaman yang 'mengerikan' contohnya gi Pulau Redang naik bot nelayan instead of feri. 

Dan naik beca instead of cab. 

Dan bus hopping. 

Dan berjalan kaki 1-2km. 

Dan makan atas sawah padi. 

Dan makan atas bot bergoyang-goyang. 

Dan lagi satu dia suka stay kat hotel ceruk-ceruk kat lorong-lorong. Ni memang feveret dia sungguh. Padahal ada je hotel yang semenggah tapi dia nak jugak hotel yang bangsa nak berak pun takde pintu macam kat Maison Hotel tu 🙄. Rare katanya. Dia tak penah jumpa jamban takde pintu tu pasal dia rasa benda tu rare. Aku ni dah puas dah kecik-kecik dulu berak sambil pegang pintu jamban sebab pintu nak rebah.",https://www.facebook.com/diana.ishak.94/posts/pfbid02MaTEdpYFHxCu4XnfANZShewnnXCoVK4XjSumEygmZLefdgUWYyyYDLobXGvBbZJal,neutral,1666481982,0,0,0,0,0.0,0,0.0,,
facebook,comment,Y29tbWVudDoxMDE1ODY5MTU4MDAwMTgxM184MTc5NjAyNjk0NTc0MDg=,X sah kalu x de ayat lawak.. part last tu😁😁😁,,neutral,2022-10-22T23:45:39.000Z,0,0,1,0,0.0,2,,Hanim CK,0.0
facebook,comment,Y29tbWVudDoxMDE1ODY5MTU4MDAwMTgxM18xMTUxNzQ5MTc1NzM4ODYy,"Nampaknye aku mmg orang susah. 
Biasa dah keje naik bot nelayan. Kikiki

Terima kasih sebab pagi ni bagi alive otak aku ni. 
Betul, bila kaya berpangkat berada, ramai hormat. 
Yang miskin dipijak². Sedihnya realiti 🥺",,neutral,2022-10-22T23:51:03.000Z,5,0,0,0,0.0,5,,Ica Ashida,0.0
facebook,comment,Y29tbWVudDoxMDE1ODY5MTU4MDAwMTgxM182NzEyMjA1MTQ0NjkxOTc=,Saya setuju dengan Kak Di. Saya sendiri kat pejabat dah penat susah-susah buat kerja. Bila bercuti memang saya nak rilek-rilek dan nak layanan yang proper.,,neutral,2022-10-22T23:57:31.000Z,1,0,0,0,0.0,1,,Wan Nuraihan,0.0
