Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,thumbnail_url,engagement_score,author,author_followers
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8zMjU5MzUwNTQ3NTUwNjA1,Sial...amik kesempatan...yang Penang kau buat buat meninggal... celaka punya penunggang tu YB Doc...,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T12:54:12.000Z,57,0,7,0,0.0,71,,,Mohd Afendi Bin Iskandar,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF83MjM0NzM5MjczNTU3Mjk=,"小吴 korang buat salah = harimau
Dia yg salah = kucing

DOUBLE STANDARD!!!",,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T15:27:57.000Z,1,0,0,0,0.0,1,,,Jiong Chen Chai,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xNDIzMTY1NjY1NjA3MTM4,"小吴 Jgn hina ketua kita, kita harimau,bkn kucing",,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T18:41:37.000Z,1,0,2,0,0.0,5,,,AK YL,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF83NDc3OTg5OTQ2NDAwNDA=,AK YL No mention people,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T23:55:09.000Z,0,0,0,0,0.0,0,,,小吴,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xMzg3NDM5MjQ5MDI4MDk1,小吴 mambar . Tak keras tak lembut,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-13T02:42:28.000Z,1,0,0,0,0.0,1,,,Md Mamat,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xNDE4NTc1Njg1ODU3ODg4,小吴 hari ni….meow~~~🤣🤣🤣🤣,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-13T09:37:37.000Z,0,0,0,0,0.0,0,,,Bryant Tan,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xMTA4NzYxNzc0Njk3NDMw,Abu Amsyar yg penting negara Dan ekonomi diuruskan dgn sebaiknya... Yg lain TU 'dunia tipu2',,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T15:50:35.000Z,0,0,2,0,0.0,4,,,Negara Tercinta,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xMDgwMjUwODYwNDM5MjY5,Abu Amsyar terpalingggg 🤣🤣,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T16:11:54.000Z,3,0,0,0,0.0,3,,,Darren Chua,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8yNTMyNjc3NTczNzcwODU5,"Negara Tercinta kami x rasa pun diurus dgn baik. 

Polisi yang baik dalam sejarah adalah masa DSNR",,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T23:46:33.000Z,2,0,0,0,0.0,2,,,Abu Amsyar,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF82OTgzMjU4ODMyMzc0MzQ=,Abu Amsyar ya.. Najib Dan Anwar sama je cara fikir.. cuma Najib bg brim. Anwar bg rm100 utk semua sekali... Tepuk dahi lh kalau org TU fikir takut menjahanamkn negara..,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-13T04:55:37.000Z,0,0,0,0,0.0,0,,,Negara Tercinta,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xODMyNDA0OTMzOTc3ODY5,"Kent Phang Unintentional? They are testing the water. No less. 

Simply said it is intentional.",,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T14:31:58.000Z,1,0,4,0,0.0,9,,,Younger But Wiser,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF83MzY2NjQzNzI2MDc5OTU=,Younger But Wiser You say its intentional? Prove it. Don’t be a clown and tell jokes around.,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T15:18:55.000Z,1,0,0,0,0.0,1,,,Kenneth Khong,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xMjUwOTk3MjI5NjczMTEx,Kent Phang agreed,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T15:38:16.000Z,1,0,0,0,0.0,1,,,Hoe Kah Shing,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8zNTczNzU4NzI5NDI2MTc4,Younger But Wiser so pemuda umno Terengganu pun testing water ke?,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T15:38:28.000Z,3,0,0,0,0.0,3,,,Yong Ler,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xNzUwNzE0NTY4OTAwOTA2,"Younger But Wiser so anak bawah dia testing water juga ke, jawab lah bodoh",,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T16:28:53.000Z,0,0,0,0,0.0,0,,,Amulet JQuan,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF83OTg2MDEwNTk0OTQyMDE=,Younger But Wiser sembang. Scroll up newest to see those kantoi photos by Pemuda Umno. One by one netizens korek out and already viral it. Tomorrow all the news will continue to publish them. Backfire now to you guys. Padan muka la,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T16:41:07.000Z,0,0,0,0,0.0,0,,,Darren Chua,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF80MDk3NDk1NTYzODI0NDcz,"Kent Phang Berulang-ulang insiden serupa dilakukan oleh kelompok yang sama, apa maksudnya? Sengaja..",,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T23:42:33.000Z,1,0,1,0,0.0,3,,,Younger But Wiser,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xNTI3OTY2MTg1MDMxNTAw,Younger But Wiser i don‘t  understand what you mean “kelompok yang sama”  … pemuda UMNO Terengganu also sama kelompok dgn yang lain,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-13T00:18:25.000Z,0,0,0,0,0.0,0,,,Kent Phang,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF83NzYzMDcyMDgyOTA0NzI=,Rais Ahmad Hj Hussain apahal boleh terbalik bendera palestine？,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:26:52.000Z,3,0,0,0,0.0,3,,,Hi Hifi,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xOTcwNzg2NDQzNzM3OTQ4,"Rais Ahmad Hj Hussain akmal baru pergi tidur, sebab tak blh jadi hero dah🤣",,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T14:26:50.000Z,1,0,0,0,0.0,1,,,Cai Xin,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xNDM3MzI0NTI0MjYzMzg5,Asrul Khan dia kawan rapat PAS lah.umno Masi tidur,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:10:07.000Z,5,0,30,0,0.0,65,,,Yeoh Siang Meng,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF83OTc2OTgyMzYxNTYyNTQ=,Yeoh Siang Meng diam lh dap... Hormat sikit.. kami umno kalau keluar kerajaan gps pun ikut skliii... Merayu untuk tubuhkan kerajaan jgn hipokrik lhh,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:14:03.000Z,11,0,0,0,0.0,11,,,Nur Izzat Nabil,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xNDM1OTMxNTk0NDA2NzE0,Yeoh Siang Meng lu jgn sibuk pasal umbo,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:16:10.000Z,0,0,0,0,0.0,0,,,Zam Zuri,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xMzIxNTQyODUyNjg5OTc1,Yeoh Siang Meng ko mesti DAP kn...sje nk melaga kan parti lain,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:17:13.000Z,1,0,0,0,0.0,1,,,Cincai Cincai,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xOTA0ODQ5MjYzNjMzMDAx,Yeoh Siang Meng MCA pun backup u pnye bangsa .kiasu pnye bangsa menumpang,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:17:14.000Z,1,0,0,0,0.0,1,,,Mohd Hanif Ariffin,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xMTA1NDAwODc0MjgzMTQ2,Nur Izzat Nabil dia dah sedap jd kerajaan..pastu tunjuk kurang ajar..bangsa dia mmg nk org melayu majoriti berpecah..tu sbb diorg suka tertubuhnya byk parti melayu..ni la bahana nye,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:19:57.000Z,0,0,0,0,0.0,0,,,Mohd Hanif Ariffin,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF83NzgyODg3NzE1NDU1MTE=,Mohd Hanif Ariffin cina dalam ni sebenarnye tak boleh terima bang DAP kena balun 🤣🤣,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:20:28.000Z,2,0,0,0,0.0,2,,,Kacang Unknwon,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xMDI0MTMzNzY2MzAyOTI1,Nur Izzat Nabil tak ada 《kalau》,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:20:51.000Z,0,0,0,0,0.0,0,,,Lim Fangsfe,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF83NDQzMzQzNDE3MjQ2MjA=,Lim Fangsfe bce sejarah u balikk tak kerana umno u tak dduk ni negara bce blik perjanjian sosial,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:22:15.000Z,7,0,0,0,0.0,7,,,Nur Izzat Nabil,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF8xMTc1OTE4Nzc0MzUwMDk0,"Lim Fangsfe lu berani lu tendang la umno, KALAU BERANI!! 🤣🤣🤣DASAR TAK SEDAR UNTONG UMNO YG BAGI TALIAN HAYAT!! 🤣🤣",,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:24:44.000Z,0,0,0,0,0.0,0,,,Ija Je,0.0
facebook,comment,Y29tbWVudDoxMDE2MzM1NDUyOTM5MjkwNF83MzU2NjQ4NDU5MTA0MDc=,Marwan San buang mmg ramai dlm pakatan,,https://www.facebook.com/m.akmalsaleh/posts/pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,pfbid03CV8kCoj2wtHzWcH1MLELXfj7xXJGtAr2Fh9vic26LfVkuikgEaRvsmy6eYuyHqcl,neutral,2025-08-12T13:28:30.000Z,5,0,0,0,0.0,5,,,Samsol Sapari,0.0
