Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,Parent_Post_URL,Parent_Post_ID,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,SeedCode,SeedLabel,SeedQuery
x,comment,1837177484858605765,@MJibranNasir If this can be done legally what’s the point on Supreme Court. Nothing will change until military is reformed,,neutral,2024-09-20T17:10:20+00:00,1,0,0,0,0.0,1,,https://x.com/MJibranNasir/status/1837133046144696456,1.8371330461446966e+18,Mustafa Omar,0.0,,,,,,,,,,,,,,
x,comment,1837226594261238121,@MJibranNasir That is because PTI allied judges are threatening parliament and stability of pakistan so has to be done sadly,,neutral,2024-09-20T20:25:28+00:00,1,0,2,0,0.0,7,,https://x.com/MJibranNasir/status/1837133046144696456,1.8371330461446966e+18,Ragheeb40,0.0,,,,,,,,,,,,,,
x,comment,1837134165327704403,@MJibranNasir Can it be challenged?,,neutral,2024-09-20T14:18:11+00:00,1,0,0,0,0.0,1,,https://x.com/MJibranNasir/status/1837133046144696456,1.8371330461446966e+18,Amin ul Nizam,0.0,,,,,,,,,,,,,,
x,comment,1837156506002661732,"@MJibranNasir Mr Jibran, I had high hopes from you, but your medicore stances, confused mind, and no clear vision have destroyed that.",,neutral,2024-09-20T15:46:58+00:00,1,0,0,0,0.0,1,,https://x.com/MJibranNasir/status/1837133046144696456,1.8371330461446966e+18,Aqil Khan Yousafzai,0.0,,,,,,,,,,,,,,
x,comment,1837144429594829273,@MJibranNasir Challenge it in the sindh high court and get stay order.,,neutral,2024-09-20T14:58:59+00:00,1,0,0,0,0.0,1,,https://x.com/MJibranNasir/status/1837133046144696456,1.8371330461446966e+18,Saifullah ,0.0,,,,,,,,,,,,,,
x,comment,1837137795342569757,"@MJibranNasir @DrMominPTI آپ قانون دان بھی تماشائ 
اور ہم بچارے عوام بھی تماشائ
کیا فایدہ ایک ہی حال میں ہیں ہم بے چارے",,neutral,2024-09-20T14:32:37+00:00,1,0,0,0,0.0,1,,https://x.com/MJibranNasir/status/1837133046144696456,1.8371330461446966e+18,Um e Abdullah,0.0,,,,,,,,,,,,,,
x,post,1881220566893363419,"CJP Yahya Afridi & Justice Aminuddin Khan badly exposed by holding the committee meeting in the absence of third member Justice Syed Mansoor Ali Shah & decided not to fix important case in violation of judicial order. This is not first time judges are refusing to adhere other fellow judges judicial orders as it happened with Nov 3, 2007 order, 90 days elections order & reserved seats order.",https://x.com/HasnaatMalik/status/1881220566893363419,neutral,2025-01-20T06:01:49+00:00,2199,884,59,155505,0.0,4697,4299.505,,,,,,,,,,,,,,,,,,
x,comment,1881221771782734273,This has to end now. I am not able to comprehend with this stupidity. What are these judges even trying to do or prove here? What legacy are they going to leave behind? They have made their court a laughing stock all over the world. The judiciary is under serious threat in Pakistan.,,neutral,2025-01-20T06:06:36+00:00,27,2,1,0,0.0,34,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Aaqib Ali Qasuri,0.0,,,,,,,,,,,,,,
x,comment,1881227824658579673,"@HasnaatMalik Yahya &amp; Aminudin have taken it up from where Qazi Faiz left, if Mansoor &amp; Co. doesnt take a stand there will be many more like them",,neutral,2025-01-20T06:30:39+00:00,14,0,0,0,0.0,14,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,The Score Board,0.0,,,,,,,,,,,,,,
x,comment,1881473163210653763,"@HasnaatMalik @RaoofHasan #الحق
#FreeImranKhan
#سیرت_النبی_پڑھانا_جرم_ٹھہرا
#خان_کا_قصور_عشق_رسول
#رسول_سے_وفا_خان_کا_گناہ",,neutral,2025-01-20T22:45:32+00:00,2,4,0,0,0.0,10,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,งitคlຟคฯ ₐₗₕₐqᵤₑ 🍁 ⁱᵖⁱᵃⁿ 🍁,0.0,,,,,,,,,,,,,,
x,comment,1881222867683360856,@HasnaatMalik 90 دن میں الیکشن کروانے پر سپریم کورٹ عمل کروا لیتی تو آج یہ صورتحال نہ ہوتی اسوقت تو منصور علی شاہ اور آپ لوگ بھی قاضی فائز کے پیچھے لائن بنا کر کھڑے تھے اب رونے کا کیا فائدہ. مکافات عمل چل رہا ھے، افسوسناک ھے،، تکلیف دے ھے،، غلط ہو یا سہی ہو بہرحال سپریم کورٹ کے حکم عمل ہونا,,neutral,2025-01-20T06:10:57+00:00,5,0,2,0,0.0,11,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Aqeel Bajwa,0.0,,,,,,,,,,,,,,
x,comment,1881232783961673974,@HasnaatMalik فارم 47 اور 26 ترمیم سے فائدہ اُٹھانے والے جج خود کو مزید ننگا کر رہے، سپریم کورٹ کی حثیت ایک پنچایت سے بھی نیچے گر گئی ہے,,neutral,2025-01-20T06:50:21+00:00,5,0,0,0,0.0,5,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Waقas Baloch 🇵🇰,0.0,,,,,,,,,,,,,,
x,comment,1881228801042227503,@HasnaatMalik Should judicial independence include the ability to ignore fellow judge's order?,,neutral,2025-01-20T06:34:32+00:00,3,1,0,0,0.0,5,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Unpopular Opinion,0.0,,,,,,,,,,,,,,
x,comment,1881270453945372750,@HasnaatMalik پاکستان میں کسی آئین یا قانون کی کوئی اہمیت باقی رہ گئی ہے؟ ایک پاگل جرنیل جو حکم کرے وہی قانون اور وہی آئین ہوتا ہے۔,,neutral,2025-01-20T09:20:03+00:00,2,1,1,0,0.0,7,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,ہم کوئی غلام تو نہیں,0.0,,,,,,,,,,,,,,
x,comment,1881290996077805767,"@HasnaatMalik This is ironic in the sense that Justice Mansoor ,along with Athar Minallah was the biggest hurdle in implementation of SC order of election within 90 days.1 can disagree with Bandyal on other things but that order was 200% per the constituition which these 2 tried to topple",,neutral,2025-01-20T10:41:40+00:00,2,1,1,0,0.0,7,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Azmat,0.0,,,,,,,,,,,,,,
x,comment,1881226242546184207,@HasnaatMalik جنکو لگتا تھا یحییٰ آفریدی ایک اچھا جج یو گا وہ غلط فہمی میں مبتلا تھے فوج کے جوتے چاٹ کر چیف جسٹس بنا ہے انہی کی غلامی کرے گا,,neutral,2025-01-20T06:24:22+00:00,3,0,0,0,0.0,3,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Yasir,0.0,,,,,,,,,,,,,,
x,comment,1881224189090410744,@HasnaatMalik عاصمہ جہانگیر نے کہا تھا کہ اگر جرنیلوں کے کرتوت اگر اس قوم کے سامنے آگئے تو سیاستدان انکو فرشتے نظر آینگے،لیکن میں کہتا ہوں کہ اگر ججز کی بیغرتی،بیشرمی اور گھٹیاپن کبھی اس قوم کے سامنے آئی تو یہ قوم پھر بھی بیغرتوں کیطرح سوتی رہےگی اور موت کی خوف سےکبھی بھی اپنے خق کیلیےنہی اٹھے,,neutral,2025-01-20T06:16:12+00:00,3,0,0,0,0.0,3,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Zarar Changezi,0.0,,,,,,,,,,,,,,
x,comment,1881237366230438044,"@HasnaatMalik Badly exposed? Lolz Hasnaat, even a khota gari wala knows that YA &amp; AK along with a few more are compromised &amp; merely puppets in the hands of 🥾 
JUDICIARY IS DEAD, LONG LIVE THE BOOTS
@PTIofficial @ImranKhanPTI @MoeedNj @SHABAZGIL @ShazadAkbar @MalickViews",,neutral,2025-01-20T07:08:34+00:00,3,0,0,0,0.0,3,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Aamir Nadeem,0.0,,,,,,,,,,,,,,
x,comment,1881230761287929856,"@HasnaatMalik Very sad to see such mediocre people being appointed to such important positions. I guess the only positive that can come out of it is that people end up saying Faez Isa was a lesser evil, he did controversial things a bit more openly than this new tool",,neutral,2025-01-20T06:42:19+00:00,1,0,0,0,0.0,1,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Atif Awan,0.0,,,,,,,,,,,,,,
x,comment,1881254571324117453,"@HasnaatMalik Hasnat Malik
Do you not remember Two members, Muneeb &amp; Shah themselves convened meeting of procedure committee without CJP &amp; decided to enlist a case.That time,where you were?",,neutral,2025-01-20T08:16:56+00:00,1,0,0,0,0.0,1,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Wajid Masood Khan M.,0.0,,,,,,,,,,,,,,
x,comment,1881236023193334190,"@HasnaatMalik Justice Mansoor and Munib made the decision to for full court, even invited justice Yahya for 26 amendment and he didnot listen to it",,neutral,2025-01-20T07:03:14+00:00,0,0,0,0,0.0,0,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Thinker,0.0,,,,,,,,,,,,,,
x,comment,1881298645280301413,"@HasnaatMalik Current CJP was their 🐶; hence, they promoted him!",,neutral,2025-01-20T11:12:04+00:00,0,0,0,0,0.0,0,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Fahim Maqsood,0.0,,,,,,,,,,,,,,
x,comment,1881310014033608890,@HasnaatMalik اللہ کے غضب ائے جس نے تمہیں صحافی کہا ہے یہ دن بھی انے تھے کہ تم جیسے تھتے بے غیرت کو بھی ہم اب صحافت کی میں دیکھ رہے ہیں جس کو بولنے کی تمیز بھی نہیں ہے جو باتیں کرتا ہے تو پورا درجن درجن تھوک کے فورا باہر نکالتا ہے تھتا بغیرت,,neutral,2025-01-20T11:57:15+00:00,0,0,0,0,0.0,0,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Farooq Khan Niazi,0.0,,,,,,,,,,,,,,
x,comment,1881226444145340717,@HasnaatMalik https://t.co/4FJVqNCIo2,,neutral,2025-01-20T06:25:10+00:00,0,0,0,0,0.0,0,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Muhammad Bashir Awan🇵🇰🇵🇰🇵🇰🇵🇰,0.0,,,,,,,,,,,,,,
x,comment,1881299543566020781,"@HasnaatMalik Mr journalist without ethics, do you know that how many members of the committee can decide and fix the benches? What is coram non judice? You just know min min min min",,neutral,2025-01-20T11:15:38+00:00,0,0,1,0,0.0,3,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Frank Jay,0.0,,,,,,,,,,,,,,
x,comment,1881290232240468446,@HasnaatMalik https://t.co/PeYiA1ZPd3,,neutral,2025-01-20T10:38:38+00:00,0,0,0,0,0.0,0,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Al33MK Khan - 🇵🇰,0.0,,,,,,,,,,,,,,
x,comment,1881286082622570658,@HasnaatMalik Yahya is proving to be an asshole. Will pack bags with his bosses.,,neutral,2025-01-20T10:22:09+00:00,0,0,0,0,0.0,0,,https://x.com/HasnaatMalik/status/1881220566893363419,1.8812205668933635e+18,Dr. Shafat Hussain,0.0,,,,,,,,,,,,,,
x,post,1687420390967283712,"MB N9, Aminuddin Harun -
✅ Cekap bekerja
✅ Tak cakap banyak
✅ Tak sibuk hal negeri lain

Saya rasa PN pun mati akal nak serang Aminuddin. N9 semakin baik selepas PRU14; politik stabil dan ekonomi cantik. Contoh negeri yang berjaya. https://t.co/jL1PIyEwta",https://x.com/SyedAkramin/status/1687420390967283712,neutral,2023-08-04T11:09:06+00:00,3126,1333,40,329452,0.0,7793,6241.452,,,,,,,,,,,,,,,,,,
x,post,1920841841366495340,This is shameful misconduct of Chief Justice Yahya Afridi and head of constitutional bench Justice Aminuddin Khan. These two judges should show some grace and self respect in tolerating the voice of dissent on a bench. Their failure to timely upload the dissenting note of Justice Ayesha Malik and Justice Aqeel Abbasi clearly goes to show that dissenting judges are right about the control of appellant parties -PMLN & PPP over the so called constitutional bench.,https://x.com/Matiullahjan919/status/1920841841366495340,neutral,2025-05-09T14:02:37+00:00,2217,852,39,106297,0.0,4170,4144.297,,,,,,,,,,,,,,,,,,
x,comment,1920859022707531878,"Pakistanis, disillusion yourselves. IK has no solution2ur problems of massive poverty&unemployment, appalling level of child malnutrition, skyrocketing prices, almost total lack of proper healthcare&good education for d masses etc. These problems can only be solved by a mighty historical people's struggle&people's revolution in unity with India But all u do is parrot ''Imran Khan'', ''Imran Khan'' day&night like a bunch of buffoons",,neutral,2025-05-09T15:10:53+00:00,1,0,1,0,0.0,4,,https://x.com/Matiullahjan919/status/1920841841366495340,1.9208418413664952e+18,Markandey Katju,0.0,,,,,,,,,,,,,,
x,comment,1920854664481837113,"@Matiullahjan919 When a prostitute sold herself for some money she first of all kills her self respect and dignity then she enjoys every act which is against her self respect, same is the case here don't expect respect and grace from Pakistani courts",,neutral,2025-05-09T14:53:34+00:00,5,1,1,0,0.0,10,,https://x.com/Matiullahjan919/status/1920841841366495340,1.9208418413664952e+18,RIZWAN RIAZ,0.0,,,,,,,,,,,,,,
x,comment,1920844043954659532,"@Matiullahjan919 He is not Cheif justice, he is Cheif Bsdk",,neutral,2025-05-09T14:11:22+00:00,3,0,0,0,0.0,3,,https://x.com/Matiullahjan919/status/1920841841366495340,1.9208418413664952e+18,W,0.0,,,,,,,,,,,,,,
x,comment,1920844729425555588,@Matiullahjan919 آپ اس موقع پر ایک الگ ہی راگ الاپ رہے ہیں۔۔۔۔,,neutral,2025-05-09T14:14:05+00:00,1,0,0,0,0.0,1,,https://x.com/Matiullahjan919/status/1920841841366495340,1.9208418413664952e+18,Fayyaz Satti,0.0,,,,,,,,,,,,,,
x,comment,1920858650584760551,@Matiullahjan919 Don't expect quality &amp; grace from Justice Yo Yo Afridi because he has nothing to do with law &amp; for him law is the only thing which he receives from his paymasters at GHQ,,neutral,2025-05-09T15:09:24+00:00,1,0,0,0,0.0,1,,https://x.com/Matiullahjan919/status/1920841841366495340,1.9208418413664952e+18,Muhammad,0.0,,,,,,,,,,,,,,
