Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,SourceName,PostID,SourceID,Jenis_Suara
news,post,18fdc247bb85d29f,"EC receives notice of Negeri Sembilan assembly dissolution, says special meeting to set poll dates. EC receives notice of Negeri Sembilan assembly dissolution, says special meeting to set poll dates&nbsp;&nbsp;Malay Mail",https://news.google.com/rss/articles/CBMi6wFBVV95cUxQejg5QVdycDJhX2tMTzl5cmpjWWgwRkJGd1VxTXN0cXBaR1dYSjFzWFZJdGRLM1psVEs3RTQ2NkhzMDdrN1FrTUZsTkRkREt1WFVLTzhxbXhaT2l1NnNfcjMwMDR0RGtqb0VaS2JEWUJscVdfZkFfQ2wwcmNQcTRZYXNNOEVTUTlBZ0ZGQ2hFVTN0b0FJeFpROXBiY19aOFBQUkJubXI3NHEtWEpEd0daYVhKRmJMSXk4X0E4enFaa0pmbHZaQTFlQ1UydEtXY092aUYtLWtpdmFmQmdxUjFWTGlLUW80X3lXZXJj0gHwAUFVX3lxTE1aR1hleDZmb2J4c0Y4WldYT2V0eEwwY3c1TlpwMXM5Z3YxSDN2cUczWVEwR0x3MXFyVlc2UUQxa0tCQklUdXBuRXI4cF9LTXFnV1RYYkNWVWMxTWdES254OEwzS18zbW8tQlkzWnpqOGFSekFGYjVMWUZuaDNVdzFjNnJwZkZLbFExb2hzcm9HSGV2UkNHckFjUXVfakVJOTZudFdQVXB2a2diTFpMeDFkQ0tIY3FUXzJaZmpERXp2b1R2SF9jNjZuaEUtdzZBWl81bnZRNUVRMFhncWJQYVBkSVNwUVRSMk1aS2EydUJfSg?oc=5,,2026-06-05T07:00:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,0de23d0af83dd9dd,EC to meet on June 12 to discuss Negeri Sembilan polls. EC to meet on June 12 to discuss Negeri Sembilan polls&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMitgFBVV95cUxOZTRITU5ydHl3ODg2dlFjU2ZyMElVeFVhU3o3dEZZZllwekwwR3JHTy1MeWNNT3lmZ1VFMkgzcUotRnBWYU90QU1HZk91UmdyVm1hWmlIeVpVNWVNR0pJb2N1VWEtcE9NVnQyQWY1STg0cTJDdUhDZzRvQTZGOVFfbmhoaXVYSUxjeU9Bd2dNRVF0LVpXNWpJMVFOVE1CNk8tTDNCd2MxelBzMDFXTkJ4UVJiTE9iQQ?oc=5,,2026-06-08T10:31:08+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,a8def4055fe802aa,Speaker: Negeri Sembilan assembly dissolution notice to reach Election Commission today. Speaker: Negeri Sembilan assembly dissolution notice to reach Election Commission today&nbsp;&nbsp;Malay Mail,https://news.google.com/rss/articles/CBMi3AFBVV95cUxORlNmM3cyLXZuM2VoUlBvcG1SMUs0alZBWkdGMG1hZ0luY1BIWnB4YUw2Tmd2VmRaSWp3clZzNWVrT0ZVenhsYXBoVkpsY2d6VVdnZ0JTeHlTRDQ5QWVZWTlHWGFDVVB5NUdfQmxRWjJkN1V4SEVCSUhJd1RPME8waW9tMll3UG15VVdjblNZdU5yaGo3YlNHcmx5eUpYSmhuUHR4OEtzV2JsUk1XQzZkVTVWMGxjbU5ncGEzYjVZNUVUblY4V1pXbm9RaDlEUG9xY1BUM1Z2U2dUOVZa0gHiAUFVX3lxTE12eEFYVEprVlBNYTdCQ3hMWkw3YmIyUHNkTk9OR29pSWdRX3ZqNW5zaXl0bGJrS2VFOGZCblBaTDhrajYzWWZsWW9fQXk3SFJ3VXl5N1ZEWWk0U2ZLdF95SVlzYUU2MFR2bEpOdE1SZklHa3JTazU2aFRhUGNJVTh4RzlZLWNnVWdBVXpLVzZxTmllUlZMRlh0dHZGbzJLYlRXajV4SHk1aTNxcmEzOFRvcjFRRDRBbjJpNUlhdzVIMFRJb1J1c3d1THdBOUZqRXE4UGZ4QVFQNnJ2R0pMTVJKUHc?oc=5,,2026-06-05T07:00:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,1ab6151a4c32395c,"PH finalises seat distribution for Johor, Negeri Sembilan polls. PH finalises seat distribution for Johor, Negeri Sembilan polls&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiwAFBVV95cUxQMWlKOWV6OVUyRzZlN1Z4Z3NjMk9JNl9tZW9NYy1tbklvR2tXcnVBXzl0eENFbmJsLWJ4Z05hUnc3a2hIVVp0eEx2T3cxM2FILS14NXZaeE5teUJyTzl4NXc3aS0yaXk4WUd2eXNBSWZCZnBnN2JfLTlNWGRLaEtWUU8xb2JBakNtYktxZXp1R2VlcHczM0hPbkhuV3RVbXpaSFozbXFyY1dUbDZSMzBfYWxmeUxINXFlTVFRYkd0aGY?oc=5,,2026-06-08T05:12:17+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,cc22f77547dafea0,"EC meeting on June 12 to fix dates for Johor polls, not Negeri Sembilan. EC meeting on June 12 to fix dates for Johor polls, not Negeri Sembilan&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiywFBVV95cUxQUGJYS09ERGI0LTVBLV9KcHVoWTJLUnMyQ1JXTG5MYk84Y3ZqaUxwb2dudFJQRTlUUTFzcHdwQUhMWVE4UHk2SWhrSmVXeUNOSjJUMGVaZ0o5N0VvN0hBdFhqOEg1R0pWSHpRUktaZGNKenB0TF9lc0FhOUZ6aUNhWDltb1ZSQXQxZ2dNR0g1T0NMcjVsNTlCMVhacUNMZGRMVVUzVk1jNHA5cko3b0dEdmI4QzJzQzc3RFZvd1ZUaVNBQ3c3MVpwUjhMUQ?oc=5,,2026-06-05T07:00:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,baf449874d16e53c,"Why wasn’t Johor polling day delayed if preparation was the issue, Muda asks EC. Why wasn’t Johor polling day delayed if preparation was the issue, Muda asks EC&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMi1AFBVV95cUxPX1pnMEo5VUV0aldnS3VXVm5SMVl5NUpqX3gwcjNOeTRibV8xclNtdXRLSVp5ZHh5Si01aW43S1RBem1nTDNoN1NmeDJSQ1JpV2M2VTNNNFVGMDZlUzhwSEJreDY2MzZwQWswVnpzd01uQlZiOEUxV0hBa3lsczFXQkk4MFFvSjdQM0lhcWN6OXM4Y1N4TklEVVlSMjZfbTdGQVV2a3MyeU9nMFhKTERIc25WZmxsQnp4aGhWUDJBSk80WHU0NDBSY1d4Rk9WWlpkQ2laXw?oc=5,,2026-06-12T11:03:27+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,84c688141b31fcf4,"Mature campaigns needed for Johor, Negeri Sembilan polls, says Salleh. Mature campaigns needed for Johor, Negeri Sembilan polls, says Salleh&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMixwFBVV95cUxPa0VIa0hENDVXdEZfdll1d0d0VUt0WVNTZHl4enlSU0FpLXI0b0N2c1gtX3Ixa1BkRVRjUUJoLXRmTFdSYk5xUS1QNmFxazRhM19UR0tac3hpM2ZtM0NxeHU3c0ZRdEF2NXJRVENhZE16X0J3bFZlVThBUjF5ZEs5XzU2SjhqVkZrcDNtTFdHNUEtLTBjaVBjVjZ5VzhiMDhvZ1FFdUY4QnFUbjUxM1NqODFHR0FndjhpS3lEZkhuMkFVTjdLWnZ3?oc=5,,2026-06-11T00:59:56+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,9bf5dd2829117f7e,Negeri Sembilan dispute may lead to contempt of court action. Negeri Sembilan dispute may lead to contempt of court action&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMivgFBVV95cUxNZGV6US1WSGhYeVUtNG92OFlsanZaSHFPcmZiYTJ0SkdTOTNxRHF3U1dvR2IzNDc0Vmx4OVc1MjhnV0lMcXJKVEpWSlpjZFlZYTQ4UW42bks4VjdlQlphZUVCQlNfRlVwaV9CWlJpdnl6VEY4SVI5V2FxRFlwdkVxZGJCVUNfTHNWWm9ERmxTM2N1aG1BelpFVlhCR3hHQ2RQeVRoWW1JS1RhNHpqMjdyekd6RzNId29wZW5zc2t3?oc=5,,2026-06-05T07:00:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,66e710f4dfee5b5c,High Court grants temporary order preserving status quo in Negeri Sembilan crisis. High Court grants temporary order preserving status quo in Negeri Sembilan crisis&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNdTNiS2ZiUWpPZ0dyM0RVYUhoR0FacTlmMVRMLUVnSVlfOVQzdGp2Zkp3R3FoNWVCZmszYkRidVR1LUNUZ1FxNWpaTmszRmkzck9pdkt5ZXJpa2Y0VTJNZmRDZlY2MDZiNnU3enR3RmtPWWxCaXpJZFJkU3d3Nlk4aHZ1d0l4Vm90UGJ3RmJTQjdkZjh5MUUzU1BQQzBpZTR0QW9Od2o1TkE1eF9VRk9IVnlDam1ac05zQ3JOMFFCbGVvLTl0eVhjWWRNXzY4elBLbUhFd0ZzYjZtUQ?oc=5,,2026-06-05T07:00:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,6a54e55912764bd6,BN open to forming unity govt in Negeri Sembilan after polls. BN open to forming unity govt in Negeri Sembilan after polls&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMivgFBVV95cUxQVnRIenRQRzZmeEdCdEhoZEtCam52XzRqbngyMkVHakE1Q3JYZXc1cGkzYkVEUURWSWZPcm1yYVlvaTdibmZtb3hJa0xoZlVwZGItU3JEYkdVMHhpOVlXZGk0TUp5QVF5aEJaUC1nTUNidzQ3bXpQM2c5RDNUYUlOaFl3ZlQ4Z2k1dkpxWk1xR3kwdUVOLXlTd1FQOGV3UktsRFBqRm5ZU1Exa0xzLTg1cERYU2RhQnNGOXdYSTRn?oc=5,,2026-06-05T07:00:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,ad09f7240b0804f6,Johor PH says ready for state election. Johor PH says ready for state election&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMioAFBVV95cUxPXzVpN2V4eVBxOFpJamZpZW94NkxMZXVKbEdYdzl0QUxRWlhYbXd4dHByWWJuRmd6MlhicW9ndHYtX09RRU9BekVsQ2duUnJ4R1BhY2YtMnA2a2VSQkxCaTFCdUpHcHg3R0hraU5Bd3hSOHgzNnVvcG9zNHBFcmlhNnNsandoRm1YVVdMRDBpbDhoR3VzQXBFdlR6Qm1fRmcx?oc=5,,2026-06-01T07:00:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,1d3402d47eb3915c,EC: Special meeting on Negeri Sembilan state election on June 12. EC: Special meeting on Negeri Sembilan state election on June 12&nbsp;&nbsp;The Malaysian Reserve,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNLUJQN1JHajBhNERMNC1xdi1NMDNrWWZPVGNEdFZiNXVTU0s3dVcxVjNRdFNDNUFqQ2w5Z1lDbTNQLVVrbEZlU0JUQUdYUUoxSzdieWhJdlJnUlFsT0xFSmxXamJGYXUxcURxNG81c2dHaG1JR1VHRnBxckZYOEdXQnZ0SHBnU3FQNHAtOG1HOWtsdG0tZjdmNWNWLTRCamw4OGtVOThrckswYjg?oc=5,,2026-06-08T12:03:20+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,428d0ba2e6277336,EC to announce key dates for Johor and Negeri Sembilan state polls today. EC to announce key dates for Johor and Negeri Sembilan state polls today&nbsp;&nbsp;Malay Mail,https://news.google.com/rss/articles/CBMiygFBVV95cUxNRnZSUml4REtQa3cwX1dDSmZCVzhaRVFEM0k1dHZqcTdWVkZmOTJyYUJmOVRQZmt0WXVIQ0lINHNPUkdMOU1kbDIxRmNTSkFmRENVX2RTaDNrN2p0ZXF2ZnRPUGNBWVBweGhfRzlRd3A0WGlSMGdpekp5WHNKZFY2OFR4UXJ2TU1ENWpNS0RIRU04WE02a3F3RUZickVRWEFpZ0MtY2VIU2lqT2dvRkl6Nk1BV3RVS0JCX3dCUFBVbE13Z1ZLYTdkbm9n0gHPAUFVX3lxTE1CangxNEJwRVhNajFPU0JWQ2JxelZwemN5UzMzRGFyd2I0cjlMX0VOMFhuMnBsbmdkM1FjY2Y0Uzk3bkpXd2lEaTd3cFlNYy1UWlA3ek5EX2NlQlZUeE0wa3hjbFd1aWJLSV92aVllcUF4ek1hbjVQbkVvMmtMUlVqNFlDVl9NVVAzcHV6N0NWa0NXdUFMYXgtR3hPSzFJOW12ekt1M1VRTzFsbTU0YkFvY1RGZEtodEJrWWR5N1hoazhmNGtqRVRTRDczX25BOA?oc=5,,2026-06-12T00:44:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,2bf623cb2aed6e8b,Negeri Sembilan assembly to be dissolved tomorrow. Negeri Sembilan assembly to be dissolved tomorrow&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMimwFBVV95cUxNTHNTbjZMTU1FMFBCT0hBZndMN0ZqcFZtdlNRVEtWdGhBNFYxNFJrRUt4U1ZPUDZNMWw2cFFseTQtVGE5am5Lbjl1T1NqMkZYd2dQMEtaZkFzTHk3emdnQVpQa2U2Y2hmU1ZKY3pOYUxGX1VQS014UlVRdEtENnpvQVRfblM5WjNZYzA2UzdyQXRkYUFhcHBMVzdwRQ?oc=5,,2026-06-04T07:00:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,f7e551ed8b3a7d1d,S. Korea’s currency tumbles to 17-year low on foreign stock selloff. S. Korea’s currency tumbles to 17-year low on foreign stock selloff&nbsp;&nbsp;Saluran 122,https://news.google.com/rss/articles/CBMipAFBVV95cUxQTHZKSmdHZkxOZnVEU3Q1OVV3YmVGdnhrZHlydDdjbWJ6bTR5am4tZ1Z4S24yOUh3M002WGRXRW1pQndWdmJkakFLVklIZUl4TGt0RVF3VzJwR19CQVhPVzBENkJLZ3E5ZkV3VEd1U0psTHQxUy1KZHNzbzN0enRjbHJfRTZwVnM0WTBtZnJ3Wlo2ekZiQVgtNHdWOHlnMGtzNDNGeQ?oc=5,,2026-06-05T07:00:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,88367f240f4f0f89,"Too risky not to call for polls in Negeri Sembilan, says Loke. Too risky not to call for polls in Negeri Sembilan, says Loke&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMivgFBVV95cUxNeWdMdDlneGVoUTQ3ZzhlcjNXQUVXbnhyVDNJcG9sMzdVRmI5SzZvNTAzdEg1S2RSVkRzeDBoRGJWdUl0WEFYLTlkcXFTZjZ6Y0JPeU5hbW9LazhYb2k5MTEyRXo4S00tSWhfYmdWM3JhbmhTTllha1d1d1BtZGFDTFNhcUgyelctRlE5bDVmZ2NCWWM5LUtOTlFXN1Q1MUY2OUZ4MlJ0UkVKQUdRdnZ6ejZ2OW4zT1oxVnVITFRR?oc=5,,2026-06-08T06:10:13+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,4e89a1a61460a7d5,Johor And Negeri Sembilan Head To The Polls As EC Sets Voting Dates. Johor And Negeri Sembilan Head To The Polls As EC Sets Voting Dates&nbsp;&nbsp;TRP | The Rakyat Post,https://news.google.com/rss/articles/CBMitAFBVV95cUxOWDlMYUFWZ3lja011Z0MxWV85cGFCdVMzT2dNaUVBTXljbm5VcGdEalZYRDNKNEFIc3NUanBRQXl0d0s0Yld2MlN2N3RvLU9KTG04eDU4d3BzcExvRU4yaThlUGpmRkR0dlRKdTkxMjl5T3FuN2NITFhGOHZZTnpWQVdOWjNpaVI2Mm96MTR4MWJXUl9LX3V3dTNqX2ZMVGhRWlhGVmpaelRiTkN3RWdQOTFRc0g?oc=5,,2026-06-12T09:26:33+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,,
