Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,SeedQuery
news,post,16b76be29bd9c763,BN to contest solo in Negeri Sembilan state election - Ahmad Zahid. BN to contest solo in Negeri Sembilan state election - Ahmad Zahid&nbsp;&nbsp;The Vibes,https://news.google.com/rss/articles/CBMirwFBVV95cUxQd2pvZEtvRkVJR3hZZFRIeldlbnV5Ry02NXdSem95LUFNblNnY2xTcXBsY18zS29pRVdrSU03bTlBRmx6WFB5VDBOMnlzcGlNRVd5TGplVFI1bzRONGFYWW9GaXl0OU41SV95b1JoZHpSSEF6d3VhbUhQdElYTDdqdWl0UElOZi1GUm5RSU9MZ2F2S0JuNE5hNHBmQ0k2TW1rUENfaHVrZm44NFJadHln?oc=5,,2026-06-09T09:26:00+00:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,ea044faf6899d142,Negeri Sembilan DAP to bank on incumbents for state polls. Negeri Sembilan DAP to bank on incumbents for state polls&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMiugFBVV95cUxNV3ZrMnhDTWpBYjdPNk1DcGtiTFRfaHkwNlZVUl9ycjM4LTNScmktcEZoS01XMzN0dE9mZklKV3B2QVFZbmJqdk5pTFJPdzNUWXRKeEtxMW1jYkRJbWV2Q2RBUjVpVEZsSDBKRVd1Rkd0RVdkdjBnUnpPMjlSTmRwam9OWV9PUGQtZFlLelV6b3Vlb3RHR2ZOSVV2OTFvMUlvNmhHbThzZlF5Nk1GdWZYcGRqY0JGcTZWRUE?oc=5,,2026-06-10T07:06:28+00:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,88367f240f4f0f89,"Too risky not to call for polls in Negeri Sembilan, says Loke. Too risky not to call for polls in Negeri Sembilan, says Loke&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMivgFBVV95cUxNeWdMdDlneGVoUTQ3ZzhlcjNXQUVXbnhyVDNJcG9sMzdVRmI5SzZvNTAzdEg1S2RSVkRzeDBoRGJWdUl0WEFYLTlkcXFTZjZ6Y0JPeU5hbW9LazhYb2k5MTEyRXo4S00tSWhfYmdWM3JhbmhTTllha1d1d1BtZGFDTFNhcUgyelctRlE5bDVmZ2NCWWM5LUtOTlFXN1Q1MUY2OUZ4MlJ0UkVKQUdRdnZ6ejZ2OW4zT1oxVnVITFRR?oc=5,,2026-06-08T06:10:13+00:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,3e4ace5195fec929,This retired couple built a life around durians and creativity. This retired couple built a life around durians and creativity&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQWWh3eld4UUNjRGJnRzdmMUo0RG5xUnZMeDU3c3Z2Wk9xbU1aWlpqejdDZ1NLeDRBeVRreU9fcEhXM2ZweTRHeVR2V3BzSFg2S3VCb2RFYXk3d3Jad2ZreldaWnZ6bVdnekY4SG05TElQaDlON2JtN1FDQmV4YjZUSTRvcktuV0prMUZGMzJBaktYd2xYV0hmU1JpbUM4MkZCN3JPdUFRNFQxUUlhZ2FzOUNRNUV5Z2hqejdRZ0pudUJqZw?oc=5,,2026-06-12T23:31:01+00:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,34b0d200bf3c9167,Police say action at Tunku Besar’s residence was to ensure public order. Police say action at Tunku Besar’s residence was to ensure public order&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMiywFBVV95cUxPUGlKdFpiTHJQZkZjelprZTdBZDFHSW1tUGVCaWtWcGg5cmVpWnV3aktnZEdRdll5a0Y0eUgxY1NONG1Ca1JYQ3FNZzJ2ZVZ5SmluMG5SU2ttY2d1U081Q3g4R3dReWFSSFBQSHhMdGp6SUdybkxmS3NrU1ZlZzAxZjFUZUlYVHd1djBuUkhmSnNFU0ZMVzhMcERwSzg4UU1fOGt3SGstZFloYkQ1dTV3UEdrejYyQk1lYlRPWjB1WjdmcE1kSGFaRFluZw?oc=5,,2026-06-05T14:39:22+00:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,acacc49c5304aa81,Countdown to election: Negeri Sembilan MB announces formal dissolution of state assembly. Countdown to election: Negeri Sembilan MB announces formal dissolution of state assembly&nbsp;&nbsp;MSN,https://news.google.com/rss/articles/CBMiiAJBVV95cUxQem42WFhuUDc1Rm9zb2dDWl8xSXcyenJyaDg4a0NTV2liU3A0VVFZVGQwUkozeC1PNmstcjBzZk55R3ZvWUxfMWRBQ3N0cGR1OFNTczdoLUdOM3AyZW1lZ21aMXg0TGpFSWl3ZzhIcnBvNFByZDhsQ0NqaXh1ZllGZ2tvM29FOUZnR1pUdm5ZTjhmR3F2eGhjRTFZSGl4dHdtMmR0eXFiLXRzMXZ5aUdGZUxOYkZSSkZpQXNsQ0pJc2Yxeks3SlY5aWNfa2YwSmVvR2xjQi00UGNzZ1JsU3VoOUlYSHk0V0RzR3Z4SkVIT3U1cWNtMEtUZk8wQXZiMnh2SmltY0JkT2I?oc=5,,2026-06-05T04:35:06+00:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,51027d3b5577c66e,"PAS to discuss Johor, Negeri Sembilan strategy and possible alliances next week, says Samsuri. KUALA LUMPUR, June 13 &mdash; PAS leaders will meet next week to determine the party&rsquo;s approach to the Johor and N...",https://www.malaymail.com/news/malaysia/2026/06/13/pas-to-discuss-johor-negeri-sembilan-strategy-and-possible-alliances-next-week-says-samsuri/223588,,2026-06-13T11:11:02+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,72e69ee286b5e095,"Sanusi sets sights on 36-0 Kedah state election victory for PAS. KUALA LUMPUR, June 13 &mdash; Datuk Seri Muhammad Sanusi Md Nor said PAS is targeting all 36 Kedah state seats in the ne...",https://www.malaymail.com/news/malaysia/2026/06/13/sanusi-sets-sights-on-36-0-kedah-state-election-victory-for-pas/223586,,2026-06-13T10:44:49+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,20f949d0bc04ba5c,"Sanusi says Anwar open to holding GE16 alongside polls in four Perikatan-led states. KUALA LUMPUR, June 13 &mdash; Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor said Prime Minister Datuk Seri Anwar...",https://www.malaymail.com/news/malaysia/2026/06/13/sanusi-says-anwar-open-to-holding-ge16-alongside-polls-in-four-perikatan-led-states/223584,,2026-06-13T10:35:08+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,7b14d212d55c3199,"Eight houses, motorcycle destroyed in early morning fire in Kuala Perlis. &nbsp;KANGAR, June 13 &mdash; Eight houses and a motorcycle were destroyed in a fire at Kampung Seberang Alor, Kuala Per...",https://www.malaymail.com/news/malaysia/2026/06/13/eight-houses-motorcycle-destroyed-in-early-morning-fire-in-kuala-perlis/223583,,2026-06-13T10:28:07+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,4160810f993c4b47,"KL police to station officers at 122 secondary schools for traffic law checks. KUALA LUMPUR, June 13 &mdash; Police officers will be deployed to 122 secondary schools across the capital under a new i...",https://www.malaymail.com/news/malaysia/2026/06/13/kl-police-to-station-officers-at-122-secondary-schools-for-traffic-law-checks/223582,,2026-06-13T10:14:29+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,40fb4e0ff496e3d7,"No seat at the table, but Loke offers Onn Hafiz one on a KTM Komuter ride. KUALA LUMPUR, June 13 &mdash; Transport Minister Anthony Loke has invited Johor caretaker Menteri Besar Datuk Onn Hafiz...",https://www.malaymail.com/news/malaysia/2026/06/13/no-seat-at-the-table-but-loke-offers-onn-hafiz-one-on-a-ktm-komuter-ride/223581,,2026-06-13T10:07:14+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,854ad2408a04a037,"Anwar in Sabah for one-day visit, to launch major 330km power transmission project. &nbsp;KOTA KINABALU, June 13 &mdash;&nbsp;Prime Minister Datuk Seri Anwar Ibrahim is scheduled to make a one-day visit t...",https://www.malaymail.com/news/malaysia/2026/06/13/anwar-in-sabah-for-one-day-visit-to-launch-major-330km-power-transmission-project/223577,,2026-06-13T09:55:05+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,fc89542b175c23c4,"Rohingya among migrants drawn to Malaysia due to family networks, says Kelantan police chief. &nbsp;KOTA BHARU, June 13 &mdash;&nbsp;Family ties in Malaysia have been identified as a key factor attracting illegal m...",https://www.malaymail.com/news/malaysia/2026/06/13/rohingya-among-migrants-drawn-to-malaysia-due-to-family-networks-says-kelantan-police-chief/223576,,2026-06-13T09:51:39+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,89d6ca08df7798a6,"Onn Hafiz defends Johor BN’s no-DAP stance, says politics should not be conflated with race. KUALA LUMPUR, June 13 &mdash; Johor caretaker Menteri Besar Datuk Onn Hafiz Ghazi has defended his insistence that Johor...",https://www.malaymail.com/news/malaysia/2026/06/13/onn-hafiz-defends-johor-bns-no-dap-stance-says-politics-should-not-be-conflated-with-race/223563,,2026-06-13T09:22:33+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,a5ed4f3cb6ef8daa,"Sarawak Fire Department recommends shutdown of Lawas highway construction site over methane gas risk. &nbsp;LAWAS, June 13 &mdash; The Sarawak Fire and Rescue Department has recommended that the Sarawak North Coastal Highw...",https://www.malaymail.com/news/malaysia/2026/06/13/sarawak-fire-department-recommends-shutdown-of-lawas-highway-construction-site-over-methane-gas-risk/223561,,2026-06-13T09:16:21+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,1336358c2f544d32,"Police probe chair-pulling incident that left Perlis student out of school for nearly four months. &nbsp;KANGAR, June 13 &mdash;&nbsp;Police are conducting a thorough investigation into an incident involving a 12-year-o...",https://www.malaymail.com/news/malaysia/2026/06/13/police-probe-chair-pulling-incident-that-left-perlis-student-out-of-school-for-nearly-four-months/223560,,2026-06-13T09:12:18+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,a256ea2466008032,"100 days of the global energy crisis: Why discipline and unity are our strongest shield. JUNE 13 &mdash; One hundred days into the global energy crisis, one truth is now unavoidable: this is no longer a tempor...",https://www.malaymail.com/news/malaysia/2026/06/13/100-days-of-the-global-energy-crisis-why-discipline-and-unity-are-our-strongest-shield/223557,,2026-06-13T09:04:43+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,51003bdea3abcc59,"Anwar urges Negeri Sembilan voters to return Pakatan to power, backs Aminuddin for MB. &nbsp;SEREMBAN, June 13 &mdash;&nbsp;Pakatan Harapan (PH) chairman Datuk Seri Anwar Ibrahim yesterday&nbsp;called on vot...",https://www.malaymail.com/news/malaysia/2026/06/13/anwar-urges-negeri-sembilan-voters-to-return-pakatan-to-power-backs-aminuddin-for-mb/223555,,2026-06-13T08:58:44+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,e6ab458b2db8b643,"Don’t betray Pakatan if you are not picked, Aminuddin tells party leaders and election machinery. &nbsp;SEREMBAN, June 13 &mdash;&nbsp;Negeri Sembilan Pakatan Harapan (PH) chairman Datuk Seri Aminuddin Harun has remind...",https://www.malaymail.com/news/malaysia/2026/06/13/dont-betray-pakatan-if-you-are-not-picked-aminuddin-tells-party-leaders-and-election-machinery/223554,,2026-06-13T08:51:36+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,71cfa42289c46802,"Health Ministry eyes major organ transplant push in 2026 as thousands await lifesaving donors. &nbsp;KUALA LUMPUR, June 13 &mdash;&nbsp;The Health Ministry (MOH) has set the goal of advancing the national transplant...",https://www.malaymail.com/news/malaysia/2026/06/13/health-ministry-eyes-major-organ-transplant-push-in-2026-as-thousands-await-lifesaving-donors/223553,,2026-06-13T08:48:25+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,8d4dc71eb44bd7b4,"Police arrest 13 men over armed brawl linked to debt dispute in Jinjang Utara. &nbsp;KUALA LUMPUR, June 13 &mdash;&nbsp;A total of 13 local men were arrested for allegedly being involved in a riot an...",https://www.malaymail.com/news/malaysia/2026/06/13/police-arrest-13-men-over-armed-brawl-linked-to-debt-dispute-in-jinjang-utara/223550,,2026-06-13T08:45:36+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,b7ddf079b3e2f517,"DOE steps up air and water monitoring after hazardous waste fire in Gebeng (VIDEO). KUALA LUMPUR, June 13 &mdash; Malaysian environmental authorities have intensified air and water quality monitoring afte...",https://www.malaymail.com/news/malaysia/2026/06/13/doe-steps-up-air-and-water-monitoring-after-hazardous-waste-fire-in-gebeng-video/223551,,2026-06-13T08:46:43+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,083c3b946d5fb68d,"Loke backs Aminuddin to stay on as Negeri Sembilan MB, says DAP will defend only incumbent seats. KUALA LUMPUR, June 13 &mdash; Negeri Sembilan DAP has backed Negeri Sembilan PKR chairman Datuk Seri Aminuddin Harun to...",https://www.malaymail.com/news/malaysia/2026/06/13/loke-backs-aminuddin-to-stay-on-as-negeri-sembilan-mb-says-dap-will-defend-only-incumbent-seats/223545,,2026-06-13T08:32:36+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,21d6738900c3d23a,"‘Teh tarik’ and football: Where Malaysians can catch the World Cup with fellow fans in KL and Selangor. KUALA LUMPUR, June 13 &mdash; With the 2026 Fifa World Cup finally underway, Malaysians looking to watch matches alongsi...",https://www.malaymail.com/news/malaysia/2026/06/13/teh-tarik-and-football-where-malaysians-can-catch-the-world-cup-with-fellow-fans-in-kl-and-selangor/223483,,2026-06-13T07:00:00+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,a0f6f1c4b7d6e5dd,"Media practitioners call on govt to provide healthcare, welfare aid for industry veterans. IPOH, June 12 &mdash; The government is urged to consider introducing a dedicated aid mechanism for veteran or former me...",https://www.malaymail.com/news/malaysia/2026/06/12/media-practitioners-call-on-govt-to-provide-healthcare-welfare-aid-for-industry-veterans/223539,,2026-06-12T21:00:00+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,6589d0e9374bef9d,"Court clears way for auction of Jamal Yunos’ seized assets after failure to pay Theresa Kok. KUALA LUMPUR, June 12 &mdash; A total of 14 movable properties seized from the residence of Sungai Besar Umno division c...",https://www.malaymail.com/news/malaysia/2026/06/12/court-clears-way-for-auction-of-jamal-yunos-seized-assets-after-failure-to-pay-theresa-kok/223541,,2026-06-12T19:50:48+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,e12b211b61d73368,"Anwar: Malaysia’s strength lies in managing differences fairly, religion must promote peace. KUALA LUMPUR, June 12 &mdash; Malaysia&rsquo;s strength lies not in uniformity but in its ability to manage differences...",https://www.malaymail.com/news/malaysia/2026/06/12/anwar-malaysias-strength-lies-in-managing-differences-fairly-religion-must-promote-peace/223537,,2026-06-12T19:18:24+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,5a6c115968f4861a,"Fahmi disappointed as Lee Chean Chung quits PKR council, says voters deserve answers. KUALA LUMPUR, June 12 &mdash; Parti Keadilan Rakyat (PKR) information chief Datuk Fahmi Fadzil today expressed disappoin...",https://www.malaymail.com/news/malaysia/2026/06/12/fahmi-disappointed-as-lee-chean-chung-quits-pkr-council-says-voters-deserve-answers/223525,,2026-06-12T17:30:41+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,d22acd1368c77c58,"Amirudin says Selangor will act against all illegal settlements without considering nationality. &nbsp;KUALA SELANGOR, June 12 &mdash; The Selangor government will take action against all illegal settlements in the st...",https://www.malaymail.com/news/malaysia/2026/06/12/amirudin-says-selangor-will-act-against-all-illegal-settlements-without-considering-nationality/223522,,2026-06-12T17:03:23+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,6e0969c72478c55f,"Fahmi: Putrajaya to collect detailed workforce data before deciding on foreign worker quotas. KUALA LUMPUR, June 12 &mdash; Communications Minister Datuk Fahmi Fadzil said the government will gather more detailed w...",https://www.malaymail.com/news/malaysia/2026/06/12/fahmi-putrajaya-to-collect-detailed-workforce-data-before-deciding-on-foreign-worker-quotas/223521,,2026-06-12T17:01:20+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
news,post,ca2034008f80e298,"Perak police chief: Complaints against Rohingya should be channelled through authorities. &nbsp;IPOH, June 12 &mdash;&nbsp;The public is advised not to take action against the Rohingya ethnic group themselves b...",https://www.malaymail.com/news/malaysia/2026/06/12/perak-police-chief-complaints-against-rohingya-should-be-channelled-through-authorities/223519,,2026-06-12T16:54:00+08:00,0,0,0,0,0.0,0,BM2,bm,"Bernama OR ""Astro Awani"" OR Utusan OR ""Berita Harian"" ""Negeri Sembilan"" PRN when:30d"
