Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,SourceName,PostID,SourceID
news,post,894e5a0cb29cd338,"PRN Johor 11 Julai, Negeri Sembilan 1 Ogos. PRN Johor 11 Julai, Negeri Sembilan 1 Ogos&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiYkFVX3lxTE9tWTRKbHhyV1JnMk0zVXJ4aXNDNXBHYzJ2TTBSV213M1h5TFVoRHBOeTNIVERYdW9tODNxZ0JfMkdKMktzelU5NkY3RmxNVTZMWFpZRDZGZ2p4d2hGUU0yZDln?oc=5,,2026-06-12T08:33:23+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,a8def4055fe802aa,Speaker: Negeri Sembilan assembly dissolution notice to reach Election Commission today. Speaker: Negeri Sembilan assembly dissolution notice to reach Election Commission today&nbsp;&nbsp;Malay Mail,https://news.google.com/rss/articles/CBMi3AFBVV95cUxORlNmM3cyLXZuM2VoUlBvcG1SMUs0alZBWkdGMG1hZ0luY1BIWnB4YUw2Tmd2VmRaSWp3clZzNWVrT0ZVenhsYXBoVkpsY2d6VVdnZ0JTeHlTRDQ5QWVZWTlHWGFDVVB5NUdfQmxRWjJkN1V4SEVCSUhJd1RPME8waW9tMll3UG15VVdjblNZdU5yaGo3YlNHcmx5eUpYSmhuUHR4OEtzV2JsUk1XQzZkVTVWMGxjbU5ncGEzYjVZNUVUblY4V1pXbm9RaDlEUG9xY1BUM1Z2U2dUOVZa0gHiAUFVX3lxTE12eEFYVEprVlBNYTdCQ3hMWkw3YmIyUHNkTk9OR29pSWdRX3ZqNW5zaXl0bGJrS2VFOGZCblBaTDhrajYzWWZsWW9fQXk3SFJ3VXl5N1ZEWWk0U2ZLdF95SVlzYUU2MFR2bEpOdE1SZklHa3JTazU2aFRhUGNJVTh4RzlZLWNnVWdBVXpLVzZxTmllUlZMRlh0dHZGbzJLYlRXajV4SHk1aTNxcmEzOFRvcjFRRDRBbjJpNUlhdzVIMFRJb1J1c3d1THdBOUZqRXE4UGZ4QVFQNnJ2R0pMTVJKUHc?oc=5,,2026-06-05T05:55:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,baf449874d16e53c,"Why wasn’t Johor polling day delayed if preparation was the issue, Muda asks EC. Why wasn’t Johor polling day delayed if preparation was the issue, Muda asks EC&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMi1AFBVV95cUxPX1pnMEo5VUV0aldnS3VXVm5SMVl5NUpqX3gwcjNOeTRibV8xclNtdXRLSVp5ZHh5Si01aW43S1RBem1nTDNoN1NmeDJSQ1JpV2M2VTNNNFVGMDZlUzhwSEJreDY2MzZwQWswVnpzd01uQlZiOEUxV0hBa3lsczFXQkk4MFFvSjdQM0lhcWN6OXM4Y1N4TklEVVlSMjZfbTdGQVV2a3MyeU9nMFhKTERIc25WZmxsQnp4aGhWUDJBSk80WHU0NDBSY1d4Rk9WWlpkQ2laXw?oc=5,,2026-06-12T11:03:27+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,fced022951933098,"Melaka polls likely only after Johor, Negeri Sembilan elections, says Rauf. Melaka polls likely only after Johor, Negeri Sembilan elections, says Rauf&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMizgFBVV95cUxOeXo5NlZiWDZnYlM4ZWdBVWRBRzA4ZzNBQ2RiWHU5S3BGdjhHWnhlUE9KNEZ5Y1JNQVVnZEJzVEhiOWd4NFQyZ0JOMXVtVzFvaGptV0d5T3kyUW9tMjhKX1RvTWpHbkhVODBrcC1PSVdEaHRhQW95cTgxWW9vOF9CcENMQWt1X3E2WkNfMGpLQnEtU3BRNVNNckUyQVJkSF9SQllaZS11NVAtQVEtb3d3bld3cElDN09lUkx2UzdDNGFFQUpPTnBSWGZ4STlWQQ?oc=5,,2026-06-06T02:42:22+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,dae7706790c152e8,"Umno’s Negeri Sembilan plot, Bersatu’s U-turn and PAS’s silence?. Umno’s Negeri Sembilan plot, Bersatu’s U-turn and PAS’s silence?&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMivAFBVV95cUxNYWNoaTJZbmZGSnFrRDhOZGhWNlJtdk5uUnpJeVJXbnE2TENKQ3dnVzRWRnpQUkpaeE5ZdGM3VjBZNEl4a2VJM0RaQW1rS1ZWMGo4c2ZJU2s3UlpiMzJpVEo5MVFobkE2bm0zWldfQWN0M2VudWtqQmxtMUc4TUV1WnhBM0NjTUJQRzUwUUVuOXJSLTFIblAyYWVlODJjc3M4dUVJWURwenhPTy1xSVMxZjRfSHBVamhnMzVVbg?oc=5,,2026-06-08T07:30:38+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,84c688141b31fcf4,"Mature campaigns needed for Johor, Negeri Sembilan polls, says Salleh. Mature campaigns needed for Johor, Negeri Sembilan polls, says Salleh&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMixwFBVV95cUxPa0VIa0hENDVXdEZfdll1d0d0VUt0WVNTZHl4enlSU0FpLXI0b0N2c1gtX3Ixa1BkRVRjUUJoLXRmTFdSYk5xUS1QNmFxazRhM19UR0tac3hpM2ZtM0NxeHU3c0ZRdEF2NXJRVENhZE16X0J3bFZlVThBUjF5ZEs5XzU2SjhqVkZrcDNtTFdHNUEtLTBjaVBjVjZ5VzhiMDhvZ1FFdUY4QnFUbjUxM1NqODFHR0FndjhpS3lEZkhuMkFVTjdLWnZ3?oc=5,,2026-06-11T00:59:56+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,c331223d7d52f391,Bersatu to contest Negeri Sembilan polls under PN banner despite PAS split. Bersatu to contest Negeri Sembilan polls under PN banner despite PAS split&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQeTJHYlEzRDl4SzZyUkdRQkVGWWRoTEJEMjZJdDF1TVFQaUZ1U2hPMW5FS2FuMFE0NHgzZFZWLTBTNXhhRHphNWJ4WUlLNHFKZFBnWUlCZDJtQnZWYTZoY1FXb0hEV0ZCZXdyaDVrclV6MERJRnJlTUFyLUhRT09LWTdQcmNPNmRORFVaSjQyRkFPeGFtLVd0aWZUVHBFdkl6MkxuanU2VFhWZWoxV29ZMlVfeGJJdk9RR2FrS2oxRTJ5bHdTVkhIMERnTVdNZ092?oc=5,,2026-06-10T05:54:21+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,90c11583f6a58b40,Sanjeevan slams PN chairman over delay in appointing Negeri Sembilan chief. Sanjeevan slams PN chairman over delay in appointing Negeri Sembilan chief&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQSlZ6NDd1LTd0XzBPZXN5X3ZwdGEwMy1BSk1SWENlN04ySU9kU2EwTHhpUk8zQ3R3ZEd3cmdXMGRSRW9uYndrNUFQSXBSSzgxMFYwODg2dEMwY21qaG9uY29uVUFrRzlkODFIa2Vvd25mbWVHRmtLbVNPMnF6a2tJMjY2TkM2Y2J2UUhBY1BrRmEzNlpNaFJjMWZGQ3pmZVBXWGVSNnZQSTJUTUpvX0pqVHRZY05XeDdnWDBndHFsZ1Y4VkN0R01qWFVSVHFrS0h5?oc=5,,2026-06-12T04:38:05+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,9bf5dd2829117f7e,Negeri Sembilan dispute may lead to contempt of court action. Negeri Sembilan dispute may lead to contempt of court action&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMivgFBVV95cUxNZGV6US1WSGhYeVUtNG92OFlsanZaSHFPcmZiYTJ0SkdTOTNxRHF3U1dvR2IzNDc0Vmx4OVc1MjhnV0lMcXJKVEpWSlpjZFlZYTQ4UW42bks4VjdlQlphZUVCQlNfRlVwaV9CWlJpdnl6VEY4SVI5V2FxRFlwdkVxZGJCVUNfTHNWWm9ERmxTM2N1aG1BelpFVlhCR3hHQ2RQeVRoWW1JS1RhNHpqMjdyekd6RzNId29wZW5zc2t3?oc=5,,2026-06-05T15:48:46+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,6a54e55912764bd6,BN open to forming unity govt in Negeri Sembilan after polls. BN open to forming unity govt in Negeri Sembilan after polls&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMivgFBVV95cUxQVnRIenRQRzZmeEdCdEhoZEtCam52XzRqbngyMkVHakE1Q3JYZXc1cGkzYkVEUURWSWZPcm1yYVlvaTdibmZtb3hJa0xoZlVwZGItU3JEYkdVMHhpOVlXZGk0TUp5QVF5aEJaUC1nTUNidzQ3bXpQM2c5RDNUYUlOaFl3ZlQ4Z2k1dkpxWk1xR3kwdUVOLXlTd1FQOGV3UktsRFBqRm5ZU1Exa0xzLTg1cERYU2RhQnNGOXdYSTRn?oc=5,,2026-06-05T11:43:45+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,ad09f7240b0804f6,Johor PH says ready for state election. Johor PH says ready for state election&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMioAFBVV95cUxPXzVpN2V4eVBxOFpJamZpZW94NkxMZXVKbEdYdzl0QUxRWlhYbXd4dHByWWJuRmd6MlhicW9ndHYtX09RRU9BekVsQ2duUnJ4R1BhY2YtMnA2a2VSQkxCaTFCdUpHcHg3R0hraU5Bd3hSOHgzNnVvcG9zNHBFcmlhNnNsandoRm1YVVdMRDBpbDhoR3VzQXBFdlR6Qm1fRmcx?oc=5,,2026-06-01T07:00:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,b334d988901faf34,"Settle Negeri Sembilan royal crisis through talks, not courts, says Zahid. Settle Negeri Sembilan royal crisis through talks, not courts, says Zahid&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMizAFBVV95cUxPVUZsV0tReHdkU0tGUHRSOVJDeEFxUVZhR0laWjVDdVF4aHBjdG1fU3c4ZjV6Ny1qX1o0dHRtN3BxelBhdjh1QmllM0ZobHR6TU9ySGs3RXhkWDZKeEdTNEtKVGo5YmloZXVocVNsQW1pZHZ2bmhEMy1SRWNRU1UtN1JyTWZMZ2F5ZzQ3MmwyT2thQl9DNTBFWVVTd1F6UHpTS25nUXowdWh4QzlWQzhucDBCOGZYbFhvc2M0a3RJcUFuMGUxU0x0ODd2MnI?oc=5,,2026-06-06T05:03:46+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,0291e9105c2c580b,"Narrow wins, royal row will disadvantage Umno in Negeri Sembilan. Narrow wins, royal row will disadvantage Umno in Negeri Sembilan&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPV0NVM3dBTFVjQ0x3M1p1MDM2RDc4R1oyWGtaMTBuZnozMFVyTjBJSjdkRlppa3hOcW1lME9iNW42NUE1ZHlOdHQwVkJDU1JhaWlDQ0kzZnhQQllwSDJtV2VfSDljSDNWM0RLMXBlN2hralp2VmtOakI4cm1sZXhCajJoS0NzWUFlZkFjdEFBclNHN0h3TVpkZWN0ZXlFZHJRQ01BYzJTVmsxbUZBYUQya2pVdktod054MnVUa1pSSkhIQQ?oc=5,,2026-06-10T23:30:17+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,428d0ba2e6277336,EC to announce key dates for Johor and Negeri Sembilan state polls today. EC to announce key dates for Johor and Negeri Sembilan state polls today&nbsp;&nbsp;Malay Mail,https://news.google.com/rss/articles/CBMiygFBVV95cUxNRnZSUml4REtQa3cwX1dDSmZCVzhaRVFEM0k1dHZqcTdWVkZmOTJyYUJmOVRQZmt0WXVIQ0lINHNPUkdMOU1kbDIxRmNTSkFmRENVX2RTaDNrN2p0ZXF2ZnRPUGNBWVBweGhfRzlRd3A0WGlSMGdpekp5WHNKZFY2OFR4UXJ2TU1ENWpNS0RIRU04WE02a3F3RUZickVRWEFpZ0MtY2VIU2lqT2dvRkl6Nk1BV3RVS0JCX3dCUFBVbE13Z1ZLYTdkbm9n0gHPAUFVX3lxTE1CangxNEJwRVhNajFPU0JWQ2JxelZwemN5UzMzRGFyd2I0cjlMX0VOMFhuMnBsbmdkM1FjY2Y0Uzk3bkpXd2lEaTd3cFlNYy1UWlA3ek5EX2NlQlZUeE0wa3hjbFd1aWJLSV92aVllcUF4ek1hbjVQbkVvMmtMUlVqNFlDVl9NVVAzcHV6N0NWa0NXdUFMYXgtR3hPSzFJOW12ekt1M1VRTzFsbTU0YkFvY1RGZEtodEJrWWR5N1hoazhmNGtqRVRTRDczX25BOA?oc=5,,2026-06-12T00:44:00+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,1d3402d47eb3915c,EC: Special meeting on Negeri Sembilan state election on June 12. EC: Special meeting on Negeri Sembilan state election on June 12&nbsp;&nbsp;The Malaysian Reserve,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNLUJQN1JHajBhNERMNC1xdi1NMDNrWWZPVGNEdFZiNXVTU0s3dVcxVjNRdFNDNUFqQ2w5Z1lDbTNQLVVrbEZlU0JUQUdYUUoxSzdieWhJdlJnUlFsT0xFSmxXamJGYXUxcURxNG81c2dHaG1JR1VHRnBxckZYOEdXQnZ0SHBnU3FQNHAtOG1HOWtsdG0tZjdmNWNWLTRCamw4OGtVOThrckswYjg?oc=5,,2026-06-08T12:03:20+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,ea01353b54723f7f,Negeri Sembilan PH Leadership Council meeting discusses preparations for state election. Negeri Sembilan PH Leadership Council meeting discusses preparations for state election&nbsp;&nbsp;The Malaysian Reserve,https://news.google.com/rss/articles/CBMiywFBVV95cUxQbUNWckNDYWt6SVFVQlRKZjV6U0k3MzFVVnJldjZoS2ppZFY4aktBeXEwZlcxb012Q2xCaXBDSVQ2bFVSZnVXNlJSTlI1di1ONU1fMjFvU2tDcWlhTEx0TXk0dnZVS0txQ19VUkxTNnpoeWYzRHRvNXhFemFfSzFicEhhMFpLZkp4bDdrSkRIS3pPWU5HOXh4Z3B5X0xvd0NoRDU2cHRCSWRDbGNMRW9SSS1OVjBjeml4SXIxSXhCa2pRaEpzcERIR094TQ?oc=5,,2026-06-02T10:30:45+00:00,0,0,0,0,0.0,0,BM5,bm,umum,Umum / PRN,news.google.com,umum,"SPR OR penamaan OR mengundi ""Negeri Sembilan"" when:30d",google_news_rss,,,
