Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,is_complaint,complaint_theme,area,is_high_severity
tiktok,post,7333747459501444398,The Waste Management Hole 16 Beer Snake! #hole16 #wastemanagement #beersnake #beer #golf #waste #wm #viralvideo,https://www.tiktok.com/@mrazsports/video/7333747459501444398,neutral,2026-05-24 23:23:13.038533+00:00,1783,361,23,216300,0.0,4330,2790.3,,,neutral,True,general_complaint,,False
tiktok,post,7268343953387179310,Waste Management - Part 4,https://www.tiktok.com/@uncovertv.fan/video/7268343953387179310,neutral,2026-05-24 23:23:29.890396+00:00,1942,18,60,317900,0.0,5199,2475.9,,,neutral,True,general_complaint,,False
tiktok,post,7382163581015493893,"As an Eco-Warrior! 
Let’s segragate our trash! 🌱
#fyp #green #wastemanagement #circulareconomy #ESG",https://www.tiktok.com/@jasonkimadventures/video/7382163581015493893,neutral,2026-05-24 23:23:41.955117+00:00,358,764,70,69300,0.0,1885,2165.3,,,neutral,True,general_complaint,,False
tiktok,post,7523260121896488205,Join me to Dump my Waste Management Front Loader Truck 🚛💪🏼🔥 #viralvideo #fyp #fypシ #WM #CDL,https://www.tiktok.com/@datboi_harold404/video/7523260121896488205,neutral,2026-05-24 23:23:30.664612+00:00,1482,52,64,50300,0.0,2101,1828.3,,,neutral,True,illegal_dumping,,False
tiktok,post,7555122214522096914,"“The Earth is not a trash bin; how we manage our waste reflects how much we value our future.” #saveearth #wastemanagement #ProperWasteDisposal

📌 EDUCATIONAL PURPOSES ONLY!
#viral #viralvideo",https://www.tiktok.com/@michealragladilia/video/7555122214522096914,neutral,2026-05-24 23:23:43.569290+00:00,334,585,22,45800,0.0,1399,1615.8,,,neutral,True,general_complaint,,False
tiktok,post,7438513565947956488,"♻️✨ Trash isn’t just trash—it’s a career with impact! 🌍💼

From high-tech recycling innovations to everyday heroes keeping our communities clean, waste management is so much more than people think. 💪🚛 

💚 Drop a 💥 if you’re ready to rethink waste and join the movement!

#WMRAS #GreenCareers #FutureFocused #SustainabilityVibes #WasteManagement #CareerGrowth #IndustryLeadership #exploresingapore #fyp #fypsg #singapore #CleanFuture",https://www.tiktok.com/@wmrasofficial/video/7438513565947956488,neutral,2026-05-24 23:23:49.343334+00:00,1330,123,1,22200,0.0,1676,1601.2,,,neutral,True,general_complaint,,False
tiktok,post,7638982341418945805,"Find out what to do
#fyp #smallbusiness #wastemanagement #truck",https://www.tiktok.com/@perkyoneleo/video/7638982341418945805,neutral,2026-05-24 23:23:28.892595+00:00,627,97,152,239900,0.0,3275,1516.9,,,neutral,True,general_complaint,,False
tiktok,post,7635191969383320853,"Kerja-kerja pembersihan longkang di Pekan Site B, Sekinchan telah dilaksanakan oleh KDEB Waste Management. 

Jumlah sampah yang dikutip sangat banyak dan jelas menunjukkan betapa pentingnya kesedaran bersama dalam menjaga kebersihan persekitaran.

Mohon kerjasama semua untuk tidak membuang sampah merata-rata, khususnya ke dalam longkang kerana ia menyebabkan saliran tersumbat dan risiko banjir.

Terima kasih kepada MDSB, KDEB Waste Management serta semua pihak yang terlibat atas usaha dan komitmen menjaga kebersihan DUN Sekinchan. #ngsueelim #ybjawasekinchan",https://www.tiktok.com/@ngsueelim/video/7635191969383320853,neutral,2026-05-24 23:23:20.417059+00:00,1035,110,43,29300,0.0,1481,1413.3,,,neutral,True,dirty_road_or_area,,False
tiktok,post,7454595881057226014,"Now that you know, reach out to your local waste management company 

#tips #pressurewasher #foryoupage #fypシ #fyp #viralvideo",https://www.tiktok.com/@georgia.bins/video/7454595881057226014,neutral,2026-05-24 23:23:49.990133+00:00,845,162,23,28000,0.0,1310,1266.0,,,neutral,True,general_complaint,,False
tiktok,post,7520092114496064786,"KDEB Waste Management selesaikan lebih 13,000 saman

#latest #telus #beritatelus #kdeb #waste #management #selesaikan #lebih #13,000saman #trendingnewsmalaysia #fyp #foryoupage",https://www.tiktok.com/@telusmalaysia/video/7520092114496064786,neutral,2026-05-24 23:23:16.296980+00:00,822,105,52,33100,0.0,1310,1221.1,,,neutral,True,late_collection,,False
tiktok,post,7560162811406454023,"KDEB Waste Management (KDEBWM) mengambil tanggungjawab penuh berhubung insiden lori sampah yang merempuh tembok konkrit Plaza Tol Puchong Selatan dekat Lebuhraya Damansara-Puchong (LDP), 10 Oktober lalu.

Pengarah Urusannya, Dato’ Ramli Mohd Tahir menjelaskan lori sampah terlibat dikendalikan sebuah syarikat dilantik KDEBWM untuk melaksanakan kerja kutipan sisa pepejal di Kajang namun kontrak perkhidmatannya tamat pada Jun lalu.

#MediaSelangor #KlikSemasa #KDEBWM",https://www.tiktok.com/@mediaselangor/video/7560162811406454023,neutral,2026-05-24 23:23:31.654137+00:00,622,65,139,43300,0.0,1259,1212.3,,,neutral,True,overflowing_bin,Kajang,False
tiktok,post,7254827066409995526,"The world is not a dumpster! 🌍 Show your commitment to proper waste disposal with our new sticker. 🗑️ Keep the environment clean and spread the message of sustainability for future generations.
#wastemanagement #GoGreen #advertising #community #foryourpage #fyp",https://www.tiktok.com/@designstationph/video/7254827066409995526,neutral,2026-05-24 23:23:50.737472+00:00,241,369,3,46800,0.0,1081,1034.8,,,neutral,True,illegal_dumping,,False
tiktok,post,7477189686696463662,"Man trashes waste 
#trash #wastebin #viraltiktok #foryourpage #fyyp #blowthisupforme",https://www.tiktok.com/@mistydence/video/7477189686696463662,neutral,2026-05-24 23:23:42.928768+00:00,730,23,52,45800,0.0,1263,977.8,,,neutral,True,general_complaint,,False
tiktok,post,7560519961186258190,"Replying to @Notification dumping compactor here at transfer station🤙
#wastemanagement #bluecollar #fortheboys #fyp #cdldriver",https://www.tiktok.com/@pah.rah/video/7560519961186258190,neutral,2026-05-24 23:23:10.400649+00:00,658,73,20,20200,0.0,953,884.2,,,neutral,True,illegal_dumping,,False
tiktok,post,7561270945797786887,"Jabatan Pengangkutan Jalan (JPJ) akan memanggil pengurusan tertinggi KDEB Waste Management (KDEBWM) dalam masa terdekat berhubung isu membabitkan lori sampah milik syarikat terbabit.

Ketua Pengarah JPJ, Datuk Aedy Fadly Ramli berkata, ini bagi memberikan amaran agar syarikat terbabit melakukan tindakan segera dalam memperbetulkan kesalahan dilakukan lori sampah mereka.

Anda boleh baca berita penuh di portal Sinar Harian di www.sinarharian.com.my atau swipe up di IG story serta jangan lupa follow IG @sinarharian untuk berita terkini dalam dan luar negara.

#SinarHarian #SinarTerkini #JPJ  #IsuLoriSampah #KDEBWM",https://www.tiktok.com/@sinarharianonline/video/7561270945797786887,neutral,2026-05-24 23:23:34.877429+00:00,687,18,36,45200,0.0,1193,876.2,,,neutral,True,overflowing_bin,Pj,False
tiktok,post,7636995668606749973,"Pagi ini bersama Dato’ Ramli Tahir dari KDEB Waste Management turun padang bersama team membantu mengemas kawasan taman perumahan demi memastikan persekitaran sentiasa bersih, selesa dan harmoni untuk penduduk.

Kebersihan adalah tanggungjawab bersama. Sama-sama kita jaga kawasan persekitaran dan tingkatkan kesedaran agar Selangor sentiasa bersih dan indah. 

Keep Selangor Clean! #ngsueelim #ybjawasekinchan",https://www.tiktok.com/@ngsueelim/video/7636995668606749973,neutral,2026-05-24 23:23:18.240330+00:00,523,99,42,11600,0.0,780,858.6,,,neutral,True,dirty_road_or_area,,False
tiktok,post,7560097564964556046,Replying to @_.sainn #fortheboys #wastemanagement #bluecollar #fyp #cdllife,https://www.tiktok.com/@pah.rah/video/7560097564964556046,neutral,2026-05-24 23:23:25.113496+00:00,540,26,42,22700,0.0,835,740.7,,,neutral,True,general_complaint,,False
tiktok,post,7483190977172081942,"Global Recycling Day: Office Edition!♻️💼

We’re making recycling easy and getting ahead of the New Waste Legislation with our wheelie bin waste separation, to show you what waste goes where!🙌🏼

#messy #globalrecyclingday #recyclingheroes #waste #office",https://www.tiktok.com/@direct2unetwork/video/7483190977172081942,neutral,2026-05-24 23:23:33.476030+00:00,130,238,4,24400,0.0,616,642.4,,,neutral,True,general_complaint,,False
tiktok,post,7492396418662010130,"Kerja-kerja pembersihan giat dilaksanakan menerusi program Ops Mega Pembersihan susulan insiden letupan paip gas di Putra Heights dan Kg. Kuala Sg. Baru, hari ini.

Komitmen penuh tetap diberikan oleh seluruh warga kerja KDEB Waste Management demi memastikan kawasan ini kembali bersih dan selamat.

#KDEBWM #SelangorBersih #OpsMegaPembersihan #PembersihanSubangJaya",https://www.tiktok.com/@kdebwastemanagement/video/7492396418662010130,neutral,2026-05-24 23:23:15.297045+00:00,265,19,20,14100,0.0,445,377.1,,,neutral,True,overflowing_bin,,False
tiktok,post,7637523580883897620,"Majlis Bandaraya Petaling Jaya (MBPJ) bersama KDEB Waste Management (KDEBWM) mempergiat operasi pembersihan pasca banjir di beberapa kawasan terjejas susulan hujan lebat dan banjir kilat yang melanda Petaling Jaya pada 6 Mei 2026.

MBPJ memaklumkan operasi itu meliputi kerja pembersihan lumpur, sisa banjir dan dahan pokok, selain membersihkan longkang serta laluan awam bagi memastikan persekitaran kembali bersih dan selamat untuk penduduk.

#MediaSelangor #KlikSemasa",https://www.tiktok.com/@mediaselangor/video/7637523580883897620,neutral,2026-05-24 23:23:17.927278+00:00,262,2,16,25200,0.0,532,339.2,,,neutral,True,dirty_road_or_area,Petaling Jaya,False
tiktok,post,7544067515203341581,"Waste management, republic, waste pro wya the people’s favorite garner men ar it again 😂😂😂 #fyp #viral #garbageman #duvalcounty",https://www.tiktok.com/@stephonnorwood/video/7544067515203341581,neutral,2026-05-24 23:23:13.667222+00:00,241,18,13,2974,0.0,301,318.974,,,neutral,True,general_complaint,,False
tiktok,post,7623036333992201479,"KDEB Waste Management (KDEBWM) menjalankan operasi pembersihan selepas berlaku tumpahan cecair sisa dari tapak pelupusan (leachate) di Bukit Kerayong yang dipercayai menyebabkan beberapa kemalangan motosikal.

Menurut kenyataan di Facebook, tumpahan itu berlaku di tiga lokasi sepanjang laluan menuju ke Tapak Pelupusan Jeram melalui Jalan Kampung Bukit Kerayong.

#mediaselangor",https://www.tiktok.com/@mediaselangor/video/7623036333992201479,neutral,2026-05-24 23:23:35.558461+00:00,207,30,7,20100,0.0,445,308.1,,,neutral,True,dirty_road_or_area,,False
tiktok,post,7256680393733065986,"TERKINI: Pengarah Urusan KDEB Waste Management mengesahkan jadual kutipan sampah di Kampung Jawa Batu 18 Hulu Langat bermula pada jam 6 pagi. 

Dakwaan tidak berasas yang telah diviralkan oleh seorang pengguna TikTok  pada 16 Julai 2023, pada pukul 3.00 pagi yang mendakwa sampah tidak diuruskan dengan baik adalah tidak bertanggungjawab dan bersifat ingin menjatuhkan kredibiliti KDEB Waste.
#mediaselangor #malaysiamadani",https://www.tiktok.com/@mediaselangor/video/7256680393733065986,neutral,2026-05-24 23:23:21.438131+00:00,185,12,30,6724,0.0,294,305.724,,,neutral,True,general_complaint,,False
tiktok,post,7376889924898802951,"Alamak sampah di rumah anda tidak dikutip selama berhari-hari? 😱

Aplikasi iClean Selangor kan ada…. Jangan lupa muat turun sekarang tau ✨

Bukan hanya aduan mengenai kutipan sampah domestik, kutipan sampah pukal dan pembersihan awam juga boleh disalurkan menerusi aplikasi ini 😎

Together We Keep Selangor Clean!",https://www.tiktok.com/@kdebwastemanagement/video/7376889924898802951,neutral,2026-05-24 23:23:19.476812+00:00,95,50,25,19200,0.0,362,289.2,,,neutral,True,missed_collection,,False
tiktok,post,7519920488387284242,"KDEB Waste Management (KDEBWM) mengambil tindakan segera menyelesaikan 13,000 daripada 22,017 saman dikeluarkan oleh Jabatan Pengangkutan Jalan (JPJ) sebaik menerima notifikasi rasmi.

Jabatan Media dan Perhubungan Awamnya berkata, tindakan itu dilakukan selepas melakukan semakan dalaman dan menyelesaikan saman secara berperingkat.

“Mengikut prosedur JPJ, sekiranya saman tidak dijelaskan dalam masa tiga bulan, notis akan dikeluarkan kepada pemilik berdaftar iaitu KDEBWM, dengan tambahan dua bulan lagi untuk penyelesaian.

“Walau bagaimanapun, kami mengakui berlaku kelemahan dalam penyampaian maklumat oleh sebilangan subkontraktor, yang menyebabkan notifikasi saman tidak sampai kepada pihak kami dalam tempoh yang ditetapkan,” menurut kenyataan hari ini.

#MediaSelangor #KDEBWM #JPJ",https://www.tiktok.com/@mediaselangor/video/7519920488387284242,neutral,2026-05-24 23:23:22.470973+00:00,132,22,10,80900,0.0,973,286.9,,,neutral,True,general_complaint,Pj,False
tiktok,post,7483746694945869098,"Smooth Sailing Last Street of Route…

#SAMOAN #FYP #UTAH #TRASH #AUTOCAR #CNG #CleanAir #ASL #ZR #Explore #foryoupage #WASTEMANAGEMENT #DailyGrind #GarbageTruck #GREEN",https://www.tiktok.com/@akooucetaylor/video/7483746694945869098,neutral,2026-05-24 23:23:11.329073+00:00,208,7,17,2420,0.0,256,275.42,,,neutral,True,general_complaint,,False
tiktok,post,7469128432849276206,WASTE MANAGEMENT!!!!,https://www.tiktok.com/@finley.counsell/video/7469128432849276206,neutral,2026-05-24 23:23:36.212444+00:00,220,2,14,3996,0.0,275,269.996,,,neutral,True,general_complaint,,False
tiktok,post,7613618334642228488,"KDEB Waste Management (KDEBWM) mengambil langkah proaktif bagi memastikan kutipan sampah di Selangor lebih cekap susulan gangguan operasi di beberapa kawasan, termasuk Selayang dan Kuala Selangor, sejak beberapa minggu lalu.

Pengarah Urusan KDEBWM, Dato’ Ramli Mohd Tahir berkata gangguan berlaku ketika proses pelarasan operasi sedang dilaksanakan untuk menyusun semula sistem kutipan sisa pepejal supaya lebih teratur dan efisien.

#kdebwm #kutipan #sampah #lewat #operasi",https://www.tiktok.com/@mediaselangor/video/7613618334642228488,neutral,2026-05-24 23:23:18.557122+00:00,113,25,11,10200,0.0,251,206.2,,,neutral,True,late_collection,Selayang,False
tiktok,post,7624744520260898068,"Lebih RM4 juta kenaikan kos diesel terpaksa ditanggung KDEB Waste Management (KDEBWM) setiap bulan, bagi operasi kutipan sisa susulan ketegangan global semasa.

Pengarah Urusannya Dato’ Ramli Mohd Tahir berkata lonjakan lebih 60 peratus itu menyebabkan kos operasi bulanan meningkat hampir RM10 juta, berbanding sekitar RM6 juta sebelum ini.

Menurutnya, kenaikan mendadak itu memberi tekanan besar kepada operasi kira-kira 1,300 lori KDEBWM setiap hari, satu cabaran kepada kecekapan sistem pengurusan sisa dan kelangsungan perkhidmatan.

“Setiap lori perlu membuat beberapa perjalanan sehari. Jika kos diesel meningkat 30 hingga 40 peratus setiap perjalanan, jumlah keseluruhan boleh mencecah hampir dua kali ganda.

“Namun, kami akan cuba mengekalkan jadual kutipan supaya tidak berlaku lambakan sampah, seterusnya beri kesan kepada krisis kesihatan awam,” katanya dalam program Bicara Semasa terbitan Media Selangor.

Harga runcit bagi diesel di Semenanjung terus meningkat pada RM6.02 seliter bagi tempoh 2 hingga 8 April susulan krisis tenaga dunia yang berlanjutan.

#MediaSelangor #KDEBWM #KosOperasi",https://www.tiktok.com/@mediaselangor/video/7624744520260898068,neutral,2026-05-24 23:23:17.330853+00:00,103,4,8,9350,0.0,208,144.35,,,neutral,True,general_complaint,,False
tiktok,post,7604662718162816286,Been a sec! #wastemanagement,https://www.tiktok.com/@izzzpizzz/video/7604662718162816286,neutral,2026-05-24 23:23:18.856202+00:00,95,1,14,2583,0.0,135,141.583,,,neutral,True,general_complaint,,False
tiktok,post,7591827566194019591,"@KDEB Waste Management bertindak pantas mengerahkan pasukan pembersihan ke kawasan Good Year Court 3, 4, 5, 6, 8 dan 10 di Subang Jaya susulan isu lambakan sampah domestik yang berlarutan sejak bulan lalu.

Tindakan segera itu diambil selepas isu kutipan sampah berkenaan diketengahkan di media sosial, sekali gus mencetuskan kebimbangan penduduk setempat.

Sampah di tong pembuangan dilaporkan melimpah ke bahu jalan dan kawasan awam tanpa kepastian jadual kutipan, sehingga menjejaskan kebersihan persekitaran.

#MediaSelangor #SubangJaya #KDEBWM",https://www.tiktok.com/@mediaselangor/video/7591827566194019591,neutral,2026-05-24 23:23:08.181896+00:00,115,4,2,11800,0.0,239,140.8,,,neutral,True,overflowing_bin,Subang Jaya,False
tiktok,post,7520176981384760583,"KDEB Waste Management (KDEBWM) akan bertemu Jabatan Pengangkutan Jalan (JPJ) untuk membincangkan jumlah saman yang bercanggah termasuk mencari penyelesaian isu tersebut.

Pengarah Urusannya Dato’ Ramli Mohd Tahir berkata semakan pihaknya menerusi aplikasi MySIKAP mendapati jumlah saman aktif ialah 14,332, bukan 22,017 seperti diumum oleh Kementerian Pengangkutan (MOT).

“Kami akan mengadakan pertemuan dengan pihak JPJ secepat mungkin untuk membincangkan jumlah saman yang sebenar dan mencari penyelesaian kepada isu ini.

“Pihak KDEBWM juga telah menyelesaikan hampir 23,235 saman terdahulu sejak 2015 yang bernilai RM2.380 juta dan ia bermakna apabila menerima kompaun, pihak kami buat bayaran,” ujarnya.

Beliau menjelaskan dengan kapasiti 1,500 kenderaan termasuk lori kompaktor dan Roll-on Roll-off (RoRo) di seluruh Selangor melibatkan 1,100 subkontraktor yang membawa jenama syarikat itu, pastinya semua rekod saman diletakkan di bawah KDEBWM.

#MediaSelangor #KDEBWM",https://www.tiktok.com/@mediaselangor/video/7520176981384760583,neutral,2026-05-24 23:23:14.678255+00:00,48,4,11,37500,0.0,438,126.5,,,neutral,True,general_complaint,Pj,False
tiktok,post,7624474023078022420,"Kenaikan harga diesel susulan ketegangan global memaksa @kdebwastemanagement menanggung peningkatan kos operasi bulanan, daripada sekitar RM6 juta kepada hampir RM10 juta.

Tekanan ini memberi kesan besar kepada operasi kira-kira 1,300 lori setiap hari, namun perkhidmatan kutipan sisa kepada rakyat tetap menjadi keutamaan.

Ikuti Bicara Semasa bersama Pengarah Urusan KDEB Waste Management (KDEBWM), Dato’ Ramli Mohd Tahir.

#mediaselangor #pengurusansampah #kdebwm",https://www.tiktok.com/@mediaselangor/video/7624474023078022420,neutral,2026-05-24 23:23:15.977286+00:00,76,12,5,10800,0.0,201,125.8,,,neutral,True,general_complaint,,False
tiktok,post,7530912859631504648,"Kreatif dan luar biasa! Pelbagai idea inovatif diketengahkan oleh peserta Pertandingan Inovasi Projek 3R kategori sekolah rendah anjuran KDEB Waste Management sempena Karnival Siang Malam Karangkraf.

Pertandingan itu yang membabitkan 12 sekolah rendah terdiri daripada sekolah sekitar Lembah Klang dan Putrajaya.

#KarnivalSiangMalam #GalauJadiNgigau #KDEB #InovasiHijau #Projek3R #Karangkraf",https://www.tiktok.com/@sinarharianonline/video/7530912859631504648,neutral,2026-05-24 23:23:33.139018+00:00,65,7,9,18100,0.0,262,124.1,,,neutral,True,general_complaint,Klang,False
tiktok,post,7428145975098739986,"Perfect for trash management! Our trashbin is stackable. You can easily separate trash from biodegradable, non-biodeagradble and recyclable. Get this for your business or home now! #trashbin #trashcan #taison #fyp ##wastemanagement #clean",https://www.tiktok.com/@taisonindustrialcorp/video/7428145975098739986,neutral,2026-05-24 23:23:43.896988+00:00,10,49,2,9061,0.0,151,123.061,,,neutral,True,general_complaint,,False
tiktok,post,7444006487577414930,"KDEB Waste Management (KDEBWM) menyediakan 600 tong ‘Roll On Roll Off’ (Roro) bagi mengangkut sampah pukal di kawasan yang terjejas banjir.

Pengarah urusan KDEB Waste Management (KDEBWM) berkata bantuan pascabah itu memudahkan penduduk terjejas membuang perabot rosak.

#MediaSelangor #KDEBWM",https://www.tiktok.com/@mediaselangor/video/7444006487577414930,neutral,2026-05-24 23:23:21.763469+00:00,89,2,2,18300,0.0,276,117.3,,,neutral,True,general_complaint,,False
tiktok,post,7631752656108735762,"KDEB Waste Management (KDEBWM) memanggil pemegang taruh bagi membincangkan isu kenaikan kos diesel yang memberi tekanan besar terhadap operasi kutipan sisa di negeri ini.

Pengarah Urusannya, Dato’ Ramli Mohd Tahir berkata perbincangan itu bertujuan mencari penyelesaian terbaik bagi menampung peningkatan kos operasi, walaupun pendapatan syarikat kekal.

🌐 Klik pautan di bio @mediaselangor untuk berita penuh 

#MediaSelangor #KDEBWM",https://www.tiktok.com/@mediaselangor/video/7631752656108735762,neutral,2026-05-24 23:23:15.618124+00:00,81,6,0,7182,0.0,158,100.182,,,neutral,True,overflowing_bin,,False
tiktok,post,7362568476734655760,majlis rumah terbuka kdebwm. #kdebwastemanagement #jawarisanmekarsdnbhd #raya #aidilfitri #CapCut #selangor,https://www.tiktok.com/@shaiful.arif88/video/7362568476734655760,neutral,2026-05-24 23:23:34.207693+00:00,72,1,8,1159,0.0,92,99.159,,,neutral,True,general_complaint,,False
