Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,is_complaint,complaint_theme,area,is_high_severity
tiktok,post,7599133211226066196,"Lain kali jgn marah2 kan takpasal2 kene naik lori @KDEB Waste Management 
#fypシ #fyp",https://www.tiktok.com/@mark_warn/video/7599133211226066196,neutral,,160600,15100,1202,4000000,0.5,216902,198406.0,,,neutral,0.80882328748703,english,Mixed/Urban,love,0.1704544872045517,0.0250697415322065,0.0505807287991046,0.0487836115062236,0.4045299887657165,0.0274842381477355,True,general_complaint,,False
tiktok,post,7493987600827469102,Business Owner Charged Extra by Waste Management. Driver Caught Staging Full Dumpster #fyp #bussiness #garbagetruck #onthisday,https://www.tiktok.com/@gogarbage/video/7493987600827469102,negative,,19700,2046,777,2000000,0.0823014914989471,42523,28123.0,,,negative,0.7256616950035095,english,Mixed/Urban,no_clear_emotion,0.0852979719638824,0.0158938635140657,0.053066786378622,0.0507331229746341,0.2383274585008621,0.0273072775453329,True,illegal_dumping,,True
tiktok,post,7334405844576062762,Waste management 2024 #wastemanagement #the #open #viral #fyp #cold #weather #finance #super #bowl,https://www.tiktok.com/@liora_xox/video/7334405844576062762,neutral,,15800,600,285,1400000,0.5,30685,19255.0,,,neutral,0.7200936675071716,english,Mixed/Urban,love,0.0527022629976272,0.0222499854862689,0.1537364423274994,0.0332504846155643,0.421183705329895,0.0280560664832592,True,general_complaint,,False
tiktok,post,7629108040398048543,"Shoutout to all the hard working delivery drivers & waste management workers out there, you are appreciated 🤭 #deliverydriver #snacks #thankyou #MiniFridge #community",https://www.tiktok.com/@kayleighandmatt/video/7629108040398048543,positive,,18300,105,95,287300,0.9915213406085968,21373,19082.3,,,positive,0.971737802028656,english,Mixed/Urban,love,0.0445017628371715,0.0412210002541542,0.1176126822829246,0.0391002967953681,0.7067479491233826,0.024368030950427,True,praise_or_resolution,,False
tiktok,post,7482459886475988270,"Waste management drivers are making over $30/hrs! They train YOU, send you to Phoenix for paid training, and are always hiring! 60-hour weeks, early mornings, but solid pay and stability. Would you do this job? #classA #classB #truckdriver #garbagetruck #wastemanagement #cdljobs #nowhiring #trucklife #cdltraining #bluecollar #trades #skilledtrades #jobsearch #hiringnewemployees #unionjobs #workhard #careeropportunities #heavyequipment #logistics #truckinglife #driverslicense #makingmoney #jobhunt #overtime #essentialworker #hardworkingman #jobalert #laneape #trucker #trucking #truckerlife #truckersoftiktok #trucklife #garbageman #trashtalk #trash #trashman #waste #wastemanagementopen #cdl #cdllife #cdldriver #cdlschool #cdltraining #bluecollarboys #bluecollarlife #tradesman #tradeschool #applynow",https://www.tiktok.com/@jobcollar.com/video/7482459886475988270,positive,,8276,953,302,291700,0.9252540230751036,12448,11379.7,,,positive,0.7508467435836792,english,Mixed/Urban,love,0.064090110361576,0.0557676628232002,0.2031291276216507,0.0421435497701168,0.3714788258075714,0.0394483990967273,True,general_complaint,,False
tiktok,post,7307192995353251077,"Siapa di sini yang juga kagum dengan konsep pengelolaan sampah ala Banyumas? 😆🌿
Let's take a cue from Banyumas on effective waste management! Small actions can create a big impact. 💚🌍 

#WasteManagement #BanyumasCleanUp #BanyumasEcoChampion #bumi #lingkungan #savetheplanet #pedulilingkungan #environment #earth #saveearth #viral #fyp #itsbumi101🌱🌤️",https://www.tiktok.com/@itsbumi101/video/7307192995353251077,positive,,3203,211,65,115500,0.9107322573661804,4634,3935.5,,,positive,0.7024408578872681,english,Mixed/Urban,love,0.0596362315118312,0.0189938452094793,0.0774340033531189,0.0261365585029125,0.7504193782806396,0.014811361208558,True,general_complaint,,False
tiktok,post,7199431051465248043,"The waste management is not a real place… 

#golf #wastemanagement #wastemanagementopen #superbowl",https://www.tiktok.com/@tatumjuliet/video/7199431051465248043,negative,,1840,415,26,173700,0.1202281415462493,4018,2921.7,,,negative,0.5992395281791687,english,Mixed/Urban,love,0.0914930254220962,0.1427087634801864,0.1509186774492263,0.0490990690886974,0.3562304079532623,0.0570748746395111,True,general_complaint,,True
tiktok,post,7189448075914513707,Waste Management 16th hole #wastemanagementopen #golf #scottsdale #holeinone #wastemanagementphoenixopen #beershowers,https://www.tiktok.com/@anthonylioy/video/7189448075914513707,neutral,,830,972,7,94900,0.5,2758,2889.9,,,neutral,0.8740816712379456,english,Mixed/Urban,love,0.0675454959273338,0.0221741143614053,0.0851295888423919,0.0292358174920082,0.4815135896205902,0.0223857890814542,True,general_complaint,,False
tiktok,post,7333747459501444398,The Waste Management Hole 16 Beer Snake! #hole16 #wastemanagement #beersnake #beer #golf #waste #wm #viralvideo,https://www.tiktok.com/@mrazsports/video/7333747459501444398,neutral,,1783,361,23,216300,0.5,4330,2790.3,,,neutral,0.74387526512146,english,Mixed/Urban,love,0.1079316660761833,0.0338321849703788,0.1069899499416351,0.0490109622478485,0.3736547529697418,0.0350645929574966,True,general_complaint,,False
tiktok,post,7268343953387179310,Waste Management - Part 4,https://www.tiktok.com/@uncovertv.fan/video/7268343953387179310,positive,,1942,18,60,317900,0.858434210717678,5199,2475.9,,,positive,0.5281140357255936,multilingual,Unknown,no_clear_emotion,0.0912100747227668,0.0700839534401893,0.0800700709223747,0.0561958961188793,0.172887846827507,0.0813010856509208,True,general_complaint,,False
tiktok,post,7523260121896488205,Join me to Dump my Waste Management Front Loader Truck 🚛💪🏼🔥 #viralvideo #fyp #fypシ #WM #CDL,https://www.tiktok.com/@datboi_harold404/video/7523260121896488205,positive,,1482,52,64,50300,0.9393327236175536,2101,1828.3,,,positive,0.7977757453918457,english,Mixed/Urban,no_clear_emotion,0.0315274037420749,0.0161753725260496,0.0958857685327529,0.0219794753938913,0.2128876745700836,0.0289676301181316,True,illegal_dumping,,False
tiktok,post,7438513565947956488,"♻️✨ Trash isn’t just trash—it’s a career with impact! 🌍💼

From high-tech recycling innovations to everyday heroes keeping our communities clean, waste management is so much more than people think. 💪🚛 

💚 Drop a 💥 if you’re ready to rethink waste and join the movement!

#WMRAS #GreenCareers #FutureFocused #SustainabilityVibes #WasteManagement #CareerGrowth #IndustryLeadership #exploresingapore #fyp #fypsg #singapore #CleanFuture",https://www.tiktok.com/@wmrasofficial/video/7438513565947956488,positive,,1330,123,1,22200,0.9370376646518708,1676,1601.2,,,positive,0.7901255488395691,english,Mixed/Urban,happy,0.0492077060043811,0.050599493086338,0.446316659450531,0.023573201149702,0.3611438870429992,0.0243435204029083,True,general_complaint,,False
tiktok,post,7635191969383320853,"Kerja-kerja pembersihan longkang di Pekan Site B, Sekinchan telah dilaksanakan oleh KDEB Waste Management. 

Jumlah sampah yang dikutip sangat banyak dan jelas menunjukkan betapa pentingnya kesedaran bersama dalam menjaga kebersihan persekitaran.

Mohon kerjasama semua untuk tidak membuang sampah merata-rata, khususnya ke dalam longkang kerana ia menyebabkan saliran tersumbat dan risiko banjir.

Terima kasih kepada MDSB, KDEB Waste Management serta semua pihak yang terlibat atas usaha dan komitmen menjaga kebersihan DUN Sekinchan. #ngsueelim #ybjawasekinchan",https://www.tiktok.com/@ngsueelim/video/7635191969383320853,positive,,1035,110,43,29300,0.9987679004669188,1481,1413.3,,,positive,0.9958930015563964,malay,Malay/Bumiputera,anger,0.5184854865074158,0.0632173642516136,0.0768217220902443,0.0571238584816455,0.1516575217247009,0.0250211600214242,True,dirty_road_or_area,,False
tiktok,post,7454595881057226014,"Now that you know, reach out to your local waste management company 

#tips #pressurewasher #foryoupage #fypシ #fyp #viralvideo",https://www.tiktok.com/@georgia.bins/video/7454595881057226014,neutral,,845,162,23,28000,0.5,1310,1266.0,,,neutral,0.8327097296714783,english,Mixed/Urban,love,0.0618067421019077,0.0424112118780612,0.1671694368124008,0.0396894589066505,0.4794783592224121,0.0414666682481765,True,general_complaint,,False
tiktok,post,7520092114496064786,"KDEB Waste Management selesaikan lebih 13,000 saman

#latest #telus #beritatelus #kdeb #waste #management #selesaikan #lebih #13,000saman #trendingnewsmalaysia #fyp #foryoupage",https://www.tiktok.com/@telusmalaysia/video/7520092114496064786,neutral,,822,105,52,33100,0.5,1310,1221.1,,,neutral,0.8895814418792725,english,Mixed/Urban,no_clear_emotion,0.0568937696516513,0.0697368681430816,0.0757806673645973,0.0327214859426021,0.0864830389618873,0.0387860089540481,True,late_collection,,False
tiktok,post,7560162811406454023,"KDEB Waste Management (KDEBWM) mengambil tanggungjawab penuh berhubung insiden lori sampah yang merempuh tembok konkrit Plaza Tol Puchong Selatan dekat Lebuhraya Damansara-Puchong (LDP), 10 Oktober lalu.

Pengarah Urusannya, Dato’ Ramli Mohd Tahir menjelaskan lori sampah terlibat dikendalikan sebuah syarikat dilantik KDEBWM untuk melaksanakan kerja kutipan sisa pepejal di Kajang namun kontrak perkhidmatannya tamat pada Jun lalu.

#MediaSelangor #KlikSemasa #KDEBWM",https://www.tiktok.com/@mediaselangor/video/7560162811406454023,neutral,,622,65,139,43300,0.5,1259,1212.3,,,neutral,0.9977160692214966,malay,Malay/Bumiputera,anger,0.4958856403827667,0.0482994318008422,0.073412537574768,0.0570616237819194,0.0943366289138794,0.0274829622358083,True,overflowing_bin,Kajang,False
tiktok,post,7561270945797786887,"Jabatan Pengangkutan Jalan (JPJ) akan memanggil pengurusan tertinggi KDEB Waste Management (KDEBWM) dalam masa terdekat berhubung isu membabitkan lori sampah milik syarikat terbabit.

Ketua Pengarah JPJ, Datuk Aedy Fadly Ramli berkata, ini bagi memberikan amaran agar syarikat terbabit melakukan tindakan segera dalam memperbetulkan kesalahan dilakukan lori sampah mereka.

Anda boleh baca berita penuh di portal Sinar Harian di www.sinarharian.com.my atau swipe up di IG story serta jangan lupa follow IG @sinarharian untuk berita terkini dalam dan luar negara.

#SinarHarian #SinarTerkini #JPJ  #IsuLoriSampah #KDEBWM",https://www.tiktok.com/@sinarharianonline/video/7561270945797786887,negative,,687,18,36,45200,0.0285382747650146,1193,876.2,,,negative,0.9048724174499512,malay,Malay/Bumiputera,no_clear_emotion,0.0607368536293506,0.0171481128782033,0.0465676188468933,0.0458423644304275,0.1203629299998283,0.0519207678735256,True,overflowing_bin,Pj,True
tiktok,post,7636995668606749973,"Pagi ini bersama Dato’ Ramli Tahir dari KDEB Waste Management turun padang bersama team membantu mengemas kawasan taman perumahan demi memastikan persekitaran sentiasa bersih, selesa dan harmoni untuk penduduk.

Kebersihan adalah tanggungjawab bersama. Sama-sama kita jaga kawasan persekitaran dan tingkatkan kesedaran agar Selangor sentiasa bersih dan indah. 

Keep Selangor Clean! #ngsueelim #ybjawasekinchan",https://www.tiktok.com/@ngsueelim/video/7636995668606749973,positive,,523,99,42,11600,0.9994037628173827,780,858.6,,,positive,0.9980125427246094,malay,Malay/Bumiputera,happy,0.0722854733467102,0.044334378093481,0.5793224573135376,0.0232945755124092,0.212898313999176,0.023539450019598,True,dirty_road_or_area,,False
tiktok,post,7492396418662010130,"Kerja-kerja pembersihan giat dilaksanakan menerusi program Ops Mega Pembersihan susulan insiden letupan paip gas di Putra Heights dan Kg. Kuala Sg. Baru, hari ini.

Komitmen penuh tetap diberikan oleh seluruh warga kerja KDEB Waste Management demi memastikan kawasan ini kembali bersih dan selamat.

#KDEBWM #SelangorBersih #OpsMegaPembersihan #PembersihanSubangJaya",https://www.tiktok.com/@kdebwastemanagement/video/7492396418662010130,neutral,,265,19,20,14100,0.5,445,377.1,,,neutral,0.8503168821334839,english,Mixed/Urban,happy,0.1709793806076049,0.0631883218884468,0.3883890509605407,0.0326632298529148,0.1745112836360931,0.0333851762115955,True,overflowing_bin,,False
tiktok,post,7637523580883897620,"Majlis Bandaraya Petaling Jaya (MBPJ) bersama KDEB Waste Management (KDEBWM) mempergiat operasi pembersihan pasca banjir di beberapa kawasan terjejas susulan hujan lebat dan banjir kilat yang melanda Petaling Jaya pada 6 Mei 2026.

MBPJ memaklumkan operasi itu meliputi kerja pembersihan lumpur, sisa banjir dan dahan pokok, selain membersihkan longkang serta laluan awam bagi memastikan persekitaran kembali bersih dan selamat untuk penduduk.

#MediaSelangor #KlikSemasa",https://www.tiktok.com/@mediaselangor/video/7637523580883897620,neutral,,262,2,16,25200,0.5,532,339.2,,,neutral,0.9970319271087646,malay,Malay/Bumiputera,anger,0.4203763008117676,0.0986430644989013,0.2280965447425842,0.0372340567409992,0.1199147701263427,0.0161657724529504,True,dirty_road_or_area,Petaling Jaya,False
tiktok,post,7544067515203341581,"Waste management, republic, waste pro wya the people’s favorite garner men ar it again 😂😂😂 #fyp #viral #garbageman #duvalcounty",https://www.tiktok.com/@stephonnorwood/video/7544067515203341581,negative,,241,18,13,2974,0.1182097434997558,301,318.974,,,negative,0.6059675216674805,english,Mixed/Urban,love,0.0207361336797475,0.0076119159348309,0.030828570947051,0.0121863959357142,0.8723185658454895,0.0145065113902091,True,general_complaint,,True
tiktok,post,7623036333992201479,"KDEB Waste Management (KDEBWM) menjalankan operasi pembersihan selepas berlaku tumpahan cecair sisa dari tapak pelupusan (leachate) di Bukit Kerayong yang dipercayai menyebabkan beberapa kemalangan motosikal.

Menurut kenyataan di Facebook, tumpahan itu berlaku di tiga lokasi sepanjang laluan menuju ke Tapak Pelupusan Jeram melalui Jalan Kampung Bukit Kerayong.

#mediaselangor",https://www.tiktok.com/@mediaselangor/video/7623036333992201479,negative,,207,30,7,20100,0.1671056002378463,445,308.1,,,negative,0.4429813325405121,multilingual,Unknown,anger,0.5535720586776733,0.0661988854408264,0.0711214989423751,0.0609657168388366,0.0686731860041618,0.032220259308815,True,dirty_road_or_area,,True
tiktok,post,7256680393733065986,"TERKINI: Pengarah Urusan KDEB Waste Management mengesahkan jadual kutipan sampah di Kampung Jawa Batu 18 Hulu Langat bermula pada jam 6 pagi. 

Dakwaan tidak berasas yang telah diviralkan oleh seorang pengguna TikTok  pada 16 Julai 2023, pada pukul 3.00 pagi yang mendakwa sampah tidak diuruskan dengan baik adalah tidak bertanggungjawab dan bersifat ingin menjatuhkan kredibiliti KDEB Waste.
#mediaselangor #malaysiamadani",https://www.tiktok.com/@mediaselangor/video/7256680393733065986,negative,,185,12,30,6724,0.154935336112976,294,305.724,,,negative,0.4835488796234131,malay,Malay/Bumiputera,anger,0.6100295782089233,0.022593418136239,0.0366263054311275,0.0560451410710811,0.1497534066438675,0.0160516593605279,True,general_complaint,,True
tiktok,post,7519920488387284242,"KDEB Waste Management (KDEBWM) mengambil tindakan segera menyelesaikan 13,000 daripada 22,017 saman dikeluarkan oleh Jabatan Pengangkutan Jalan (JPJ) sebaik menerima notifikasi rasmi.

Jabatan Media dan Perhubungan Awamnya berkata, tindakan itu dilakukan selepas melakukan semakan dalaman dan menyelesaikan saman secara berperingkat.

“Mengikut prosedur JPJ, sekiranya saman tidak dijelaskan dalam masa tiga bulan, notis akan dikeluarkan kepada pemilik berdaftar iaitu KDEBWM, dengan tambahan dua bulan lagi untuk penyelesaian.

“Walau bagaimanapun, kami mengakui berlaku kelemahan dalam penyampaian maklumat oleh sebilangan subkontraktor, yang menyebabkan notifikasi saman tidak sampai kepada pihak kami dalam tempoh yang ditetapkan,” menurut kenyataan hari ini.

#MediaSelangor #KDEBWM #JPJ",https://www.tiktok.com/@mediaselangor/video/7519920488387284242,negative,,132,22,10,80900,0.0130190849304199,973,286.9,,,negative,0.9566030502319336,malay,Malay/Bumiputera,no_clear_emotion,0.1469023674726486,0.2570783197879791,0.0264028552919626,0.1327135413885116,0.0438813716173172,0.1321330517530441,True,general_complaint,Pj,True
tiktok,post,7469128432849276206,WASTE MANAGEMENT!!!!,https://www.tiktok.com/@finley.counsell/video/7469128432849276206,negative,,220,2,14,3996,0.0183680919930339,275,269.996,,,negative,0.938773026689887,multilingual,Unknown,love,0.1059342324733734,0.063682846724987,0.1032557636499404,0.0308910813182592,0.4127351343631744,0.0334327965974807,True,general_complaint,,True
tiktok,post,7613618334642228488,"KDEB Waste Management (KDEBWM) mengambil langkah proaktif bagi memastikan kutipan sampah di Selangor lebih cekap susulan gangguan operasi di beberapa kawasan, termasuk Selayang dan Kuala Selangor, sejak beberapa minggu lalu.

Pengarah Urusan KDEBWM, Dato’ Ramli Mohd Tahir berkata gangguan berlaku ketika proses pelarasan operasi sedang dilaksanakan untuk menyusun semula sistem kutipan sisa pepejal supaya lebih teratur dan efisien.

#kdebwm #kutipan #sampah #lewat #operasi",https://www.tiktok.com/@mediaselangor/video/7613618334642228488,neutral,,113,25,11,10200,0.5,251,206.2,,,neutral,0.996799111366272,malay,Malay/Bumiputera,happy,0.2543873488903045,0.2121670842170715,0.3801203668117523,0.0244499836117029,0.048562329262495,0.0185963828116655,True,late_collection,Selayang,False
tiktok,post,7624744520260898068,"Lebih RM4 juta kenaikan kos diesel terpaksa ditanggung KDEB Waste Management (KDEBWM) setiap bulan, bagi operasi kutipan sisa susulan ketegangan global semasa.

Pengarah Urusannya Dato’ Ramli Mohd Tahir berkata lonjakan lebih 60 peratus itu menyebabkan kos operasi bulanan meningkat hampir RM10 juta, berbanding sekitar RM6 juta sebelum ini.

Menurutnya, kenaikan mendadak itu memberi tekanan besar kepada operasi kira-kira 1,300 lori KDEBWM setiap hari, satu cabaran kepada kecekapan sistem pengurusan sisa dan kelangsungan perkhidmatan.

“Setiap lori perlu membuat beberapa perjalanan sehari. Jika kos diesel meningkat 30 hingga 40 peratus setiap perjalanan, jumlah keseluruhan boleh mencecah hampir dua kali ganda.

“Namun, kami akan cuba mengekalkan jadual kutipan supaya tidak berlaku lambakan sampah, seterusnya beri kesan kepada krisis kesihatan awam,” katanya dalam program Bicara Semasa terbitan Media Selangor.

Harga runcit bagi diesel di Semenanjung terus meningkat pada RM6.02 seliter bagi tempoh 2 hingga 8 April susulan krisis tenaga dunia yang berlanjutan.

#MediaSelangor #KDEBWM #KosOperasi",https://www.tiktok.com/@mediaselangor/video/7624744520260898068,negative,,103,4,8,9350,0.0004838347434997,208,144.35,,,negative,0.9983872175216676,malay,Malay/Bumiputera,anger,0.5612584352493286,0.0532310269773006,0.0605286210775375,0.0648246556520462,0.070859707891941,0.0202958770096302,True,general_complaint,,False
tiktok,post,7591827566194019591,"@KDEB Waste Management bertindak pantas mengerahkan pasukan pembersihan ke kawasan Good Year Court 3, 4, 5, 6, 8 dan 10 di Subang Jaya susulan isu lambakan sampah domestik yang berlarutan sejak bulan lalu.

Tindakan segera itu diambil selepas isu kutipan sampah berkenaan diketengahkan di media sosial, sekali gus mencetuskan kebimbangan penduduk setempat.

Sampah di tong pembuangan dilaporkan melimpah ke bahu jalan dan kawasan awam tanpa kepastian jadual kutipan, sehingga menjejaskan kebersihan persekitaran.

#MediaSelangor #SubangJaya #KDEBWM",https://www.tiktok.com/@mediaselangor/video/7591827566194019591,negative,,115,4,2,11800,0.0005491018295288,239,140.8,,,negative,0.9981696605682372,malay,Malay/Bumiputera,anger,0.3876080513000488,0.1782102584838867,0.0468915738165378,0.0562745369970798,0.0435032472014427,0.0757288932800293,True,overflowing_bin,Subang Jaya,True
tiktok,post,7520176981384760583,"KDEB Waste Management (KDEBWM) akan bertemu Jabatan Pengangkutan Jalan (JPJ) untuk membincangkan jumlah saman yang bercanggah termasuk mencari penyelesaian isu tersebut.

Pengarah Urusannya Dato’ Ramli Mohd Tahir berkata semakan pihaknya menerusi aplikasi MySIKAP mendapati jumlah saman aktif ialah 14,332, bukan 22,017 seperti diumum oleh Kementerian Pengangkutan (MOT).

“Kami akan mengadakan pertemuan dengan pihak JPJ secepat mungkin untuk membincangkan jumlah saman yang sebenar dan mencari penyelesaian kepada isu ini.

“Pihak KDEBWM juga telah menyelesaikan hampir 23,235 saman terdahulu sejak 2015 yang bernilai RM2.380 juta dan ia bermakna apabila menerima kompaun, pihak kami buat bayaran,” ujarnya.

Beliau menjelaskan dengan kapasiti 1,500 kenderaan termasuk lori kompaktor dan Roll-on Roll-off (RoRo) di seluruh Selangor melibatkan 1,100 subkontraktor yang membawa jenama syarikat itu, pastinya semua rekod saman diletakkan di bawah KDEBWM.

#MediaSelangor #KDEBWM",https://www.tiktok.com/@mediaselangor/video/7520176981384760583,positive,,48,4,11,37500,0.9992210686206816,438,126.5,,,positive,0.9974035620689392,malay,Malay/Bumiputera,no_clear_emotion,0.3043929040431976,0.0326394960284233,0.0844849497079849,0.0411516465246677,0.1556749194860458,0.0309429056942462,True,general_complaint,Pj,False
