Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,CrawlPipeline,SourceName,SourceID,Jenis_Suara
news,post,50dc520f67dab6de,"Tremors possible as weak 3.3‑magnitude quake hits off Batu Pahat, says MetMalaysia. KUALA LUMPUR, June 21 &mdash; A weak earthquake struck the waters off Batu Pahat, Johor early this morning, according to...",https://www.malaymail.com/news/malaysia/2026/06/21/tremors-possible-as-weak-33magnitude-quake-hits-off-batu-pahat-says-metmalaysia/224575,,2026-06-21T08:57:07+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,f7dc3b157a5f9c13,"Police detain woman who allegedly staged own kidnapping for RM18,000 ransom in Johor Bahru. KUALA LUMPUR, June 21 &mdash; Police have detained a woman believed to have staged her own kidnapping in an attempt to o...",https://www.malaymail.com/news/malaysia/2026/06/21/police-detain-woman-who-allegedly-staged-own-kidnapping-for-rm18000-ransom-in-johor-bahru/224571,,2026-06-21T08:48:57+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,d40377f46e1fd549,"DAP names four candidates for Johor state election. JOHOR BAHRU, June 20 &mdash; DAP has named four candidates for the Johor state election on July 11.The candidates are No...",https://www.malaymail.com/news/malaysia/2026/06/20/dap-names-four-candidates-for-johor-state-election/224548,,2026-06-20T16:52:42+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,e692bdae60bb8424,Amanah concedes Puteri Wangsa to PKR for Johor polls. State Amanah leader says matter settled after multiple rounds of negotiations.,https://www.malaysiakini.com/news/777818,,2026-06-21T03:31:31+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaysiakini.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,8c07ad76fe41a56b,"Johor facing federal revenue drain, not leakages - regent. Tunku Ismail wants Putrajaya to return quarter of the revenue collected from Johor.",https://www.malaysiakini.com/news/777813,,2026-06-21T02:19:10+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaysiakini.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,609ad2337f7d0c8d,How Johor royals' influence may make naming MB candidate a bad idea for non-BN parties. History shows such a move may incur state palace's displeasure.,https://www.malaysiakini.com/news/777804,,2026-06-20T23:00:00+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaysiakini.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,451dd7c4f949acbe,"SNAPSHOT | Beng Hock Association list demands for endorsement in Johor polls. KINI SNAPSHOT | What’s going on in the news today, with updates at 11am, 2pm, and 6pm.",https://www.malaysiakini.com/news/777798,,2026-06-20T09:58:39+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaysiakini.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,5082131dd093ec45,"AI tudung pic sparks DAP fury at MCA, Johor ex-rep warns not to over-appease any community. DAP chief calls it an 'outdated tactic' and 'dirty game'.",https://www.malaysiakini.com/news/777792,,2026-06-20T07:30:09+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaysiakini.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,6500ebe589ca3a14,"Is Bersama planning to contest more than 10 seats in Johor?. Projection suggests Bersama may take on DAP and Umno, apart from PKR.",https://www.malaysiakini.com/news/777782,,2026-06-20T04:13:18+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaysiakini.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,80856a00a8eb4dca,Muda perkenal 3 lagi calon tanding PRN Johor. Ketiga-tiga mereka merupakan calon kali pertama yang aktif dalam kerja komuniti dan kawasan pilihan raya.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/21/muda-perkenal-3-lagi-calon-tanding-prn-johor,,2026-06-21T15:46:52+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,freemalaysiatoday.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,7b4522353d9d790f,"Projek utama Johor dipercepat bawah pentadbiran Anwar, kata Pemuda PKR. Ketua Pemuda PKR Johor Faezuddin Puad berkata kebanyakan isu dibangkitkan Tunku Mahkota Ismail sudah berlarutan sebelum kerajaan Madani ambil alih Putrajaya.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/21/projek-utama-johor-dipercepat-bawah-pentadbiran-anwar-kata-pemuda-pkr,,2026-06-21T15:32:55+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,freemalaysiatoday.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,830f5e80bb723c4e,"Muda unveils 3 more candidates, including 53-year-old, for Johor polls. All three are first-timers, who are active in community and constituency work.",https://www.freemalaysiatoday.com/category/nation/2026/06/21/muda-unveils-3-more-candidates-including-53-year-old-for-johor-polls,,2026-06-21T15:22:26+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,freemalaysiatoday.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,a8984abe6da8bb23,"MUDA sah tanding empat kerusi PRN Johor. KUALA LUMPUR: Parti Ikatan Demokratik Malaysia (MUDA), hari ini mengesahkan bakal bertanding empat kerusi Dewan Undangan Negeri (DUN) pada Pilihan Raya Negeri (PRN) Johor.",https://www.bharian.com.my/berita/nasional/2026/06/1575472/muda-sah-tanding-empat-kerusi-prn-johor,,2026-06-21T23:13:14+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,bharian.com.my,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,ce8197b3dbafac21,"Kes pukul pembantu rumah: Mangsa turut berdepan pertuduhan. JOHOR BAHRU: Selain dua pasangan suami isteri yang disyaki mencederakan pembantu rumah mereka tahun lalu, seorang daripada pembantu rumah suspek juga akan didakwa di mahkamah esok.",https://www.bharian.com.my/berita/kes/2026/06/1575454/kes-pukul-pembantu-rumah-mangsa-turut-berdepan-pertuduhan,,2026-06-21T21:54:49+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,bharian.com.my,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,b084e819e5ef97e9,PRN Johor: BERSATU sedia guna logo sendiri jika tiada pilihan. Muar: Parti Pribumi Bersatu Malaysia (BERSATU) bersedia menggunakan logo partinya sendiri sekiranya tidak mendapat kebenaran menggunakan logo Perikatan Nasional (PN) pada Pilihan Raya Negeri (PRN) Johor bulan depan.,https://www.hmetro.com.my/mutakhir/2026/06/1373267/prn-johor-bersatu-sedia-guna-logo-sendiri-jika-tiada-pilihan,,2026-06-22T01:48:48+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,hmetro.com.my,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,f5d8f82c3af977d2,PRN Johor: MUDA sah tanding 4 kerusi. Kuala Lumpur: Parti Ikatan Demokratik Malaysia (MUDA) hari ini mengesahkan bakal bertanding empat kerusi Dewan Undangan Negeri (DUN) pada Pilihan Raya Negeri (PRN) Johor.,https://www.hmetro.com.my/mutakhir/2026/06/1373236/prn-johor-muda-sah-tanding-4-kerusi,,2026-06-21T23:28:57+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,hmetro.com.my,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,ed98d07548f42af8,"Anwar: Malaysia entering new high-tech economic phase, but development must benefit all. KUALA LUMPUR, June 20 &mdash; Malaysia is entering a new phase of economy based on high technology, semiconductors, inno...",https://www.malaymail.com/news/malaysia/2026/06/20/anwar-malaysia-entering-new-high-tech-economic-phase-but-development-must-benefit-all/224564,,2026-06-20T19:33:04+08:00,0,0,0,0,0.0,0,IN4,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my SJKT OR MIC OR Hindu when:30d,google_news_rss,indian_narrative,,,
news,post,c14f8e8d0828efea,"Q&A: Gobind casts light on TIC Sarawak’s value. MALAYSIA&#8217;S first Transitioning Industrial Cluster (TIC) in Sarawak represents more than just another economic initiative. Developed under the World Economic Forum&#8217;s global TIC initiative and launched recently by the Sarawak Premier, the TIC brings together government agencies, industries, academia, and technology providers to accelerate industrial transformation while supporting the country&#8217;s energy transition agenda. In an [...]
The post Q&#038;A: Gobind casts light on TIC Sarawak’s value appeared first on Borneo Post Online.",https://www.theborneopost.com/2026/06/22/qa-gobind-casts-light-on-tic-sarawaks-value/,,2026-06-21T23:02:18+00:00,0,0,0,0,0.0,0,IN4,tamil,india,Komuniti India / Tamil,theborneopost.com,india,site:makkalosai.com.my SJKT OR MIC OR Hindu when:30d,google_news_rss,indian_narrative,,,
news,post,22ede78b33d25ea0,"Agriculture can still be Sabah’s economic engine. AGRICULTURE has long been one of the foundations of Sabah&#8217;s economy. Before oil and gas, tourism and the digital economy emerged as major contributors to growth, agriculture provided employment, generated export earnings and supported rural communities across the state. Plantations, smallholdings and farming villages shaped Sabah&#8217;s economic and social development for generations. Today, agriculture remains [...]
The post Agriculture can still be Sabah&#8217;s economic engine appeared first on Borneo Post Online.",https://www.theborneopost.com/2026/06/22/agriculture-can-still-be-sabahs-economic-engine/,,2026-06-21T22:03:51+00:00,0,0,0,0,0.0,0,IN4,tamil,india,Komuniti India / Tamil,theborneopost.com,india,site:makkalosai.com.my SJKT OR MIC OR Hindu when:30d,google_news_rss,indian_narrative,,,
news,post,2c5f76fc4d8fd0f0,"Dayak community seeks higher federal NCR land survey grants, says Penguang. KUCHING (June 21): The Dayak community has appealed to the federal government to continue and increase annual grants for the surveying of Native Customary Rights (NCR) land in Sarawak, saying the initiative is vital in improving the socio-economic well-being of rural communities. State Deputy Minister of Public Health, Housing and Local Government Datuk Dr Penguang [...]
The post Dayak community seeks higher federal NCR land survey grants, says Penguang appeared first on Borneo Post Online.",https://www.theborneopost.com/2026/06/22/dayak-community-seeks-higher-federal-ncr-land-survey-grants-says-penguang/,,2026-06-21T16:24:43+00:00,0,0,0,0,0.0,0,IN4,tamil,india,Komuniti India / Tamil,theborneopost.com,india,site:makkalosai.com.my SJKT OR MIC OR Hindu when:30d,google_news_rss,indian_narrative,,,
news,post,6766e4fd499e84ee,"Federal urged to offer better incentives to boost hydrogen, semiconductor investments in Sarawak. KUCHING (June 21): Sarawak Premier Datuk Patinggi Tan Sri Abang Johari Tun Openg has urged the federal government to consider introducing attractive incentives to accelerate investments in emerging industries, particularly hydrogen and semiconductors, as the state strengthens its position in the region&#8217;s green economy. He said such incentives would help drive the production of materials [...]
The post Federal urged to offer better incentives to boost hydrogen, semiconductor investments in Sarawak appeared first on Borneo Post Online.",https://www.theborneopost.com/2026/06/21/federal-urged-to-offer-better-incentives-to-boost-hydrogen-semiconductor-investments-in-sarawak/,,2026-06-21T15:10:14+00:00,0,0,0,0,0.0,0,IN4,tamil,india,Komuniti India / Tamil,theborneopost.com,india,site:makkalosai.com.my SJKT OR MIC OR Hindu when:30d,google_news_rss,indian_narrative,,,
news,post,53061771ac0b9554,"Anwar confident Petronas–Petros collaboration will deliver win-win outcome for Sarawak, Malaysia. KUCHING (June 21): Datuk Seri Anwar Ibrahim said he is confident that Petroliam Nasional Bhd (Petronas) and Petroleum Sarawak Bhd (Petros) can work closely towards a win-win arrangement that will uplift the economic development of Sarawak and Malaysia as a whole. Anwar said he had discussed the matter with Sarawak Premier Datuk Patinggi Tan Sri [...]
The post Anwar confident Petronas–Petros collaboration will deliver win-win outcome for Sarawak, Malaysia appeared first on Borneo Post Online.",https://www.theborneopost.com/2026/06/21/anwar-confident-petronas-petros-collaboration-will-deliver-win-win-outcome-for-sarawak-malaysia/,,2026-06-21T14:52:12+00:00,0,0,0,0,0.0,0,IN4,tamil,india,Komuniti India / Tamil,theborneopost.com,india,site:makkalosai.com.my SJKT OR MIC OR Hindu when:30d,google_news_rss,indian_narrative,,,
news,post,6c297be2dedac163,"Expert tells why Western AI models are better for education. SL Rajesh cites larger number of academic sources published in English, the involvement of top universities, and Chinese models’ strict content regulation.",https://www.freemalaysiatoday.com/category/nation/2026/06/22/expert-tells-why-western-ai-models-are-better-for-education,,2026-06-21T23:15:29+00:00,0,0,0,0,0.0,0,IN4,tamil,india,Komuniti India / Tamil,freemalaysiatoday.com,india,site:makkalosai.com.my SJKT OR MIC OR Hindu when:30d,google_news_rss,indian_narrative,,,
news,post,e7e007946fa835d3,Iranians walk out of talks venue after Trump’s threat. Tehran warns its rivals to be careful with their statements after calls for strikes on the Islamic republic over its support for Hezbollah.,https://www.freemalaysiatoday.com/category/highlight/2026/06/22/iranians-walk-out-of-talks-venue-after-trumps-threat,,2026-06-21T20:54:43+00:00,0,0,0,0,0.0,0,IN4,tamil,india,Komuniti India / Tamil,freemalaysiatoday.com,india,site:makkalosai.com.my SJKT OR MIC OR Hindu when:30d,google_news_rss,indian_narrative,,,
news,post,c3983a91cc48ab5a,"Best Infrared Saunas of 2026 [Expert Reviewed and Independently Verified]. After hands-on evaluation and a review of independent laboratory and editorial data, homesauna.com names the Sun Home Equinox the best infrared sauna of 2026 overall, the Luminar the best for outdoor use, and the Eclipse the best for red light therapy — with category wins for Health Mate, Dynamic, Maxxus, Radiant Health, TheraSauna, and HigherDOSE [&#8230;]
The post Best Infrared Saunas of 2026 [Expert Reviewed and Independently Verified] appeared first on The Malaysian Reserve.",https://themalaysianreserve.com/2026/06/22/best-infrared-saunas-of-2026-expert-reviewed-and-independently-verified/,,2026-06-21T23:21:00+00:00,0,0,0,0,0.0,0,IN4,tamil,india,Komuniti India / Tamil,themalaysianreserve.com,india,site:makkalosai.com.my SJKT OR MIC OR Hindu when:30d,google_news_rss,indian_narrative,,,
news,post,44aa9c74d4d697d5,"Miyu Yamashita Secures 2026 Meijer LPGA Classic for Simply Give Title as Tournament Raises $1.5 Million to Fight Hunger. Yamashita defeats Lottie Woad on the first playoff hole after a dramatic final-round finish at Blythefield Country Club GRAND RAPIDS, Mich., June 21, 2026 /PRNewswire/ &#8212; The 12th Meijer LPGA Classic for Simply Give wrapped up today with Miyu Yamashita claiming the 2026 championship title. Hosted at Blythefield Country Club, this premier stop on the [&#8230;]
The post Miyu Yamashita Secures 2026 Meijer LPGA Classic for Simply Give Title as Tournament Raises $1.5 Million to Fight Hunger appeared first on The Malaysian Reserve.",https://themalaysianreserve.com/2026/06/22/miyu-yamashita-secures-2026-meijer-lpga-classic-for-simply-give-title-as-tournament-raises-1-5-million-to-fight-hunger/,,2026-06-21T22:56:00+00:00,0,0,0,0,0.0,0,IN4,tamil,india,Komuniti India / Tamil,themalaysianreserve.com,india,site:makkalosai.com.my SJKT OR MIC OR Hindu when:30d,google_news_rss,indian_narrative,,,
news,post,a3e4004839bb83b4,"From RM500 to over RM6,000? Association warns of 13-fold fee hike if Selangor reclassifies kids’ playlands. KUALA LUMPUR, June 21 &mdash; The Malaysian Association of Theme Parks and Family Attractions (Matfa) has urged the Sela...",https://www.malaymail.com/news/malaysia/2026/06/21/from-rm500-to-over-rm6000-association-warns-of-13-fold-fee-hike-if-selangor-reclassifies-kids-playlands/224664,,2026-06-21T20:27:02+08:00,0,0,0,0,0.0,0,IN5,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my Tamil Malaysia when:14d,google_news_rss,indian_narrative,,,
news,post,bb0722aa04475d4e,"Zambry: Malaysia emerging as global education hub after strong Asia rankings showing. KUALA LUMPUR, June 21 &mdash; The success of Malaysian universities in securing international rankings demonstrates the...",https://www.malaymail.com/news/malaysia/2026/06/21/zambry-malaysia-emerging-as-global-education-hub-after-strong-asia-rankings-showing/224655,,2026-06-21T18:36:20+08:00,0,0,0,0,0.0,0,IN5,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my Tamil Malaysia when:14d,google_news_rss,indian_narrative,,,
news,post,69d7e10011d72f1a,"Job losses near 39,000 in five months with Malaysians aged 25 to 39 hardest hit, says HR Ministry. KUALA LUMPUR, June 21 &mdash; Nearly 39,000 Malaysians lost their jobs in the first five months of this year, prompting...",https://www.malaymail.com/news/malaysia/2026/06/21/job-losses-near-39000-in-five-months-with-malaysians-aged-25-to-39-hardest-hit-says-hr-ministry/224648,,2026-06-21T17:03:09+08:00,0,0,0,0,0.0,0,IN5,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my Tamil Malaysia when:14d,google_news_rss,indian_narrative,,,
news,post,22d2458354eb87a1,"Malaysia’s shrimp supply stable as industry backs temporary Thai import ban, says DOF. MARANG, June 21 &mdash; Malaysia&rsquo;s shrimp supply is guaranteed to be sufficient even after the country imposed a t...",https://www.malaymail.com/news/malaysia/2026/06/21/malaysias-shrimp-supply-stable-as-industry-backs-temporary-thai-import-ban-says-dof/224643,,2026-06-21T16:42:34+08:00,0,0,0,0,0.0,0,IN5,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my Tamil Malaysia when:14d,google_news_rss,indian_narrative,,,
news,post,14d334474514da9f,"MOF: Diesel price to drop to RM2.10 per litre from July 2026 under MyKad‑based subsidy mechanism. KUALA LUMPUR, June 21 &mdash; The subsidised diesel price for Malaysians will fall to RM2.10 per litre starting July 202...",https://www.malaymail.com/news/malaysia/2026/06/21/mof-diesel-price-to-drop-to-rm210-per-litre-from-july-2026-under-mykadbased-subsidy-mechanism/224640,,2026-06-21T16:18:48+08:00,0,0,0,0,0.0,0,IN5,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my Tamil Malaysia when:14d,google_news_rss,indian_narrative,,,
news,post,d22f7bfd9aff8d08,"From abah to abi: Malaysia’s top leaders salute the silent superheroes who don’t wear capes. KUALA LUMPUR, June 21 &mdash; Deputy Prime Ministers Datuk Seri Dr Ahmad Zahid Hamidi and Datuk Seri Fadillah Yusof, tog...",https://www.malaymail.com/news/malaysia/2026/06/21/from-abah-to-abi-malaysias-top-leaders-salute-the-silent-superheroes-who-dont-wear-capes/224629,,2026-06-21T14:57:01+08:00,0,0,0,0,0.0,0,IN5,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my Tamil Malaysia when:14d,google_news_rss,indian_narrative,,,
news,post,59acbad9531ff609,"Diabetes remains one of Malaysia’s biggest public health challenges, says Sarawak Health director. KUCHING, June 21 &mdash; Non-communicable diseases (NCDs), particularly diabetes, continue to pose major public health c...",https://www.malaymail.com/news/malaysia/2026/06/21/diabetes-remains-one-of-malaysias-biggest-public-health-challenges-says-sarawak-health-director/224617,,2026-06-21T13:12:32+08:00,0,0,0,0,0.0,0,IN5,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my Tamil Malaysia when:14d,google_news_rss,indian_narrative,,,
news,post,adadc01f0d6bae79,"Army freezes hand‑grenade drills as investigation into Kedah training blast is fast‑tracked, says defence minister. KOTA TINGGI, June 21 &mdash; The Malaysian Army has temporarily suspended all hand grenade training activities following...",https://www.malaymail.com/news/malaysia/2026/06/21/army-freezes-handgrenade-drills-as-investigation-into-kedah-training-blast-is-fasttracked-says-defence-minister/224616,,2026-06-21T12:57:14+08:00,0,0,0,0,0.0,0,IN5,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my Tamil Malaysia when:14d,google_news_rss,indian_narrative,,,
news,post,3d8b1fac567dae86,"Malaysian sisters behind handcrafted footwear brand Machino named to Forbes 30 Under 30 Asia list. KUALA LUMPUR, June 21 &mdash; Two entrepreneurial sisters have done Malaysia proud by being inducted into the prestigiou...",https://www.malaymail.com/news/malaysia/2026/06/21/malaysian-sisters-behind-handcrafted-footwear-brand-machino-named-to-forbes-30-under-30-asia-list/224603,,2026-06-21T12:05:20+08:00,0,0,0,0,0.0,0,IN5,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my Tamil Malaysia when:14d,google_news_rss,indian_narrative,,,
news,post,8d30df8a8f21274e,"Brics Malaysia: Russia’s supply assurance, Petronas-Turkmenistan gains from Anwar’s visits boost nation’s energy security. KUALA LUMPUR, June 21 &mdash; Brics International Malaysia welcomes the positive outcomes of Prime Minister Datuk Seri A...",https://www.malaymail.com/news/malaysia/2026/06/21/brics-malaysia-russias-supply-assurance-petronas-turkmenistan-gains-from-anwars-visits-boost-nations-energy-security/224600,,2026-06-21T11:29:34+08:00,0,0,0,0,0.0,0,IN5,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my Tamil Malaysia when:14d,google_news_rss,indian_narrative,,,
news,post,d4b183dc2409a986,"King, Queen honour fathers’ sacrifices in Father’s Day message. KUALA LUMPUR, June 21 &mdash; His Majesty Sultan Ibrahim, King of Malaysia, and Her Majesty Raja Zarith Sofiah today ext...",https://www.malaymail.com/news/malaysia/2026/06/21/king-queen-honour-fathers-sacrifices-in-fathers-day-message/224586,,2026-06-21T09:54:01+08:00,0,0,0,0,0.0,0,IN5,tamil,india,Komuniti India / Tamil,malaymail.com,india,site:makkalosai.com.my Tamil Malaysia when:14d,google_news_rss,indian_narrative,,,
