Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,video_url,media_type,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7657924456597310741,"Kenali saya, Cikgu Mala.

Saya bukan datang membawa janji yang indah, tetapi tekad untuk berkhidmat. Insya-Allah, setiap undi yang diberi akan saya balas dengan kerja, bukan sekadar kata-kata.

🗳️ Undi Calon No. 2 – Cikgu Mala

""Jom Jaga Tenang""
""Jom Jaga Johor""

#UndiPN #Tenang #N02 #CikguMala #JomJagaTenang",https://www.tiktok.com/@cikgumala_johor/video/7657924456597310741,,,positive,2026-07-08 12:01:41.888829+00:00,3348,372,337,30000,0.9993759930133819,4357,https://www.tiktok.com/@cikgumala_johor/video/7657924456597310741,video,positive,0.9979199767112732,malay,Malay/Bumiputera,Unknown,0.0,love,0.03773925453424454,0.015211312100291252,0.038340598344802856,0.024292116984725,0.8183587789535522,0.01578593999147415
tiktok,post,7656143184938028309,"Suasana penuh syahdu dan khusyuk mengiringi proses Penamaan Calon N.05 DUN Tenang dengan bacaan yasin dan munajat, memohon agar segala urusan dipermudahkan, dikurniakan ketenangan serta keberkatan daripada Allah SWT. Semoga segala usaha dipimpin ke arah kebaikan dan kejayaan. 

#TenangSejahtera
#PerikatanNasional
#PASJohor
#CikguMala
#CikguMala4Tenang",https://www.tiktok.com/@cikgumala_johor/video/7656143184938028309,,,positive,2026-07-08 12:01:42.203474+00:00,759,17,46,21800,0.999372774362564,1040,https://www.tiktok.com/@cikgumala_johor/video/7656143184938028309,video,positive,0.9979092478752136,malay,Malay/Bumiputera,Unknown,0.0,love,0.05413670837879181,0.08626281470060349,0.33396241068840027,0.034908171743154526,0.44053640961647034,0.02252569980919361
tiktok,post,7660120778901425429,"""Semoga beroleh kemenangan.""

Hanya beberapa patah perkataan, tetapi cukup besar maknanya buat saya.

Di saat tubuh mula keletihan mengejar jadual kempen, doa ikhlas seperti ini menjadi penguat semangat untuk terus melangkah berjuang demi Tenang.

Terima kasih, Encik Saiful, dan seluruh warga Tenang yang tidak pernah putus mendoakan. Setiap doa adalah amanah yang akan saya balas dengan khidmat yang terbaik, insya-Allah.

Jom Jaga Tenang. Bersama kita bina masa depan yang lebih sejahtera.

🗳️ UNDI CIKGU MALA

""Jom Jaga Tenang""
""Jom Jaga Johor""

#CikguMala #BersamaMendidikMasyarakat #TenangSejahtera #BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7660120778901425429,,,positive,2026-07-08 12:01:42.557528+00:00,1,0,1,8,0.9994062662124633,2,https://www.tiktok.com/@cikgumala_johor/video/7660120778901425429,video,positive,0.9980208873748779,malay,Malay/Bumiputera,Unknown,0.0,sadness,0.11344470828771591,0.21204687654972076,0.16380098462104797,0.30615025758743286,0.15944631397724152,0.019244840368628502
tiktok,post,7660108882341154069,"Terima kasih banyak-banyak saya ucapkan kepada Encik Bazli Bakar atas sokongan padu dan seruan terbuka buat anak-anak muda di N.05 Tenang.

Melihat semangat dan kesedaran anak muda kita hari ini, saya rasa amat bangga dan terharu. Suara dan undi daripada generasi muda inilah yang bakal mencorakkan masa depan kampung halaman kita agar lebih ceria, dinamik, dan sejahtera.

Masa depan DUN Tenang ada di tangan kita semua. Jadi buat semua anak muda, inilah masanya. Jom buat perubahan demi tanah air tercinta!

Pakat-pakat kita penuhi pusat mengundi, bawa kawan-kawan dan keluarga sekali untuk menunaikan tanggungjawab pada 11 Julai nanti. Kita bergerak bersama dengan penuh keikhlasan demi N.05 Tenang yang lebih baik.

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7660108882341154069,,,positive,2026-07-08 12:01:42.896098+00:00,32,0,3,165,0.9994092524051665,36,https://www.tiktok.com/@cikgumala_johor/video/7660108882341154069,video,positive,0.9980308413505554,malay,Malay/Bumiputera,Unknown,0.0,happy,0.013985966332256794,0.02477048709988594,0.8695865273475647,0.008769107982516289,0.04888688772916794,0.0167082492262125
tiktok,post,7660094538022948117,"Satu benda yang buat saya terfikir malam tadi, dah tibanya masa untuk kita ubah (mindset) yang kata kita tidak payah mengambil tahu dalam bab kepimpinan ni. 

Kita dah lama merdeka, tak lagi dijajah bangsa asing. Tapi sedar tak, pemikiran 'tak payah ambil tahu' inilah yang sebenarnya menjajah minda kita, buat kita rasa seolah-olah kita tak mampu nak memimpin negeri sendiri.

Padahal dalam Islam, malah dalam negara kita Malaysia, mengundi ni bukan sekadar pangkah kat kertas undi sahaja. 

Ia adalah hak kita, dan lebih daripada itu, satu amanah yang akan disoal di akhirat kelak. 

Sebab apa yang kita pangkah tu lah yang bakal menentukan corak pentadbiran dan masa depan anak cucu kita.

Terima kasih sekali lagi semua yang hadir malam semalam. Sungguh, kalian semua bagi saya kekuatan untuk terus melangkah.

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7660094538022948117,,,negative,2026-07-08 12:01:43.377482+00:00,16,0,0,64,0.0005016982555389182,16,https://www.tiktok.com/@cikgumala_johor/video/7660094538022948117,video,negative,0.9983276724815369,malay,Malay/Bumiputera,Unknown,0.0,sadness,0.02748962678015232,0.0598408579826355,0.008957653306424618,0.8211727142333984,0.017996544018387794,0.0455322191119194
tiktok,post,7660086095819934996,"Buat anak-anak perantau DUN Tenang yang berada di seluruh pelusuk tanahair mahupun luar negara, saya dengan rendah hati menyusun sepuluh jari, merayu agar kalian semua dapat meluangkan masa untuk pulang ke kampung halaman pada hari Sabtu ini, 11 Julai 2026.

Saya tahu, ada yang terpaksa mengambil cuti, ada yang perlu menempuh perjalanan jauh, dan ada yang terpaksa mengeluarkan belanja demi sekeping tiket atau kos minyak. Pengorbanan kalian bukan sedikit. Namun, ketahuilah bahawa sekecil-kecil usaha kalian untuk menghidupkan enjin kenderaan dan bergerak pulang, ia membawa harapan yang sangat besar buat masa depan tanah kelahiran kita.

Satu undi daripada anak perantau amatlah penentu. Jangan biarkan masa depan mak ayah, keluarga, dan jiran-tetangga kita di kampung ditentukan oleh orang lain. Pulanglah demi membawa lembaran baharu, demi perubahan yang lebih sejahtera, dan demi memastikan kebajikan warga Tenang sentiasa terbela.

Sambil menunaikan amanah pada negara, ambillah peluang ini untuk menjenguk wajah-wajah tersayang yang sentiasa merindui kepulangan kalian di rumah.

Saya dan seluruh warga DUN Tenang menanti kepulangan  kalian dengan penuh harapan. Pandu cermat dan semoga perjalanan pulang kalian dipermudahkan serta dilindungi-Nya.

Satu Undi Anda, Penentu Masa Depan Kita.

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7660086095819934996,,,positive,2026-07-08 12:01:43.703282+00:00,47,1,1,227,0.9893498778343199,51,https://www.tiktok.com/@cikgumala_johor/video/7660086095819934996,video,positive,0.9644995927810669,malay,Malay/Bumiputera,Unknown,0.0,love,0.08387094736099243,0.0737634152173996,0.03252091631293297,0.16486574709415436,0.5170922875404358,0.07257956266403198
tiktok,post,7660066987476798740,"Bila tengah belek-belek telefon tadi, ternampak komen daripada Encik Azman Hassan ni. Terus rasa sejuk hati, hilang segala penat lelah di lapangan. Ia bukan sekadar komen, tapi satu amanah dan kepercayaan yang amat mendalam buat diri saya.

Terima kasih Encik Azman, dan terima kasih juga buat seluruh warga N.05 Tenang yang tidak putus-putus menitipkan doa serta sokongan moral yang membakar semangat kami.

Sokongan murni inilah yang membuatkan saya dan pasukan tekad untuk terus melangkah, bekerja dengan penuh keikhlasan demi kesejahteraan keluarga besar kita di DUN Tenang. Insya-Allah, sama-sama kita jaga kampung halaman kita 

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7660066987476798740,,,positive,2026-07-08 12:01:44.030046+00:00,2,0,0,31,0.9984515249729156,2,https://www.tiktok.com/@cikgumala_johor/video/7660066987476798740,video,positive,0.9948384165763855,malay,Malay/Bumiputera,Unknown,0.0,happy,0.1413014680147171,0.07141231745481491,0.6459640860557556,0.012705450877547264,0.05212703347206116,0.021212290972471237
tiktok,post,7660057427072634132,"Terima kasih banyak saya ucapkan kepada YB Dato’ Hajah Siti Zailah atau panggilan yang lebih mesra di hati saya, Kaklah. Beliau merupakan seorang sahabat lama yang sentiasa ada dan kali ini sudi hadir meluangkan masa demi memberikan kekuatan kepada saya di DUN Tenang.

Kehadiran Kaklah bukan sekadar memberi semangat kepada saya secara peribadi, malah amat mengharukan saya apabila beliau sama-sama menyantuni dan mengajak penduduk DUN Tenang untuk terus bersatu hati. 

Hubungan persahabatan yang matang begini sentiasa mengingatkan saya bahawa perjuangan ini adalah demi ukhuwah dan kesejahteraan bersama.

Buat seluruh warga DUN Tenang yang menyambut baik kehadiran kami, terima kasih atas senyuman, kemesraan, dan ruang masa yang diberikan. Sokongan anda semua adalah nadi kekuatan kami untuk terus melangkah dengan penuh keikhlasan.

Sama-sama kita bawa perubahan yang positif demi DUN Tenang yang kita tercintai.

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7660057427072634132,,,positive,2026-07-08 12:01:44.362871+00:00,139,2,8,497,0.9994081795215606,153,https://www.tiktok.com/@cikgumala_johor/video/7660057427072634132,video,positive,0.9980272650718689,malay,Malay/Bumiputera,Unknown,0.0,love,0.07806558907032013,0.06281430274248123,0.04987242445349693,0.1029190868139267,0.6061205863952637,0.0522286556661129
tiktok,post,7660046253064998165,"Saya telah membaca komen di media sosial saya, ramai mengatakan mereka meletakkan harapan kepada PAS. 

Harapan rakyat adalah amanah, doakan kami terus istiqomah dan terus berkhidmat dalam manjaga kebajikan rakyat terutamanya DUN Tenang.

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7660046253064998165,,,positive,2026-07-08 12:01:44.711388+00:00,71,4,7,302,0.9994063735008238,85,https://www.tiktok.com/@cikgumala_johor/video/7660046253064998165,video,positive,0.9980212450027466,malay,Malay/Bumiputera,Unknown,0.0,love,0.06119692698121071,0.023663975298404694,0.1566179394721985,0.02882748283445835,0.5474923849105835,0.023399945348501205
tiktok,post,7660036573316238613,"Aduhai Kak Jun! Teman baik saya sejak 10 tahun lalu berkongsi suka duka.

Bagi saya, politik atau pilihan raya ini pusingannya sekejap cuma. Tetapi silaturahim, hubungan sesama orang kampung, dan rasa tanggungjawab terhadap anak-anak serta kaum wanita di DUN Tenang inilah yang akan kekal selamanya.

Terima kasih Kak Jun atas kata-kata semangat dan doa yang dititipkan. Sokongan daripada Kak Jun, dan juga daripada mak cik, kakak, serta adik-adik wanita di sini adalah kekuatan terbesar untuk saya terus melangkah.

Insya-Allah, amanah dan kepercayaan ini akan saya jaga sebaiknya demi kampung halaman kita tercinta.

Sama-sama kita doakan yang terbaik untuk DUN Tenang ya

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7660036573316238613,,,positive,2026-07-08 12:01:45.054418+00:00,64,4,4,242,0.9925787031650543,74,https://www.tiktok.com/@cikgumala_johor/video/7660036573316238613,video,positive,0.9752623438835144,malay,Malay/Bumiputera,Unknown,0.0,love,0.09286028891801834,0.0716334730386734,0.05222515016794205,0.1376907229423523,0.5521689653396606,0.04682980105280876
tiktok,post,7660019391722949908,"Terima kasih YB Dato’ Hajah Mumtaz atas kata-kata semangat dan sokongan yang sangat bermakna buat saya.

Kepercayaan yang diberikan ini menjadi satu amanah yang besar. Insya-Allah, saya akan terus berusaha dan berkhidmat dengan sebaik mungkin demi masyarakat DUN Tenang.

Jom tonton video ini sampai habis dan hayati pesanan daripada Kak Taz. Semoga kata-kata yang disampaikan dapat menjadi salah satu pertimbangan kita untuk membuat pilihan di kertas undi nanti.

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang""
""Jom Jaga Johor""

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7660019391722949908,,,positive,2026-07-08 12:01:45.562243+00:00,85,6,7,318,0.9994042277336119,101,https://www.tiktok.com/@cikgumala_johor/video/7660019391722949908,video,positive,0.9980140924453735,malay,Malay/Bumiputera,Unknown,0.0,love,0.03357766568660736,0.01810980960726738,0.13539354503154755,0.02860470861196518,0.6634501218795776,0.029888713732361794
tiktok,post,7660006643174001940,"Setiap doa, kata-kata semangat dan sokongan yang diberikan amat saya hargai. 

Kepercayaan yang dititipkan menjadi kekuatan untuk saya terus melangkah, mendengar suara rakyat dan berusaha memberikan yang terbaik buat DUN Tenang.

Insya-Allah, amanah ini akan saya pikul dengan penuh keikhlasan, kesungguhan dan rasa tanggungjawab.

Terima kasih kerana sentiasa bersama dalam perjalanan ini. Semoga segala doa yang baik dikembalikan kepada kalian dengan sebaik-baik ganjaran.

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang""
""Jom Jaga Johor""

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7660006643174001940,,,positive,2026-07-08 12:01:45.872935+00:00,35,2,2,176,0.9994013488292693,40,https://www.tiktok.com/@cikgumala_johor/video/7660006643174001940,video,positive,0.9980044960975647,malay,Malay/Bumiputera,Unknown,0.0,love,0.030051913112401962,0.021334651857614517,0.19414976239204407,0.021426714956760406,0.6482969522476196,0.020200081169605255
