Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,SeedCode,SeedLabel,SeedQuery
news,post,47fa9a8ad852780d,"Aksi Perancis-Iraq berisiko ditangguhkan. PHILADELPHIA: Perlawanan Kumpulan Piala Dunia 2026 antara Perancis dan Iraq di Stadium Gillette berdepan risiko ditangguhkan atau digantung susulan amaran cuaca buruk yang dijangka melanda kawasan itu, hari ini.",https://www.bharian.com.my/sukan/bola/2026/06/1576040/aksi-perancis-iraq-berisiko-ditangguhkan,,2026-06-22T22:39:43+00:00,0,0,0,0,0.0,0,N02,Jalaluddin Alias,"""Pertang"" DUN PRN ""Negeri Sembilan"" when:30d"
news,post,d76f67f3169a9c6e,"Penjaring gol terpantas Piala Dunia kini pelarian di Amerika Syarikat. KUALA LUMPUR: Dahulu dijulang bak dewa dan dihormati dengan gelaran 'Sang Lembu Bosphorus', kehidupan penjaring gol terbanyak sepanjang zaman Turkiye, Hakan Sukur kini berubah 180 darjah apabila dia terpaksa hidup sebagai pelarian politik di Amerika Syarikat pada usia 54 tahun.",https://www.bharian.com.my/sukan/bola/2026/06/1576017/penjaring-gol-terpantas-piala-dunia-kini-pelarian-di-amerika-syarikat,,2026-06-22T21:59:50+00:00,0,0,0,0,0.0,0,N02,Jalaluddin Alias,"""Pertang"" DUN PRN ""Negeri Sembilan"" when:30d"
news,post,bc47205a9a3fbdd4,"Schlotterbeck ucap selamat tinggal kepada Piala Dunia. BOSTON: Jerman menerima tamparan apabila pertahanan tengah utama, Nico Schlotterbeck disahkan terlepas baki kempen Piala Dunia 2026 selepas mengalami kecederaan ligamen buku lali ketika membantu pasukannya menewaskan Ivory Coast 2-1, semalam.",https://www.bharian.com.my/sukan/bola/2026/06/1575993/schlotterbeck-ucap-selamat-tinggal-kepada-piala-dunia,,2026-06-22T21:07:22+00:00,0,0,0,0,0.0,0,N02,Jalaluddin Alias,"""Pertang"" DUN PRN ""Negeri Sembilan"" when:30d"
news,post,f0d3aa9c96fa79c2,"Seri dengan Iran, 'kuda tua' Belgium dikecam. BRUSSELS: Bintang-bintang berpengalaman Belgium menjadi sasaran kritikan hebat media tempatan selepas skuad Red Devils terus mengecewakan apabila sekadar seri tanpa jaringan dengan Iran dalam aksi Kumpulan G Piala Dunia 2026.",https://www.bharian.com.my/sukan/bola/2026/06/1575980/seri-dengan-iran-kuda-tua-belgium-dikecam,,2026-06-22T20:13:39+00:00,0,0,0,0,0.0,0,N02,Jalaluddin Alias,"""Pertang"" DUN PRN ""Negeri Sembilan"" when:30d"
news,post,531a458fb4d6e542,"Perwakilan wanita di Parlimen, DUN masih jauh dari sasaran 30 peratus. KUALA LUMPUR: Perwakilan wanita di Dewan Rakyat, Dewan Negara dan Dewan Undangan Negeri (DUN) masih berada jauh di bawah sasaran minimum 30 peratus yang ditetapkan.",https://www.bharian.com.my/berita/nasional/2026/06/1575949/perwakilan-wanita-di-parlimen-dun-masih-jauh-dari-sasaran-30-peratus,,2026-06-22T18:50:13+00:00,0,0,0,0,0.0,0,N02,Jalaluddin Alias,"""Pertang"" DUN PRN ""Negeri Sembilan"" when:30d"
news,post,4d8b6f99045736bf,Aminuddin: Negri Sembilan PH seat negotiations completed in record time. Aminuddin: Negri Sembilan PH seat negotiations completed in record time&nbsp;&nbsp;NST Online,https://news.google.com/rss/articles/CBMizwFBVV95cUxNanN0QnRheENvbDJudHVyaDhuY0VPdHZKcjNMYk56Y2NOUlRITXhVZE90VXdaeUhZcVNYSG5nNXRfa1V3VXdLRUo1dVd0Y1hvTS1Qbk54UGtSMWt0RVA0Sk9Na2kyenhlTzl3bGtpQXFBaVRYQ09xTk1ZWExSaWpvS3VJWnZNaHBpWTJnYUJGSWhWNVdJYlZLSTY5R0JwTWZHNWxYb1ExNzl3dnNJVFdrYTVST2U3LXV3bFdVcXk2ZlBRdEU1NWljeVdfTUlJYW_SAcIBQVVfeXFMT3BOeVVzUWVjZmpKUGdPYUU3Wk1ZQmtuWXBnOUVHTi1adHNtbzNrLWkxU3BCZ2lPRGlRR2llc21ERTZpU09lT3FHc2hQbHZUeExfSDd6X2VuSHJWVk1DYy11ejlONE93dEdkeE5hX0Vrc0xEQ3NQdC03ZkZEVVJSZzVMQjVMdHZCUTJDaThvdmszV1pEUXhlTDk1MU5jN0F5Vml4cVBwZzZVR25HV3cyQUtMS3pTeTdPbTI2cy1sU1AtV2c?oc=5,,2026-06-12T07:00:00+00:00,0,0,0,0,0.0,0,N04,Bakri Sawir,"""Bakri Sawir"" ""Klawang"" ""Negeri Sembilan"" when:30d"
news,post,0ced5e8d81170d1f,Berjasa aims to contest 15 seats in Negri Sembilan election. Berjasa aims to contest 15 seats in Negri Sembilan election&nbsp;&nbsp;NST Online,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQcHJZRW53ZHpfQzF1aFRSTVF0SXE2emJDOE03QWI4RkctZm1JV2YxZHZlbG5nRUlrOHdRTUFIaDAxX1BIeUhCZ240WFRaVjFheERRTGxMeVpHSmdlTkZzSkpsd09XWHREdXdfSWtZbktQRnlhTUdFNXZiX1RmaV9Nbi1JT1FXcWp2UU1nQ09KbGZNNUVEMDBEZDVwQ0RsS2xNc3BIQmt5Z1BhZ9IBrwFBVV95cUxNeEF2dWsxRXJWanJXQmJCYUdOZnRFR1VRVEdmZlBMLWNOdUR6dGkxQkNmcnBZVVpGQW1zaEhhWDJzdy0zcFJLdHBiakd1OEdBSHVxb016Y3pZaF85cmJHWV9FNGZWblFOcXJGY0Q2SFpHdldaZXV2SGFHXzRfamJSNlA5Q3dtX2EyTFhOcFBGbWxnSXprQXFuSld1NkJtR1NwdFR0NWs1REVGVFF6dk9n?oc=5,,2026-06-17T08:38:54+00:00,0,0,0,0,0.0,0,N04,Bakri Sawir,"""Bakri Sawir"" ""Klawang"" ""Negeri Sembilan"" when:30d"
news,post,1a66de5f656414d9,PAS seeking broader Malay-Muslim political realignment for GE16. PAS seeking broader Malay-Muslim political realignment for GE16&nbsp;&nbsp;Focus Malaysia,https://news.google.com/rss/articles/CBMikwFBVV95cUxQUXJ2YUxQMWtiVkd3NGF2dGI5akFaWlcyVzdHOEtYX0s2ZDBvcDlKY1gzc0l5RXhhZ2JlRFpheW1XNXVSLWpOV0dFRjJxZGJVWHhZX3ZmaHVwaGxJdkVtdDFJZGR6RFgxMVBvRXhDMjV3Z1JLTXFuTDFfYmhzRlRfT1BtSlE4TzQzdlFvY0wyVW9PaHM?oc=5,,2026-06-06T07:00:00+00:00,0,0,0,0,0.0,0,N05,Mohd Fairuz Mohd Isa,"""Serting"" DUN PRN ""Negeri Sembilan"" when:30d"
news,post,808e6c2c5bae4ba3,"Calon Melayu yakin imej DAP bukan halangan di Tiram. Nor Zulaila Abd Ghani dan Syafwan Ani percaya rakyat menilai berdasarkan keikhlasan, rekod kerja, dan kemampuan selesai masalah.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/22/calon-melayu-yakin-imej-dap-bukan-halangan-di-tiram,,2026-06-22T11:30:19+00:00,0,0,0,0,0.0,0,N10,Arul Kumar Jambunathan,"""Arul Kumar Jambunathan"" ""Nilai"" ""Negeri Sembilan"" when:30d"
news,post,63fe60865f4695f8,"Propel Global ceburi perniagaan hartanah dengan projek Riverpoint di Kuantan. KUALA LUMPUR: Propel Global Bhd menerusi anak syarikat milik penuhnya, Propel Global Development Sdn Bhd, mengorak langkah ke sektor pembangunan hartanah menerusi projek Riverpoint di Kuantan, Pahang, yang merupakan antara pembangunan lot kedai komersial premium berkonsepkan tepian sungai terawal di bandar itu dengan anggaran nilai pembangunan kasar (GDV) RM64 juta.",https://www.bharian.com.my/bisnes/korporat/2026/06/1576036/propel-global-ceburi-perniagaan-hartanah-dengan-projek-riverpoint-di,,2026-06-22T22:29:38+00:00,0,0,0,0,0.0,0,N10,Arul Kumar Jambunathan,"""Arul Kumar Jambunathan"" ""Nilai"" ""Negeri Sembilan"" when:30d"
news,post,5baa6a9250db7992,"LFE Corp dapat kontrak kerja cerucuk projek pembinaan di Cyberjaya. KUALA LUMPUR: Anak syarikat milik penuh LFE Corporation Bhd, LFE Engineering Sdn Bhd memperoleh kontrak kerja-kerja pembinaan cerucuk dan berkaitan yang bernilai RM16.21 juta daripada Puncak Concept Sdn Bhd membabitkan sebuah projek pembangunan di Cyberjaya, Selangor.",https://www.bharian.com.my/bisnes/korporat/2026/06/1575999/lfe-corp-dapat-kontrak-kerja-cerucuk-projek-pembinaan-di-cyberjaya,,2026-06-22T21:21:51+00:00,0,0,0,0,0.0,0,N10,Arul Kumar Jambunathan,"""Arul Kumar Jambunathan"" ""Nilai"" ""Negeri Sembilan"" when:30d"
news,post,a7c3c84242a06f0d,"Indonesia rampas dadah disyaki 'etomidate' bernilai RM22.7 juta, 4 warga asing ditahan. JAKARTA: Pihak berkuasa Indonesia merampas 8.6 liter cecair disyaki dadah jenis ‘etomidate’ dianggarkan bernilai Rp97.8 bilion (RM22.7 juta) serta menahan empat warga asing disyaki terbabit dalam sindiket penyeludupan dadah antarabangsa melalui Lapangan Terbang Antarabangsa Soekarno-Hatta, di sini.",https://www.bharian.com.my/dunia/asean/2026/06/1575973/indonesia-rampas-dadah-disyaki-etomidate-bernilai-rm227-juta-4-warga,,2026-06-22T19:31:25+00:00,0,0,0,0,0.0,0,N10,Arul Kumar Jambunathan,"""Arul Kumar Jambunathan"" ""Nilai"" ""Negeri Sembilan"" when:30d"
news,post,c5357215b4d4b35a,"Nevada's Only Refinery Is Switching On — Just as the West Loses the Capacity It Can't Replace. Issued on behalf of Sky Quarry Inc. After a period of repairs and balance-sheet work, Sky Quarry says it is entering its production phase — with crude already on-site, storage in place, and a strategic position in a fuel market the West keeps shrinking USA News Group News Commentary  BOCA RATON, Fla., June 22, 2026 /PRNewswire/ [&#8230;]
The post Nevada&#039;s Only Refinery Is Switching On &#8212; Just as the West Loses the Capacity It Can&#039;t Replace appeared first on The Malaysian Reserve.",https://themalaysianreserve.com/2026/06/22/nevadas-only-refinery-is-switching-on-just-as-the-west-loses-the-capacity-it-cant-replace/,,2026-06-22T14:38:00+00:00,0,0,0,0,0.0,0,N12,Ng Chin Tsai,"""Temiang"" DUN PRN ""Negeri Sembilan"" when:30d"
news,post,889eb2525f459054,"Voters must punish Umno for betraying state govt, says Aminuddin. Voters must punish Umno for betraying state govt, says Aminuddin&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPWHBpN2NVbUtMamxVUTlVT3RFdXdHT0prbm9LX1NPVjdCV215YjE5SmJWQURwMHBYNEt3d0swdEFNRmVKTHg5RHc3MnhRbkwteC01TWdkclhyV2I3aHJnaVdUTW43cmJmR0FQTlZ6SHh3b0M4RWtSQndJaHg1VlpveEJPa0QtbkhmWkxPYVNyY2t3Rml1cXNCM3hpdFpwU1J3Uk45TEo3QzMzejA0WGQtamgtdEMtRzFTQjMxTk01aWxtdw?oc=5,,2026-06-12T07:00:00+00:00,0,0,0,0,0.0,0,N13,Aminuddin Harun,"""Aminuddin Harun"" ""Sikamat"" ""Negeri Sembilan"" when:30d"
news,post,0352344a9b651091,Negri Sembilan MB meets Tuanku Muhriz amid state poll speculation. Negri Sembilan MB meets Tuanku Muhriz amid state poll speculation&nbsp;&nbsp;NST Online,https://news.google.com/rss/articles/CBMitwFBVV95cUxOektZbFhKWDZ5Z1ZIVjJ3RkJ0Wk91NzdUVHp3b0RBU1h0anJPM2xsa0c1SFd4eHBkeERCYlpJbmo1ekZGdldwZ3ZYMlROclhZMl9FNHcySGJwN08zUURpcmZCVjhacjc1bUZMaHVzR0ZURnJGcEtTcWVKQXZFWklYS05PN3U0MGRjZ1VPSjdnRlhCR2gzY1dFUC1SeWZCZFZEaUw2bDlXSXVfRVAwOVVuSllaTGRfazjSAbwBQVVfeXFMTmZ5V0wtVFFwZ2xyMFZSdDRDY0lkcXFCd3k5Vjl2a3NoSlZjeG9oc0Q5d1o0eDNqR3dTUHJpM0FzckxmaGo2dVk2Qzh0VTR5Z1ZfQWotQnVsNTZTSWtXLWVCT0hrVUt2ZDZFNi1tZFd6czVxQlI4ZWNNUDQwVm1Yc0JJRkRraWFCV2YzeE5aLWhNeXExX3pSci01c0NoNE1pSm1tWk9kd2V4OXJqdUpDMGJDNlpPN2tIME8yVFo?oc=5,,2026-06-02T07:00:00+00:00,0,0,0,0,0.0,0,N13,Aminuddin Harun,"""Aminuddin Harun"" ""Sikamat"" ""Negeri Sembilan"" when:30d"
news,post,16b76be29bd9c763,BN to contest solo in Negeri Sembilan state election - Ahmad Zahid. BN to contest solo in Negeri Sembilan state election - Ahmad Zahid&nbsp;&nbsp;The Vibes,https://news.google.com/rss/articles/CBMirwFBVV95cUxQd2pvZEtvRkVJR3hZZFRIeldlbnV5Ry02NXdSem95LUFNblNnY2xTcXBsY18zS29pRVdrSU03bTlBRmx6WFB5VDBOMnlzcGlNRVd5TGplVFI1bzRONGFYWW9GaXl0OU41SV95b1JoZHpSSEF6d3VhbUhQdElYTDdqdWl0UElOZi1GUm5RSU9MZ2F2S0JuNE5hNHBmQ0k2TW1rUENfaHVrZm44NFJadHln?oc=5,,2026-06-09T07:00:00+00:00,0,0,0,0,0.0,0,N16,Muhammad Sufian Maradzi,"""Seri Menanti"" DUN PRN ""Negeri Sembilan"" when:30d"
news,post,a1c8758d22fe7204,"Perubahan landskap geoekonomi jadikan Malaysia pilihan pelabur multinasional - Penganalisis. KUALA LUMPUR: Perubahan landskap geoekonomi global menjadi pemacu utama kepada peningkatan minat syarikat multinasional untuk menjadikan Malaysia sebagai destinasi pelaburan strategik, khususnya dalam sektor berteknologi tinggi dan tenaga.",https://www.bharian.com.my/bisnes/lain-lain/2026/06/1576007/perubahan-landskap-geoekonomi-jadikan-malaysia-pilihan-pelabur,,2026-06-22T21:42:04+00:00,0,0,0,0,0.0,0,N20,Mohamad Hanifah Abu Baker,"""Mohamad Hanifah Abu Baker"" ""Labu"" ""Negeri Sembilan"" when:30d"
news,post,4de2679e66dbf41f,"Bursa Malaysia jatuh pada akhir dagangan, bertahan di 1,700 mata. KUALA LUMPUR: Dagangan Bursa Malaysia susut pada akhir urus niaga Isnin ketika pelabur bertindak mengambil untung masing-masing selepas peningkatan pasaran tempatan baru-baru ini, kata penganalisis.",https://www.bharian.com.my/bisnes/pasaran/2026/06/1575961/bursa-malaysia-jatuh-pada-akhir-dagangan-bertahan-di-1700-mata,,2026-06-22T19:04:05+00:00,0,0,0,0,0.0,0,N20,Mohamad Hanifah Abu Baker,"""Mohamad Hanifah Abu Baker"" ""Labu"" ""Negeri Sembilan"" when:30d"
news,post,7a953b3c85075456,"New permanent reps to UN in New York, Geneva appointed. Foreign minister Mohamad Hasan presented the instruments of appointment to both at Wisma Putra today.",https://www.freemalaysiatoday.com/category/nation/2026/06/22/new-permanent-reps-to-un-in-new-york-geneva-appointed,,2026-06-22T11:04:15+00:00,0,0,0,0,0.0,0,N27,Mohamad Hasan,"""Mohamad Hasan"" ""Rantau"" ""Negeri Sembilan"" when:30d"
news,post,9cc7f7a1b7de714d,"Nadzirah, Zanariah dilantik Wakil Tetap Malaysia ke PBB. Kuala Lumpur: Menteri Luar Datuk Seri Mohamad Hasan hari ini menyampaikan surat cara pelantikan kepada Datuk Nadzirah Osman dan Datuk Zanariah Zainal Abidin sebagai Wakil Tetap Malaysia ke Pertubuhan Bangsa-Bangsa Bersatu (PBB) masing-masing di New York dan Geneva.",https://www.hmetro.com.my/mutakhir/2026/06/1373646/nadzirah-zanariah-dilantik-wakil-tetap-malaysia-ke-pbb,,2026-06-22T20:22:01+00:00,0,0,0,0,0.0,0,N27,Mohamad Hasan,"""Mohamad Hasan"" ""Rantau"" ""Negeri Sembilan"" when:30d"
news,post,944a771eb1a9f874,"Johor Regent grants an audience with PM Anwar, meeting reaffirms close ties between Putrajaya and state. KUALA LUMPUR, June 22 &mdash; The Regent of Johor, Tunku Mahkota Ismail, granted an audience to Prime Minister Datuk Ser...",https://www.malaymail.com/news/malaysia/2026/06/22/johor-regent-grants-an-audience-with-pm-anwar-meeting-reaffirms-close-ties-between-putrajaya-and-state/224786,,2026-06-22T20:01:21+08:00,0,0,0,0,0.0,0,N28,Suhaimi Aini,"""Suhaimi Aini"" ""Kota"" ""Negeri Sembilan"" when:30d"
news,post,52fbbe69a0765fe7,"Coroner sets Oct 23 as final date for Sabah schoolgirl Zara Qairina inquest hearing. KOTA KINABALU, June 22 &mdash; The Coroner&rsquo;s Court here has set Oct 23 as the final date for the inquest hearing i...",https://www.malaymail.com/news/malaysia/2026/06/22/coroner-sets-oct-23-as-final-date-for-sabah-schoolgirl-zara-qairina-inquest-hearing/224746,,2026-06-22T16:03:46+08:00,0,0,0,0,0.0,0,N28,Suhaimi Aini,"""Suhaimi Aini"" ""Kota"" ""Negeri Sembilan"" when:30d"
news,post,108511902bb4904d,"Illegal Alamesra colony torn down as DBKK demolishes 38 squatter homes, flags 112 more in mangrove zone. KOTA KINABALU, June 22 &mdash; The City Hall (DBKK), through its Enforcement Department, carried out an integrated opera...",https://www.malaymail.com/news/malaysia/2026/06/22/illegal-alamesra-colony-torn-down-as-dbkk-demolishes-38-squatter-homes-flags-112-more-in-mangrove-zone/224703,,2026-06-22T11:59:24+08:00,0,0,0,0,0.0,0,N28,Suhaimi Aini,"""Suhaimi Aini"" ""Kota"" ""Negeri Sembilan"" when:30d"
news,post,976e226fd9e1d869,"Deputy minister warns Sabah’s RM16 pig price surge piles pressure on pork traders and families. KOTA KINABALU, June 22 &mdash; Agriculture and Food Security Deputy Minister Datuk Chan Foong Hin said it is shocking th...",https://www.malaymail.com/news/malaysia/2026/06/22/deputy-minister-warns-sabahs-rm16-pig-price-surge-piles-pressure-on-pork-traders-and-families/224698,,2026-06-22T11:21:01+08:00,0,0,0,0,0.0,0,N28,Suhaimi Aini,"""Suhaimi Aini"" ""Kota"" ""Negeri Sembilan"" when:30d"
news,post,d8a51b840bba7551,"Police arrest five suspects after disappearance of teenage cousins in Kota Bharu sparks urgent rescue. KOTA BHARU, June 22 &mdash; Police have detained five local men, aged between their teens and 20s, for allegedly being i...",https://www.malaymail.com/news/malaysia/2026/06/22/police-arrest-five-suspects-after-disappearance-of-teenage-cousins-in-kota-bharu-sparks-urgent-rescue/224677,,2026-06-22T09:21:24+08:00,0,0,0,0,0.0,0,N28,Suhaimi Aini,"""Suhaimi Aini"" ""Kota"" ""Negeri Sembilan"" when:30d"
news,post,a43ea9f362244146,Senior citizen attacked by croc while fishing for prawns near PD. Senior citizen attacked by croc while fishing for prawns near PD&nbsp;&nbsp;The Star,https://news.google.com/rss/articles/CBMitAFBVV95cUxNMUlYd0dBenBZWXBLRW5lLW9QM0pFQ3p0UHBTNDh2OVczanFVandHRUY3UHB5WERNbmYyWlA0OU5PUXlnX1I5VU5vMUJIU2t6ZmpYN2JrV3BzdzlyWUR4UHpyTHBUaGtHN0Y1X3dQNXV0QVlScTRReEctcHlyY3NsZHcyaVVKejRwTXBoTFZPZ2ozX2VWOEQ4NnVONTJDV3UwTlFlRElTYWwxZzdySFJZbUJ1Vk8?oc=5,,2026-05-25T07:00:00+00:00,0,0,0,0,0.0,0,N32,Mohd Faizal Ramli,"""Mohd Faizal Ramli"" ""Linggi"" ""Negeri Sembilan"" when:30d"
