date,state,parlimen,parliament_code,parliament_name,dun,dun_code,dun_name,sex,age,ethnicity,population
2020-01-01,Negeri Sembilan,P.127 Jempol,P.127,Jempol,N.07 Jeram Padang,N.07,Jeram Padang,female,overall,overall,11.572
2020-01-01,Negeri Sembilan,P.127 Jempol,P.127,Jempol,N.07 Jeram Padang,N.07,Jeram Padang,male,overall,overall,13.12
2020-01-01,Negeri Sembilan,P.127 Jempol,P.127,Jempol,N.08 Bahau,N.08,Bahau,both,overall,overall,32.018
2020-01-01,Negeri Sembilan,P.127 Jempol,P.127,Jempol,N.08 Bahau,N.08,Bahau,both,overall,citizen,31.683
2020-01-01,Negeri Sembilan,P.127 Jempol,P.127,Jempol,N.08 Bahau,N.08,Bahau,both,overall,noncitizen,0.335
2020-01-01,Negeri Sembilan,P.127 Jempol,P.127,Jempol,N.08 Bahau,N.08,Bahau,female,overall,overall,16.006
2020-01-01,Negeri Sembilan,P.127 Jempol,P.127,Jempol,N.08 Bahau,N.08,Bahau,male,overall,overall,16.012
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.09 Lenggeng,N.09,Lenggeng,both,overall,overall,38.049
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.09 Lenggeng,N.09,Lenggeng,both,overall,citizen,35.61
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.09 Lenggeng,N.09,Lenggeng,both,overall,noncitizen,2.439
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.09 Lenggeng,N.09,Lenggeng,female,overall,overall,18.264
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.09 Lenggeng,N.09,Lenggeng,male,overall,overall,19.785
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.10 Nilai,N.10,Nilai,both,overall,overall,119.613
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.10 Nilai,N.10,Nilai,both,overall,citizen,106.034
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.10 Nilai,N.10,Nilai,both,overall,noncitizen,13.579
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.10 Nilai,N.10,Nilai,female,overall,overall,56.98
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.10 Nilai,N.10,Nilai,male,overall,overall,62.633
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.11 Lobak,N.11,Lobak,both,overall,overall,27.241
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.11 Lobak,N.11,Lobak,both,overall,citizen,25.747
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.11 Lobak,N.11,Lobak,both,overall,noncitizen,1.494
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.11 Lobak,N.11,Lobak,female,overall,overall,13.513
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.11 Lobak,N.11,Lobak,male,overall,overall,13.728
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.12 Temiang,N.12,Temiang,both,overall,overall,17.558
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.12 Temiang,N.12,Temiang,both,overall,citizen,16.161
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.12 Temiang,N.12,Temiang,both,overall,noncitizen,1.397
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.12 Temiang,N.12,Temiang,female,overall,overall,8.211
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.12 Temiang,N.12,Temiang,male,overall,overall,9.347
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.13 Sikamat,N.13,Sikamat,both,overall,overall,44.956
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.13 Sikamat,N.13,Sikamat,both,overall,citizen,42.893
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.13 Sikamat,N.13,Sikamat,both,overall,noncitizen,2.063
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.13 Sikamat,N.13,Sikamat,female,overall,overall,22.369
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.13 Sikamat,N.13,Sikamat,male,overall,overall,22.587
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.14 Ampangan,N.14,Ampangan,both,overall,overall,25.103
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.14 Ampangan,N.14,Ampangan,both,overall,citizen,23.01
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.14 Ampangan,N.14,Ampangan,both,overall,noncitizen,2.093
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.14 Ampangan,N.14,Ampangan,female,overall,overall,12.674
2020-01-01,Negeri Sembilan,P.128 Seremban,P.128,Seremban,N.14 Ampangan,N.14,Ampangan,male,overall,overall,12.429
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.15 Juasseh,N.15,Juasseh,both,overall,overall,19.717
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.15 Juasseh,N.15,Juasseh,both,overall,citizen,19.159
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.15 Juasseh,N.15,Juasseh,both,overall,noncitizen,0.558
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.15 Juasseh,N.15,Juasseh,female,overall,overall,10.059
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.15 Juasseh,N.15,Juasseh,male,overall,overall,9.658
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.16 Seri Menanti,N.16,Seri Menanti,both,overall,overall,8.662
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.16 Seri Menanti,N.16,Seri Menanti,both,overall,citizen,8.63
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.16 Seri Menanti,N.16,Seri Menanti,both,overall,noncitizen,0.032
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.16 Seri Menanti,N.16,Seri Menanti,female,overall,overall,4.186
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.16 Seri Menanti,N.16,Seri Menanti,male,overall,overall,4.476
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.17 Senaling,N.17,Senaling,both,overall,overall,8.024
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.17 Senaling,N.17,Senaling,both,overall,citizen,7.635
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.17 Senaling,N.17,Senaling,both,overall,noncitizen,0.389
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.17 Senaling,N.17,Senaling,female,overall,overall,3.803
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.17 Senaling,N.17,Senaling,male,overall,overall,4.221
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.18 Pilah,N.18,Pilah,both,overall,overall,22.181
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.18 Pilah,N.18,Pilah,both,overall,citizen,22.072
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.18 Pilah,N.18,Pilah,both,overall,noncitizen,0.109
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.18 Pilah,N.18,Pilah,female,overall,overall,10.803
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.18 Pilah,N.18,Pilah,male,overall,overall,11.378
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.19 Johol,N.19,Johol,both,overall,overall,12.42
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.19 Johol,N.19,Johol,both,overall,citizen,11.714
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.19 Johol,N.19,Johol,both,overall,noncitizen,0.706
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.19 Johol,N.19,Johol,female,overall,overall,5.796
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,P.129,Kuala Pilah,N.19 Johol,N.19,Johol,male,overall,overall,6.624
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.20 Labu,N.20,Labu,both,overall,overall,59.395
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.20 Labu,N.20,Labu,both,overall,citizen,55.747
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.20 Labu,N.20,Labu,both,overall,noncitizen,3.648
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.20 Labu,N.20,Labu,female,overall,overall,28.406
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.20 Labu,N.20,Labu,male,overall,overall,30.989
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.21 Bukit Kepayang,N.21,Bukit Kepayang,both,overall,overall,87.025
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.21 Bukit Kepayang,N.21,Bukit Kepayang,both,overall,citizen,82.202
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.21 Bukit Kepayang,N.21,Bukit Kepayang,both,overall,noncitizen,4.823
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.21 Bukit Kepayang,N.21,Bukit Kepayang,female,overall,overall,42.09
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.21 Bukit Kepayang,N.21,Bukit Kepayang,male,overall,overall,44.935
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.22 Rahang,N.22,Rahang,both,overall,overall,14.674
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.22 Rahang,N.22,Rahang,both,overall,citizen,14.433
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.22 Rahang,N.22,Rahang,both,overall,noncitizen,0.241
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.22 Rahang,N.22,Rahang,female,overall,overall,7.249
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.22 Rahang,N.22,Rahang,male,overall,overall,7.425
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.23 Mambau,N.23,Mambau,both,overall,overall,45.035
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.23 Mambau,N.23,Mambau,both,overall,citizen,43.686
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.23 Mambau,N.23,Mambau,both,overall,noncitizen,1.349
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.23 Mambau,N.23,Mambau,female,overall,overall,23.103
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.23 Mambau,N.23,Mambau,male,overall,overall,21.932
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.24 Seremban Jaya,N.24,Seremban Jaya,both,overall,overall,50.456
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.24 Seremban Jaya,N.24,Seremban Jaya,both,overall,citizen,47.549
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.24 Seremban Jaya,N.24,Seremban Jaya,both,overall,noncitizen,2.907
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.24 Seremban Jaya,N.24,Seremban Jaya,female,overall,overall,24.202
2020-01-01,Negeri Sembilan,P.130 Rasah,P.130,Rasah,N.24 Seremban Jaya,N.24,Seremban Jaya,male,overall,overall,26.254
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.25 Paroi,N.25,Paroi,both,overall,overall,109.135
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.25 Paroi,N.25,Paroi,both,overall,citizen,101.031
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.25 Paroi,N.25,Paroi,both,overall,noncitizen,8.104
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.25 Paroi,N.25,Paroi,female,overall,overall,51.103
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.25 Paroi,N.25,Paroi,male,overall,overall,58.032
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.26 Chembong,N.26,Chembong,both,overall,overall,33.297
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.26 Chembong,N.26,Chembong,both,overall,citizen,32.191
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.26 Chembong,N.26,Chembong,both,overall,noncitizen,1.106
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.26 Chembong,N.26,Chembong,female,overall,overall,16.594
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.26 Chembong,N.26,Chembong,male,overall,overall,16.703
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.27 Rantau,N.27,Rantau,both,overall,overall,53.778
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.27 Rantau,N.27,Rantau,both,overall,citizen,52.93
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.27 Rantau,N.27,Rantau,both,overall,noncitizen,0.848
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.27 Rantau,N.27,Rantau,female,overall,overall,25.914
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.27 Rantau,N.27,Rantau,male,overall,overall,27.864
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.28 Kota,N.28,Kota,both,overall,overall,13.999
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.28 Kota,N.28,Kota,both,overall,citizen,13.337
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.28 Kota,N.28,Kota,both,overall,noncitizen,0.662
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.28 Kota,N.28,Kota,female,overall,overall,6.728
2020-01-01,Negeri Sembilan,P.131 Rembau,P.131,Rembau,N.28 Kota,N.28,Kota,male,overall,overall,7.271
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.29 Chuah,N.29,Chuah,both,overall,overall,14.569
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.29 Chuah,N.29,Chuah,both,overall,citizen,13.866
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.29 Chuah,N.29,Chuah,both,overall,noncitizen,0.703
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.29 Chuah,N.29,Chuah,female,overall,overall,7.161
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.29 Chuah,N.29,Chuah,male,overall,overall,7.408
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.30 Lukut,N.30,Lukut,both,overall,overall,37.369
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.30 Lukut,N.30,Lukut,both,overall,citizen,36.236
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.30 Lukut,N.30,Lukut,both,overall,noncitizen,1.133
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.30 Lukut,N.30,Lukut,female,overall,overall,18.678
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.30 Lukut,N.30,Lukut,male,overall,overall,18.691
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.31 Bagan Pinang,N.31,Bagan Pinang,both,overall,overall,34.893
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.31 Bagan Pinang,N.31,Bagan Pinang,both,overall,citizen,33.25
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.31 Bagan Pinang,N.31,Bagan Pinang,both,overall,noncitizen,1.643
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.31 Bagan Pinang,N.31,Bagan Pinang,female,overall,overall,15.157
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.31 Bagan Pinang,N.31,Bagan Pinang,male,overall,overall,19.736
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.32 Linggi,N.32,Linggi,both,overall,overall,22.466
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.32 Linggi,N.32,Linggi,both,overall,citizen,20.662
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.32 Linggi,N.32,Linggi,both,overall,noncitizen,1.804
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.32 Linggi,N.32,Linggi,female,overall,overall,10.405
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.32 Linggi,N.32,Linggi,male,overall,overall,12.061
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.33 Sri Tanjung,N.33,Sri Tanjung,both,overall,overall,19.657
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.33 Sri Tanjung,N.33,Sri Tanjung,both,overall,citizen,18.83
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.33 Sri Tanjung,N.33,Sri Tanjung,both,overall,noncitizen,0.827
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.33 Sri Tanjung,N.33,Sri Tanjung,female,overall,overall,9.144
2020-01-01,Negeri Sembilan,P.132 Port Dickson,P.132,Port Dickson,N.33 Sri Tanjung,N.33,Sri Tanjung,male,overall,overall,10.513
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.34 Gemas,N.34,Gemas,both,overall,overall,28.835
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.34 Gemas,N.34,Gemas,both,overall,citizen,27.058
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.34 Gemas,N.34,Gemas,both,overall,noncitizen,1.777
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.34 Gemas,N.34,Gemas,female,overall,overall,12.639
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.34 Gemas,N.34,Gemas,male,overall,overall,16.196
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.35 Gemencheh,N.35,Gemencheh,both,overall,overall,27.304
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.35 Gemencheh,N.35,Gemencheh,both,overall,citizen,24.675
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.35 Gemencheh,N.35,Gemencheh,both,overall,noncitizen,2.629
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.35 Gemencheh,N.35,Gemencheh,female,overall,overall,12.572
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.35 Gemencheh,N.35,Gemencheh,male,overall,overall,14.732
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.36 Repah,N.36,Repah,both,overall,overall,31.984
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.36 Repah,N.36,Repah,both,overall,citizen,31.556
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.36 Repah,N.36,Repah,both,overall,noncitizen,0.428
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.36 Repah,N.36,Repah,female,overall,overall,16.111
2020-01-01,Negeri Sembilan,P.133 Tampin,P.133,Tampin,N.36 Repah,N.36,Repah,male,overall,overall,15.873
2020-01-01,Johor,P.140 Segamat,P.140,Segamat,N.01 Buloh Kasap,N.01,Buloh Kasap,both,overall,overall,31.956
2020-01-01,Johor,P.140 Segamat,P.140,Segamat,N.01 Buloh Kasap,N.01,Buloh Kasap,both,overall,citizen,28.735
2020-01-01,Johor,P.140 Segamat,P.140,Segamat,N.01 Buloh Kasap,N.01,Buloh Kasap,both,overall,noncitizen,3.221
2020-01-01,Johor,P.140 Segamat,P.140,Segamat,N.01 Buloh Kasap,N.01,Buloh Kasap,female,overall,overall,14.212
2020-01-01,Johor,P.140 Segamat,P.140,Segamat,N.01 Buloh Kasap,N.01,Buloh Kasap,male,overall,overall,17.744
2020-01-01,Johor,P.140 Segamat,P.140,Segamat,N.02 Jementah,N.02,Jementah,both,overall,overall,44.055
2020-01-01,Johor,P.140 Segamat,P.140,Segamat,N.02 Jementah,N.02,Jementah,both,overall,citizen,42.49
2020-01-01,Johor,P.140 Segamat,P.140,Segamat,N.02 Jementah,N.02,Jementah,both,overall,noncitizen,1.565
2020-01-01,Johor,P.140 Segamat,P.140,Segamat,N.02 Jementah,N.02,Jementah,female,overall,overall,22.395
2020-01-01,Johor,P.140 Segamat,P.140,Segamat,N.02 Jementah,N.02,Jementah,male,overall,overall,21.66
2020-01-01,Johor,P.141 Sekijang,P.141,Sekijang,N.03 Pemanis,N.03,Pemanis,both,overall,overall,32.708
2020-01-01,Johor,P.141 Sekijang,P.141,Sekijang,N.03 Pemanis,N.03,Pemanis,both,overall,citizen,30.991
2020-01-01,Johor,P.141 Sekijang,P.141,Sekijang,N.03 Pemanis,N.03,Pemanis,both,overall,noncitizen,1.717
2020-01-01,Johor,P.141 Sekijang,P.141,Sekijang,N.03 Pemanis,N.03,Pemanis,female,overall,overall,15.947
2020-01-01,Johor,P.141 Sekijang,P.141,Sekijang,N.03 Pemanis,N.03,Pemanis,male,overall,overall,16.761
2020-01-01,Johor,P.141 Sekijang,P.141,Sekijang,N.04 Kemelah,N.04,Kemelah,both,overall,overall,46.639
2020-01-01,Johor,P.141 Sekijang,P.141,Sekijang,N.04 Kemelah,N.04,Kemelah,both,overall,citizen,44.903
2020-01-01,Johor,P.141 Sekijang,P.141,Sekijang,N.04 Kemelah,N.04,Kemelah,both,overall,noncitizen,1.736
2020-01-01,Johor,P.141 Sekijang,P.141,Sekijang,N.04 Kemelah,N.04,Kemelah,female,overall,overall,22.301
2020-01-01,Johor,P.141 Sekijang,P.141,Sekijang,N.04 Kemelah,N.04,Kemelah,male,overall,overall,24.338
2020-01-01,Johor,P.142 Labis,P.142,Labis,N.05 Tenang,N.05,Tenang,both,overall,overall,20.476
2020-01-01,Johor,P.142 Labis,P.142,Labis,N.05 Tenang,N.05,Tenang,both,overall,citizen,19.315
2020-01-01,Johor,P.142 Labis,P.142,Labis,N.05 Tenang,N.05,Tenang,both,overall,noncitizen,1.161
