Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,text_length,word_count,has_url,has_mention,has_hashtag,mention_count,hashtag_count
facebook,post,712235640929237,"Assalammualaikum & Good Day We are hiring!! 1) Executive Operations Analyst - At least a Bachelor/Degree in Data Science, Statistics, Computer Science, or other related discipline. A Master Degree is encouraging to apply. - Basic proficiency in data analysis and statistical tools. - Proficient in Excel, PowerPoint and Power BI / Tableau is added advantage. - Foundational understanding of statistical concepts, techniques and methodologist. - Strong attention to detail to ensure data accuracy and quality. CLOSING DATE : 19 NOV 2023 If interested, kindly send your resume to sumbermanusia@maralinergroup.my with the applied position as the subject. All applications will be treated with the highest level of confidentiality. Only shortlisted will be notified. #hiring #talent #MARA #MARACorp #MARALiner #talentacquisition #recruitment #hiring #vacancy #jawatankosong #operationanalyst",https://www.facebook.com/MARALinerSdnBhd/posts/pfbid02DgyTF29qYvM5q5vecpQ7xsAv9dPR4zKxzKbddf3En6vYvJwUGvkAPEVJ6R92ox22l,positive,,0,0,0,0,0.8991376757621765,0,0.0,,,positive,0.6637922525405884,english,Mixed/Urban,love,0.0260184910148382,0.0387543253600597,0.3043287694454193,0.0210225358605384,0.4277352094650268,0.0499094016849994,903,123,False,True,True,1,11
facebook,post,1012943607525104,"Hmm,,, Banyak nak pakai duit kan bulan ni? Jom kami tolong anda berjimat. Beli je tiket bas balik kampung or jalan-jalan hujung minggu dengan kami. Kami belanja 10% terus ! #maraliner #balikkampung #tiketraya #basekspres",https://www.facebook.com/MARALinerSdnBhd/posts/pfbid02zwqcx9Czus9xfkEaV7EgVKxzVrU8rqd5s5LkQTn2w2fnmbG4QwyXZtxKcoqE25yrl,negative,,0,0,0,0,0.0648154646158218,0,0.0,,,negative,0.7839484512805939,multilingual,Unknown,love,0.033572681248188,0.0151979522779583,0.0226869210600852,0.0226496681571006,0.7851366996765137,0.0244256760925054,223,34,False,False,True,0,4
facebook,post,1191036189720117,"“The driver evaluation feature of Scania Fleet Management System can help us to better track our driver’s performance levels such as fuel efficiency. If drivers are able to understand the effects of their idling towards fuel efficiency, this can help us with cost savings as well. There are also many other features that benefit us so good job to Scania.” said Mohd Fadzly Bin Zamaludin, Assistant General Manager of IT and Strategic Planning from Mara Liner Sdn Bhd. Scania’s Fleet Management System Control Package gives customers a lot more of both information and insights. From core necessities like real time positioning, via vehicle performance, environmental reports tracking their CO2 emissions, service planning and defect reporting all the way to driver evaluation. To know more about our suite of Scania Digital Services, call us at +65 6861 9181, email us at ssgenquiries@scania.com, visit www.scania.com.sg or head to the nearest Scania Singapore Sales and Service Centre to speak with our Solution Sales or Services Sales Executives.",https://www.facebook.com/scania.malaysia.sdn.bhd/posts/pfbid02vti7moGE8kyCPyYhb3PbqpSGvXKRt2D7doKUsNYSL7vn2ziWdJUiKe8mP2nSFgUQl,positive,,0,0,0,0,0.946214699745178,0,0.0,,,positive,0.8207156658172607,english,Mixed/Urban,happy,0.0317912362515926,0.0286994893103837,0.4970249533653259,0.0210310891270637,0.2487009763717651,0.0342589318752288,1051,164,False,True,False,1,0
facebook,post,5122746844438432,This is the first year we can go back home for Hari Raya. The sights of Raya morning will be in front of our eyes and asking for forgiveness won’t be done through Zoom or Google Meet. MARA Liner busses will ensure that you reach home safely to enjoy it all. Don’t wait too long! Tickets could run out! 😱 Book your bus NOW here:,https://www.facebook.com/MARALinerSdnBhd/posts/pfbid031uKPR6cWXFRLNPzupoTC9TRRKAjT45B8T2YdjFAp7jQVK2Xwz9jvKxGybkuNFJYYl,positive,,0,0,0,0,0.9451362907886504,0,0.0,,,positive,0.8171209692955017,english,Mixed/Urban,fear,0.0408968292176723,0.4720099866390228,0.2099900841712951,0.048474047333002,0.0980532318353653,0.076002612709999,328,65,False,False,False,0,0
facebook,post,2312200075604195,"The first BNR was planned around 2015 and at that time there are 287 routes in the database. But as of 2022 now, only 207 routes are really operated (exclude Smart Selangor and private shuttle bus cuz this is not under BNR). Please note that at that time there are no MRT Feeder Buses yet (Yes, they revamp the number to allocate more numbers for feeder buses). With the existence of the MRT Feeder Bus, the operational bus routes should be more than 300. Around 353 regular bus routes (exclude CH01, CH02 and express bus routes) should be on the BNR list but what I can say is almost 30-40% are disused bus routes. If there is more data, I think I will do the APAD job to show the full list of Klang Valley paid bus routes since the existence of the BNR numbering systems. do let me know if there is some glitch in the picture below. (Bold means the route is being changed after BNR or new routes) Current routes by operator Rapid KL (including LRT feeder bus) - 112 MRT Feeder Bus - 69 Wawasan Sutera -11 Handal Ceria (Causeway Link) - 5 Selangor Omnibus - 5 MARA Liner -3 KR Travel & Tours Sdn Bhd - 2",https://www.facebook.com/groups/mlptf/posts/2312200075604195/,neutral,,0,0,0,0,0.5,0,0.0,,,neutral,0.736845850944519,english,Mixed/Urban,sadness,0.0932430922985076,0.0975713804364204,0.0482595413923263,0.4779731333255768,0.1849745213985443,0.0310263726860284,1104,212,False,False,False,0,0
facebook,post,729482962537838,"Assalammualaikum & Good Day We are hiring!! 1) Supervisor Body Works & Paint - Diploma / SKM Certificates in Automotive Body Works & Paint. Certification or formal training in automotive painting is a plus. -Proven minimum 3 years experience as an automotive painter, with a demonstrated ability to lead a team. -Experience in automotive painting, with a track record of progressively increasing responsibility - Lead and supervise a team of automotive painters, providing guidance and training as needed. Foster a positive and collaborative work environment to maximize team performance. Coordinate daily tasks, set priorities, and ensure the team meets production goals. Oversee the day-to-day operations of the body and paint department, including workflow management and scheduling. - Perform automotive painting tasks, including preparing surfaces, mixing paint, and applying finishes. Inspect painted surfaces for quality and adherence to specifications. Stay updated on industry trends, techniques, and technologies related to automotive painting. CLOSING DATE: 24 DEC 2023 If interested, kindly send your resume to sumbermanusia@maralinergroup.my with the applied position as the subject. All applications will be treated with the highest level of confidentiality. Only the shortlisted will be notified. #hiring #talent #MARA #MARACorp #MARALiner #talentacquisition #recruitment #hiring #vacancy #jawatankosong #PegawaiOperasi #BodyWorksPaint #Mekanik",https://www.facebook.com/MARALinerSdnBhd/posts/pfbid0r2We5Kvkf9HYVB5b3j69LyEbbdgg9q7YdsZwopZZb4aHo8u2tecMtNsok7beNzqJl,positive,,0,0,0,0,0.8943229675292969,0,0.0,,,positive,0.6477432250976562,english,Mixed/Urban,happy,0.032144196331501,0.0400896854698658,0.4873009920120239,0.023739568889141,0.1538041234016418,0.0461493134498596,1475,200,False,True,True,1,13
facebook,post,747744834044984,"Assalammualaikum & Good Day We are hiring!! 1) Executive, Compliance - To revise and enhance policies, procedures and SOPs continuously and identify non compliance risks according to company current SOP and policy. - ⁠To ensure that SOPs align with industry regulations, standards, and best practices and collaborate with compliance team to integrate compliance requirements into SOPs - ⁠Implement document management systems to organise, store and retrieve SOPs efficiently. - Bachelor Degree in law, business, human resource, or any related field. - Minimum 2 years relevant working experience in SOP development and data analytical. - Working experience in Transportation, Logistics and related industry is an added advantage. CLOSING DATE : 19 JAN 2024 If interested, kindly send your resume to sumbermanusia@maralinergroup.my with the applied position as the subject. All applications will be treated with the highest level of confidentiality. Only shortlisted will be notified. #hiring #talent #MARA #MARACorp #MARALiner #talentacquisition #recruitment #hiring #vacancy #jawatankosong #Executive #Compliance",https://www.facebook.com/MARALinerSdnBhd/posts/pfbid0KhMYRX1xe2nrWhLt2Rivwzomi4aEr75L6gUpd5XDx6iE78DiYX3ye3f3zcaMeTLAl,neutral,,0,0,0,0,0.5,0,0.0,,,neutral,0.4985511600971222,english,Mixed/Urban,no_clear_emotion,0.054646972566843,0.0669213011860847,0.1903225779533386,0.0348049961030483,0.1774222552776336,0.0548620261251926,1129,155,False,True,True,1,12
facebook,post,872209131598553,"INTERNSHIP HIRING : INTERN IT REQUIREMENT - Candidate must possess or currently pursuing a Diploma or Bachelor's Degree in Computer Science / Information Technology or equivalent. - CGPA 2.50 above - Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree in Computer Science/Information Technology or equivalent - Required skill(s): ERP, IT Software and Hardware skill & Knowledge, MS Office. - Good communication skill in spoken & writing (English & Malay) Positive attitude and willingness to learn REQUIRED LANGUAGE >> Bahasa Malaysia >>English ALLOWANCE (S) : - Bachelor – RM800.00 per/months - Diploma – RM600.00 per/months APPLY NOW : send your resume to - sumbermanusia@maralinergroup.my",https://www.facebook.com/MARALinerSdnBhd/posts/pfbid0rYDWmDaMLSvdVk5YnRnVffyB4XE6oc1yRNoLcyN62jtSxCPqUUJmm3ueKS3GRDZWl,neutral,,0,0,0,0,0.5,0,0.0,,,neutral,0.8304901123046875,english,Mixed/Urban,happy,0.031689815223217,0.0671395063400268,0.3488490581512451,0.0233368594199419,0.1820684969425201,0.0434393584728241,748,108,False,True,False,1,0
facebook,post,1130437202442410,Kurang daripada 18 hari je lagi utk korang grab harga RM20 KL-PENANG or PENANG-KL ni! Lepastu? Harga back to normal la sahabat 😌 Dapatkan sekarang di semua platform ticketing🔥 #maraliner #basekspresmalaysia #penang #kl,https://www.facebook.com/reel/1180850293846101/,positive,,0,0,0,0,0.999392408132553,0,0.0,,,positive,0.997974693775177,malay,Malay/Bumiputera,no_clear_emotion,0.0216951295733451,0.0258598271757364,0.0522946752607822,0.0190133117139339,0.3156568706035614,0.1013216003775596,222,33,False,False,True,0,4
facebook,post,5127128470666936,"MARA Liner is your bus of choice for your journeys, whether it is from the city to the countryside or the other way around! Head on to MARA Liner’s page to learn the latest updates on Malaysia’s choice bus service!",https://www.facebook.com/MARALinerSdnBhd/posts/pfbid02uHfNBtb9KZTwWkP7M7zyvSonwQi6H32Y7pSJRyKscNA7WQtoQcTniFuTbCZxy4cml,neutral,,0,0,0,0,0.5,0,0.0,,,neutral,0.538698136806488,english,Mixed/Urban,no_clear_emotion,0.0227656755596399,0.0149876996874809,0.1103700026869773,0.0206059794872999,0.2507984042167663,0.0379458107054233,214,40,False,False,False,0,0
facebook,post,2101699230040744,"MARA Liner Sdn. Bhd. Bus Service ML81 or 150 is a local trunk bus service plying between Rawang Bus Terminal and Kuala Lumpur Hab Lebuh Pudu, also known more commonly as Kota Raya or MYDIN. MARA Liner has taken over the bus operations of 150 from Setara Jaya (SJ Bus) from 25 May 2022, which in turn was taken over from Metrobus on 1 September 2015. While the bus service number is still displayed on bus stop signs as 150, MARA Liner seems to have assigned a new service number of ML81 in their timetables. Click on the link or picture below to read more!",https://www.facebook.com/RailTravelStation/posts/pfbid02hTPN5ZUVHXcmhGrfSwQKZxqPpgoeAWbqwnn51yU3fV9hzaQo6mJcRwe3Wz2XSKq4l,neutral,,0,0,0,0,0.5,0,0.0,,,neutral,0.9489487409591676,english,Mixed/Urban,no_clear_emotion,0.0313344188034534,0.0226953960955142,0.0815722569823265,0.0230464991182088,0.1418095082044601,0.0481016375124454,557,105,False,False,False,0,0
facebook,post,10222051938904588,"“Eksplorasi FOPI” A Recreational Programme with Penyayang’s Cancer Support Group (Friends of Positive Image or FOPI) at Meru Valley Resort, Ipoh Perak. The cancer support group members are cancer survivors, caregivers and volunteers who are active in providing support to cancer patients and their families. The programme aims to organize recreational activities and build motivational spirit for members as well as foster better relationships among them. Thank you to MARA Liner Sdn. Bhd. for sponsoring the transportation. Thank you also to Meru Valley Resort for its hospitality.",https://www.facebook.com/yabpm/posts/pfbid0X92RANBUBUQtHX67hXDowj6WCBHxCyFeHZsdJP8RkEDNkJyeJoJ2o6LiW9iDwsBvl,neutral,,0,0,0,0,0.5,0,0.0,,,neutral,0.7653704881668091,english,Mixed/Urban,happy,0.0191164687275886,0.0297116767615079,0.8002227544784546,0.013062878511846,0.0754614099860191,0.0192487742751836,590,87,False,False,False,0,0
