platform,content,engagement,likes,comments,shares,sentiment,url,date
tiktok,"1 JUN 26: DEWAN Undangan Negeri (DUN) Negeri Johor yang mempunyai 56 kerusi secara rasmi dibubarkan hari ini, bagi memberi laluan kepada Pilihan Raya Negeri (PRN) ke-16.

Pembubaran itu diumumkan Ment",56185,42400.0,1151.0,4839.0,neutral,https://www.tiktok.com/@utusantvofficial/video/7646363781806689556,2026-06-06 01:51:27.510460
tiktok,"TURKISH VS CHIMA MAKIN PANAS🥶🔥

KALIAN ALL IN SIAPA??

BYON MADNESS 4
6 JUNI 2026
SPIKE AIR DOME PIK 2, INDONESIA
LIVE PAY-PER-VIEW DI VIDIO

#byoncombat #byonsports #byonmadness",52141,42600.0,312.0,1729.0,neutral,https://www.tiktok.com/@byoncombat/video/7647826897623321877,2026-06-06 01:52:28.894396
x,"-joget gemoy
-lempar kaos partai
-bagi-bagi 100k di gbk
-kucing
-buna teddy
-biar balikan sm mantan
-biar ga jd negara islam
-kasian nyalon 4 kali gagal
-dirating 11/100 🥺
-diserang pas debat 🥺
-udah ",46779,33881.0,129.0,8486.0,negative,https://x.com/nozelism/status/2060576816394613157,2026-05-30 04:19:31+00:00
tiktok,"Dewan Undangan Negeri (DUN) Johor yang mempunyai 56 kerusi rasmi dibubarkan hari ini bagi membuka laluan kepada Pilihan Raya Negeri (PRN) ke-16.

Pengumuman itu dibuat oleh Menteri Besar Johor, Datuk ",41042,27000.0,1063.0,3589.0,neutral,https://www.tiktok.com/@ohbulanofficial/video/7646358687199612167,2026-06-06 01:51:32.628058
tiktok,#muhyiddinyassin #bersatu #perikatannasional #prnjohor #prnmelaka,40348,28500.0,1551.0,2073.0,neutral,https://www.tiktok.com/@abahkitemuhyiddin/video/7630401553228156181,2026-06-06 01:51:52.898334
tiktok,"Sebuah video yang beredar luas di media sosial memperlihatkan aksi seorang pemuda yang tengah membuat konten di tengah jalan raya. Namun, aktivitas tersebut berujung momen menegangkan ketika sebuah mo",39159,27500.0,879.0,2407.0,neutral,https://www.tiktok.com/@jawaheadline/video/7647225371800423698,2026-06-06 01:52:16.442184
x,On s'attendait pas a gagner non plus Virgil,39087,29702.0,29.0,1431.0,neutral,https://x.com/a2nos_/status/2062488802405318749,2026-06-04 10:57:04+00:00
tiktok,"Musim terakhir Bergson di @johordtfc ??
#harimaumalaya #demimalaysia #suarapenyokong",39022,32200.0,243.0,1512.0,neutral,https://www.tiktok.com/@harimaumalaya_hm/video/7642578107605486849,2026-06-06 01:52:17.940193
x,"tetangga: ""kuat banget ya pak, punya anak 4 bisa kuliah semua"" 
bapak : ""kalo anak minta kuliah ya kita kuliahin, pas udah lulus masalah pekerjaan itu udah kehendak Allah kapan dikasihnya"" 
me: 🥹🥹🥹🥹🥹🥹",38021,32144.0,146.0,3006.0,negative,https://x.com/rinnverse/status/2062047870728187970,2026-06-03 05:44:58+00:00
tiktok,"Johor Darul Ta'zim memasuki bilik persalinan usai separuh masa pertama dengan ketinggalan dua jaringan, dengan Goran Causic memberi kelebihan buat Buriram United.

Saksikan siaran langsung perlawanan ",37762,26000.0,794.0,968.0,neutral,https://www.tiktok.com/@astroarena/video/7636763154038459655,2026-06-06 01:52:29.232227
x,"Jung Eunwoo (Pristin) membagikan kalau dia sekarang switch career jadi manajer di klinik operasi plastik daerah Gangnam

Ikutan challenge Suddenly, Jung Eunwoo yang dulu juga ikutan produce 101 bilang",36539,14114.0,94.0,2260.0,negative,https://x.com/tang__kira/status/2060575525857587680,2026-05-30 04:14:23+00:00
x,"Épisode 356 de "" Les femmes ne savent pas aborder "" https://t.co/nrl4ZVE8JM",34811,11507.0,433.0,394.0,neutral,https://x.com/walter_lws/status/2061772194284261460,2026-06-02 11:29:31+00:00
tiktok,"CHIMA BESOK MAIN KUWRREYZIII!🫣

BYON MADNESS 4
6 JUNI 2026
SPIKE AIR DOME PIK 2, INDONESIA
LIVE PAY-PER-VIEW DI VIDIO

#byoncombat #byonsports #byonmadness",34190,28200.0,441.0,566.0,neutral,https://www.tiktok.com/@byoncombat/video/7647859972809821460,2026-06-06 01:52:15.280659
x,"""Je crois qu’on ne peut pas être plus heureux""

Les supporters du PSG ont célébré leur seconde victoire en Ligue des champions avec une grand-mère aux abords du Parc des Princes

Notre reporter @Robin",30897,16683.0,329.0,3112.0,neutral,https://x.com/BFMTV/status/2061499929302880489,2026-06-01 17:27:38+00:00
x,"Waktu itu aku freshgraduate, keterima kerja di Jaksel, gaji 5.5jt ngepas banget buat kos dll di daerah benhil. Pacarku waktu itu masih kuliah (junior gweh wkwk) di Jogja. Kita LDR, aku mainlah ke Jogj",30741,18680.0,212.0,911.0,negative,https://x.com/kucinghilang_/status/2062014684832632971,2026-06-03 03:33:05+00:00
x,"En France, Prabowo porte un toast et boit de la bière comme s'il ne respectait pas les musulmans d'Indonésie. Même s'il prétend être musulman. https://t.co/xhL6JzDIrL",29750,8434.0,1203.0,2909.0,neutral,https://x.com/MCAOps/status/2060586078332211412,2026-05-30 04:56:19+00:00
x,"pada mundur ke belakang pas mingyu naik, ga ada yang pegang pegang 😭😭😭",29637,22009.0,102.0,1444.0,negative,https://x.com/blusyaa/status/2061764255045845148,2026-06-02 10:57:58+00:00
x,"Gue pernah coba jadi orang yang selalu available buat semua orang.

Chat dibales cepet. Dimintain tolong langsung bantu. Dicari pas lagi sedih, selalu nyempetin hadir.

Tapi suatu hari gue capek bange",29271,19024.0,177.0,4980.0,negative,https://x.com/0xhanyfa/status/2060639502234997037,2026-05-30 08:28:36+00:00
x,"Dari kecil tiap dgr ceramah romantisasi kemiskinan tu selalu ngasih contoh kehidupan rasulullah. Pdhl rasulullah lebih dikenal karna kesederhanaannya, bkn karna kemiskinan. Gw baru paham klo doktrin i",28305,17509.0,50.0,4610.0,negative,https://x.com/nozelism/status/2060805380884836508,2026-05-30 19:27:45+00:00
x,"Ga peduli mau dibilang mutusin rezeki orang, toh orang tersebut aja ga bersikap baik. 

Gue baru tau daerah jakpus karena mau ke bapak gue (gue bukan asli jkt dan belum lama di jkt) seumur2 dijudesin ",27209,8029.0,340.0,376.0,negative,https://x.com/txtharihariWNI/status/2060868861059285198,2026-05-30 23:40:00+00:00
x,"Pas mau ngasih nama anak di 🇳🇴 pakai style Indonesia, pengajuan pertama ditolak. Alasannya: Last name yang diajukan dianggap ""ga wajar sbg last name"". Soalnya udah ada 20an orang 🇳🇴 yang pakai nama it",26292,12042.0,50.0,434.0,positive,https://x.com/inidilla/status/2060410895432380607,2026-05-29 17:20:12+00:00
x,"kak, ga semua orang ketika nganggur tuh bisa ngelakuin ini itu, jangankan untuk upgrade diri, ada yg sampai ga punya untuk perbarui SKCK, ongkos, kuota seluler untuk nyari info loker, bahkan ada yg pa",25597,18245.0,95.0,3996.0,positive,https://x.com/bizayntium/status/2062582023727018239,2026-06-04 17:07:30+00:00
x,"pernah ngalamin juga!!!
aku adalah pembela pasienku di hadapan keluarganya kalo emg keluarganya agak agak.

suatu hari si ibu udah mau lahiran, pas di periksa perutnya emg stretchmarknya banyak bgtt d",25459,17435.0,149.0,1164.0,negative,https://x.com/biduanssa/status/2062038559960477879,2026-06-03 05:07:58+00:00
x,"Terlepas ini AI apa enggak, memang hrusnya seperti itu harusnya politik yg sehat. Fight kalo lagi masa pemilu, tapi kalo ketemu pasca pemilu kayak ga terjadi apa-apa. Jangan kayak seseorang yg pas dib",24880,17588.0,81.0,2036.0,negative,https://x.com/Txtdariiugm/status/2061342920792486339,2026-06-01 07:03:44+00:00
x,"« Cet œil au beurre noir, c’est un policier qui vous l’a fait ? »
« On n’a pas d’autre version »
« C’est votre parole »
« On ne peut pas vérifier »

Quatre façons de dire : je ne vous crois pas.

C’es",24534,15918.0,680.0,3904.0,neutral,https://x.com/MeSeydiBa/status/2062146286040613077,2026-06-03 12:16:02+00:00
x,"Les jeunes qui cassent n’ont strictement rien à voir avec l’immigration. Ce sont des produits du système français avant tout. En Algérie, au Maroc, en Tunisie ou au Mali les jeunes ne se comportent pa",24269,4164.0,5855.0,644.0,neutral,https://x.com/kamilabderrahmn/status/2061050760566083767,2026-05-31 11:42:48+00:00
x,"Gerbong campuran, tapi empatinya 
kadang masih pilih gender.
Tadi ada mas tidur pulas dibangunin buat kasih kursi ke lansia. Padahal masnya diujung dan di dekat lansia semua penumpang cewe yg sibuk ke",24187,13585.0,534.0,1079.0,negative,https://x.com/KapudS640/status/2062340124730703969,2026-06-04 01:06:16+00:00
x,"Abdoulaye Wade, Cent ans de vie utile.

En ce 29 mai 2026, c’est en toute humilité et en fils reconnaissant que je m’incline devant le Président Abdoulaye Wade, qui accomplit aujourd’hui un siècle de ",23714,13432.0,335.0,2644.0,neutral,https://x.com/SonkoOfficiel/status/2060354897824931994,2026-05-29 13:37:41+00:00
x,"Demi Allah kaget banget pas dipukul??!! Ini bisa loh diramein sampe skala international dan kalo ketauan ya KALIAN KALIAN INI YANG JAHAT KE KAUM MARGINAL YG BAKAL KENA BATUNYA, kabur aja sumpah kak, k",23451,12617.0,250.0,2372.0,negative,https://x.com/fuwaaaika/status/2061880981049761928,2026-06-02 18:41:48+00:00
x,"Gue gak sengaja ""ngebunuh"" temen gue karena ranking. 

Pas kelas 3 SD, ada 1 murid yang bener bener ngebet ngejar ranking gue dikelas. Saat itu, gue sama dia langganan banget rank 1-2 dan kita selalu ",23270,14905.0,73.0,776.0,negative,https://x.com/immernochdu/status/2060334295034773792,2026-05-29 12:15:49+00:00
x,"“ambil aja kembaliannya kak”

BUSET NGERI JUGA OMONGAN PAS LG MEGANG DUIT",23141,18776.0,218.0,2298.0,neutral,https://x.com/babynaatu/status/2060628404635054093,2026-05-30 07:44:30+00:00
x,"-Prabowo: ke 29 negara bisa dengan mudah
-Also prabowo pas Sumatera terjadi blackout: 0 kunjungan",22869,14520.0,34.0,5554.0,negative,https://x.com/Txtdariiugm/status/2060941926707470736,2026-05-31 04:30:20+00:00
tiktok,"@menkeuri  Purbaya mengajak kepada insan perbendaharaan untuk terus proaktif mendorong belanja Pemerintah Daerah agar semakin cepat, tepat, dan efisien.

Hal itu ia ungkapkan saat acara Town Hall Meet",22611,18400.0,879.0,347.0,positive,https://www.tiktok.com/@purbayayudhis/video/7564442738977033493,2026-06-06 01:52:30.532319
x,Kaaris malgré qu'ils l'ont tous boycotté pendant 10 ans il est pas aigri avec eux c'est vraiment un bon,22560,15437.0,40.0,1561.0,positive,https://x.com/Eloooim__/status/2061870832704479497,2026-06-02 18:01:28+00:00
x,les étudiants n’oubliez pas quel parti veut la suppression des plateformes comme parcoursup et monmaster #LFI2027,22540,17240.0,75.0,2379.0,neutral,https://x.com/slzsn_/status/2062194277413761349,2026-06-03 15:26:44+00:00
x,"Pernah duduk sebelahan sama bapak2 di pesawat. Dia nanya profesiku apa trus berlanjut nanya lebih terkait penyakit2 gitu. Pas gantian gw yg tanya, turns out beliau adalah profesor dan dokter spesialis",22469,17442.0,29.0,756.0,positive,https://x.com/myyoongles96/status/2060560147123146838,2026-05-30 03:13:17+00:00
x,"Kalian tau ga sih, Pak SBY dulu pas jaman 
krisis global mau naikin bensin 
400 PERAK doank aja dia pidato loh Live di TV2.. 
beliau minta maaf ke rakyat dengan wajah yg sedih.

Minta maaf berkali2 ha",22230,14953.0,252.0,3716.0,negative,https://x.com/KapudS640/status/2062825999893774479,2026-06-05 09:16:58+00:00
x,"Siang-siang yang awalnya mata ngantuk langsung menyala terang benderang.

Anak 10 tahun, demam tinggi batuk pilek sejak 3 hari, gak bisa napas lewat hidung, bisanya cuma lewat mulut, suaranya juga hil",20976,6499.0,162.0,541.0,negative,https://x.com/CorpusAlienumm/status/2062801905517002787,2026-06-05 07:41:13+00:00
x,"Mine de rien, l’histoire de Gabriel Attal, embauché à 22 ans par une amie de sa maman dans un ministère pour un salaire de 6 000 euros par mois alors qu’il n’avait même pas terminé ses études, est arr",20576,13414.0,92.0,3124.0,negative,https://x.com/AntonStruve/status/2061543760933077043,2026-06-01 20:21:48+00:00
x,"welcome june!

1. offering letter baru
2. 5 hari kerja
3. dapet cuti bersama
4. gaji diatas UMR
5. karir melesat
6. kalo cuti ga potong gaji
7. lingkungan dan atasan positif
8. jaraknya gampang dijang",19780,13795.0,381.0,4231.0,positive,https://x.com/kiittsch/status/2061039158421078368,2026-05-31 10:56:42+00:00
x,"eh gue juga pengen kayak mark lee. resign, terus pas ditanya orang “kerja di mana sekarang?” 

jawabannya, “di perusahaan saya.”

anjay mau juga begitu when yh",19455,13738.0,40.0,4619.0,neutral,https://x.com/seasaltales/status/2062193252808487292,2026-06-03 15:22:39+00:00
x,"💚 Adekku dpt nilai TKA tinggi dan skrg minta motor. Dia ngancem gamau lanjut SMA kalau ortu ga beliin. Katanya udah usaha tp ga pernah diapresiasi, pdhl ortuku beberapa kali beli HP buat dia krn dirus",18976,8709.0,1237.0,223.0,positive,https://x.com/tanyarlfes/status/2061750965020021038,2026-06-02 10:05:10+00:00
x,en fait moi je suis pas dégoûtée par la portion mais le côté égoïste de la majorité des hommes lorsqu’ils se servent à graille,18779,13123.0,80.0,1178.0,neutral,https://x.com/starindanight1/status/2062122075599298929,2026-06-03 10:39:49+00:00
x,"Di Jepang  dan Korea sawah cuma bisa ditanam pas musim panas.

1 kali panen setahun.

Pas musim dingin gak bisa tumbuh itu padi. Minus gitu temperaturnya.

Di Indonesia bisa 3-4 kali panen setahun.

L",18736,12574.0,186.0,3209.0,negative,https://x.com/ardisatriawan/status/2061590287777214931,2026-06-01 23:26:41+00:00
x,"On est possédé par l’esprit de la Bastille, une fois que t’as connu le college en Ile-de-France t’as naturellement une tendance pour l’anarchie ça s’explique pas ça se subit juste",17917,12164.0,36.0,2019.0,neutral,https://x.com/ESP01R2000/status/2061100530345161084,2026-05-31 15:00:34+00:00
tiktok,"Korang ada dengar encik anthony umum dah bubar ke?
#negerisembilan #johor #fyp #umno #pilihanraya",17714,11900.0,1445.0,1449.0,negative,https://www.tiktok.com/@lowkeyz096/video/7646670609224633607,2026-06-06 01:51:57.661334
x,"🇸🇻 Le président du Salvador, Nayib Bukele : 
""Si l'État ne surmonte pas le crime, c'est qu'il est complice.""
https://t.co/viWkHJngis",17496,12108.0,150.0,3685.0,neutral,https://x.com/jon_delorraine/status/2061547704140869967,2026-06-01 20:37:29+00:00
x,"🔴 Royaume-Uni 🇬🇧 | Le dernier Juif d’une famille britannique vieille de 400 ans fait ses valises pour Israël

Ses parents sont déjà partis
Ses cinq sœurs aussi.

Baruch raconte qu’on lui crie « Free P",16834,10524.0,594.0,3837.0,neutral,https://x.com/raphlesioniste2/status/2062116831813402674,2026-06-03 10:18:59+00:00
x,"Énorme ! (cf vidéo ⤵️)

Un eurodéputé a la parole au parlement européen pour expliquer son opposition à la poursuite du financement et de l’armement de l’Ukraine : « Vous n’aidez pas l’Ukraine et son ",16771,9996.0,285.0,4470.0,positive,https://x.com/f_philippot/status/2061108802213097569,2026-05-31 15:33:26+00:00
x,"hati""guys yang mau kerja disini, saya kerja disini 4 hari dituduh ambil uang 10k terus uangnya ternyata ketemu di kerupuk""(ada saksi teman saya) disitu saya langsung resign dan orangnya bilang kalau g",16357,8342.0,220.0,1759.0,negative,https://x.com/KapudS640/status/2061043389622350169,2026-05-31 11:13:31+00:00
tiktok,@GunRom anda bisa bedakan bantuan kurban sama kurban pribadi ga ??? Jaman SBY dan Jokowi kenapa ga protes ?? #kurban #prabowo #banpres #apbn,16105,12500.0,735.0,603.0,negative,https://www.tiktok.com/@ndoisme/video/7644459747889990930,2026-06-06 01:52:23.512027
tiktok,#pagoh #TanSriMuhyiddinYassin #PagohKitaTanggungjawabKita #prnjohor #bukitkepong,15981,9261.0,1820.0,1603.0,neutral,https://www.tiktok.com/@team.pagoh.officia/video/7641859468707351828,2026-06-06 01:51:15.103461
x,"WKWKWK w pernah nangis depan user gara2 dikatain kutu loncat pas interview, pedahal udh jelasin kalo pengalaman w jangka waktunya pendek2 karena itu freelance. gw jg terpaksa ambil karena susah dapet ",15442,10805.0,65.0,939.0,neutral,https://x.com/reveuseamelie/status/2062319462905471068,2026-06-03 23:44:10+00:00
x,"Aku pernah 2 X di isengin ama bocil. pas naik kreta.

 Case pertama dia sok asik pegang pegang aku dari belakang trus sembunyi, rambutku di tarik tarik dari belakang trus sembunyi. Gak lama aku uda mu",15256,8726.0,72.0,1016.0,negative,https://x.com/rince_life/status/2061362184215495163,2026-06-01 08:20:17+00:00
tiktok,"Who says JB is no fun 🤷🏻‍♀️
.
#korean #jb #singapore #johorbahru #fyp",15219,10800.0,145.0,946.0,negative,https://www.tiktok.com/@ms.quek/video/7560317373857664277,2026-06-06 01:52:34.563956
x,"Pas lokasi rumah angkernya di Jepang, fee per malam ¥150.000 sekita Rp16,9jt.

Giliran rumah angkernya di Bekasi jadi cuma Rp4,2jt per malam😂😂

Nyesuain umr lokasi.

Bahkan industri perhantuan pun ada",14766,8669.0,185.0,2676.0,neutral,https://x.com/txtdaritaxpayer/status/2062693695040966719,2026-06-05 00:31:14+00:00
x,"Januari 2025, ada anak SD ngeluh ayam MBG ""kurang enak."" 

Deddy Corbuzier ngamuk: ""Kurang enak pala lu PEA!"" 

Pas ada siswa keracunan, dia jawab: ""Gue makan steak Rp6 juta juga pernah keracunan, so?",14518,7408.0,86.0,1428.0,negative,https://x.com/dimarsasongko98/status/2061707988130218216,2026-06-02 07:14:23+00:00
x,"🌻@sandrousseau a un message pour @marinetondelier 
« Le parti ce n’est pas important par rapport à l’arrivée de l’extrême droite… si pour sauver un parti, on fait arriver l’extrême droite, moi j’aurai",13833,8627.0,325.0,1571.0,neutral,https://x.com/cyrille_danthez/status/2060364017852366868,2026-05-29 14:13:56+00:00
x,"• Di UI, orang tua melindungi 16 pelaku kekerasan seksual (KS). Hukumannya gak di-DO.
• Di PNJ, orang tua sujud mohon maaf dan minta anaknya di-DO karena ciuman di perpustakaan kampus.

Sama-sama Kamp",13516,6902.0,47.0,2067.0,neutral,https://x.com/mesatu_/status/2061857347916673459,2026-06-02 17:07:53+00:00
x,"L'armée israélienne affirme avoir bombardé plus de 135 cibles au Liban.

Général Yakovleff : il faut qu'on arrête de dire à cause du Hezbollah, Israël se défend, non, Israël ne se défend pas. Israël, ",13491,7603.0,229.0,3895.0,neutral,https://x.com/LoeilMedias1/status/2060220144257806577,2026-05-29 04:42:14+00:00
tiktok,"HARIS “THE KING” SOFYAN SIAP ADU BACOT SETELAH WEIGH-IN‼️

BYON MADNESS 4
6 JUNI 2026
SPIKE AIR DOME PIK 2, INDONESIA
LIVE PAY-PER-VIEW DI VIDIO

#byoncombat #byonsports #byonmadness",13109,10300.0,68.0,105.0,neutral,https://www.tiktok.com/@byoncombat/video/7647741657693179156,2026-06-06 01:52:24.583151
x,J'espère que maitre va continuer d'utiliser mon corps et qu'il va pas me remplacer par une IA https://t.co/MkiiK42W3h,12769,11484.0,4.0,633.0,neutral,https://x.com/Artwave_sub/status/2060952903175590020,2026-05-31 05:13:57+00:00
x,"gausah tag tag dan dm gue lagi perkara ini.

iya bener unfortunately dia teman gua,
pas kasus ini mencuat gua orang pertama yg langsung chat, telfon dia dan tentu gua maki sampe botak.

teguran keras ",12657,7916.0,95.0,784.0,negative,https://x.com/rierushindou/status/2062014978371313905,2026-06-03 03:34:15+00:00
x,"Jangan lupakan ini guys..

Pas Pilpres 2024, @aniesbaswedan pernah janjiin akan bikin 40 kota di Indo setara Jakarta..

Maksudnya setara itu.. fasilitasnya lengkap dan menyaingi Jakarta.

- Akses tran",12646,7801.0,145.0,2320.0,neutral,https://x.com/abulmuzaffar10/status/2061017591305400750,2026-05-31 09:31:00+00:00
x,"tiap pulang kerja belajar cpns, pas weekend try out, semua ini hanya demi gaji 2 digit pls bgt😭💔 https://t.co/Kw2WbVnwj0",12641,5114.0,156.0,302.0,negative,https://x.com/reaselect/status/2061029654799302736,2026-05-31 10:18:56+00:00
x,"Je trouve, comme la plupart des Français, scandaleux que l’avenue des Champs Élysées ne soit pas fermée ainsi que tout le centre de Paris avec tous les axes d’accès  fermés . Aucune leçon n’est tirée ",12518,3439.0,2387.0,548.0,neutral,https://x.com/RoyalSegolene/status/2060792041865375853,2026-05-30 18:34:45+00:00
x,"Netizen bola ini emang bangke, Arsenal waktu juara EPL dibiarin meriah sendiri gada yang respon tapi pas gagal UCL langsung keluar semua bajingannn😭😭😭",12403,8802.0,251.0,1338.0,negative,https://x.com/The_RedsIndo/status/2061035082908090594,2026-05-31 10:40:30+00:00
tiktok,"Replying to @_kumpernickle_ the name for the protests today was “no kings” because the revolutionary war saying “no kings no tyrants”… but since you missed that,  maybe you can understand this?

#noki",12349,11100.0,276.0,520.0,neutral,https://www.tiktok.com/@cheeringforchange/video/7562764832546508045,2026-06-06 01:52:11.698706
x,"🇫🇷🇵🇸🇮🇱- Le CRIF interdit l’accès à une exposition sur Gaza au Mucem à Marseille et ferme l’accès du musée aux visiteurs. Ce n’est pas la première fois qu’une exposition est interdite par le CRIF.

- D",12307,5682.0,318.0,3025.0,negative,https://x.com/Lambdactu/status/2060701563530641707,2026-05-30 12:35:13+00:00
x,"En 1984, un homme assis face à une caméra a décrit notre époque avec une précision qui glace.

Yuri Bezmenov n'était pas un espion de roman. Journaliste soviétique, homme de l'agence Novosti et du KGB",12055,6324.0,180.0,3154.0,neutral,https://x.com/scion_x_/status/2062210679784820874,2026-06-03 16:31:54+00:00
x,Fuck man...these people are so embarrassing,11521,8704.0,183.0,721.0,negative,https://x.com/parthpunter/status/2061335992037154997,2026-06-01 06:36:12+00:00
tiktok,"Menjelang PRN di Johor, rakyat mahukan kerajaan yang stabil dan fokus kepada pembangunan negeri.

Kepimpinan tegas daripada Onn Hafiz Ghazi terus membawa pelbagai perubahan untuk masa depan Johor.

Ba",11417,8986.0,591.0,577.0,positive,https://www.tiktok.com/@king_nish5/video/7617841250586119431,2026-06-06 01:51:14.748637
tiktok,Ramai tanya pasal PRN Johor… ini jawapan dari YAB Dato' @Onn Hafiz #johor,11413,8799.0,279.0,858.0,neutral,https://www.tiktok.com/@_khairulsyakir_/video/7642743891640339733,2026-06-06 01:51:50.997118
tiktok,#pn #ph #umno #bn #pas,11124,6009.0,1120.0,720.0,negative,https://www.tiktok.com/@keng5394/video/7642957923626257682,2026-06-06 01:51:50.622457
x,"Kasus mas-mas Tenue alias Rahman ini jadi pembelajaran sih buat semua business owner.

Gak boleh ketergantungan sama 1 orang. Brand bisa goyang pas si content creator resign, bahkan redup seketika.

R",11053,5509.0,60.0,515.0,negative,https://x.com/mesatu_/status/2061684993144099200,2026-06-02 05:43:01+00:00
tiktok,PAK GLEN STAY HUMBLE! 👀💙🐯 #persib #persibbandung #bobotoh #lewatberanda #fyp,11053,8588.0,30.0,172.0,positive,https://www.tiktok.com/@fanspage.persib/video/7647521035327163656,2026-06-06 01:52:19.415986
tiktok,"Banjir Dukungan, Kang Dedi Mulyadi Optimis Surveynya Naik Jelang Pilgub Jabar #fyp #fypシ゚viral #viral #kangdedimulyadichannel #dedimulyadi #pilgub #jawabarat #jabar #kompas",11019,7660.0,817.0,377.0,neutral,https://www.tiktok.com/@dulurahayu/video/7374572731997703429,2026-06-06 01:52:13.152073
x,"Temen gw dokter anak. 11 tahun praktek. Ratusan pasien dari bayi sampai remaja.

Gw ngeluh pas ngopi: ""Anak gw manja banget. Minta gendong terus. Turun bentar, naik lagi. Turun bentar, naik lagi. Bahu",10866,6335.0,29.0,1383.0,negative,https://x.com/fajrek1/status/2062700948716441705,2026-06-05 01:00:03+00:00
tiktok,#sc #lahirannormal #pregnant,10822,6645.0,914.0,179.0,neutral,https://www.tiktok.com/@inilibraa02/video/7470520890678103304,2026-06-06 01:52:07.911539
x,"Anj bgsat… ketek masnya cok😭 
Pas diangkat Mulai kelihatan Bulu ketek yg Lebat &amp; hitam itu🤤ga kebayang Bauk khas Lakik nya 🤤🤤aaah cok💦💦 https://t.co/CPnlI9JaCY",10797,7542.0,15.0,625.0,positive,https://x.com/Hendi990/status/2061981845991161969,2026-06-03 01:22:36+00:00
tiktok,"PRN JOHOR. kita undi BN.
#umno
#bangsajohor
#bndihati 
#barisannasional",10737,7622.0,1104.0,917.0,neutral,https://www.tiktok.com/@poknikmungg/video/7646693585676520724,2026-06-06 01:51:40.003806
x,"Première fois que je baise un jeune 🇫🇷 qui aime pas les arabes  🇲🇦🔥 C’était incroyable de réaliser son fantasme ! 🍆😈

Vidéo complète ici : 
https://t.co/IgEOfskSRk https://t.co/9EdQ5rN8a4",10278,8555.0,30.0,656.0,neutral,https://x.com/Bakir169/status/2061564073133609249,2026-06-01 21:42:31+00:00
