platform,post_content,comment_content,engagement,sentiment,date
youtube,,Malu lah negri sembilan,7588,negative,2026-06-09 00:00:00+00:00
tiktok,,[Sticker] Do you do consulting or offer training for sunday resets ?,6779,neutral,2026-06-15 20:06:41+00:00
youtube,,berebut kuasa,6300,neutral,2026-06-09 00:00:00+00:00
youtube,,kemaruk jawatan😂😂😂,6011,negative,2026-06-10 00:00:00+00:00
youtube,,Terus terang ckp.. Umno tanpa wak Jahit akan maju dan kembali kuat,5399,positive,2026-06-09 00:00:00+00:00
youtube,,"Pada Rais.y ,Che' gu butt, Cukup cukuplah jangan memperbodoh diri.Sepatutnya kamulah orang yg  harus menaik dan menyanjungi martabat melayu.memalukan.",4811,neutral,2026-06-10 00:00:00+00:00
youtube,,"Alhamdulillah, Allah MAHA ADIL, Terima kasih Allah ❤❤❤",4411,positive,2026-06-10 00:00:00+00:00
youtube,,Kemulut ini setidak-tidaknya membuka minda anak2 muda utk belajar semula sejarah adat N9. Tp yg aku nampak tunku mukriz lupa diri.. Dok rasa dia mewarisi takhta..,4166,positive,2026-06-09 00:00:00+00:00
youtube,,Sebaiknya.manusia seperti inilah yang wajib dijatuhkan hukuman sebat.menghuru harakan dan derhaka kepada Yang Dipertuan Besar.,4011,negative,2026-06-11 00:00:00+00:00
youtube,,Saya dari Sarawak dan tidak faham permasalahan sedang berlaku di Negeri Sembilan. Saya doakan agar rakyat Negeri Sembilan sentiasa dalam perlindungan Allah.,3999,positive,2026-06-09 00:00:00+00:00
youtube,,Pembodek pembodek kantoi,3900,neutral,2026-06-10 00:00:00+00:00
youtube,,"Betul yg dipertuan di lantik oleh 4 org tuan tanah jaga Dan urus takbir kalau kerja tak betul memang boleh buang ,",3877,negative,2026-06-09 00:00:00+00:00
youtube,,Rais yatim nak jadi hero...macam dia suci sangat,3811,positive,2026-06-10 00:00:00+00:00
youtube,,Kena hati2 dengan Cik gu Bard ni..memang selalu salah bawak..ikut hati dia je..,3733,negative,2026-06-10 00:00:00+00:00
youtube,,Setuju gila kuasa,3611,neutral,2026-06-09 00:00:00+00:00
youtube,,"Gambaran rais yatim, perangai dah macam karmawijaya yg goncang istana melaka pada zaman gemilang hang tuah yg hasutan nya bolih buat kan hang tuah di bunoh buang.",3400,negative,2026-06-10 00:00:00+00:00
tiktok,,Xq no existe el DÍA DEL LOS TI@S😞,3255,negative,2026-06-10 18:47:33+00:00
youtube,,Duit oooo duit,3211,neutral,2026-06-10 00:00:00+00:00
youtube,,Set2 gila kuasa dan kecewa ni...jgn lyn....tk jd apo punnn,3200,negative,2026-06-09 00:00:00+00:00
tiktok,,dindaaa!,3142,neutral,2026-06-02 04:00:25+00:00
youtube,,"komunis mana pernah tau soal adat atau adap,mereka cuma nak hancurkan sejarah2 dan ketuanan Melayu dan merampas kuasa memerintah  negara",3122,negative,2026-06-09 00:00:00+00:00
youtube,,Jadi itu semua adalah konspirasi oleh parti politik ini.,3111,negative,2026-06-09 00:00:00+00:00
youtube,,Sumo gilo kuaso!!!,3100,neutral,2026-06-09 00:00:00+00:00
youtube,,Gila nama gila kuasa gila harta.semua gila,2988,neutral,2026-06-09 00:00:00+00:00
youtube,,Nk jatuhkan mb dan tuanku serentak...😂,2844,negative,2026-06-10 00:00:00+00:00
youtube,,"Bila dah bercampur aduk dengan politik abis lah. Bukan xleh campur, elok jer campur sebelum² ni. Tapi campur tangan berlebihan.",2800,negative,2026-06-09 00:00:00+00:00
youtube,,Orang luar tak patut masuk campur.,2744,neutral,2026-06-09 00:00:00+00:00
tiktok,,"not state bro, district",2617,neutral,2026-06-06 02:02:33+00:00
youtube,,Korang tak tahu ke dia buat Ph.D pasal bakar jambatan.,2422,neutral,2026-06-10 00:00:00+00:00
youtube,,"Masing2 negeri ada adat.klu adat diikuti ,rasanya tiada masalah bila sistem adat diketepikan ini jadi haru biru.hanya rakyat n9 wajar pertikai undang2 n9 org luar x boleh ckp sewenang2nya  ikut pandan",2366,negative,2026-06-09 00:00:00+00:00
youtube,,ini yg paling topat....terbaekkk,2300,positive,2026-06-09 00:00:00+00:00
youtube,,Pembakar jambatan ckp 😂😂😂,2100,positive,2026-06-10 00:00:00+00:00
tiktok,,Cafe belakang masjid sendayan,2090,neutral,2026-06-04 04:22:27+00:00
youtube,,"Undang mungkin ada kuasa, tapi rakyat berhak untuk tau kewajaran sesuatu keputusan atau tindakan. Betul komen Dato' Zaid.",1944,negative,2026-06-09 00:00:00+00:00
youtube,,Baru saya faham apa yg berlaku..itu yg saya hairan selama UMNO berkuasa di Negeri 9 ketika itu di bawah kepimpinan Menteri Besar Tok Mat tak timbul pun masalah yg berkaitan dgn Adat tiba-tiba bila PH ,1933,negative,2026-06-09 00:00:00+00:00
youtube,,"Hayat semakin pendek, masih mau menipu.",1900,neutral,2026-06-10 00:00:00+00:00
tiktok,,ชีหอมซ็อตเวอร์5555,1770,positive,2026-06-21 14:05:13+00:00
youtube,,Undang Jelebu dan Sg Ujong dah tak valid ditolak ibu soko dan tok lembaga …DKU jer msh tak endorse ikut pemahaman awam. Daulat Tuanku Mukhriz …❤,1711,neutral,2026-06-09 00:00:00+00:00
youtube,,"Jalal oi Jalal..aku dah cakap, jangan makan cili tu",1700,negative,2026-06-09 00:00:00+00:00
youtube,,Geng atok tak perlu masuk campur😂,1700,negative,2026-06-11 00:00:00+00:00
youtube,,"Kami Org Nismilan tak rela Org Putih yg berpaksi kan Barat dan Perniagaan, menjadi Yam Tuan kami lagi.",1633,negative,2026-06-09 00:00:00+00:00
youtube,,Baru dato undang😂😂😂bukan raja😂😂😂,1600,neutral,2026-06-09 00:00:00+00:00
youtube,,Ini lah jadik nya apabila orng sendiri seperti kaduk dah naik junjung..habis hak kekal dinafikan ..tapi apa boleh buat nak sangat tukar kan habuan lah...di lantiknya orng yg tak paham undang2 hak ngin,1500,negative,2026-06-09 00:00:00+00:00
youtube,,Jika kamu berbantah bantah pada satu perkara kembalilah lpd Allah dan rasulnya sekiranya kamu beriman kpd Allah dan hari akhirat.itulah yg terbaik bagi kamu dan lebih elok kesudahannya.,1422,positive,2026-06-09 00:00:00+00:00
youtube,,Rais ni orang biasa jer...lebih sudu dari kuah,1400,neutral,2026-06-11 00:00:00+00:00
youtube,,Terbaikk.. Tuan Polis.. Rilex je.. Tak termakan provokasi,1300,negative,2026-06-09 00:00:00+00:00
youtube,,Rais ni tak ingat kubur ke..sudah2 lah..baik buat amal...,1200,negative,2026-06-11 00:00:00+00:00
youtube,,"DAULAT TUANKU bertambah tambah Daulat. 

Orang politik JANGAN HASUT PENGUNDI & RAKYAT untuk kepentingan partai anda & penonggang anda. 

Biarkan institusi adat Raja Raja  Melayu Islam menentukan nasib",1111,negative,2026-06-09 00:00:00+00:00
tiktok,,Ser Tio es una sensación muy agradable ❤️❤️porque si yoran solo se los devuelves asu padres 😁😁y listo 😂,1079,positive,2026-06-09 16:44:51+00:00
youtube,,Siapa kata jangan heret Istana dalam politik? Realitinya banyak perkara2 dalam kehidupan terlibat dalam politik terutama dalam memilih @ melantik pemimpin.,1011,neutral,2026-06-09 00:00:00+00:00
youtube,,"Didahulukan dgn tahniah Dato'' & En Din.
Bersiaranlah lebih kerap, banyak isu2 pelik sejak 3-4 tahun kebelakangan ni",1000,negative,2026-06-09 00:00:00+00:00
youtube,,ya allah jgn lah menangkan bn umno dlm.prn n9 ni nt...sb meluat2 tgk cara dioarang nk tebuk atap x menjadi tu...sanggup menjatuhkan yamtuan besar,911,neutral,2026-06-09 00:00:00+00:00
youtube,,Mmg gempak nei. 😊😊😊😊😊,911,positive,2026-06-09 00:00:00+00:00
youtube,,Lain kali boleh x jangan ada music. Ganggu sikit nak dgr,900,negative,2026-06-09 00:00:00+00:00
tiktok,,เกี่ยวอะไรกับน้องรักแม่5555555,890,positive,2026-06-21 15:22:56+00:00
youtube,,Parti politik org melayu pun berpecah sampai berjangkit kpd institution raja. Apa nk jdi Malaysia,800,neutral,2026-06-09 00:00:00+00:00
youtube,,Gitulah kalau dah kemaruk sangat nak berkuasa  last UMNO   terceduk sendiri 😂😂😂😂😂,800,negative,2026-06-10 00:00:00+00:00
tiktok,,The nails…..,732,neutral,2026-06-05 01:38:22+00:00
tiktok,,13 mei kes mana plak? Yg ydpa buat statement untk ingtkan jngn terjadi 13 mei lg me?,716,neutral,2026-06-06 18:31:45+00:00
youtube,,"Nape lah org2 Melayu ni....x sudah2 gila berebut kuasa,cubalah duduk bermesyuarah dan letakkan kepentingan rakyat dan negara di atas..
Apa yg berlaku cukup memalukan",711,negative,2026-06-09 00:00:00+00:00
x,,"@pipiyapong Lepas merdeka, confirm jual kedaulatan kpd singapura. Keluarga pemalas.",607,neutral,2026-06-21 09:05:37+00:00
x,,"@pipiyapong Lepas merdeka, confirm jual kedaulatan kpd singapura. Keluarga pemalas.",607,neutral,2026-06-21 09:05:37+00:00
youtube,,"apa sebab yang sedia ada perlu diganti ?

Ya, Undang 4 ada Kuasa Mutlak cuma sebagai Public Figure , perlu diketahui apa sebab yang sedia ada perlu diganti ?

Sebab ini akan jadi precedent untuk masa ",600,negative,2026-06-09 00:00:00+00:00
youtube,,KENAPA RAMAI ORG POLITIK TAK MAHU FAHAM KERAJAAN PERPADUAN HANYA DIPERINKAT PUSAT SAHAJA DISEBABKAN PRU15 SEMUA PARTY TAK CUKUP MAJORITI..INI TIDAK TERLIBAT DGN NEGERI..KENAPA TAK FAHAM...? KERAJAAN P,600,negative,2026-06-09 00:00:00+00:00
tiktok,,[Sticker] Meanwhile kenzie,594,neutral,2026-06-19 09:35:28+00:00
x,,"@pipiyapong Yang telah dikenalpasti,
dalam 6-7 orang katanya.",589,neutral,2026-06-21 10:28:04+00:00
x,,"@pipiyapong Yang telah dikenalpasti,
dalam 6-7 orang katanya.",589,neutral,2026-06-21 10:28:04+00:00
x,,"@pikiran_rakyat Ingat, penggolongan ini hanya untuk prog pembangunan 3 jt rumah. Syarat dipermudah supaya prognya sukses banyak yg bisa beli/nyicil rumahnya. 

Bedakan dengan penggolongan masyarakat m",581,positive,2026-06-20 05:46:33+00:00
x,,"@pikiran_rakyat Ingat, penggolongan ini hanya untuk prog pembangunan 3 jt rumah. Syarat dipermudah supaya prognya sukses banyak yg bisa beli/nyicil rumahnya. 

Bedakan dengan penggolongan masyarakat m",581,positive,2026-06-20 05:46:33+00:00
facebook,,Majority rakyat Negeri Sembilan kekal taat setia dgn Yamtuan Tuanku bkn dgn Undang. Selagi kerajaan negeri tak iktiraf takda makna pon. Patut la Umno beria nk jatuh kan kerajaan madani N9. Pru16 nnti ,541,negative,2026-05-29 04:53:46+00:00
tiktok,,😂😂😂😂😂,502,positive,2026-06-15 20:50:39+00:00
youtube,,"Antara punca kerosakan Institusi Istana, Undang la puncanya!",500,negative,2026-06-09 00:00:00+00:00
youtube,,"Susah citer la..
Negeri penuh beradat namun Adat Perpatih ni tiba-tiba tidak berfungsi..kisah 40 thn yg lalu penuh tragedy..pimpinan politik x  boleh campur ?",500,negative,2026-06-09 00:00:00+00:00
youtube,,Rais lebih sudu dari KUAH.😂 NYAAAMPAH,500,neutral,2026-06-10 00:00:00+00:00
youtube,,Rais Yatim is yesterday's leader. He belongs to a museum 😅,500,neutral,2026-06-10 00:00:00+00:00
facebook,,Gagal d DUN sikamat....lari ke linggi....sama mcm prangai boss dia....gagal d permatang pauh....lari ke pd....gagal d pd....lari ke tambun....guru kencing berlari....muridpun sama....dua2 kaki kencing,489,negative,2026-06-15 02:10:03+00:00
facebook,,"Undang johol kena bagi tahu, apa salah tunku muhriz?",460,negative,2026-06-11 17:53:01+00:00
youtube,,Mesti ado hikmahnya... Yg buat hal tu segera di hukum. Jgn memeningkn rakyat2laaah.,400,neutral,2026-06-09 00:00:00+00:00
x,,"@NHenryp29864 BETAPA RUSAKNYA Negeri ini! 
- Banyak yang  kalo Gibran ini NARKOBAIS yg diselamatkan olh Listyo Sigit. 
- Prabowo juga tahu. Ttp tetap gandeng Gibran jd Wapres. 
- Semua akan ditelanjan",392,negative,2026-06-18 12:45:29+00:00
x,,"@NHenryp29864 BETAPA RUSAKNYA Negeri ini! 
- Banyak yang  kalo Gibran ini NARKOBAIS yg diselamatkan olh Listyo Sigit. 
- Prabowo juga tahu. Ttp tetap gandeng Gibran jd Wapres. 
- Semua akan ditelanjan",392,negative,2026-06-18 12:45:29+00:00
facebook,,"Undang yg 4 ni berlagak lebih daripada Tuanku Sultan, meluat pulak dgn oerangai dia berlagak besar",375,negative,2026-06-11 21:42:58+00:00
